NAME	TITLE	SCORE	
H4C9	H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]	4.9583015	
H2AC12	H2A clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13671]	4.957124	
LINC02605	long intergenic non-protein coding RNA 2605 [Source:HGNC Symbol;Acc:HGNC:53974]	4.9569144	
CYLD-AS1	CYLD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55352]	4.9560475	
MEG3	maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]	4.954248	
H2BC11	H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]	4.95078	
GDF9	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]	4.9503665	
EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	4.9503555	
H3C1	H3 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4766]	4.9495077	
H4C16	H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]	4.943979	
LUCAT1	lung cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48498]	4.9412208	
MIR7-3HG	MIR7-3 host gene [Source:HGNC Symbol;Acc:HGNC:30049]	4.9396505	
H4C5	H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]	4.936617	
DHRS2	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]	4.935912	
ASNS	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]	4.935398	
FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	4.933154	
PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]	4.932288	
LINC02757	long intergenic non-protein coding RNA 2757 [Source:HGNC Symbol;Acc:HGNC:54277]	4.9314346	
CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]	4.930526	
NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	4.924136	
H1-4	H1.4 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4718]	4.924012	
FOSB	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	4.923713	
DPH1-AS1	DPH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56040]	4.922198	
SLCO5A1	solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]	4.9184027	
MEG9	maternally expressed 9 [Source:HGNC Symbol;Acc:HGNC:43874]	4.9156322	
ADIRF-AS1	ADIRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45127]	4.914468	
GPER1	G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]	4.9076223	
LSMEM1	leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036]	4.903896	
CCND2-AS1	CCND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49398]	4.902282	
COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	4.9006953	
GCNA	germ cell nuclear acidic peptidase [Source:HGNC Symbol;Acc:HGNC:15805]	4.896876	
WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	4.8941574	
IL11	interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]	4.8917403	
H2AC11	H2A clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4737]	4.8913074	
CRY1	cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]	4.8912015	
IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	4.8896837	
ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	4.88154	
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32041]	4.880503	
ENO3	enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]	4.8727126	
COX6B2	cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]	4.869512	
DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	4.868273	
FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	4.867254	
THOC6	THO complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:28369]	4.86659	
H2AC20	H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]	4.865189	
CXCL3	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]	4.8647704	
INE1	inactivation escape 1 [Source:HGNC Symbol;Acc:HGNC:6060]	4.8639	
H2AC8	H2A clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4724]	4.863156	
FTCD	formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]	4.861253	
ERVH48-1	endogenous retrovirus group 48 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:17216]	4.8605967	
MYH15	myosin heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]	4.8601327	
UCKL1-AS1	UCKL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31967]	4.8579865	
LINC02960	long intergenic non-protein coding RNA 2960 [Source:HGNC Symbol;Acc:HGNC:55985]	4.855218	
DDX47	DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]	4.852928	
MMP1	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]	4.852845	
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]	4.851676	
CAPN10-DT	CAPN10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48839]	4.851162	
GREB1L	GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]	4.850029	
VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	4.8475213	
KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27877]	4.8455935	
CCL24	C-C motif chemokine ligand 24 [Source:HGNC Symbol;Acc:HGNC:10623]	4.8440332	
NPR2	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	4.8371124	
LOC112267871	novel transcript	4.834329	
GEM	GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]	4.8341117	
ARID3B	AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]	4.831804	
NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	4.8276224	
DIAPH2-AS1	DIAPH2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16972]	4.825484	
AMH	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]	4.8240776	
RUNDC3B	RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]	4.8229647	
TAC1	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]	4.821237	
ENSG00000275895	U2 small nuclear RNA auxiliary factor 1-like 5	4.8209634	
KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	4.8202496	
ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	4.8173113	
KDM5C-IT1	KDM5C intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41384]	4.812307	
CD83	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]	4.811553	
H2AC7	H2A clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4729]	4.8105745	
PHKG1	phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]	4.8101907	
SLC8A2	solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]	4.8030186	
LINC00641	long intergenic non-protein coding RNA 641 [Source:HGNC Symbol;Acc:HGNC:27511]	4.802366	
HCG27	HLA complex group 27 [Source:HGNC Symbol;Acc:HGNC:27366]	4.801886	
H4C8	H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]	4.800781	
PARD6G-AS1	PARD6G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44109]	4.799546	
SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]	4.7984004	
PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]	4.7978687	
AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]	4.7974515	
MITA1	novel transcript	4.7966013	
PTOV1-AS1	PTOV1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44174]	4.790778	
LINC01647	long intergenic non-protein coding RNA 1647 [Source:HGNC Symbol;Acc:HGNC:52434]	4.7895346	
CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]	4.7805915	
ADGRL1-AS1	ADGRL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55309]	4.775557	
RFPL3S	RFPL3 antisense [Source:HGNC Symbol;Acc:HGNC:9981]	4.764831	
MATR3	matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]	4.7646065	
IQCN	IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]	4.763986	
ZEB1	zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]	4.7589426	
H2BC6	H2B clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4753]	4.757644	
YPEL4	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]	4.75666	
CCDC18	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]	4.7557793	
H3C4	H3 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4767]	4.7543197	
EGR4	early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]	4.753888	
H2BC26	H2B clustered histone 26 [Source:HGNC Symbol;Acc:HGNC:20514]	4.753633	
NRARP	NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]	4.7505703	
ZBTB46	zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]	4.750348	
DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	4.749705	
RASD1	ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]	4.7488823	
ASGR1	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]	4.741132	
LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	4.740243	
OVGP1	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]	4.740076	
RELT	RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]	4.7400618	
CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	4.739109	
TFPI2	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]	4.7376165	
ATP6V1FNB	ATP6V1F neighbor [Source:HGNC Symbol;Acc:HGNC:52392]	4.737202	
LY6K	lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]	4.7356887	
CORO2B	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	4.7338705	
LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]	4.7307563	
ZNF764	zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]	4.7287083	
LUARIS	lncRNA upregulator of antiviral response interferon signaling [Source:HGNC Symbol;Acc:HGNC:40992]	4.7213044	
SNAI1	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	4.7208967	
ACHE	acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108]	4.717758	
BRSK1	BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]	4.714543	
CREB5	cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]	4.7128158	
CFAP53	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]	4.708944	
GARIN5B	golgi associated RAB2 interactor family member 5B [Source:HGNC Symbol;Acc:HGNC:25278]	4.7082653	
TJAP1	tight junction associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17949]	4.7045712	
RDH5	retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]	4.704337	
CMYA5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	4.70374	
NTNG2	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]	4.6984286	
DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]	4.698425	
H4C4	H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782]	4.697424	
SCNN1D	sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]	4.6949425	
GADD45B	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]	4.6930456	
MYEF2	myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]	4.691173	
GRIK5	glutamate ionotropic receptor kainate type subunit 5 [Source:HGNC Symbol;Acc:HGNC:4583]	4.6909475	
ENSG00000236754	novel transcript	4.6898336	
AOC3	amine oxidase copper containing 3 [Source:HGNC Symbol;Acc:HGNC:550]	4.688907	
KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:6295]	4.6877875	
MC1R	melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]	4.681663	
H2BC7	H2B clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4752]	4.681571	
TPT1-AS1	TPT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43686]	4.6810503	
TSPYL2	TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]	4.680392	
H2BC10	H2B clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4756]	4.678299	
GPR3	G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]	4.677869	
SZT2	SZT2 subunit of KICSTOR complex [Source:HGNC Symbol;Acc:HGNC:29040]	4.677753	
RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]	4.676912	
FERMT3	FERM domain containing kindlin 3 [Source:HGNC Symbol;Acc:HGNC:23151]	4.6763506	
FBXL19-AS1	FBXL19 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27557]	4.675781	
MAP1S	microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]	4.674049	
MAFF	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	4.6736	
ENSG00000286380	novel transcript	4.665524	
N4BP2L1	NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]	4.6595216	
XPC-AS1	XPC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55014]	4.6590886	
NRCAM	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]	4.6569543	
CRYM	crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]	4.656452	
H2BC18	H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]	4.655483	
ENSG00000228133	novel transcript, antisense to RTN4RL1	4.64962	
KCNJ14	potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]	4.6492248	
AOC2	amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]	4.6464324	
ADPRHL1	ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]	4.645996	
SPRED3	sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]	4.645432	
MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	4.644254	
NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	4.6424565	
ZNF671	zinc finger protein 671 [Source:HGNC Symbol;Acc:HGNC:26279]	4.640132	
PHF1	PHD finger protein 1 [Source:HGNC Symbol;Acc:HGNC:8919]	4.6390686	
CSRNP1	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	4.638911	
SLC44A4	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]	4.638684	
KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	4.636104	
GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]	4.6302023	
POLG-DT	POLG divergent transcript [Source:HGNC Symbol;Acc:HGNC:55363]	4.6285424	
FLCN	folliculin [Source:HGNC Symbol;Acc:HGNC:27310]	4.6283417	
MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]	4.623493	
ZBTB43	zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]	4.623081	
POLG2	DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]	4.6141167	
TP53INP2	tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]	4.6133304	
CSF1	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	4.610278	
ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]	4.604944	
ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	4.603959	
LINC01168	long intergenic non-protein coding RNA 1168 [Source:HGNC Symbol;Acc:HGNC:49537]	4.602677	
DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]	4.601389	
SPEM2	SPEM family member 2 [Source:HGNC Symbol;Acc:HGNC:27315]	4.6004767	
HSPA1B	heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]	4.5999775	
MPDZ	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	4.5991106	
TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	4.5948486	
DCDC2C	doublecortin domain containing 2C [Source:HGNC Symbol;Acc:HGNC:32696]	4.591599	
RBM5	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	4.588734	
IL6ST-DT	IL6ST divergent transcript [Source:HGNC Symbol;Acc:HGNC:55804]	4.5883994	
NRIP3	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]	4.586133	
H3C10	H3 clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4775]	4.581902	
GET4	guided entry of tail-anchored proteins factor 4 [Source:HGNC Symbol;Acc:HGNC:21690]	4.580459	
SPHK1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	4.579864	
RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	4.578281	
RSPH6A	radial spoke head 6 homolog A [Source:HGNC Symbol;Acc:HGNC:14241]	4.576472	
SSC5D	scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]	4.576408	
PNLDC1	PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]	4.5749426	
NEK10	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	4.5729456	
ZC3H11A	zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]	4.5720177	
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	4.569805	
CLDN15	claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]	4.565758	
ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	4.5626807	
ZNF165	zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]	4.5613685	
NUDT17	nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]	4.5608907	
DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	4.5606785	
WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	4.5504165	
GPSM1	G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:17858]	4.5499187	
NLGN2	neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]	4.5482216	
STARD8	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]	4.541031	
IL18BP	interleukin 18 binding protein [Source:HGNC Symbol;Acc:HGNC:5987]	4.5406528	
SLC12A7	solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]	4.540552	
AMHR2	anti-Mullerian hormone receptor type 2 [Source:HGNC Symbol;Acc:HGNC:465]	4.5386186	
ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	4.538422	
BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:HGNC:17107]	4.537776	
YJEFN3	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785]	4.536056	
NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	4.530581	
RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]	4.5302634	
IRF1	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	4.528545	
SLC20A1	solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]	4.5270276	
HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]	4.526773	
CCDC17	coiled-coil domain containing 17 [Source:HGNC Symbol;Acc:HGNC:26574]	4.526023	
LINC01786	long intergenic non-protein coding RNA 1786 [Source:HGNC Symbol;Acc:HGNC:52575]	4.5246787	
NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	4.5199637	
TENT5C	terminal nucleotidyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:24712]	4.5185194	
KIAA0753	KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]	4.5146475	
CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]	4.513439	
CNOT3	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]	4.5111523	
PPP1R15A	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	4.510084	
MDM4	MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]	4.509979	
GPAT3	glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]	4.5099535	
UXT-AS1	UXT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49239]	4.509762	
INSIG1	insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]	4.5087166	
MIF4GD-DT	MIF4GD divergent transcript [Source:HGNC Symbol;Acc:HGNC:55335]	4.5013638	
SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	4.4983974	
GPRASP1	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	4.49563	
IFIT2	interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]	4.4955235	
TCERG1L	transcription elongation regulator 1 like [Source:HGNC Symbol;Acc:HGNC:23533]	4.4948335	
PLEKHA6	pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]	4.4936967	
ZBED9-AS1	ZBED9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55596]	4.489818	
LONRF3	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152]	4.4894986	
TNIK	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]	4.4878063	
ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	4.4770975	
SAP25	Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]	4.4707623	
ENGASE	endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622]	4.4696937	
FADS3	fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]	4.4618735	
FGF18	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]	4.4602013	
TGIF2	TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]	4.4557157	
TMEM88	transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]	4.452605	
LINC01191	long intergenic non-protein coding RNA 1191 [Source:HGNC Symbol;Acc:HGNC:49595]	4.4483366	
C2orf49-DT	C2orf49 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55178]	4.448094	
ING1	inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]	4.447459	
NPTN-IT1	NPTN intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:45091]	4.445627	
NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	4.4454656	
