Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Trabectedin CTD 00003298	3/13	6.111840304298568E-8	1.1834745316505408E-6	0	0	599.31	9954.810479945485	CCNA2;CCNB2;CCNB1
resveratrol CTD 00002483	9/1601	7.021891132202447E-8	1.2858264744786724E-6	0	0	25.99795854271357	428.2292262575296	CCNA2;CCNB2;CCNB1;RRM2;TXNRD1;BUB1B;KIF11;BUB1;AURKA
daunorubicin PC3 DOWN	6/381	7.042868013576454E-8	1.2858264744786724E-6	0	0	44.82742857142857	738.247915988226	CCNA2;CCNB1;CTBP2;BUB1B;KIF11;BUB1
CUPRIC OXIDE CTD 00001471	6/393	8.462459215226988E-8	1.5020865107027904E-6	0	0	43.41085271317829	706.947513031788	CCNA2;CDC20;CCNB2;CCNB1;RRM2;AURKA
benzo[a]pyrene CTD 00005488	12/4424	1.403812390208266E-7	2.424421938765086E-6	0	0	42.361740707162284	668.4218390224144	CCNA2;CDC20;CCNB2;CCNB1;RRM2;CTBP2;UBE2C;TXNRD1;BUB1B;KIF11;BUB1;AURKA
0175029-0000 PC3 DOWN	11/3326	1.4884236538469664E-7	2.5029018810742405E-6	0	0	27.660935143288086	434.84035743290076	CCNA2;CDC20;CCNB2;CCNB1;CTBP2;UBE2C;TXNRD1;BUB1B;KIF11;BUB1;AURKA
SILVER NITRATE CTD 00006743	4/80	1.650704212359318E-7	2.70461536332719E-6	0	0	116.43859649122807	1818.409179175023	CCNA2;CCNB1;BUB1B;BUB1
mechlorethamine CTD 00006251	3/18	1.7405573905994477E-7	2.780540431482618E-6	0	0	399.44	6216.840321302074	CCNA2;CCNB1;TXNRD1
danazol HL60 DOWN	8/1233	1.9873498747384174E-7	3.0973574877020703E-6	0	0	24.505469387755102	378.15109344257394	CDC20;CCNB2;CCNB1;RRM2;CTBP2;KIF11;BUB1;AURKA
vinblastine CTD 00006986	5/227	2.1537543906318443E-7	3.27678346574702E-6	0	0	55.644707207207205	854.1953956664188	CCNB2;CCNB1;RRM2;KIF11;BUB1
deferoxamine MCF7 DOWN	3/20	2.4298488113208605E-7	3.610868349846581E-6	0	0	352.4117647058824	5367.325134065376	CDC20;CCNB1;AURKA
Phorbol 12-myristate 13-acetate CTD 00006852	6/483	2.8577457531532895E-7	4.123248915011231E-6	0	0	35.058400718778074	528.2621744117118	CCNA2;CDC20;CCNB2;TXNRD1;BUB1B;AURKA
pyrvinium MCF7 DOWN	4/92	2.903696419021994E-7	4.123248915011231E-6	0	0	100.5	1512.7371653856437	CCNA2;RRM2;BUB1B;KIF11
paclitaxel CTD 00007144	6/493	3.2238244350355577E-7	4.452535523993872E-6	0	0	34.32091522440599	513.0128167091251	CDC20;CCNB2;CCNB1;RRM2;BUB1B;AURKA
rapamycin CTD 00007350	5/247	3.2749478814978405E-7	4.452535523993872E-6	0	0	50.99431818181818	761.4366387613446	CCNA2;CDC20;CCNB2;BUB1B;BUB1
cyclosporin A CTD 00007121	12/4825	3.8888508760167143E-7	5.177032728697251E-6	0	0	37.83253687928527	558.4075611428434	CCNA2;CDC20;CCNB2;CCNB1;RRM2;CTBP2;UBE2C;TXNRD1;BUB1B;KIF11;BUB1;AURKA
Irinotecan hydrochloride CTD 00002224	6/565	7.173141723514624E-7	9.296336968922782E-6	0	0	29.789930999233324	421.46055337475764	CCNA2;CDC20;CCNB2;CTBP2;UBE2C;BUB1
67526-95-8 CTD 00007263	7/953	7.274129083664148E-7	9.296336968922782E-6	0	0	23.482558139534884	331.89711235696643	CCNA2;CDC20;CCNB1;RRM2;UBE2C;BUB1B;KIF11
amsacrine CTD 00005396	3/35	1.3872340659575365E-6	1.7381226826409135E-5	0	0	187.078125	2523.346917535179	CCNA2;CCNB1;UBE2C
quercetin CTD 00006679	10/3158	1.713654092101606E-6	2.1058172401017813E-5	0	0	17.830368487928844	236.73170861899825	CCNA2;CDC20;CCNB2;CCNB1;RRM2;TXNRD1;BUB1B;KIF11;BUB1;AURKA
trichostatin A PC3 DOWN	7/1133	2.3326765382504443E-6	2.812415675362328E-5	0	0	19.542184724689164	253.4327096640932	CCNA2;CCNB2;CCNB1;CTBP2;UBE2C;BUB1;AURKA
estradiol CTD 00005920	11/4336	2.4691963390461506E-6	2.921882334537945E-5	0	0	19.91699421965318	257.16061766806826	CCNA2;CDC20;CCNB2;CCNB1;RRM2;UBE2C;TXNRD1;BUB1B;KIF11;BUB1;AURKA
doxorubicin CTD 00005874	6/750	3.732001496096217E-6	4.3312849612776665E-5	0	0	22.169354838709676	277.0851418378224	CCNA2;CCNB2;CCNB1;RRM2;BUB1B;AURKA
COUMESTROL CTD 00005717	8/1812	3.795805286878706E-6	4.3312849612776665E-5	0	0	16.12682926829268	201.28885753242471	CCNA2;CCNB2;CCNB1;RRM2;BUB1B;KIF11;BUB1;AURKA
PhIP CTD 00002156	4/179	4.164939621321493E-6	4.669116522849885E-5	0	0	50.31619047619048	623.3576623039095	CCNA2;CCNB1;BUB1B;BUB1
Copper sulfate CTD 00007279	12/6016	5.1154674170223645E-6	5.596317623851684E-5	0	0	27.94736842105263	340.48954661940576	CCNA2;CDC20;CCNB2;CCNB1;CTBP2;UBE2C;TXNRD1;BUB1B;KIF11;HSPG2;BUB1;AURKA
NICKEL CTD 00006389	4/189	5.167179026717518E-6	5.596317623851684E-5	0	0	47.57237237237237	579.1072260860967	CDC20;CCNB2;BUB1B;AURKA
glibenclamide HL60 DOWN	7/1333	6.906945787043089E-6	7.35589726320089E-5	0	0	16.418677727501258	195.10286859545405	CDC20;CCNB1;RRM2;UBE2C;KIF11;BUB1;AURKA
etoposide CTD 00005948	5/461	7.032756047828649E-6	7.367100187807387E-5	0	0	26.769462719298247	317.6178518435454	CCNA2;CCNB1;UBE2C;BUB1B;BUB1
1h-pyrazolo[3,4-d]pyrimidine CTD 00000742	3/61	7.554263450671376E-6	7.662181499966682E-5	0	0	103.08103448275862	1215.675713183019	CCNA2;CCNB2;CCNB1
ciclopirox HL60 DOWN	3/61	7.554263450671376E-6	7.662181499966682E-5	0	0	103.08103448275862	1215.675713183019	CDC20;CCNB1;BUB1
Belinostat CTD 00004313	3/64	8.735399361920617E-6	8.721750300417617E-5	0	0	97.99672131147541	1141.4782451970773	CCNA2;CCNB1;AURKA
Tetradioxin CTD 00006848	10/3768	9.103337732586191E-6	8.949281247880887E-5	0	0	14.395068298740465	167.08167814903237	CCNA2;CDC20;CCNB2;RRM2;CTBP2;UBE2C;TXNRD1;KIF11;BUB1;AURKA
EINECS 250-892-2 CTD 00001193	4/223	9.94051745552592E-6	9.624228263759187E-5	0	0	40.117706747843734	462.11151048499465	RRM2;TXNRD1;BUB1B;AURKA
8-azaguanine HL60 DOWN	6/897	1.0471337630854156E-5	9.986842904650457E-5	0	0	18.37037037037037	210.65062652853746	CCNA2;CDC20;CCNB1;BUB1B;KIF11;BUB1
Dasatinib CTD 00004330	5/502	1.0638564801373143E-5	9.997121923643292E-5	0	0	24.509557344064387	280.65955315635773	CDC20;RRM2;BUB1B;BUB1;AURKA
curcumin CTD 00000663	5/528	1.3587321072832345E-5	1.2583040819622997E-4	0	0	23.260038240917783	260.66067554995533	CCNA2;CDC20;CCNB1;UBE2C;TXNRD1
fisetin PC3 DOWN	5/541	1.5283881956894322E-5	1.3952000814936388E-4	0	0	22.68073694029851	251.5001542475983	CCNA2;CCNB1;BUB1B;KIF11;AURKA
lobeline HL60 DOWN	7/1510	1.576611513578304E-5	1.4189503622204734E-4	0	0	14.347748946551341	158.65235073667375	CCNA2;CDC20;CCNB2;CCNB1;CTBP2;KIF11;BUB1
Enterolactone CTD 00001393	6/971	1.6486584131409056E-5	1.4431707341756343E-4	0	0	16.895928941524797	186.07425026463923	CCNB2;CCNB1;RRM2;BUB1B;KIF11;AURKA
ANTIMONY CTD 00005424	3/79	1.648692701014418E-5	1.4431707341756343E-4	0	0	78.59605263157894	865.5738314273341	CCNB2;UBE2C;TXNRD1
7646-79-9 CTD 00000928	9/3094	1.978487929455551E-5	1.7084510634082393E-4	0	0	12.327228525121557	133.51118984547855	CCNA2;CDC20;CCNB2;CCNB1;RRM2;UBE2C;KIF11;BUB1;AURKA
ANTIMONY POTASSIUM TARTRATE CTD 00005425	3/87	2.2032326176427612E-5	1.8771541902316325E-4	0	0	71.08214285714286	762.2138044524986	CCNB2;UBE2C;TXNRD1
ZINC CTD 00007011	7/1642	2.7348036874119443E-5	2.2993941529687265E-4	0	0	13.095208970438328	137.5896034008559	CCNA2;CDC20;CCNB2;UBE2C;TXNRD1;BUB1;AURKA
hydroxyurea CTD 00006132	3/96	2.9599170340151376E-5	2.450643385530659E-4	0	0	64.1741935483871	669.1933597211495	CCNA2;CCNB1;UBE2C
DENSPM CTD 00002486	2/13	3.029746908559031E-5	2.450643385530659E-4	0	0	330.1818181818182	3435.3590220869637	CCNA2;CCNB1
roscovitine TTD 00010683	2/13	3.029746908559031E-5	2.450643385530659E-4	0	0	330.1818181818182	3435.3590220869637	CCNA2;CCNB1
menadione CTD 00007386	6/1140	4.105117464426194E-5	3.2789625747104225E-4	0	0	14.25018896447468	143.9367569538277	CCNA2;CCNB2;CTBP2;UBE2C;TXNRD1;BUB1
caffeine CTD 00005556	3/115	5.078554905808544E-5	4.0064155368045183E-4	0	0	53.236607142857146	526.3981791569903	CCNB1;TXNRD1;BUB1
Calpain inhibitor I CTD 00002578	2/17	5.274920091662329E-5	4.110577973868571E-4	0	0	242.0848484848485	2384.5265424278687	CDC20;CCNB1
Tylophorine CTD 00000134	2/18	5.932115701720912E-5	4.567014377589955E-4	0	0	226.9431818181818	2208.734624235031	CCNA2;CCNB1
vincristine CTD 00006988	6/1245	6.746563166676416E-5	5.093635302746678E-4	0	0	12.969906606710481	124.56158554658033	CCNA2;CCNB2;CCNB1;RRM2;UBE2C;AURKA
MERCURY CTD 00006274	4/364	6.775571216486192E-5	5.093635302746678E-4	0	0	24.230864197530863	232.60664730840656	CCNB2;UBE2C;TXNRD1;BUB1
hydrogen peroxide CTD 00006118	8/2673	6.925830516325157E-5	5.146053139455552E-4	0	0	10.399699812382739	99.60486679811648	CCNA2;CDC20;CCNB2;CCNB1;UBE2C;TXNRD1;BUB1;AURKA
Chromium(VI) CTD 00002830	3/130	7.317377603885365E-5	5.374487688370974E-4	0	0	46.91338582677165	446.74085375694636	CCNB1;BUB1B;BUB1
Arsenenous acid CTD 00000922	6/1283	7.987070224821657E-5	5.774564996421765E-4	0	0	12.55845172838125	118.49026614590288	CCNA2;CDC20;CCNB1;RRM2;UBE2C;TXNRD1
chlorzoxazone HL60 DOWN	6/1286	8.092353614395234E-5	5.774564996421765E-4	0	0	12.527008928571428	118.02955137495067	CDC20;CCNB1;RRM2;TXNRD1;KIF11;BUB1
Nobiletin CTD 00000424	2/21	8.133190135805304E-5	5.774564996421765E-4	0	0	191.08133971291866	1799.4076693173633	CCNA2;KIF11
GW-8510 MCF7 DOWN	6/1290	8.234472376252312E-5	5.782228404862887E-4	0	0	12.485313751668892	117.41933394362364	CCNA2;CDC20;CCNB1;BUB1B;KIF11;AURKA
sodium azide CTD 00007311	2/22	8.943236467078837E-5	6.211660980938454E-4	0	0	181.51818181818183	1692.1175589643474	CCNA2;CCNB1
GW-8510 PC3 DOWN	6/1312	9.052612126028723E-5	6.220020589819736E-4	0	0	12.260555677094727	114.1442054272337	CCNA2;CCNB2;CCNB1;BUB1B;KIF11;AURKA
IN1541 CTD 00001481	2/23	9.791389793376443E-5	6.656061785071859E-4	0	0	172.86580086580088	1595.7971671855132	CCNA2;CCNB1
Dronabinol CTD 00006853	4/402	9.956894267649518E-5	6.697321512661097E-4	0	0	21.8749302065885	201.57005011998305	CCNA2;RRM2;UBE2C;TXNRD1
2H-1-Benzopyran-2-one, 7-[(3,7-dimethyl-2,6-octadienyl)oxy]- CTD 00003446	2/24	1.0677607900240272E-4	7.107282758597431E-4	0	0	165.0	1508.888144924087	CCNA2;CCNB2
thioguanosine PC3 DOWN	3/150	1.1191503236471257E-4	7.372546977427971E-4	0	0	40.48979591836735	368.36687548037327	CCNA2;BUB1B;KIF11
apicidin CTD 00003381	2/25	1.160184860460806E-4	7.564878835045459E-4	0	0	157.8181818181818	1430.1106477877925	CCNA2;CCNB1
Antimycin A CTD 00005427	2/26	1.2564069753470206E-4	8.109535931785315E-4	0	0	151.2348484848485	1358.404162946047	CCNA2;CCNB1
roscovitine CTD 00003426	2/28	1.4602284933772086E-4	9.330860072680363E-4	0	0	139.5874125874126	1232.8007746388703	CCNA2;CCNB1
MG-132 CTD 00002789	3/173	1.706733102454571E-4	0.0010798044083846247	0	0	34.97117647058823	303.40150932637397	CDC20;CCNB1;TXNRD1
0175029-0000 MCF7 DOWN	6/1488	1.8247070872514235E-4	0.0011431253223075095	0	0	10.702718334297282	92.13885553310573	CCNA2;CCNB1;RRM2;CTBP2;KIF11;AURKA
AFLATOXIN B1 CTD 00007128	8/3081	1.94919444081836E-4	0.0012092575220222642	0	0	8.806508298080052	75.2333327869412	CCNA2;CDC20;CCNB1;RRM2;BUB1B;KIF11;BUB1;AURKA
Romidepsin CTD 00003096	2/37	2.564318706642084E-4	0.0015605710986136112	0	0	103.64675324675325	857.0184712710449	CCNA2;CCNB1
malathion CTD 00006233	2/37	2.564318706642084E-4	0.0015605710986136112	0	0	103.64675324675325	857.0184712710449	CDC20;BUB1
pentoxifylline CTD 00006487	2/39	2.851004202532752E-4	0.0017186714013381402	0	0	98.03439803439804	800.2223503951916	CCNA2;CCNB1
Equol CTD 00007470	2/41	3.1526471251235657E-4	0.0018653162156981099	0	0	92.997668997669	749.7563133128508	CCNA2;CCNB2
mephentermine HL60 DOWN	2/41	3.1526471251235657E-4	0.0018653162156981099	0	0	92.997668997669	749.7563133128508	CDC20;CCNB1
Allyl sulfide CTD 00001796	2/42	3.309067201768156E-4	0.0019399026990182125	0	0	90.66818181818182	726.5852543879128	CCNB1;TXNRD1
dirithromycin HL60 DOWN	4/556	3.4589068242748216E-4	0.0019912085231636135	0	0	15.648148148148149	124.7061606247468	CDC20;CTBP2;KIF11;BUB1
POTASSIUM DICHROMATE CTD 00006598	4/556	3.4589068242748216E-4	0.0019912085231636135	0	0	15.648148148148149	124.7061606247468	CCNA2;CCNB2;RRM2;UBE2C
2-CHLOROETHYL ETHYL SULFIDE CTD 00001489	2/45	3.8006719503308906E-4	0.0021684190859477138	0	0	84.32980972515857	664.1109544917254	CCNB1;TXNRD1
Aflodac CTD 00006817	3/234	4.146587169268954E-4	0.002344840001029081	0	0	25.65714285714286	199.81923316953845	CCNA2;CCNB1;AURKA
gemcitabine CTD 00002382	3/235	4.198626602802369E-4	0.002353440701044486	0	0	25.545258620689655	198.62927609422627	CCNB1;RRM2;UBE2C
Phytoestrogens CTD 00007437	2/48	4.325706228682951E-4	0.0024035880696768744	0	0	78.81818181818181	610.5071105483304	CCNA2;RRM2
506-26-3 CTD 00007216	2/50	4.6942457388711873E-4	0.0025858819199471453	0	0	75.52651515151516	578.8354329773197	CCNA2;TXNRD1
trichostatin A CTD 00000660	8/3584	5.746868820355408E-4	0.0031386745095787227	0	0	7.342729306487696	54.78913472945611	CCNA2;CDC20;CCNB2;CCNB1;CTBP2;HSPG2;BUB1;AURKA
niclosamide HL60 DOWN	3/267	6.093621886980312E-4	0.003299851174390186	0	0	22.4125	165.9219281001748	CCNA2;RRM2;KIF11
Alvocidib CTD 00002892	2/58	6.315820253314937E-4	0.0033631742848902043	0	0	64.71103896103897	476.74452009710456	CCNA2;CCNB1
nocodazole CTD 00007087	2/58	6.315820253314937E-4	0.0033631742848902043	0	0	64.71103896103897	476.74452009710456	CCNB1;BUB1
scriptaid CTD 00003819	2/60	6.757903053544242E-4	0.0035688430175328683	0	0	62.47335423197492	456.0322288892873	CCNB2;KIF11
caffeic acid CTD 00001850	2/62	7.214595718669826E-4	0.0037653267571919635	0	0	60.38484848484848	436.83813696271335	CDC20;UBE2C
progesterone CTD 00006624	6/1915	7.247812067834295E-4	0.0037653267571919635	0	0	8.117039586919105	58.6832800241137	CDC20;CCNB2;CCNB1;RRM2;BUB1B;AURKA
raloxifene CTD 00007367	4/686	7.658907357736761E-4	0.0039468079045111215	0	0	12.580645161290322	90.2594743866637	CCNA2;CCNB1;TXNRD1;AURKA
Momelotinib LINCS	2/65	7.926956437978588E-4	0.0040522601310946545	0	0	57.500721500721504	410.5592463447629	BUB1;AURKA
MS-275 PC3 DOWN	3/294	8.061558695295926E-4	0.004088361909757219	0	0	20.305154639175257	144.6383566853014	CCNA2;BUB1;AURKA
spiperone PC3 DOWN	2/69	8.927599388204405E-4	0.004491918117372137	0	0	54.05698778833107	379.54453554311567	CCNA2;BUB1
ritonavir CTD 00007290	2/70	9.186809437246815E-4	0.0045603181455289524	0	0	53.25935828877005	372.4198801217698	CCNA2;CCNB1
daunorubicin MCF7 DOWN	5/1290	9.20627606843873E-4	0.0045603181455289524	0	0	9.096303501945526	63.5872997431742	CCNA2;BUB1B;KIF11;BUB1;AURKA
mesalazine MCF7 DOWN	2/78	0.0011390164604325869	0.005598703986280177	0	0	47.633971291866025	322.84353429820396	BUB1B;BUB1
SILVER CTD 00006742	2/84	0.0013193116016079933	0.006435420713187081	0	0	44.13525498891352	292.6452163055082	CCNB1;TXNRD1
apigenin MCF7 DOWN	2/87	0.0014142636456328074	0.006846321739086091	0	0	42.571122994652406	279.3153650638971	RRM2;KIF11
gedunin CTD 00003449	2/89	0.0014793370551065721	0.007107491565512027	0	0	41.588296760710556	270.9960468615092	RRM2;TXNRD1
(17S)-17-hydroxy-13,17-dimethyl-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one CTD 00007088	3/367	0.0015286720830225207	0.007289712395905901	0	0	16.1728021978022	104.85403157879028	CCNA2;TXNRD1;BUB1
SB 202190 CTD 00003161	2/91	0.0015458243502584695	0.007316901924556756	0	0	40.64964249233912	263.0925328432116	CDC20;CCNB1
alsterpaullone MCF7 DOWN	5/1469	0.0016577754842583806	0.007789106870890479	0	0	7.90770150273224	50.62730846224551	CCNA2;BUB1B;KIF11;BUB1;AURKA
camptothecin PC3 DOWN	5/1494	0.001788205768056898	0.00834060938531648	0	0	7.76443922095366	49.122054922266386	CCNA2;CTBP2;BUB1B;KIF11;AURKA
camptothecin MCF7 DOWN	5/1513	0.0018923622099736052	0.008762459798356041	0	0	7.65873673740053	48.01973851239945	CCNA2;CCNB1;BUB1B;KIF11;AURKA
Retinoic acid CTD 00006918	8/4258	0.0019095534529122477	0.008778450765546232	0	0	5.924517647058823	37.09272875516807	CCNA2;CDC20;CCNB2;CCNB1;RRM2;UBE2C;HSPG2;BUB1
celastrol CTD 00002186	2/102	0.001936634462582429	0.008801600777000021	0	0	36.158181818181816	225.87306127473852	RRM2;TXNRD1
NICKEL CHLORIDE CTD 00001064	3/399	0.0019421372606525866	0.008801600777000021	0	0	14.841666666666667	92.67086548678152	CCNB2;UBE2C;TXNRD1
phenol CTD 00007305	2/103	0.0019742602818763155	0.00888417126844342	0	0	35.798379837983795	222.93661174102357	CCNA2;TXNRD1
Pinosylvin CTD 00002139	2/105	0.002050555159830057	0.009162970259660185	0	0	35.09973521624007	217.25489050261538	CCNA2;RRM2
Silica CTD 00006678	4/898	0.0020846535337310716	0.00925065005593163	0	0	9.491921451652996	58.59507966811037	CCNA2;RRM2;TXNRD1;BUB1B
0179445-0000 MCF7 DOWN	4/911	0.002197669945522648	0.009684904104751533	0	0	9.349503858875414	57.22230695728022	RRM2;CTBP2;BUB1B;KIF11
docetaxel CTD 00002688	2/110	0.0022473594016780086	0.009836045600494845	0	0	33.466329966329965	204.07765842262614	CCNB1;BUB1B
sulforaphane CTD 00000857	2/111	0.0022877571469236625	0.009877546060028516	0	0	33.15763135946622	201.60447822260198	CCNB1;TXNRD1
Pioglitazone CTD 00002515	2/111	0.0022877571469236625	0.009877546060028516	0	0	33.15763135946622	201.60447822260198	CCNA2;CCNB1
Zoledronic acid CTD 00003127	3/425	0.0023252448395500148	0.009919408303426152	0	0	13.908767772511847	84.34179329856481	CDC20;CCNB1;BUB1
emodin CTD 00005893	2/112	0.002328499601743228	0.009919408303426152	0	0	32.85454545454545	199.18170578192286	CCNB2;TXNRD1
disulfiram CTD 00005860	2/116	0.002494908627146446	0.010557924587725687	0	0	31.695374800637957	189.96632943183283	CCNA2;TXNRD1
luteolin CTD 00007430	2/120	0.0026668014789657983	0.011211093059599638	0	0	30.614791987673343	181.45005973159664	CCNA2;CCNB1
deferoxamine CTD 00005759	2/123	0.002799304752987765	0.011691213968360667	0	0	29.85123966942149	175.4770554779894	CCNA2;CCNB1
Oxazolone CTD 00006449	2/130	0.0031203605523396952	0.012947470084058867	0	0	28.208806818181817	162.7593632045085	TXNRD1;BUB1
vorinostat MCF7 DOWN	3/492	0.0035207230138684497	0.014514464553947998	0	0	11.961963190184049	67.5741935851066	CCNA2;CTBP2;AURKA
