Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
F0447-0125 MCF7 UP	1/61	0.04187683751130603	0.07311828771815339	0	0	25.546153846153846	81.05851861588675	TXNRD1
CADMIUM CTD 00005555	3/1142	0.04212945291989862	0.07336527421407148	0	0	4.512810280150052	14.292107110828677	CCNB1;TXNRD1;BUB1
alsterpaullone PC3 DOWN	3/1153	0.04316122149297465	0.0748725331814401	0	0	4.46703557312253	14.039056744721686	CCNA2;SMAD4;AURKA
etacrynic acid HL60 DOWN	1/63	0.043221871427467695	0.0748725331814401	0	0	24.719602977667495	77.65437409472437	RRM2
azacitidine MCF7 DOWN	2/482	0.04355778968129018	0.07525691410903539	0	0	6.772916666666666	21.224063583708435	CCNA2;KIF11
JWE-035 LINCS	1/64	0.04389373072164962	0.07544234967783528	0	0	24.326007326007325	76.04270426665417	AURKA
QUINOLINE CTD 00001749	1/64	0.04389373072164962	0.07544234967783528	0	0	24.326007326007325	76.04270426665417	CCNB1
cicloheximide HL60 UP	2/485	0.044049733270461494	0.07551382846364828	0	0	6.729813664596273	21.01341233695891	KIF11;AURKA
ouabain MCF7 DOWN	2/486	0.0442141911697543	0.07559939422807731	0	0	6.715564738292011	20.94389537418681	CCNA2;KIF11
Mangiferin CTD 00000713	1/65	0.04456515191829398	0.07580670171668563	0	0	23.94471153846154	74.4872822237409	CCNB1
15-delta prostaglandin J2 PC3 UP	1/65	0.04456515191829398	0.07580670171668563	0	0	23.94471153846154	74.4872822237409	TXNRD1
colchicine BOSS	1/66	0.04523613528541748	0.07655345971378343	0	0	23.57514792899408	72.98533526719285	BUB1B
Melatonin CTD 00006260	1/66	0.04523613528541748	0.07655345971378343	0	0	23.57514792899408	72.98533526719285	CCNB1
ajmaline HL60 DOWN	2/496	0.04587178706185064	0.07709518961896351	0	0	6.576248313090418	20.26737263534259	CDC20;KIF11
UNII-9XX54M675G CTD 00004634	1/67	0.04590668109129191	0.07709518961896351	0	0	23.216783216783217	71.53426658516943	TXNRD1
pentetrazol HL60 DOWN	1/67	0.04590668109129191	0.07709518961896351	0	0	23.216783216783217	71.53426658516943	CTBP2
Mehp CTD 00000849	1/68	0.046576789586793774	0.07782450918299719	0	0	22.869115958668196	70.13164167770657	TXNRD1
lomustine MCF7 UP	1/68	0.046576789586793774	0.07782450918299719	0	0	22.869115958668196	70.13164167770657	TXNRD1
disulfiram MCF7 UP	1/69	0.04724646104265027	0.07874410173775045	0	0	22.531674208144796	68.77517598546079	TXNRD1
quercetin HL60 UP	1/70	0.04791569572777685	0.07925904556474365	0	0	22.204013377926422	67.46272365268403	TXNRD1
tonzonium bromide PC3 DOWN	1/70	0.04791569572777685	0.07925904556474365	0	0	22.204013377926422	67.46272365268403	CCNA2
Fludarabine CTD 00001135	1/70	0.04791569572777685	0.07925904556474365	0	0	22.204013377926422	67.46272365268403	CCNA2
fluoxetine CTD 00005988	1/71	0.04858449389017961	0.08016441491879635	0	0	21.885714285714286	66.19226727807713	CCNA2
Sodium dodecyl sulfate CTD 00006753	1/72	0.04925285580043781	0.08086289758280835	0	0	21.57638136511376	64.9619085278147	TXNRD1
baicalein CTD 00000302	1/72	0.04925285580043781	0.08086289758280835	0	0	21.57638136511376	64.9619085278147	CCNA2
Benzo[b]fluoranthene CTD 00000306	1/73	0.04992078172269975	0.08175611895032714	0	0	21.275641025641026	63.76985958511893	CCNA2
lamivudine CTD 00007258	1/74	0.05058827191294091	0.08234815197964562	0	0	20.98314014752371	62.6144353100612	CCNA2
ns-398 CTD 00002958	1/74	0.05058827191294091	0.08234815197964562	0	0	20.98314014752371	62.6144353100612	CCNB1
acetaminophen CTD 00005295	6/4135	0.05065659046020625	0.08234815197964562	0	0	2.8802978929522887	8.591024025663792	CCNB1;UBE2C;TXNRD1;BUB1B;KIF11;BUB1
thiram CTD 00006883	1/76	0.05192194616352185	0.08378602559394725	0	0	20.42153846153846	60.40719102216577	TXNRD1
withaferin A MCF7 UP	1/76	0.05192194616352185	0.08378602559394725	0	0	20.42153846153846	60.40719102216577	TXNRD1
AC1L1FUW CTD 00002630	1/76	0.05192194616352185	0.08378602559394725	0	0	20.42153846153846	60.40719102216577	BUB1
GDC-0941 CTD 00004868	2/533	0.05220573248136606	0.0840384961895161	0	0	6.106403013182674	18.029539431716874	CCNB1;RRM2
STOCK1N-35215 PC3 UP	1/77	0.05258813073915288	0.08444809315776375	0	0	20.15182186234818	59.35245231348692	TXNRD1
primidone PC3 DOWN	1/78	0.05325388064665963	0.08530961462814407	0	0	19.88911088911089	58.32848923315731	BUB1
Kinome 3629 Roche	1/80	0.0545840774557414	0.08701809449466019	0	0	19.383641674780915	56.36788314936266	AURKA
hesperadin TTD 00008420	1/80	0.0545840774557414	0.08701809449466019	0	0	19.383641674780915	56.36788314936266	AURKA
hyoscyamine HL60 DOWN	1/81	0.055248524880398144	0.08786512390617536	0	0	19.140384615384615	55.42890084307133	CTBP2
KIN001-220 LINCS	1/82	0.05591253867208649	0.08870739308552182	0	0	18.903133903133902	54.51600716299186	AURKA
DL-Selenomethionine CTD 00006732	1/83	0.05657611909016789	0.08903389668915618	0	0	18.671669793621014	53.628178220195004	TXNRD1
Staurosporine MRC	1/83	0.05657611909016789	0.08903389668915618	0	0	18.671669793621014	53.628178220195004	AURKA
Vorinostat BOSS	1/83	0.05657611909016789	0.08903389668915618	0	0	18.671669793621014	53.628178220195004	CCNB1
anisomycin PC3 DOWN	2/558	0.05665793425673575	0.08903389668915618	0	0	5.824340527577938	16.720069732478922	CCNA2;BUB1
Tamibarotene CTD 00002527	2/559	0.056838822128615324	0.08910599193559646	0	0	5.813584679832435	16.670661605944584	SMAD4;RRM2
lanatoside C HL60 DOWN	2/563	0.05756449346862954	0.09002977651491824	0	0	5.770944741532976	16.475177753009355	RRM2;CTBP2
GSK1059615 LINCS	1/86	0.05856426270354889	0.09116135232156196	0	0	18.00995475113122	51.10559906499446	BUB1
Spectrum 001666 CTD 00000796	1/86	0.05856426270354889	0.09116135232156196	0	0	18.00995475113122	51.10559906499446	RRM2
VX-680/MK-0457 Kinome Scan	1/87	0.059226112230162595	0.0919746684044878	0	0	17.79964221824687	50.30877970707926	AURKA
NICKEL SULFATE CTD 00001417	2/576	0.05994612701928903	0.09287428129749005	0	0	5.636469221835076	15.8627660767645	TXNRD1;BUB1
Octa-2,4,6-trienoic acid CTD 00002551	1/89	0.06054851533730227	0.09336920589397078	0	0	17.393356643356643	48.77636968918565	CCNA2
Dichloromercury CTD 00006273	1/89	0.06054851533730227	0.09336920589397078	0	0	17.393356643356643	48.77636968918565	TXNRD1
chrysin CTD 00001976	1/90	0.06120906942384395	0.09394880423194653	0	0	17.197061365600693	48.03930144720859	CCNB1
fenofibrate CTD 00006620	1/90	0.06120906942384395	0.09394880423194653	0	0	17.197061365600693	48.03930144720859	SMAD4
H-7 MCF7 DOWN	3/1332	0.061777198577255006	0.09452237701677996	0	0	3.828647650318079	10.65980095093742	CCNA2;SMAD4;AURKA
Bexarotene CTD 00003225	1/91	0.061869192229165065	0.09452237701677996	0	0	17.005128205128205	47.32073015810725	CCNB1
trichostatin A MCF7 DOWN	2/588	0.06217557048902179	0.094653815238613	0	0	5.517633674630262	15.32684482584581	CCNA2;CTBP2
Diallyl trisulfide CTD 00001934	1/92	0.06252888400611405	0.094653815238613	0	0	16.817413355874894	46.620000334774936	CCNB1
PKR Inhibitor MRC	1/92	0.06252888400611405	0.094653815238613	0	0	16.817413355874894	46.620000334774936	AURKA
ellipticine CTD 00001632	1/92	0.06252888400611405	0.094653815238613	0	0	16.817413355874894	46.620000334774936	CCNB1
KIN001-111/A770041 LINCS	1/93	0.0631881450049838	0.09538547884683883	0	0	16.63377926421405	45.93648645509872	AURKA
cytarabine CTD 00005743	2/594	0.0633012723256294	0.09538547884683883	0	0	5.4600225225225225	15.068842340343078	RRM2;UBE2C
Gefitinib CTD 00003879	1/95	0.06450537572510896	0.09632024429541157	0	0	16.27823240589198	44.61874431787271	AURKA
Cdk1/2 Inhibitor III RBC	1/95	0.06450537572510896	0.09632024429541157	0	0	16.27823240589198	44.61874431787271	AURKA
UNII-768N7QO4KH BOSS	1/95	0.06450537572510896	0.09632024429541157	0	0	16.27823240589198	44.61874431787271	CCNB1
chlortetracycline PC3 DOWN	1/95	0.06450537572510896	0.09632024429541157	0	0	16.27823240589198	44.61874431787271	BUB1
H-7 PC3 DOWN	3/1361	0.06511064105526514	0.09686443318513617	0	0	3.7410630606506894	10.219339577848803	CCNA2;SMAD4;AURKA
tretinoin MCF7 UP	1/96	0.0651633459609098	0.09686443318513617	0	0	16.106072874493925	43.98340031976613	TXNRD1
Gefitinib BOSS	1/97	0.06582088646897687	0.0976219889202803	0	0	15.9375	43.36303795043664	CCNB1
Erlotinib BOSS	1/98	0.0664779974990266	0.09837551199407524	0	0	15.772402854877082	42.75715849568251	CCNB1
0297417-0002B MCF7 DOWN	1/99	0.0671346793118268	0.09868349297506836	0	0	15.610675039246468	42.165284659663705	RRM2
okadaic acid CTD 00007275	1/99	0.0671346793118268	0.09868349297506836	0	0	15.610675039246468	42.165284659663705	CCNB2
33258 Hoechst BOSS	1/99	0.0671346793118268	0.09868349297506836	0	0	15.610675039246468	42.165284659663705	CCNB1
myricetin CTD 00001847	1/100	0.0677909321684321	0.09885089535354359	0	0	15.452214452214452	41.58695944336839	CCNB1
hesperidin PC3 DOWN	1/100	0.0677909321684321	0.09885089535354359	0	0	15.452214452214452	41.58695944336839	BUB1
proscillaridin HL60 DOWN	2/620	0.068261910925719	0.09885089535354359	0	0	5.223300970873787	14.021446577709218	RRM2;CTBP2
K252a MRC	1/101	0.06844675632813549	0.09885089535354359	0	0	15.296923076923077	41.02174509036264	AURKA
PHA-767491 LINCS	1/101	0.06844675632813549	0.09885089535354359	0	0	15.296923076923077	41.02174509036264	BUB1
Crizotinib Kinome Scan	1/101	0.06844675632813549	0.09885089535354359	0	0	15.296923076923077	41.02174509036264	AURKA
Phenethyl isothiocyanate CTD 00002443	1/101	0.06844675632813549	0.09885089535354359	0	0	15.296923076923077	41.02174509036264	TXNRD1
1,2,4-BENZENETRIOL CTD 00000682	1/101	0.06844675632813549	0.09885089535354359	0	0	15.296923076923077	41.02174509036264	TXNRD1
Pirinixic acid CTD 00000280	3/1402	0.0699702814356332	0.10058808452804563	0	0	3.6234323217882904	9.63718742802869	CCNB1;TXNRD1;BUB1B
phenoxybenzamine PC3 DOWN	1/104	0.07041165916963193	0.10058808452804563	0	0	14.849141150112024	39.400657913218666	CCNA2
Decabromodiphenyl oxide CTD 00000574	1/104	0.07041165916963193	0.10058808452804563	0	0	14.849141150112024	39.400657913218666	UBE2C
3,3'-Diindolylmethane CTD 00000841	1/104	0.07041165916963193	0.10058808452804563	0	0	14.849141150112024	39.400657913218666	CCNB1
AG-028671 MCF7 UP	1/104	0.07041165916963193	0.10058808452804563	0	0	14.849141150112024	39.400657913218666	BUB1
picrotoxinin HL60 DOWN	1/105	0.07106577111244515	0.10086754609508344	0	0	14.705621301775148	38.883860874713555	BUB1
Imatinib CTD 00003267	1/105	0.07106577111244515	0.10086754609508344	0	0	14.705621301775148	38.883860874713555	CCNA2
Axitinib	1/105	0.07106577111244515	0.10086754609508344	0	0	14.705621301775148	38.883860874713555	AURKA
kaempferol CTD 00000297	1/106	0.07171945564755952	0.10157691143216585	0	0	14.564835164835165	38.37824191326997	CCNB1
OTSSP167 MRC	1/108	0.07302554351035095	0.10320526491826902	0	0	14.291157440690151	37.39918712739953	AURKA
lomustine PC3 DOWN	1/109	0.07367794735955839	0.10390479755835158	0	0	14.158119658119658	36.92510869837499	CCNA2
VALPROIC ACID CTD 00006977	9/8312	0.07391596350858763	0.10401820024662652	0	0	2.532747199807299	6.597366920914516	CCNA2;CCNB2;SMAD4;RRM2;CTBP2;TXNRD1;BUB1B;BUB1;AURKA
lanatoside C MCF7 DOWN	2/653	0.07474463643486381	0.1049605532915109	0	0	4.950076804915515	12.8389044294002	CCNA2;KIF11
apigenin CTD 00007429	1/112	0.07563260165457579	0.10598198957966033	0	0	13.773388773388774	35.561069658685284	CCNB1
chlorpromazine CTD 00005648	1/113	0.0762833015257954	0.10666732840471392	0	0	13.649725274725276	35.124854668215484	CCNB2
digoxigenin HL60 DOWN	2/662	0.07654751680294554	0.10681048856224959	0	0	4.88030303030303	12.541615490402947	RRM2;CTBP2
Glycidamide CTD 00002776	1/114	0.07693357604458174	0.10712270082156952	0	0	13.528250510551395	34.697431128919675	TXNRD1
LITHOCHOLIC ACID CTD 00006221	1/115	0.07758342547122989	0.10780012802318259	0	0	13.408906882591094	34.278549183883314	TXNRD1
scriptaid MCF7 DOWN	2/670	0.07816227011295908	0.10802025322877092	0	0	4.819860279441118	12.285670712009448	CCNA2;CTBP2
Sorafenib	1/116	0.0782328500656856	0.10802025322877092	0	0	13.291638795986621	33.86796814289058	AURKA
celecoxib CTD 00003448	1/116	0.0782328500656856	0.10802025322877092	0	0	13.291638795986621	33.86796814289058	CCNB1
camptothecin CTD 00005566	1/117	0.07888185006491323	0.10868897921261532	0	0	13.176392572944296	33.465456074891975	CCNB1
HG-5-113-01 LINCS	1/118	0.07953042574340898	0.10935433539718734	0	0	13.063116370808679	33.07078940821261	AURKA
Nandrolone phenpropionate BOSS	1/119	0.0801785773482284	0.11001634313894126	0	0	12.951760104302478	32.683752572491365	SMAD4
CP466722 LINCS	1/120	0.08082630514243107	0.11067502363901349	0	0	12.842275371687137	32.30413764153673	AURKA
valproic acid MCF7 DOWN	1/121	0.08147360937992953	0.11133039791046272	0	0	12.734615384615385	31.931744005669536	CCNA2
15-delta prostaglandin J2 MCF7 UP	1/122	0.08212049030352013	0.11175159505221297	0	0	12.628734901462174	31.56637805709565	TXNRD1
cycloheximide BOSS	1/122	0.08212049030352013	0.11175159505221297	0	0	12.628734901462174	31.56637805709565	CCNB1
scriptaid PC3 DOWN	2/692	0.08266070781370291	0.11225528221613976	0	0	4.660869565217391	11.61959866210795	CCNB2;AURKA
PKC-412 Kinome Scan	1/125	0.08405859584406139	0.11322178215730717	0	0	12.321339950372208	30.510609054520092	AURKA
Dabrafenib LINCS	1/125	0.08405859584406139	0.11322178215730717	0	0	12.321339950372208	30.510609054520092	BUB1
Dabrafenib FDA	1/125	0.08405859584406139	0.11322178215730717	0	0	12.321339950372208	30.510609054520092	BUB1
benserazide PC3 DOWN	1/125	0.08405859584406139	0.11322178215730717	0	0	12.321339950372208	30.510609054520092	BUB1
K-252a, Nocardiopsis sp. RBC	1/126	0.08470378610994247	0.11356864088021013	0	0	12.222153846153846	30.171547606030725	AURKA
N-NITROSODIMETHYLAMINE CTD 00005845	1/126	0.08470378610994247	0.11356864088021013	0	0	12.222153846153846	30.171547606030725	TXNRD1
azacyclonol HL60 DOWN	2/703	0.08494100677425553	0.11356864088021013	0	0	4.585116500237755	11.305972477996312	CTBP2;BUB1
daidzein CTD 00000166	1/127	0.08534855435846095	0.11356864088021013	0	0	12.124542124542124	29.838640846336183	CCNA2
0297417-0002B PC3 UP	1/127	0.08534855435846095	0.11356864088021013	0	0	12.124542124542124	29.838640846336183	SMAD4
caffeine BOSS	1/127	0.08534855435846095	0.11356864088021013	0	0	12.124542124542124	29.838640846336183	CCNB1
AZD4547 LINCS	1/128	0.08599290084161816	0.11419580393454323	0	0	12.028467595396728	29.511731389716054	AURKA
acetaldehyde CTD 00005293	1/129	0.0866368257895979	0.11458978962151226	0	0	11.93389423076923	29.190667049405032	SMAD4
lorazepam BOSS	1/129	0.0866368257895979	0.11458978962151226	0	0	11.93389423076923	29.190667049405032	CCNB1
NSC25485 CTD 00006443	1/130	0.08728032948282613	0.11521003491733049	0	0	11.840787119856888	28.875300617691458	CCNA2
thimerosal CTD 00006868	1/131	0.08792341216396707	0.11582724955732188	0	0	11.749112426035502	28.565489678311135	CCNB1
STOCK1N-28457 MCF7 DOWN	1/132	0.0885660740976256	0.11644145200086234	0	0	11.658837345860247	28.261096407773028	BUB1
digitoxigenin HL60 DOWN	2/723	0.08913846515155464	0.1168204131895243	0	0	4.453305594082293	10.766152754909553	RRM2;CTBP2
lanatoside C PC3 DOWN	1/133	0.08920831552654583	0.1168204131895243	0	0	11.56993006993007	27.961987399777197	CCNA2
SELENIUM CTD 00006731	3/1559	0.09011887219470037	0.11777912009604405	0	0	3.2303108202851134	7.7741489679561395	CCNB1;CTBP2;TXNRD1
WH-4-023 LINCS	1/135	0.09049153788962172	0.11803244072559355	0	0	11.39609644087256	27.37910958093047	AURKA
Crizotinib LINCS	1/136	0.09113251933916015	0.11840051725166476	0	0	11.311111111111112	27.09509450732931	AURKA
MeIQx CTD 00001739	1/136	0.09113251933916015	0.11840051725166476	0	0	11.311111111111112	27.09509450732931	RRM2
Crizotinib FDA	1/138	0.09241322402797937	0.11982854196162354	0	0	11.14486243683324	26.54132487567407	AURKA
ACROLEIN CTD 00005313	1/139	0.09305294778000921	0.1204214618329531	0	0	11.063545150501673	26.271346249500873	TXNRD1
colchicine CTD 00005701	1/140	0.09369225280452934	0.12095271297438812	0	0	10.983397897066961	26.005828054598982	CCNB1
metronidazole PC3 DOWN	2/745	0.09382998339831321	0.12095271297438812	0	0	4.316509645580978	10.214030825553095	CCNA2;CTBP2
genistein BOSS	1/143	0.09560765804905279	0.12300400450755329	0	0	10.74972914409534	25.235014503062555	CCNB1
Cadmium sulfate CTD 00001745	1/144	0.0962452906927208	0.1235834471929878	0	0	10.674018289402905	24.9863315899439	TXNRD1
Dasatinib	1/145	0.09688250588107172	0.1241601046242861	0	0	10.599358974358974	24.74162061287202	AURKA
fulvestrant PC3 DOWN	1/146	0.097519303853754	0.12473399330131327	0	0	10.525729442970823	24.500792340793137	BUB1
Crizotinib	1/147	0.0981556848695491	0.125305129620701	0	0	10.453108535300316	24.263760128553066	AURKA
EXEL-2880/GSK-1363089 Kinome Scan	1/149	0.09942719702960191	0.12643921009544754	0	0	10.31081081081081	23.800749699495004	AURKA
Zinc acetate dihydrate CTD 00007284	1/149	0.09942719702960191	0.12643921009544754	0	0	10.31081081081081	23.800749699495004	TXNRD1
parathion CTD 00006472	2/776	0.10056718918068246	0.127562474661066	0	0	4.136950904392765	9.502283438003037	CCNA2;CDC20
parthenolide HL60 UP	1/151	0.10069704439153844	0.127562474661066	0	0	10.172307692307692	23.351944532409746	TXNRD1
HG-9-91-01 LINCS	1/153	0.10196522892436038	0.1289215538124097	0	0	10.037449392712551	22.91673575257858	AURKA
Vanadic sulfate CTD 00001628	1/157	0.10449661767090834	0.131869536640152	0	0	9.778106508875739	22.084836982249673	SMAD4
Cyperquat CTD 00007079	1/159	0.10575982587109314	0.13320894098267458	0	0	9.653359298928919	21.6870878501383	CCNB1
tamoxifen CTD 00006827	2/802	0.10632634487047779	0.1332408617318818	0	0	3.9970833333333333	8.958431800600353	CCNA2;TXNRD1
epivincamine HL60 DOWN	1/160	0.10639080929197228	0.1332408617318818	0	0	9.592162554426706	21.492545549184015	KIF11
Sorafenib tosylate BOSS	1/160	0.10639080929197228	0.1332408617318818	0	0	9.592162554426706	21.492545549184015	CCNB1
liothyronine CTD 00006943	1/162	0.10765153607985092	0.13456442009981365	0	0	9.472049689440993	21.111832756245473	CCNA2
strophanthidin PC3 DOWN	1/164	0.10891061107741976	0.1358809136315634	0	0	9.354884379424258	20.741909852754212	CCNA2
cinnamaldehyde CTD 00000671	1/165	0.10953952979240406	0.13640771634525786	0	0	9.297373358348969	20.560860328803205	TXNRD1
hydroquinone CTD 00001535	1/172	0.11393043330489243	0.14160844817557253	0	0	8.913630229419702	19.361895672082163	TXNRD1
parthenolide PC3 DOWN	1/174	0.11518127935623189	0.14289406837427265	0	0	8.809693196976434	19.039932238782733	CCNA2
menadione PC3 DOWN	1/175	0.11580608732775395	0.14339965785425443	0	0	8.758620689655173	18.882168603359727	SMAD4
O,P'-DDT CTD 00000838	1/178	0.11767805399440506	0.1453981531689791	0	0	8.608865710560625	18.421274429233133	RRM2
ARSENIC CTD 00005442	2/853	0.11789178522018552	0.1453981531689791	0	0	3.7475518997258126	8.012221551968343	CCNA2;AURKA
dUTP BOSS	1/179	0.11830122462385118	0.1453981531689791	0	0	8.560069144338808	18.27164868713807	CCNB1
GEMCITABINE HYDROCHLORIDE BOSS	1/179	0.11830122462385118	0.1453981531689791	0	0	8.560069144338808	18.27164868713807	SMAD4
captopril PC3 DOWN	2/856	0.11858261827859759	0.14547310049047288	0	0	3.7338017174082747	7.961008009452978	CTBP2;BUB1
L-threonine BOSS	1/181	0.1195463399789491	0.14579240481982383	0	0	8.464102564102564	17.97818721267465	CCNB1
1,9-Pyrazoloanthrone CTD 00003948	1/181	0.1195463399789491	0.14579240481982383	0	0	8.464102564102564	17.97818721267465	CCNB1
calmidazolium MCF7 UP	1/182	0.1201682851848245	0.14579240481982383	0	0	8.416914577135572	17.834281650542312	TXNRD1
PROPIDIUM BOSS	1/182	0.1201682851848245	0.14579240481982383	0	0	8.416914577135572	17.834281650542312	CCNB1
clomipramine PC3 UP	1/182	0.1201682851848245	0.14579240481982383	0	0	8.416914577135572	17.834281650542312	TXNRD1
5,6-BENZOFLAVONE CTD 00007276	1/182	0.1201682851848245	0.14579240481982383	0	0	8.416914577135572	17.834281650542312	TXNRD1
Velcade(Bortezomib) BOSS	1/183	0.12078982243597657	0.14622486914984503	0	0	8.370245139475909	17.69221434111893	CCNB1
KW-2449 Kinome Scan	1/184	0.12141095196078043	0.14622486914984503	0	0	8.324085750315259	17.55195237329604	AURKA
CROTONALDEHYDE CTD 00000669	1/184	0.12141095196078043	0.14622486914984503	0	0	8.324085750315259	17.55195237329604	TXNRD1
Copper(II) chloride CTD 00001408	1/184	0.12141095196078043	0.14622486914984503	0	0	8.324085750315259	17.55195237329604	TXNRD1
15-delta prostaglandin J2 HL60 UP	1/185	0.12203167400444613	0.14670474470479863	0	0	8.278428093645484	17.413463595089883	TXNRD1
actinomycin D CTD 00005748	1/190	0.12512918060539086	0.14988250308449722	0	0	8.057387057387057	16.746542799136375	TXNRD1
ciglitazone CTD 00001835	1/190	0.12512918060539086	0.14988250308449722	0	0	8.057387057387057	16.746542799136375	CCNA2
phenoxybenzamine MCF7 UP	1/191	0.12574746293189001	0.15007834635632442	0	0	8.014574898785424	16.618057921551642	TXNRD1
N-Acetyl-L-cysteine BOSS	1/191	0.12574746293189001	0.15007834635632442	0	0	8.014574898785424	16.618057921551642	CCNB1
R406 LINCS	1/194	0.12759987638666667	0.1517403935409009	0	0	7.888800318852132	16.241902897594844	AURKA
PLATINUM BOSS	1/194	0.12759987638666667	0.1517403935409009	0	0	7.888800318852132	16.241902897594844	CCNB1
2-Butanone BOSS	1/196	0.12883279317309204	0.15293101347885027	0	0	7.807100591715976	15.998621976033613	CCNB1
Staurosporine, Streptomyces sp. RBC	1/197	0.12944864464882133	0.1531113001222618	0	0	7.766875981161696	15.879153037390667	AURKA
LAMININ BOSS	1/197	0.12944864464882133	0.1531113001222618	0	0	7.766875981161696	15.879153037390667	SMAD4
Acid red 87 BOSS	1/198	0.13006409184275305	0.15356404403616639	0	0	7.727059742288168	15.761099618273683	SMAD4
doxorubicin BOSS	1/200	0.1312937743788508	0.15473909123221705	0	0	7.648627754155393	15.529145947074285	CCNB1
Pentadecafluorooctanoic acid CTD 00001078	1/203	0.1331352721403634	0.1563510313392168	0	0	7.533891850723534	15.191261053858508	RRM2
R406 Kinome Scan	1/203	0.1331352721403634	0.1563510313392168	0	0	7.533891850723534	15.191261053858508	AURKA
TAE-684 Kinome Scan	1/204	0.13374829876775887	0.15679196658387365	0	0	7.496400151572566	15.08122493657931	AURKA
BX-912 LINCS	1/206	0.1349731445586558	0.15794729682395892	0	0	7.422514071294559	14.86491639441318	AURKA
dimethyl sulfoxide CTD 00005842	1/207	0.13558496421681043	0.15838243607627414	0	0	7.3861090365944735	14.758603945167462	UBE2C
2,2',4,4',5,5'-Hexachlorobiphenyl CTD 00000731	1/208	0.13619638203416756	0.15881556915644982	0	0	7.350055741360089	14.653493381130971	CCNA2
Cube root extract CTD 00006707	1/211	0.13802822685641966	0.1606677772931869	0	0	7.243956043956044	14.345184945738218	BUB1B
NVP-TAE684 LINCS	1/212	0.13863803973548888	0.16109349687574412	0	0	7.209259934378418	14.244695765376848	AURKA
POTASSIUM CHROMATE CTD 00001284	3/1897	0.14101371916625868	0.16356600114188177	0	0	2.605164634731689	5.103252038276496	CCNB1;BUB1;AURKA
cimetidine PC3 DOWN	2/953	0.14148743312517426	0.16382755414493863	0	0	3.3359621451104102	6.523622017020885	KIF11;BUB1
dexibuprofen PC3 DOWN	1/219	0.14289552606511263	0.16516820876177643	0	0	6.9752999294283695	13.57143303639385	BUB1
progesterone BOSS	1/221	0.14410835676658856	0.16627887319221757	0	0	6.911188811188811	13.388284366064061	CCNB1
parthenolide MCF7 UP	1/223	0.14531959370001163	0.1673838252042019	0	0	6.848232848232848	13.209007575154516	TXNRD1
LY 294002 CTD 00003061	1/227	0.1477372940061224	0.1698721499025101	0	0	6.725663716814159	12.861618703149727	CCNA2
celastrol MCF7 UP	1/229	0.14894376122713274	0.17096153462592628	0	0	6.665991902834008	12.693291695257217	TXNRD1
nitrofural PC3 DOWN	1/231	0.15014864241304673	0.17204531943161605	0	0	6.607357859531772	12.528406327177356	BUB1
diethylstilbestrol CTD 00005818	1/233	0.1513519394762967	0.17312353562280036	0	0	6.54973474801061	12.366864825645834	CDC20
spiperone PC3 UP	1/236	0.15315391904005318	0.1748816376581922	0	0	6.465139116202946	12.130617177509258	CTBP2
hesperetin PC3 DOWN	1/237	0.15375378892413294	0.17496120808608231	0	0	6.4374185136897	12.05343999397185	BUB1
3,3',4,4',5-Pentachlorobiphenyl CTD 00001077	1/237	0.15375378892413294	0.17496120808608231	0	0	6.4374185136897	12.05343999397185	CCNA2
dorzolamide HL60 DOWN	1/238	0.15435326420579498	0.17503978415090152	0	0	6.409931840311587	11.977030589799519	BUB1
flunixin HL60 DOWN	1/238	0.15435326420579498	0.17503978415090152	0	0	6.409931840311587	11.977030589799519	CCNB1
puromycin HL60 DOWN	1/240	0.15555103196012834	0.17609550787939057	0	0	6.355648535564853	11.8264727158901	RRM2
emetine MCF7 DOWN	1/244	0.15794184294625652	0.17849591839816661	0	0	6.249762583095916	11.534114317441961	CCNA2
cicloheximide PC3 DOWN	1/247	0.15973082471924582	0.1802091355806876	0	0	6.1726078799249535	11.32219998778981	CCNA2
topotecan CTD 00007293	1/250	0.1615162767103545	0.18191253008333444	0	0	6.097312326227989	11.11631104585427	CCNB2
HEMATOXYLIN BOSS	1/251	0.16211064406695014	0.18227091155738856	0	0	6.072615384615385	11.048979096123338	SMAD4
curcumin BOSS	1/257	0.16566864040749246	0.18595459637575684	0	0	5.928485576923077	10.658027594484167	CCNB1
Sunitinib	1/258	0.1662602740197357	0.18630183506455952	0	0	5.905118228075427	10.594967865091538	AURKA
ascorbic acid CTD 00005445	1/261	0.1680328383365897	0.18796893780025287	0	0	5.836094674556213	10.409234255697912	BUB1
PD 98059 CTD 00003206	1/262	0.1686229150224983	0.18830985433984582	0	0	5.813439434129089	10.348447315570603	CCNB1
MG-132 MCF7 UP	1/270	0.1733295573902393	0.193239033576956	0	0	5.638261366885902	9.881394389188777	TXNRD1
CEP-701 Kinome Scan	1/272	0.17450234575219342	0.19421846238861326	0	0	5.596082883905762	9.769737162215218	AURKA
(-)-Epigallocatechin gallate CTD 00002033	3/2114	0.17825302290857556	0.19805891434286174	0	0	2.3093320701089532	3.982561533614878	CCNB1;BUB1;AURKA
cyclophosphamide CTD 00005734	1/280	0.17917806659482752	0.19875214109678346	0	0	5.433416046319272	9.342080704426902	RRM2
