#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AIFM2	TXNRD1	9606.ENSP00000478931	9606.ENSP00000434516	0.057	0	0	0	0.089	0.046	0.265	0.325	0.52
ALDH1L2	TRIB3	9606.ENSP00000258494	9606.ENSP00000415416	0	0	0	0	0.099	0	0	0.38	0.418
ALDH1L2	MTHFD1L	9606.ENSP00000258494	9606.ENSP00000478253	0	0	0	0	0.121	0	0.248	0.664	0.758
ALDH1L2	GART	9606.ENSP00000258494	9606.ENSP00000371253	0.057	0	0	0.549	0.067	0	0.907	0.355	0.94
ALDH1L2	MTHFD2	9606.ENSP00000258494	9606.ENSP00000377617	0	0	0	0	0.121	0.051	0.914	0.701	0.975
ANKRD52	ITCH	9606.ENSP00000267116	9606.ENSP00000499786	0	0	0	0	0.042	0.082	0	0.454	0.478
ANO1	SLC4A2	9606.ENSP00000347454	9606.ENSP00000419412	0	0	0	0	0.056	0	0	0.393	0.403
ARFGAP3	KIF12	9606.ENSP00000263245	9606.ENSP00000363232	0	0	0	0	0	0	0.5	0	0.499
ARFGAP3	KIFC2	9606.ENSP00000263245	9606.ENSP00000301332	0	0	0	0	0	0	0.5	0.051	0.505
ARHGEF16	DOCK11	9606.ENSP00000367629	9606.ENSP00000276202	0	0	0	0	0	0	0	0.499	0.499
ARHGEF16	DOCK9	9606.ENSP00000367629	9606.ENSP00000365643	0	0	0	0	0.042	0	0	0.48	0.48
ATP2B1	KRAS	9606.ENSP00000392043	9606.ENSP00000256078	0	0	0	0	0.113	0.38	0	0.066	0.443
ATP2B1	SH2B3	9606.ENSP00000392043	9606.ENSP00000345492	0	0	0	0	0.055	0	0	0.408	0.417
ATP9A	KLF13	9606.ENSP00000342481	9606.ENSP00000302456	0	0	0	0	0.059	0.05	0	0.391	0.408
ATXN7	CASP3	9606.ENSP00000295900	9606.ENSP00000311032	0	0	0	0	0.044	0	0	0.461	0.462
BCOR	CTBP1	9606.ENSP00000367705	9606.ENSP00000290921	0	0	0	0	0.061	0.419	0	0.222	0.539
BCOR	SCMH1	9606.ENSP00000367705	9606.ENSP00000318094	0	0	0	0	0.049	0.327	0	0.187	0.434
BCOR	ZC3H7B	9606.ENSP00000367705	9606.ENSP00000345793	0	0	0	0	0.052	0.106	0	0.359	0.409
BCOR	BCORL1	9606.ENSP00000367705	9606.ENSP00000437775	0	0	0	0.605	0.128	0.305	0	0.535	0.693
BCORL1	KRAS	9606.ENSP00000437775	9606.ENSP00000256078	0	0	0	0	0.046	0.179	0	0.418	0.504
BCORL1	CTBP1	9606.ENSP00000437775	9606.ENSP00000290921	0	0	0	0	0	0.642	0	0.736	0.901
BCORL1	SCMH1	9606.ENSP00000437775	9606.ENSP00000318094	0	0	0	0	0	0.307	0	0.194	0.418
BCORL1	SH2B3	9606.ENSP00000437775	9606.ENSP00000345492	0	0	0	0	0	0.047	0	0.428	0.432
BCORL1	ZC3H7B	9606.ENSP00000437775	9606.ENSP00000345793	0	0	0	0	0.052	0.106	0	0.478	0.519
BHLHE40	SLC2A3	9606.ENSP00000256495	9606.ENSP00000075120	0	0	0	0	0.258	0	0	0.234	0.407
BHLHE40	SLC2A1	9606.ENSP00000256495	9606.ENSP00000416293	0	0	0	0	0.188	0	0	0.292	0.401
BIK	DDIT4	9606.ENSP00000216115	9606.ENSP00000307305	0	0	0	0	0	0	0	0.419	0.418
BIK	CASP3	9606.ENSP00000216115	9606.ENSP00000311032	0	0	0	0	0.06	0	0	0.473	0.483
BIK	BNIP3	9606.ENSP00000216115	9606.ENSP00000357625	0	0	0	0	0	0.074	0	0.625	0.637
BMP1	SEC24D	9606.ENSP00000305714	9606.ENSP00000280551	0	0	0	0	0.058	0	0	0.506	0.514
BMP1	PLOD2	9606.ENSP00000305714	9606.ENSP00000282903	0	0	0	0	0.08	0	0	0.597	0.613
BMP1	COL18A1	9606.ENSP00000305714	9606.ENSP00000352798	0	0	0	0	0.157	0	0	0.354	0.432
BMP1	HSPG2	9606.ENSP00000305714	9606.ENSP00000363827	0	0	0	0	0.24	0	0.4	0.445	0.724
BNIP3	SLC2A3	9606.ENSP00000357625	9606.ENSP00000075120	0	0	0	0	0.084	0	0	0.373	0.401
BNIP3	P4HA1	9606.ENSP00000357625	9606.ENSP00000263556	0	0	0	0	0.163	0	0	0.388	0.466
BNIP3	DDIT4	9606.ENSP00000357625	9606.ENSP00000307305	0	0	0	0	0.137	0	0	0.613	0.651
BNIP3	CASP3	9606.ENSP00000357625	9606.ENSP00000311032	0	0	0	0	0	0.069	0	0.633	0.644
BNIP3	CREB3	9606.ENSP00000357625	9606.ENSP00000342136	0	0	0	0	0.049	0.076	0	0.424	0.449
BNIP3	MIEF2	9606.ENSP00000357625	9606.ENSP00000379057	0	0	0	0	0	0	0	0.419	0.418
BNIP3	ULK2	9606.ENSP00000357625	9606.ENSP00000378914	0	0	0	0	0	0	0	0.519	0.519
BNIP3	PDK1	9606.ENSP00000357625	9606.ENSP00000376352	0	0	0	0	0.189	0	0	0.487	0.566
BNIP3	SLC2A1	9606.ENSP00000357625	9606.ENSP00000416293	0	0	0	0	0.102	0	0	0.571	0.598
C12orf65	PPP1R26	9606.ENSP00000390647	9606.ENSP00000349274	0.059	0	0	0	0.136	0.401	0	0.081	0.492
C12orf65	ZNF37A	9606.ENSP00000390647	9606.ENSP00000354377	0	0	0	0	0.453	0.095	0	0	0.483
C12orf65	C19orf12	9606.ENSP00000390647	9606.ENSP00000376103	0	0	0	0	0.056	0	0	0.544	0.551
C12orf65	DDHD2	9606.ENSP00000390647	9606.ENSP00000380352	0	0	0	0	0.103	0	0	0.48	0.513
C12orf65	SPART	9606.ENSP00000390647	9606.ENSP00000414147	0	0	0	0	0.067	0	0	0.409	0.425
C19orf12	DDHD2	9606.ENSP00000376103	9606.ENSP00000380352	0	0	0	0	0.07	0	0	0.581	0.594
CAMK1	CREB3	9606.ENSP00000256460	9606.ENSP00000342136	0	0	0	0	0.044	0.045	0.65	0	0.652
CAPRIN2	TDRD7	9606.ENSP00000298892	9606.ENSP00000347444	0	0	0	0	0	0	0	0.58	0.58
CARD11	GART	9606.ENSP00000380150	9606.ENSP00000371253	0.058	0	0	0	0.127	0.095	0	0.348	0.45
CASP3	XBP1	9606.ENSP00000311032	9606.ENSP00000216037	0	0	0	0	0.051	0	0	0.703	0.706
CASP3	GSR	9606.ENSP00000311032	9606.ENSP00000221130	0	0	0	0	0.047	0	0	0.59	0.593
CASP3	SERPINE1	9606.ENSP00000311032	9606.ENSP00000223095	0	0	0	0	0.055	0	0	0.52	0.527
CASP3	EIF2AK2	9606.ENSP00000311032	9606.ENSP00000233057	0	0	0	0	0.057	0	0	0.585	0.592
CASP3	TRAF2	9606.ENSP00000311032	9606.ENSP00000247668	0	0	0	0	0.064	0.226	0	0.49	0.599
CASP3	KRAS	9606.ENSP00000311032	9606.ENSP00000256078	0	0	0	0	0.101	0.053	0	0.616	0.645
CASP3	DSG2	9606.ENSP00000311032	9606.ENSP00000261590	0	0	0	0	0.042	0	0.75	0.19	0.789
CASP3	KRT8	9606.ENSP00000311032	9606.ENSP00000449404	0	0	0	0	0.047	0	0	0.4	0.403
CASP3	TXNRD1	9606.ENSP00000311032	9606.ENSP00000434516	0	0	0	0	0.055	0	0	0.397	0.405
CASP3	PKN1	9606.ENSP00000311032	9606.ENSP00000343325	0	0	0	0	0.059	0.292	0	0.211	0.429
CASP3	SNX25	9606.ENSP00000311032	9606.ENSP00000426255	0	0	0	0	0.065	0	0	0.425	0.439
CASP3	SLC2A1	9606.ENSP00000311032	9606.ENSP00000416293	0	0	0	0	0.059	0	0	0.446	0.456
CASP3	CLDN7	9606.ENSP00000311032	9606.ENSP00000353475	0	0	0	0	0.067	0	0	0.458	0.473
CASP3	SMAD4	9606.ENSP00000311032	9606.ENSP00000341551	0	0	0	0	0.075	0	0	0.499	0.517
CASP3	SNCA	9606.ENSP00000311032	9606.ENSP00000500990	0	0	0	0	0.059	0	0	0.681	0.687
CASP3	PARP4	9606.ENSP00000311032	9606.ENSP00000371419	0	0	0	0	0.049	0.071	0.9	0.16	0.915
CBFB	KRAS	9606.ENSP00000415151	9606.ENSP00000256078	0	0	0	0	0.06	0.046	0.4	0.226	0.528
CBFB	SCMH1	9606.ENSP00000415151	9606.ENSP00000318094	0	0	0	0	0	0	0.5	0	0.499
CBFB	TNFRSF18	9606.ENSP00000415151	9606.ENSP00000328207	0	0	0	0	0	0	0.75	0.444	0.855
CBFB	SMAD4	9606.ENSP00000415151	9606.ENSP00000341551	0	0	0	0	0.107	0	0.5	0.136	0.581
CBFB	TNRC6A	9606.ENSP00000415151	9606.ENSP00000379144	0	0	0	0	0	0	0.5	0	0.499
CBFB	ITCH	9606.ENSP00000415151	9606.ENSP00000499786	0	0	0	0	0.049	0	0.5	0.063	0.515
CBS	GSR	9606.ENSP00000381231	9606.ENSP00000221130	0	0	0	0	0.042	0.071	0	0.452	0.47
CBS	CTBP2	9606.ENSP00000381231	9606.ENSP00000311825	0.1	0	0	0	0.121	0.154	0	0.24	0.423
CBS	UPRT	9606.ENSP00000381231	9606.ENSP00000362481	0	0	0	0	0.21	0	0	0.387	0.495
CBS	GART	9606.ENSP00000381231	9606.ENSP00000371253	0.143	0	0	0	0.132	0	0	0.56	0.644
CBS	MTHFD2	9606.ENSP00000381231	9606.ENSP00000377617	0.042	0	0	0	0.082	0	0	0.502	0.524
CBS	SNCA	9606.ENSP00000381231	9606.ENSP00000500990	0	0	0	0	0.044	0	0	0.407	0.408
CBS	CHD7	9606.ENSP00000381231	9606.ENSP00000392028	0	0	0	0	0.08	0	0	0.488	0.509
CBS	MTHFD1L	9606.ENSP00000381231	9606.ENSP00000478253	0.047	0	0	0	0.117	0	0	0.467	0.513
CCDC149	CTBP1	9606.ENSP00000488929	9606.ENSP00000290921	0	0	0	0	0	0	0	0.459	0.459
CCDC57	ZNF251	9606.ENSP00000376154	9606.ENSP00000292562	0	0	0	0	0.047	0.091	0	0.498	0.528
CCDC88A	TNS1	9606.ENSP00000338728	9606.ENSP00000171887	0	0	0	0	0.087	0	0	0.463	0.488
CD276	TNFRSF18	9606.ENSP00000320084	9606.ENSP00000328207	0	0	0	0	0.118	0	0	0.624	0.655
CDC42BPB	CDC42SE2	9606.ENSP00000355237	9606.ENSP00000427421	0	0	0	0	0.044	0.078	0	0.439	0.462
CDS2	DGKQ	9606.ENSP00000419879	9606.ENSP00000273814	0	0	0	0	0	0	0.65	0.19	0.704
CDS2	LPCAT1	9606.ENSP00000419879	9606.ENSP00000283415	0	0	0	0	0	0	0.253	0.263	0.426
CELSR1	DVL1	9606.ENSP00000262738	9606.ENSP00000368166	0	0	0	0	0.06	0	0	0.821	0.825
CEP164	NINL	9606.ENSP00000278935	9606.ENSP00000278886	0	0	0	0	0.058	0.055	0	0.466	0.483
CEP164	DVL1	9606.ENSP00000278935	9606.ENSP00000368166	0	0	0	0	0.059	0.045	0	0.528	0.538
CERS2	CERS5	9606.ENSP00000271688	9606.ENSP00000325485	0	0	0.08	0.912	0.043	0	0.9	0.408	0.94
CERS2	SPHK2	9606.ENSP00000271688	9606.ENSP00000469158	0	0	0	0	0.044	0	0.9	0.641	0.962
CERS5	SPHK2	9606.ENSP00000325485	9606.ENSP00000469158	0	0	0	0	0	0	0.9	0.582	0.956
CFL2	VASP	9606.ENSP00000298159	9606.ENSP00000245932	0	0	0	0	0.052	0	0	0.871	0.873
CFL2	WHAMM	9606.ENSP00000298159	9606.ENSP00000286760	0	0	0	0	0.075	0	0	0.568	0.583
CFL2	INF2	9606.ENSP00000298159	9606.ENSP00000376410	0	0	0	0	0.064	0	0	0.399	0.414
CFL2	SYNPO	9606.ENSP00000298159	9606.ENSP00000377789	0	0	0	0	0.042	0.224	0	0.349	0.474
CFL2	DBN1	9606.ENSP00000298159	9606.ENSP00000377195	0	0	0	0	0.076	0.17	0	0.668	0.723
CHD7	SMARCA1	9606.ENSP00000392028	9606.ENSP00000360162	0	0	0.137	0.729	0.051	0.298	0	0.139	0.439
CHST3	CSGALNACT2	9606.ENSP00000362207	9606.ENSP00000363590	0	0	0	0	0	0	0	0.609	0.609
CLDN7	DSG2	9606.ENSP00000353475	9606.ENSP00000261590	0	0	0	0	0.15	0	0	0.373	0.444
CLDN7	KRT8	9606.ENSP00000353475	9606.ENSP00000449404	0	0	0	0	0.375	0	0	0.37	0.589
COL18A1	SERPINE1	9606.ENSP00000352798	9606.ENSP00000223095	0	0	0	0	0.074	0	0	0.418	0.438
COL18A1	LAMA5	9606.ENSP00000352798	9606.ENSP00000252999	0	0	0	0	0.143	0	0	0.352	0.421
COL18A1	P4HA1	9606.ENSP00000352798	9606.ENSP00000263556	0	0	0	0	0	0.131	0.4	0.281	0.592
COL18A1	DGKQ	9606.ENSP00000352798	9606.ENSP00000273814	0	0	0	0	0.083	0	0	0.374	0.401
COL18A1	PLOD2	9606.ENSP00000352798	9606.ENSP00000282903	0	0	0	0	0.069	0	0.5	0.197	0.594
COL18A1	HSPG2	9606.ENSP00000352798	9606.ENSP00000363827	0	0	0	0	0.202	0.099	0	0.865	0.894
CREB3	XBP1	9606.ENSP00000342136	9606.ENSP00000216037	0	0	0	0	0.086	0	0	0.478	0.503
CTBP1	GSR	9606.ENSP00000290921	9606.ENSP00000221130	0.042	0	0	0	0.059	0	0.312	0.175	0.42
CTBP1	RCOR1	9606.ENSP00000290921	9606.ENSP00000262241	0	0	0	0	0.067	0.82	0	0.995	0.999
CTBP1	TXNRD1	9606.ENSP00000290921	9606.ENSP00000434516	0.042	0	0	0	0.065	0	0.312	0.162	0.414
CTBP1	DVL1	9606.ENSP00000290921	9606.ENSP00000368166	0	0	0	0	0.11	0	0	0.378	0.423
CTBP1	SCMH1	9606.ENSP00000290921	9606.ENSP00000318094	0	0	0	0	0.075	0	0.4	0.161	0.493
CTBP1	KLF13	9606.ENSP00000290921	9606.ENSP00000302456	0	0	0	0	0.059	0.071	0	0.467	0.493
CTBP1	SMAD4	9606.ENSP00000290921	9606.ENSP00000341551	0	0	0	0	0.049	0.042	0	0.553	0.557
CTBP1	KLF12	9606.ENSP00000290921	9606.ENSP00000366897	0	0	0	0	0	0.457	0	0.325	0.618
CTBP1	FPGS	9606.ENSP00000290921	9606.ENSP00000362344	0.115	0	0	0	0.073	0	0.673	0.246	0.77
CTBP1	NOL4L	9606.ENSP00000290921	9606.ENSP00000483523	0	0	0	0	0	0.795	0	0.164	0.821
CTBP1	TGIF1	9606.ENSP00000290921	9606.ENSP00000327959	0	0	0	0	0.044	0.715	0	0.607	0.883
CTBP1	KLF8	9606.ENSP00000290921	9606.ENSP00000417303	0	0	0	0	0	0.386	0	0.95	0.968
CTBP1	CTBP2	9606.ENSP00000290921	9606.ENSP00000311825	0	0	0.05	0.98	0.07	0.895	0.9	0.974	0.999
CTBP2	GSR	9606.ENSP00000311825	9606.ENSP00000221130	0.042	0	0	0	0.052	0	0.312	0.513	0.655
CTBP2	RCOR1	9606.ENSP00000311825	9606.ENSP00000262241	0	0	0	0	0.062	0.622	0	0.892	0.958
CTBP2	KLF13	9606.ENSP00000311825	9606.ENSP00000302456	0	0	0	0	0.047	0.071	0	0.471	0.49
CTBP2	TXNRD1	9606.ENSP00000311825	9606.ENSP00000434516	0.042	0	0	0	0.052	0	0.312	0.162	0.406
CTBP2	NOL4L	9606.ENSP00000311825	9606.ENSP00000483523	0	0	0	0	0	0.46	0	0.082	0.483
CTBP2	FPGS	9606.ENSP00000311825	9606.ENSP00000362344	0.115	0	0	0	0.068	0	0.673	0.246	0.769
CTBP2	TGIF1	9606.ENSP00000311825	9606.ENSP00000327959	0	0	0	0	0.054	0.607	0	0.496	0.796
CTBP2	KLF8	9606.ENSP00000311825	9606.ENSP00000417303	0	0	0	0	0.043	0.386	0	0.951	0.968
CTSZ	SEC24D	9606.ENSP00000217131	9606.ENSP00000280551	0	0	0	0	0.042	0	0.5	0.069	0.515
DBN1	STBD1	9606.ENSP00000377195	9606.ENSP00000237642	0	0	0	0	0	0	0.4	0	0.4
DBN1	VASP	9606.ENSP00000377195	9606.ENSP00000245932	0	0	0	0	0.081	0.162	0	0.303	0.416
DBN1	PDLIM7	9606.ENSP00000377195	9606.ENSP00000348099	0	0.623	0	0	0.151	0	0	0.141	0.701
DBN1	HSPG2	9606.ENSP00000377195	9606.ENSP00000363827	0	0	0	0	0.07	0	0	0.416	0.433
DBN1	LRRFIP1	9606.ENSP00000377195	9606.ENSP00000375857	0	0	0	0	0.042	0.166	0	0.522	0.584
DBN1	SYNPO	9606.ENSP00000377195	9606.ENSP00000377789	0	0	0	0	0	0.173	0	0.383	0.469
DDHD2	SPART	9606.ENSP00000380352	9606.ENSP00000414147	0	0	0	0	0	0	0	0.561	0.561
DDIT4	SLC7A5	9606.ENSP00000307305	9606.ENSP00000261622	0	0	0	0	0.157	0	0	0.324	0.405
DDIT4	SLC2A1	9606.ENSP00000307305	9606.ENSP00000416293	0	0	0	0	0.164	0	0	0.432	0.505
DDIT4	VLDLR	9606.ENSP00000307305	9606.ENSP00000371532	0	0	0	0	0.082	0	0	0.523	0.543
DDIT4	TRIB3	9606.ENSP00000307305	9606.ENSP00000415416	0	0	0	0	0.149	0	0	0.488	0.546
DGCR8	SMAD4	9606.ENSP00000263209	9606.ENSP00000341551	0	0	0	0	0.067	0	0	0.505	0.519
DGCR8	TNRC6A	9606.ENSP00000263209	9606.ENSP00000379144	0	0	0	0	0.078	0	0	0.774	0.782
DGKQ	LRP1	9606.ENSP00000273814	9606.ENSP00000243077	0	0	0	0	0.081	0	0	0.374	0.4
DGKQ	SNCA	9606.ENSP00000273814	9606.ENSP00000500990	0	0	0	0	0	0	0	0.4	0.4
DGKQ	SPHK2	9606.ENSP00000273814	9606.ENSP00000469158	0	0	0	0	0.181	0	0	0.317	0.417
DGKQ	ZNF319	9606.ENSP00000273814	9606.ENSP00000299237	0	0	0	0	0.419	0	0	0	0.418
DGKQ	KIFC2	9606.ENSP00000273814	9606.ENSP00000301332	0	0	0	0	0.393	0	0	0.125	0.446
DGKQ	PITPNM1	9606.ENSP00000273814	9606.ENSP00000348772	0	0	0	0	0.163	0	0	0.382	0.461
DOCK11	DOCK9	9606.ENSP00000276202	9606.ENSP00000365643	0	0	0.058	0.959	0.042	0.607	0	0.078	0.629
DSG2	STBD1	9606.ENSP00000261590	9606.ENSP00000237642	0	0	0	0	0.042	0	0.4	0	0.4
DSG2	KRT8	9606.ENSP00000261590	9606.ENSP00000449404	0	0	0	0	0.268	0	0	0.269	0.442
DVL1	WNT7B	9606.ENSP00000368166	9606.ENSP00000341032	0	0	0	0	0.048	0.132	0	0.767	0.791
DVL1	SMAD4	9606.ENSP00000368166	9606.ENSP00000341551	0	0	0	0	0.055	0.31	0	0.398	0.573
DVL1	NOXA1	9606.ENSP00000368166	9606.ENSP00000342848	0	0	0	0	0.107	0.07	0.5	0.053	0.554
DVL1	LRRFIP1	9606.ENSP00000368166	9606.ENSP00000375857	0	0	0	0	0.042	0	0	0.469	0.469
DVL1	ITCH	9606.ENSP00000368166	9606.ENSP00000499786	0	0	0	0	0	0.328	0	0.278	0.495
EIF2AK2	XBP1	9606.ENSP00000233057	9606.ENSP00000216037	0	0	0	0	0.042	0	0	0.843	0.843
EIF2AK2	SH2D3A	9606.ENSP00000233057	9606.ENSP00000245908	0	0	0	0	0	0.05	0	0.479	0.483
EIF2AK2	IRF5	9606.ENSP00000233057	9606.ENSP00000418037	0	0	0	0	0.087	0	0	0.614	0.632
EIF2AK2	TRAF2	9606.ENSP00000233057	9606.ENSP00000247668	0	0	0	0	0.07	0.571	0	0.451	0.762
EIF2AK2	HELZ2	9606.ENSP00000233057	9606.ENSP00000417401	0	0	0	0	0.521	0.113	0	0.53	0.783
EIF2AK2	TRAF5	9606.ENSP00000233057	9606.ENSP00000261464	0	0	0	0	0.091	0.381	0	0.645	0.783
EIF5A2	PPP1R26	9606.ENSP00000295822	9606.ENSP00000349274	0.042	0	0	0	0.506	0.453	0	0.166	0.755
ENC1	KLHL9	9606.ENSP00000499185	9606.ENSP00000351933	0	0	0.185	0.686	0	0.436	0.9	0.108	0.953
ENC1	KLHL42	9606.ENSP00000499185	9606.ENSP00000370671	0	0	0.164	0.576	0.045	0.062	0.9	0.1	0.92
ENC1	LZTR1	9606.ENSP00000499185	9606.ENSP00000496779	0	0	0	0.555	0	0	0.9	0	0.9
ENC1	GAN	9606.ENSP00000499185	9606.ENSP00000497351	0	0	0.153	0.645	0	0.086	0.9	0.167	0.926
EPOR	SH2B3	9606.ENSP00000222139	9606.ENSP00000345492	0	0	0	0	0.042	0	0	0.577	0.577
EPOR	KRAS	9606.ENSP00000222139	9606.ENSP00000256078	0	0	0	0	0	0	0.5	0.193	0.579
EPOR	IFNE	9606.ENSP00000222139	9606.ENSP00000418018	0	0	0	0	0	0	0.65	0	0.65
EPPK1	KRT8	9606.ENSP00000484472	9606.ENSP00000449404	0	0	0	0	0.133	0.127	0	0.497	0.586
FAAH	GART	9606.ENSP00000243167	9606.ENSP00000371253	0.268	0	0	0	0.058	0	0	0.268	0.451
FAAH	GFPT1	9606.ENSP00000243167	9606.ENSP00000349860	0.08	0	0	0	0	0	0.442	0.176	0.54
FKRP	HSPG2	9606.ENSP00000326570	9606.ENSP00000363827	0	0	0	0	0.049	0	0	0.491	0.495
FLVCR1	LRP1	9606.ENSP00000355938	9606.ENSP00000243077	0	0	0	0	0.055	0	0	0.397	0.405
FLVCR1	FTH1	9606.ENSP00000355938	9606.ENSP00000273550	0	0	0	0	0	0	0	0.404	0.404
FLVCR1	MICA	9606.ENSP00000355938	9606.ENSP00000413079	0	0	0	0	0	0.42	0	0	0.42
FPGS	GART	9606.ENSP00000362344	9606.ENSP00000371253	0.12	0	0	0	0.049	0	0	0.745	0.768
FPGS	MTHFD2	9606.ENSP00000362344	9606.ENSP00000377617	0.12	0	0	0	0.042	0	0.792	0.624	0.925
FPGS	MTHFD1L	9606.ENSP00000362344	9606.ENSP00000478253	0.12	0	0	0	0.112	0	0.792	0.689	0.942
FRS3	KRAS	9606.ENSP00000362109	9606.ENSP00000256078	0	0	0	0	0.067	0	0.5	0.084	0.535
FTH1	TXNRD1	9606.ENSP00000273550	9606.ENSP00000434516	0	0	0	0	0.061	0	0	0.491	0.501
FTH1	MAP3K11	9606.ENSP00000273550	9606.ENSP00000309597	0	0	0	0	0.096	0	0	0.785	0.797
FUT11	MAN1A1	9606.ENSP00000361932	9606.ENSP00000357453	0	0	0	0	0.059	0	0	0.419	0.43
FUT11	FUT2	9606.ENSP00000361932	9606.ENSP00000387498	0	0	0	0	0	0	0	0.57	0.57
GAN	KLHL9	9606.ENSP00000497351	9606.ENSP00000351933	0	0	0.144	0.683	0	0	0.9	0.189	0.924
GAN	KLHL42	9606.ENSP00000497351	9606.ENSP00000370671	0	0	0.132	0.58	0.049	0.062	0.9	0.151	0.922
GAN	SYNC	9606.ENSP00000497351	9606.ENSP00000386439	0	0	0	0	0	0.421	0	0.06	0.432
GAN	LZTR1	9606.ENSP00000497351	9606.ENSP00000496779	0	0	0	0	0	0	0.9	0.191	0.915
GART	GOLT1A	9606.ENSP00000371253	9606.ENSP00000308535	0.283	0	0	0	0.142	0	0	0.353	0.567
GART	GFPT1	9606.ENSP00000371253	9606.ENSP00000349860	0.276	0	0	0	0.055	0	0.792	0.363	0.897
GART	TFB2M	9606.ENSP00000371253	9606.ENSP00000355471	0.115	0	0	0	0.083	0	0	0.351	0.427
GART	UPRT	9606.ENSP00000371253	9606.ENSP00000362481	0.31	0	0	0	0.132	0	0	0.381	0.597
GART	TXNRD1	9606.ENSP00000371253	9606.ENSP00000434516	0.09	0	0	0	0.154	0	0	0.31	0.423
GART	MTHFD2	9606.ENSP00000371253	9606.ENSP00000377617	0.322	0.344	0	0	0.848	0	0.983	0.949	0.999
GART	MTHFD1L	9606.ENSP00000371253	9606.ENSP00000478253	0.322	0	0	0	0.859	0.169	0.983	0.643	0.999
GFPT1	XBP1	9606.ENSP00000349860	9606.ENSP00000216037	0	0	0	0	0.098	0	0.75	0.439	0.862
GFPT1	LRP1	9606.ENSP00000349860	9606.ENSP00000243077	0	0	0	0	0.105	0.36	0	0	0.402
GFPT1	MTHFD2	9606.ENSP00000349860	9606.ENSP00000377617	0.042	0	0	0	0.075	0	0	0.391	0.413
