ID,MetaColumn,MetaRow,Column,Row,CLONE_ID,SPOT_ID,Reporter.Species,Reporter.BioSequence.Database.Entry..preferredName.,Repoter.Biosequence.Type,Repoter.BioSequence.PolymerType,CompositeSequence.Identifier,GeneId,CompositeSequence.Biosequence.Type,Plate.Identifier,Plate.Row,Plate.Column,LUID,Failed,Contaminated,Mpox.F.Mock.F,Mpox.F.Killed.F,Killed.F.Mock.F,AveExpr,F,P.Value,adj.P.Val,log2FC
29914,2,9,4,8,IMAGE:1357285,,Homo sapiens,cDNA_clone,DNA,Experimental,PTENP1,gene,DNA,K,21,18599,0,U,U,-0.428375,-0.544,0.115625,0.09875,8.850158952,0.001353435,0.014885994,-0.428375
40673,2,12,23,6,IMAGE:280233,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.596974,gene,DNA,K,12,518978,0,U,U,-0.500625,-0.54,0.039375,0.65975,8.848089859,0.001355037,0.014890829,-0.500625
22829,2,7,29,11,IMAGE:740801,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.433307,gene,DNA,C,7,509232,0,U,U,-0.677,-0.596,-0.081,1.260708333,8.847928595,0.001355162,0.014890829,-0.677
28956,1,9,6,6,IMAGE:590398,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.483924,gene,DNA,H,21,522223,0,U,U,-0.488625,-0.501375,0.01275,-0.04075,8.847853626,0.00135522,0.014890829,-0.488625
40398,1,12,18,27,VACWR139,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,L,24,30706,0,U,U,1.8155,2.874,-1.0585,-1.399166667,8.847065983,0.001355831,0.014892608,1.8155
22419,1,7,9,28,,D5L_20_s,Variola virus,ss_oligo,DNA,Experimental,,,,H,7,31421,0,U,U,2.054,6.608875,-4.554875,-2.218625,8.845449847,0.001357084,0.014901447,2.054
9382,3,3,22,13,IMAGE:1353356,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,J,15,14456,0,U,U,0.379375,1.140375,-0.761,0.504666667,8.844508732,0.001357815,0.014903339,0.379375
20870,4,6,20,6,IMAGE:277749,,Homo sapiens,cDNA_clone,DNA,Experimental,Biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen),gene,DNA,A,18,518921,0,U,U,-0.59225,-0.765125,0.172875,-0.758291667,8.84407157,0.001358154,0.014903339,-0.59225
35791,4,10,1,24,IMAGE:1307489,,Homo sapiens,cDNA_clone,DNA,Experimental,Interleukin 17 receptor B,gene,DNA,E,10,13085,0,U,U,-0.71975,0.315625,-1.035375,-0.523916667,8.836184219,0.001364295,0.014962484,-0.71975
36194,1,11,14,7,IMAGE:1656488,,Homo sapiens,cDNA_clone,DNA,Experimental,Glycosylphosphatidylinositol specific phospholipase D1,gene,DNA,D,23,531608,0,U,U,-0.541,-0.0115,-0.5295,1.455666667,8.835991479,0.001364445,0.014962484,-0.541
23425,3,7,25,1,IMAGE:203858,,Homo sapiens,cDNA_clone,DNA,Experimental,26053,gene,DNA,B,7,26212,0,U,U,0.54075,0.912875,-0.372125,-0.241416667,8.832352888,0.001367288,0.014988713,0.54075
4376,1,2,26,26,IMAGE:264692,,Homo sapiens,cDNA_clone,DNA,Experimental,Coagulation factor II (thrombin) receptor,gene,DNA,P,14,518715,0,U,U,-0.600625,-0.684375,0.08375,1.043458333,8.831351938,0.001368072,0.014992262,-0.600625
31289,3,9,29,23,IMAGE:1333782,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.501578,gene,DNA,B,9,13349,0,U,U,0.9415,1.187375,-0.245875,-0.412625,8.830433804,0.001368791,0.014992262,0.9415
7551,1,3,21,12,IMAGE:815697,,Homo sapiens,cDNA_clone,DNA,Experimental,ZNF710,gene,DNA,P,3,3926,0,U,U,-0.560375,-0.60575,0.045375,0.043333333,8.830159369,0.001369006,0.014992262,-0.560375
2932,4,1,22,8,IMAGE:36393,,Homo sapiens,cDNA_clone,DNA,Experimental,ACAT2,gene,DNA,M,13,500079,0,U,U,-0.834875,-0.54075,-0.294125,-1.397833333,8.82938076,0.001369616,0.014992262,-0.834875
19675,2,6,25,26,IMAGE:755893,,Homo sapiens,cDNA_clone,DNA,Experimental,55634,gene,DNA,O,6,518615,0,U,U,-0.414125,-0.50975,0.095625,-0.743166667,8.828979557,0.00136993,0.014992262,-0.414125
13445,3,4,5,29,VACWR058,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,J,4,30840,0,U,U,2.70175,5.2205,-2.51875,-1.358125,8.828152605,0.001370579,0.014992262,2.70175
32589,1,10,9,7,IMAGE:711506,,Homo sapiens,cDNA_clone,DNA,Experimental,"Hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",gene,DNA,L,10,2273,0,U,U,-0.31825,0.000875,-0.319125,0.434166667,8.82759781,0.001371014,0.014992262,-0.31825
42338,4,12,8,2,IMAGE:1301244,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.126714,gene,DNA,I,24,11772,0,U,U,-0.38425,0.056125,-0.440375,0.643125,8.827329753,0.001371224,0.014992262,-0.38425
15878,2,5,8,20,IMAGE:86032,,Homo sapiens,cDNA_clone,DNA,Experimental,NIP30,gene,DNA,C,17,510773,0,U,U,-0.463,-0.542375,0.079375,-0.460375,8.825182195,0.001372911,0.014992877,-0.463
13741,4,4,1,9,IMAGE:530545,,Homo sapiens,cDNA_clone,DNA,Experimental,Vaccinia related kinase 1,gene,DNA,A,4,508834,0,U,U,0.57375,1.204125,-0.630375,-0.202875,8.825156847,0.001372931,0.014992877,0.57375
6010,3,2,10,21,IMAGE:1337358,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.94542,gene,DNA,B,14,28039,0,U,U,-0.534875,-0.5095,-0.025375,0.097875,8.82468247,0.001373303,0.014992877,-0.534875
13354,3,4,4,26,IMAGE:1309139,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,B,16,24488,0,U,U,-0.676625,-0.928375,0.25175,0.6935,8.824367156,0.001373551,0.014992877,-0.676625
22037,1,7,17,15,IMAGE:825117,,Homo sapiens,cDNA_clone,DNA,Experimental,440145,gene,DNA,L,7,3040,0,U,U,-0.551625,-0.61475,0.063125,0.557791667,8.823948649,0.00137388,0.014992877,-0.551625
35322,4,10,12,8,IMAGE:1184368,,Homo sapiens,cDNA_clone,DNA,Experimental,6533,gene,DNA,I,22,9755,0,U,U,-0.44675,0.001625,-0.448375,-0.70675,8.823809766,0.00137399,0.014992877,-0.44675
11232,1,4,12,15,IMAGE:470861,,Homo sapiens,cDNA_clone,DNA,Experimental,NDUFB6,gene,DNA,P,16,502972,0,U,U,-0.5515,-0.627125,0.075625,0.181625,8.822209659,0.001375249,0.015001686,-0.5515
15132,1,5,12,25,IMAGE:81289,,Homo sapiens,cDNA_clone,DNA,Experimental,ACTG2,gene,DNA,H,17,502253,0,U,U,-0.71875,-0.969375,0.250625,2.335333333,8.821124154,0.001376104,0.015005964,-0.71875
18518,1,6,8,18,IMAGE:687222,,Homo sapiens,cDNA_clone,DNA,Experimental,23341,gene,DNA,L,18,20709,0,U,U,-0.4555,-0.683625,0.228125,0.785208333,8.820564288,0.001376545,0.015005964,-0.4555
3731,1,2,11,5,IMAGE:2307420,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.300701,gene,DNA,H,2,531909,0,U,U,-0.613875,-0.64025,0.026375,0.616041667,8.819740256,0.001377194,0.015008117,-0.613875
29619,1,9,9,28,,D6L_757_s,Variola virus,ss_oligo,DNA,Experimental,,,,H,9,31423,0,U,U,2.106,5.997,-3.891,-0.507625,8.818313032,0.00137832,0.015012962,2.106
36437,1,11,17,15,IMAGE:825132,,Homo sapiens,cDNA_clone,DNA,Experimental,Similar to protein immuno-reactive with anti-PTH polyclonal antibodies,gene,DNA,L,11,3042,0,U,U,0.563625,0.7405,-0.176875,-1.339458333,8.817993058,0.001378573,0.015012962,0.563625
11907,2,4,27,7,IMAGE:704560,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.643530,gene,DNA,O,4,2198,0,U,U,-0.392875,-0.417875,0.025,0.34875,8.817457723,0.001378995,0.015012962,-0.392875
9959,4,3,29,2,IMAGE:2106380,,Homo sapiens,cDNA_clone,DNA,Experimental,56548,gene,DNA,E,3,531706,0,U,U,-1.1,-0.786625,-0.313375,-0.05275,8.816050921,0.001380106,0.015020136,-1.1
10320,4,3,30,14,IMAGE:1469084,,Homo sapiens,cDNA_clone,DNA,Experimental,VPS8,gene,DNA,E,15,525376,0,U,U,-0.78075,-0.762,-0.01875,-0.5145,8.814362769,0.001381441,0.015029737,-0.78075
4796,2,2,26,10,IMAGE:1424961,,Homo sapiens,cDNA_clone,DNA,Experimental,BTB (POZ) domain containing 9,gene,DNA,O,14,531579,0,U,U,-0.345125,-0.387375,0.04225,0.787666667,8.813260963,0.001382313,0.015034297,-0.345125
8369,2,3,29,9,IMAGE:261836,,Homo sapiens,cDNA_clone,DNA,Experimental,TCF12,gene,DNA,K,3,505438,0,U,U,-0.594,-0.632375,0.038375,1.182166667,8.812310315,0.001383066,0.015037559,-0.594
8378,2,3,8,10,IMAGE:256984,,Homo sapiens,cDNA_clone,DNA,Experimental,57696,gene,DNA,K,15,507364,0,U,U,-0.433375,-0.399875,-0.0335,0.221375,8.811202389,0.001383944,0.015042179,-0.433375
36951,2,11,21,2,IMAGE:1352440,,Homo sapiens,cDNA_clone,DNA,Experimental,**Translocation protein 1,gene,DNA,G,11,14346,0,U,U,0.53675,0.667,-0.13025,-0.447,8.810520861,0.001384484,0.015042485,0.53675
11205,1,4,15,14,IMAGE:1283932,,Homo sapiens,cDNA_clone,DNA,Experimental,Coiled-coil and C2 domain containing 1B,gene,DNA,L,4,21086,0,U,U,-0.447875,-0.356625,-0.09125,-0.296583333,8.810024187,0.001384878,0.015042485,-0.447875
25808,1,8,8,21,IMAGE:1318599,,Homo sapiens,cDNA_clone,DNA,Experimental,Ubiquitin protein ligase E3B,gene,DNA,P,20,12862,0,U,U,-0.59525,-0.579125,-0.016125,0.063458333,8.809260776,0.001385484,0.015044143,-0.59525
15666,2,5,6,13,IMAGE:130120,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.571177,gene,DNA,K,17,505061,0,U,U,-0.49725,-0.418375,-0.078875,0.934458333,8.807531695,0.001386857,0.015046766,-0.49725
29233,1,9,13,15,IMAGE:824893,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,D,9,2993,0,U,U,0.700375,0.923625,-0.22325,-0.144333333,8.807517823,0.001386868,0.015046766,0.700375
23438,3,7,8,2,IMAGE:1303988,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.580351,gene,DNA,J,19,12154,0,U,U,0.671375,0.7435,-0.072125,0.557875,8.807244639,0.001387085,0.015046766,0.671375
11064,1,4,24,9,IMAGE:796285,,Homo sapiens,cDNA_clone,DNA,Experimental,ARV1,gene,DNA,P,16,510652,0,U,U,-0.505125,-0.50675,0.001625,-0.405083333,8.806457154,0.001387711,0.015047485,-0.505125
3527,4,1,17,28,,G8L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,E,1,30143,0,U,U,2.145,3.3615,-1.2165,0.034625,8.806021093,0.001388057,0.015047485,2.145
26892,2,8,12,27,,F2L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,O,20,30392,0,U,U,3.02825,4.894625,-1.866375,-1.382333333,8.801790829,0.001391426,0.015078529,3.02825
17898,4,5,18,27,VACWR181,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,I,17,30627,2,U,U,1.624125,4.2085,-2.584375,-1.928458333,8.801186,0.001391908,0.015078529,1.624125
32667,1,10,27,9,IMAGE:418394,,Homo sapiens,cDNA_clone,DNA,Experimental,LOC201229,gene,DNA,H,10,505609,0,U,U,-0.42075,-0.37375,-0.047,0.052333333,8.80071564,0.001392283,0.015078529,-0.42075
13069,3,4,19,16,IMAGE:724387,,Homo sapiens,cDNA_clone,DNA,Experimental,SNRPC,gene,DNA,J,4,501778,0,U,U,-0.81,-0.856,0.046,-0.413666667,8.798236305,0.001394263,0.015090896,-0.81
17952,4,5,12,29,,A38R_10_a,Variola virus,ss_oligo,DNA,Experimental,,,,E,17,30975,0,U,U,1.29525,5.108,-3.81275,-0.789916667,8.798147079,0.001394334,0.015090896,1.29525
15096,1,5,6,24,IMAGE:1334585,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.412293,gene,DNA,P,17,13437,0,U,U,0.657875,0.9865,-0.328625,-0.11975,8.793200543,0.001398293,0.015119171,0.657875
11813,2,4,23,4,IMAGE:79763,,Homo sapiens,cDNA_clone,DNA,Experimental,PCGF5,gene,DNA,C,4,509710,0,U,U,-0.518875,-0.516,-0.002875,-0.532041667,8.792951609,0.001398493,0.015119171,-0.518875
5227,2,2,7,25,IMAGE:1184363,,Homo sapiens,cDNA_clone,DNA,Experimental,442609,gene,DNA,O,2,20917,0,U,U,-0.6915,-0.646125,-0.045375,0.486,8.792681433,0.001398709,0.015119171,-0.6915
4304,1,2,14,24,IMAGE:743278,,Homo sapiens,cDNA_clone,DNA,Experimental,4957,gene,DNA,P,14,510459,0,U,U,-0.4245,-0.307625,-0.116875,-0.138583333,8.792608261,0.001398768,0.015119171,-0.4245
11399,1,4,29,20,IMAGE:2014937,,Homo sapiens,cDNA_clone,DNA,Experimental,22976,gene,DNA,P,4,528598,0,U,U,-0.466375,-0.398125,-0.06825,-0.369833333,8.791103159,0.001399975,0.015123141,-0.466375
3005,4,1,5,11,IMAGE:134206,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,A,1,507681,0,U,U,-0.40175,-0.444875,0.043125,1.020708333,8.791014961,0.001400046,0.015123141,-0.40175
37518,2,11,18,21,IMAGE:825284,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.13662,gene,DNA,C,23,519992,0,U,U,-0.74525,-0.79675,0.0515,0.64525,8.788221097,0.001402291,0.01514246,-0.74525
11543,1,4,23,25,IMAGE:377441,,Homo sapiens,cDNA_clone,DNA,Experimental,S100A4,gene,DNA,P,4,508246,0,U,U,-0.56575,-0.613375,0.047625,1.521541667,8.787540992,0.001402838,0.015143442,-0.56575
30651,3,9,21,2,IMAGE:1356930,,Homo sapiens,cDNA_clone,DNA,Experimental,ZNF384,gene,DNA,F,9,14813,0,U,U,0.428625,0.709375,-0.28075,-0.316583333,8.786643357,0.00140356,0.015146314,0.428625
16235,3,5,5,2,IMAGE:1303716,,Homo sapiens,cDNA_clone,DNA,Experimental,PPP2CA,gene,DNA,F,5,12123,0,U,U,-0.5435,-0.48175,-0.06175,0.094125,8.78590834,0.001404152,0.015147777,-0.5435
33232,1,10,22,28,,M3L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,P,22,30417,0,U,U,0.663125,4.635125,-3.972,0.272416667,8.784491107,0.001405293,0.015155169,0.663125
15695,2,5,5,14,IMAGE:701760,,Homo sapiens,cDNA_clone,DNA,Experimental,Hypothetical protein LOC155060,gene,DNA,G,5,807,0,U,U,-0.265375,-0.35875,0.093375,-0.269958333,8.782021615,0.001407285,0.015171422,-0.265375
9654,3,3,24,22,IMAGE:279771,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.485628,gene,DNA,J,15,511864,0,U,U,-0.48475,-0.36025,-0.1245,0.069416667,8.781490029,0.001407714,0.015171422,-0.48475
7518,1,3,18,11,IMAGE:1910029,,Homo sapiens,cDNA_clone,DNA,Experimental,KCNH2,gene,DNA,L,15,531460,0,U,U,0.553125,1.005625,-0.4525,-0.326083333,8.775438862,0.001412609,0.015214105,0.553125
608,1,1,8,21,IMAGE:1271748,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,P,13,12955,0,U,U,-0.366625,-0.506125,0.1395,-0.021083333,8.775428843,0.001412618,0.015214105,-0.366625
17921,4,5,11,28,,A3L_1405_s,Variola virus,ss_oligo,DNA,Experimental,,,,I,5,31443,0,U,U,3.721375,4.564375,-0.843,-1.993791667,8.774685507,0.00141322,0.015214105,3.721375
35937,4,10,27,28,VACWR133,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,I,10,30620,0,U,U,0.846375,4.3645,-3.518125,-0.507208333,8.774331219,0.001413507,0.015214105,0.846375
39790,1,12,10,7,IMAGE:711656,,Homo sapiens,cDNA_clone,DNA,Experimental,PBEF1,gene,DNA,L,24,2280,0,U,U,-0.352375,0.079125,-0.4315,-0.294666667,8.770902958,0.001416291,0.015235173,-0.352375
40665,2,12,15,6,IMAGE:712564,,Homo sapiens,cDNA_clone,DNA,Experimental,C10orf7,gene,DNA,K,12,27714,0,U,U,-0.562125,-0.493125,-0.069,0.04475,8.770790292,0.001416382,0.015235173,-0.562125
7399,1,3,19,7,IMAGE:2051697,,Homo sapiens,cDNA_clone,DNA,Experimental,3551,gene,DNA,P,3,531670,0,U,U,-0.369375,-0.111625,-0.25775,-0.013916667,8.768906256,0.001417915,0.015246716,-0.369375
29768,2,9,8,3,IMAGE:683634,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,G,21,143,0,U,U,-0.24825,-0.3895,0.14125,-0.230416667,8.768322925,0.001418389,0.015246883,-0.24825
28752,4,8,12,29,,E2L_1970_a,Variola virus,ss_oligo,DNA,Experimental,,,,E,20,30978,0,U,U,1.640875,3.970875,-2.33,-1.242083333,8.766199115,0.00142012,0.015260541,1.640875
40457,1,12,17,29,,A12L_145_s,Variola virus,ss_oligo,DNA,Experimental,,,,D,12,31330,0,U,U,4.528125,5.245375,-0.71725,-4.081958333,8.762359024,0.001423254,0.015270502,4.528125
24220,3,7,10,28,,D13_5L_64_s,Variola virus,ss_oligo,DNA,Experimental,,,,F,19,31385,0,U,U,2.329375,5.132625,-2.80325,-1.189583333,8.762202575,0.001423381,0.015270502,2.329375
25086,4,7,6,27,,M4R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,19,30067,0,U,U,3.29975,3.903,-0.60325,-1.315166667,8.762036154,0.001423517,0.015270502,3.29975
30448,2,9,28,25,IMAGE:683021,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,G,21,47,0,U,U,0.496375,0.717375,-0.221,-0.545958333,8.761859394,0.001423662,0.015270502,0.496375
37699,2,11,19,27,VACWR085,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,O,11,30765,0,U,U,2.418,4.915375,-2.497375,-0.928583333,8.761727556,0.00142377,0.015270502,2.418
8508,2,3,18,14,IMAGE:1370845,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.513013,gene,DNA,O,15,19484,0,U,U,-0.3795,-0.376625,-0.002875,0.426166667,8.761680262,0.001423808,0.015270502,-0.3795
13751,4,4,11,9,IMAGE:1335653,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.556096,gene,DNA,E,4,13562,0,U,U,0.4125,0.96775,-0.55525,-0.476458333,8.761059573,0.001424316,0.015270502,0.4125
12436,2,4,16,25,IMAGE:713080,,Homo sapiens,cDNA_clone,DNA,Experimental,CDC-like kinase 2,gene,DNA,O,16,502108,0,U,U,-0.5685,-0.66825,0.09975,-0.193125,8.760558475,0.001424726,0.015270502,-0.5685
16206,3,5,6,1,IMAGE:826572,,Homo sapiens,cDNA_clone,DNA,Experimental,5460,gene,DNA,J,17,3225,0,U,U,0.760125,0.98925,-0.229125,-0.11075,8.753508056,0.001430506,0.015327506,0.760125
27433,3,8,13,15,IMAGE:824360,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,B,8,2884,0,U,U,-0.32625,-0.380125,0.053875,0.062208333,8.752434478,0.001431388,0.015332013,-0.32625
35153,4,10,23,2,IMAGE:1355112,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.284137,gene,DNA,I,10,14645,0,U,U,-0.799875,-0.505875,-0.294,0.685375,8.751233098,0.001432376,0.015337649,-0.799875
19611,2,6,21,24,IMAGE:2566856,,Homo sapiens,cDNA_clone,DNA,Experimental,"Fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)",gene,DNA,O,6,542459,0,U,U,-0.841375,-0.868875,0.0275,0.386958333,8.750104887,0.001433305,0.015342645,-0.841375
10922,1,4,2,5,IMAGE:257387,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.44685,gene,DNA,D,16,511348,0,U,U,-0.45925,-0.41025,-0.049,0.460833333,8.7470484,0.001435824,0.015360797,-0.45925
10829,1,4,29,1,IMAGE:2028010,,Homo sapiens,cDNA_clone,DNA,Experimental,DPEP2,gene,DNA,L,4,22430,0,U,U,0.411625,0.743375,-0.33175,0.169875,8.746924811,0.001435926,0.015360797,0.411625
14912,1,5,2,18,IMAGE:252993,,Homo sapiens,cDNA_clone,DNA,Experimental,SEC31A,gene,DNA,P,17,527933,0,U,U,-0.48975,-0.635,0.14525,0.284416667,8.745266214,0.001437295,0.015370491,-0.48975
15752,2,5,2,16,IMAGE:683785,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.177688,gene,DNA,G,17,3405,0,U,U,1.043875,1.298875,-0.255,0.539708333,8.740253186,0.001441441,0.01540987,1.043875
11546,1,4,26,25,IMAGE:686308,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.591495,gene,DNA,D,16,500,0,U,U,-0.55025,-0.64025,0.09,-0.486541667,8.739173424,0.001442336,0.015413191,-0.55025
9729,3,3,9,25,IMAGE:567414,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.84928,gene,DNA,B,3,502210,0,U,U,-0.59875,-0.42775,-0.171,0.087291667,8.738758324,0.00144268,0.015413191,-0.59875
23355,2,7,15,29,,B9R_274_a,Variola virus,ss_oligo,DNA,Experimental,,,,O,7,31205,0,U,U,1.009625,5.1625,-4.152875,-2.539625,8.738039308,0.001443277,0.015414603,1.009625
28687,4,8,7,27,,L1R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,E,8,30150,0,U,U,3.766625,4.5825,-0.815875,-2.019541667,8.735923726,0.001445033,0.015426538,3.766625
14106,4,4,6,21,IMAGE:1316693,,Homo sapiens,cDNA_clone,DNA,Experimental,4820,gene,DNA,I,16,12728,0,U,U,-0.725875,-0.730625,0.00475,0.93025,8.7355741,0.001445323,0.015426538,-0.725875
3388,4,1,28,23,IMAGE:308539,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.445239,gene,DNA,M,13,506223,0,U,U,-0.41125,-0.482875,0.071625,-0.280083333,8.733690482,0.001446889,0.015438289,-0.41125
579,1,1,9,20,IMAGE:781444,,Homo sapiens,cDNA_clone,DNA,Experimental,"Polymerase (DNA-directed), delta interacting protein 2",gene,DNA,H,1,511077,0,U,U,-0.57375,-0.711625,0.137875,0.163333333,8.730540418,0.001449512,0.015461307,-0.57375
34000,2,10,10,24,IMAGE:82195,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.159509,gene,DNA,G,22,509263,0,U,U,-0.42275,-0.525,0.10225,-0.824208333,8.729959313,0.001449997,0.015461507,-0.42275
11046,1,4,6,9,IMAGE:433666,,Homo sapiens,cDNA_clone,DNA,Experimental,Ring-box 1,gene,DNA,L,16,508996,0,U,U,-0.689375,-0.754875,0.0655,0.605666667,8.727762987,0.001451829,0.015476078,-0.689375
12450,2,4,30,25,IMAGE:685312,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,K,16,356,0,U,U,0.5285,0.419,0.1095,-0.422708333,8.724551068,0.001454513,0.015499716,0.5285
12938,3,4,8,12,IMAGE:2509615,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.154163,gene,DNA,B,16,542188,0,U,U,-0.468625,-0.735125,0.2665,0.84525,8.723288938,0.00145557,0.0155011,-0.468625
13809,4,4,9,11,IMAGE:359723,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.591321,gene,DNA,I,4,507826,0,U,U,-1.04725,-0.630375,-0.416875,0.789708333,8.723100795,0.001455727,0.0155011,-1.04725
27655,3,8,25,22,IMAGE:773605,,Homo sapiens,cDNA_clone,DNA,Experimental,11-Sep,gene,DNA,N,8,511788,0,U,U,-0.836125,-0.754875,-0.08125,2.479208333,8.722722871,0.001456044,0.0155011,-0.836125
30032,2,9,2,12,IMAGE:82195,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.159509,gene,DNA,G,21,509263,0,U,U,-0.527875,-0.332625,-0.19525,-0.747666667,8.719511287,0.001458736,0.015523345,-0.527875
3372,4,1,12,23,IMAGE:1250945,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,M,13,10159,0,U,U,-0.928375,-0.964,0.035625,-0.341583333,8.719115735,0.001459068,0.015523345,-0.928375
21257,4,6,17,19,IMAGE:1251584,,Homo sapiens,cDNA_clone,DNA,Experimental,BRD4,gene,DNA,I,6,25011,0,U,U,-0.606125,-0.09,-0.516125,-4.083708333,8.718344961,0.001459715,0.015523808,-0.606125
17536,4,5,16,15,IMAGE:815248,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.483772,gene,DNA,E,17,2721,0,U,U,-0.6,-0.38275,-0.21725,0.603458333,8.717950429,0.001460047,0.015523808,-0.6
21368,4,6,8,23,IMAGE:1269438,,Homo sapiens,cDNA_clone,DNA,Experimental,23075,gene,DNA,E,18,10401,0,U,U,-0.454,-0.5745,0.1205,0.521333333,8.71651941,0.001461249,0.015531622,-0.454
37378,2,11,28,16,IMAGE:2021876,,Homo sapiens,cDNA_clone,DNA,Experimental,CUGBP2,gene,DNA,K,23,22344,0,U,U,0.65375,0.2685,0.38525,-0.538291667,8.713880263,0.00146347,0.015548791,0.65375
35335,4,10,25,8,IMAGE:1468722,,Homo sapiens,cDNA_clone,DNA,Experimental,ETV2,gene,DNA,E,10,516925,0,U,U,-0.895125,-0.681625,-0.2135,-1.208041667,8.713487173,0.001463801,0.015548791,-0.895125
11300,1,4,20,17,IMAGE:1372801,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,H,16,15596,0,U,U,-0.59025,-0.494625,-0.095625,-0.51875,8.711937494,0.001465107,0.015557688,-0.59025
1110,2,1,30,7,IMAGE:1351932,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.527653,gene,DNA,C,13,18547,0,U,U,-0.50975,-0.51525,0.0055,-0.404333333,8.711108267,0.001465807,0.015560138,-0.50975
11574,1,4,24,26,IMAGE:261840,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.42644,gene,DNA,L,16,518692,0,U,U,-0.57525,-0.628125,0.052875,0.559875,8.710475499,0.001466341,0.015560831,-0.57525
3691,1,2,1,4,IMAGE:2073531,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,H,2,22597,0,U,U,-0.443125,-0.596,0.152875,-0.67625,8.708919895,0.001467654,0.015568303,-0.443125
26145,2,8,15,2,IMAGE:1288531,,Homo sapiens,cDNA_clone,DNA,Experimental,"CCR4-NOT transcription complex, subunit 10",gene,DNA,K,8,11392,0,U,U,-0.828375,-0.574,-0.254375,0.184583333,8.70817412,0.001468284,0.015568303,-0.828375
23285,2,7,5,27,,G4L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,C,7,30103,0,U,U,2.19825,2.53525,-0.337,-0.174583333,8.707976594,0.001468451,0.015568303,2.19825
22080,1,7,30,16,IMAGE:2117959,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,P,19,23326,0,U,U,-0.45025,-0.63675,0.1865,-0.448291667,8.70500208,0.001470968,0.015590007,-0.45025
3039,4,1,9,12,IMAGE:2394028,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.595822,gene,DNA,E,1,541821,0,U,U,-0.752875,-0.74675,-0.006125,0.149375,8.699550489,0.001475593,0.01563403,-0.752875
