ID,MetaColumn,MetaRow,Column,Row,CLONE_ID,SPOT_ID,Reporter.Species,Reporter.BioSequence.Database.Entry..preferredName.,Repoter.Biosequence.Type,Repoter.BioSequence.PolymerType,CompositeSequence.Identifier,GeneId,CompositeSequence.Biosequence.Type,Plate.Identifier,Plate.Row,Plate.Column,LUID,Failed,Contaminated,Mpox.F.Mock.F,Mpox.F.Killed.F,Killed.F.Mock.F,AveExpr,F,P.Value,adj.P.Val,log2FC
6890,4,2,20,20,IMAGE:239793,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.506655,gene,DNA,I,14,522807,0,U,U,-0.495875,-0.373375,-0.1225,0.091875,8.990350427,0.001249537,0.014292417,-0.495875
11628,1,4,18,28,,C6R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,H,16,30227,0,U,U,2.5445,3.934375,-1.389875,-0.59775,8.989537447,0.001250114,0.014294093,2.5445
16982,3,5,2,27,IMAGE:795760,,Homo sapiens,cDNA_clone,DNA,Experimental,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,gene,DNA,J,17,507257,0,U,U,-0.613625,-0.40575,-0.207875,-0.232583333,8.988090706,0.001251142,0.014300916,-0.613625
27363,3,8,3,13,IMAGE:1049291,,Homo sapiens,cDNA_clone,DNA,Experimental,OR7E47P,gene,DNA,F,8,505212,0,U,U,-0.451375,-0.38,-0.071375,-0.878875,8.986954746,0.001251949,0.01430095,-0.451375
6966,4,2,6,23,IMAGE:1269240,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,A,14,10375,0,U,U,-0.618,-0.335875,-0.282125,0.317833333,8.986874716,0.001252006,0.01430095,-0.618
23609,3,7,29,7,IMAGE:826541,,Homo sapiens,cDNA_clone,DNA,Experimental,240,gene,DNA,B,7,19300,0,U,U,0.36625,0.606,-0.23975,-2.780458333,8.985001192,0.001253339,0.014311252,0.36625
24738,4,7,18,15,IMAGE:815652,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,I,19,2746,0,U,U,-0.544875,-0.429625,-0.11525,0.244083333,8.983181138,0.001254635,0.014317911,-0.544875
36993,2,11,3,4,IMAGE:2020788,,Homo sapiens,cDNA_clone,DNA,Experimental,NOTCH1,gene,DNA,K,11,22242,0,U,U,0.6285,1.256625,-0.628125,0.223625,8.982971656,0.001254785,0.014317911,0.6285
1412,2,1,2,18,IMAGE:1637313,,Homo sapiens,cDNA_clone,DNA,Experimental,23063,gene,DNA,O,13,521115,0,U,U,-0.534625,-0.53425,-0.000375,0.254291667,8.982140323,0.001255377,0.014319753,-0.534625
39235,4,11,25,18,IMAGE:347580,,Homo sapiens,cDNA_clone,DNA,Experimental,MALAT1,gene,DNA,M,11,26478,0,U,U,-0.73175,-1.075875,0.344125,3.367416667,8.981109972,0.001256112,0.014323217,-0.73175
11733,2,4,3,2,IMAGE:1300899,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,4,11726,0,U,U,-0.33275,-0.434125,0.101375,-0.357375,8.978140713,0.001258233,0.014342473,-0.33275
38599,3,11,19,27,VACWR138,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,N,11,30741,0,U,U,3.472875,4.83025,-1.357375,-2.472208333,8.97621048,0.001259614,0.014344294,3.472875
13428,3,4,18,28,,I5L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,F,16,30181,0,U,U,2.73275,2.897125,-0.164375,-0.037875,8.975923991,0.001259819,0.014344294,2.73275
30509,2,9,29,27,,A23R_1009_a,Variola virus,ss_oligo,DNA,Experimental,,,,C,9,30919,0,U,U,2.6195,5.181875,-2.562375,-1.037208333,8.975519514,0.001260108,0.014344294,2.6195
25953,1,8,3,26,IMAGE:1287044,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,D,8,24496,0,U,U,-0.774375,-0.799125,0.02475,0.837625,8.975502172,0.001260121,0.014344294,-0.774375
4835,2,2,5,12,IMAGE:743263,,Homo sapiens,cDNA_clone,DNA,Experimental,TMEM34,gene,DNA,O,2,509397,0,U,U,-0.318375,-0.422625,0.10425,0.046875,8.968508217,0.001265139,0.014386179,-0.318375
4118,1,2,8,18,IMAGE:687166,,Homo sapiens,cDNA_clone,DNA,Experimental,Signal peptide peptidase-like 2B,gene,DNA,L,14,20707,0,U,U,-0.418375,-0.607625,0.18925,-0.8115,8.968266245,0.001265313,0.014386179,-0.418375
20569,3,6,19,26,IMAGE:756731,,Homo sapiens,cDNA_clone,DNA,Experimental,MAP3K3,gene,DNA,B,6,518627,0,U,U,-0.6685,-0.526,-0.1425,0.846041667,8.968030777,0.001265483,0.014386179,-0.6685
7777,1,3,7,20,IMAGE:629542,,Homo sapiens,cDNA_clone,DNA,Experimental,4620,gene,DNA,D,3,511054,0,U,U,-0.583625,-0.572625,-0.011,-0.024208333,8.967960648,0.001265533,0.014386179,-0.583625
8748,2,3,18,22,IMAGE:327289,,Homo sapiens,cDNA_clone,DNA,Experimental,Maternal embryonic leucine zipper kinase,gene,DNA,O,15,541504,0,U,U,-0.814375,-0.62475,-0.189625,-0.097041667,8.967229207,0.001266059,0.014387236,-0.814375
18362,1,6,2,13,IMAGE:505414,,Homo sapiens,cDNA_clone,DNA,Experimental,NENF,gene,DNA,D,18,505205,0,U,U,-0.49725,-0.480625,-0.016625,-0.451166667,8.966077255,0.001266889,0.014391736,-0.49725
11454,1,4,24,22,IMAGE:784093,,Homo sapiens,cDNA_clone,DNA,Experimental,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),gene,DNA,L,16,511780,0,U,U,-0.408125,-0.497625,0.0895,0.366041667,8.963519723,0.001268732,0.014407747,-0.408125
36339,1,11,9,12,IMAGE:2547107,,Homo sapiens,cDNA_clone,DNA,Experimental,"Collagen, type IV, alpha 3 (Goodpasture antigen)",gene,DNA,H,11,542318,0,U,U,0.39425,0.596125,-0.201875,-0.472875,8.95599449,0.001274173,0.014454745,0.39425
24232,3,7,22,28,,F1L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,N,19,30368,0,U,U,3.80475,4.70675,-0.902,-2.123791667,8.955640899,0.001274429,0.014454745,3.80475
15594,2,5,24,10,IMAGE:2124107,,Homo sapiens,cDNA_clone,DNA,Experimental,UPK1A,gene,DNA,K,17,531749,0,U,U,0.5455,0.4625,0.083,-0.586375,8.955469396,0.001274554,0.014454745,0.5455
24502,4,7,22,7,IMAGE:686697,,Homo sapiens,cDNA_clone,DNA,Experimental,EYA3,gene,DNA,A,19,1834,0,U,U,-0.51825,-0.4295,-0.08875,0.635666667,8.955388868,0.001274612,0.014454745,-0.51825
35653,4,10,13,19,IMAGE:1337734,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.134221,gene,DNA,A,10,24965,0,U,U,-0.8905,-0.5975,-0.293,1.933,8.954122299,0.001275531,0.014460223,-0.8905
10481,4,3,11,20,IMAGE:32186,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,I,3,510802,0,U,U,-0.465375,-0.500875,0.0355,-0.276041667,8.952018794,0.001277058,0.014470735,-0.465375
38600,3,11,20,27,VACWR149,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,N,23,30753,0,U,U,3.82925,4.26075,-0.4315,-4.057041667,8.951644868,0.001277329,0.014470735,3.82925
38358,3,11,18,19,IMAGE:1251670,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.534649,gene,DNA,J,23,10236,0,U,U,0.44775,1.17725,-0.7295,0.397458333,8.950058536,0.001278483,0.01447886,0.44775
16336,3,5,16,5,IMAGE:2273416,,Homo sapiens,cDNA_clone,DNA,Experimental,3739,gene,DNA,N,17,531857,0,U,U,0.679375,0.86375,-0.184375,-0.56825,8.948272715,0.001279782,0.01448431,0.679375
21316,4,6,16,21,IMAGE:22895,,Homo sapiens,cDNA_clone,DNA,Experimental,INSM1,gene,DNA,M,18,26097,0,U,U,-0.89125,-0.59075,-0.3005,3.455875,8.948061743,0.001279936,0.01448431,-0.89125
11710,2,4,10,1,IMAGE:1241839,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,16,15764,0,U,U,0.376625,0.9595,-0.582875,-0.61275,8.947396948,0.00128042,0.01448431,0.376625
12603,3,4,3,1,IMAGE:684869,,Homo sapiens,cDNA_clone,DNA,Experimental,HEMK1,gene,DNA,F,4,1658,0,U,U,-0.355625,-0.521875,0.16625,0.121625,8.947000955,0.001280709,0.01448431,-0.355625
19002,2,6,12,4,IMAGE:1319248,,Homo sapiens,cDNA_clone,DNA,Experimental,6120,gene,DNA,K,18,13221,0,U,U,-0.512375,-0.532125,0.01975,0.736291667,8.943224069,0.001283464,0.014510532,-0.512375
38788,4,11,28,3,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,M,23,29076,0,U,U,-1.8685,-0.351625,-1.516875,-0.464083333,8.941900623,0.001284431,0.014512026,-1.8685
22519,2,7,19,1,IMAGE:22918,,Homo sapiens,cDNA_clone,DNA,Experimental,10969,gene,DNA,G,7,500424,0,U,U,-0.483875,-0.500875,0.017,0.017625,8.941847069,0.001284471,0.014512026,-0.483875
10687,4,3,7,27,,A36R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,E,3,30145,0,U,U,2.755875,4.436375,-1.6805,-1.302791667,8.939719504,0.001286027,0.014522866,2.755875
2236,3,1,16,15,IMAGE:824956,,Homo sapiens,cDNA_clone,DNA,Experimental,C20orf59,gene,DNA,F,13,3007,0,U,U,-0.3785,-0.454375,0.075875,-0.469625,8.938573642,0.001286866,0.014522866,-0.3785
36531,1,11,21,18,IMAGE:151740,,Homo sapiens,cDNA_clone,DNA,Experimental,IL10RA,gene,DNA,H,11,27018,0,U,U,0.56125,0.81575,-0.2545,-1.12975,8.93818763,0.001287149,0.014522866,0.56125
2760,4,1,30,2,IMAGE:2107378,,Homo sapiens,cDNA_clone,DNA,Experimental,Interferon regulatory factor 8,gene,DNA,E,13,531711,0,U,U,-1.211625,-1.48125,0.269625,-0.9545,8.937497354,0.001287655,0.014522866,-1.211625
9066,3,3,6,3,IMAGE:686946,,Homo sapiens,cDNA_clone,DNA,Experimental,**Serine/threonine kinase 17b (apoptosis-inducing),gene,DNA,B,15,584,0,U,U,0.549125,0.857125,-0.308,0.921375,8.937424555,0.001287708,0.014522866,0.549125
1609,2,1,19,24,IMAGE:2477184,,Homo sapiens,cDNA_clone,DNA,Experimental,ZNF791,gene,DNA,K,1,542049,0,U,U,-0.388375,-0.483,0.094625,0.345583333,8.936952361,0.001288054,0.014522866,-0.388375
14740,1,5,10,12,IMAGE:2547252,,Homo sapiens,cDNA_clone,DNA,Experimental,"Electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)",gene,DNA,H,17,542321,0,U,U,-0.66125,-0.703,0.04175,-0.0605,8.936144148,0.001288647,0.014523972,-0.66125
11497,1,4,7,24,IMAGE:461761,,Homo sapiens,cDNA_clone,DNA,Experimental,RNASE4,gene,DNA,D,4,510382,0,U,U,-0.510375,-0.911375,0.401,-1.199833333,8.935322044,0.00128925,0.014523972,-0.510375
9252,3,3,12,9,IMAGE:1338755,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.110376,gene,DNA,F,15,13856,0,U,U,0.417875,0.7555,-0.337625,0.09525,8.934752408,0.001289668,0.014523972,0.417875
18230,1,6,20,8,IMAGE:147414,,Homo sapiens,cDNA_clone,DNA,Experimental,Mitogen-activated protein kinase kinase kinase 10,gene,DNA,L,18,500261,0,U,U,-0.5065,-0.49175,-0.01475,0.1135,8.934434469,0.001289902,0.014523972,-0.5065
8766,2,3,6,23,IMAGE:1235120,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,15,10100,0,U,U,-0.80725,-0.551625,-0.255625,2.479333333,8.931659495,0.001291942,0.014540144,-0.80725
4239,1,2,9,22,IMAGE:2109549,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,P,2,23125,0,U,U,-0.366625,-0.503375,0.13675,-0.719625,8.931198936,0.00129228,0.014540144,-0.366625
17849,4,5,29,25,IMAGE:683083,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,I,5,51,0,U,U,0.127375,0.686125,-0.55875,-0.786666667,8.930694304,0.001292652,0.014540144,0.127375
11538,1,4,18,25,IMAGE:250883,,Homo sapiens,cDNA_clone,DNA,Experimental,UBE1L,gene,DNA,D,16,508180,0,U,U,-0.5935,-0.68525,0.09175,0.4285,8.929362033,0.001293633,0.014546252,-0.5935
18839,1,6,29,28,VACWR216,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,P,6,30784,0,U,U,3.015125,5.85975,-2.844625,-1.730291667,8.927175569,0.001295245,0.014559446,3.015125
32326,4,9,16,28,,I8R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,21,30069,0,U,U,2.347125,2.7555,-0.408375,-0.14725,8.925673433,0.001296353,0.014566977,2.347125
22700,2,7,20,7,IMAGE:1859037,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.169474,gene,DNA,O,19,531390,0,U,U,-0.414,-0.57925,0.16525,-0.054166667,8.923886601,0.001297674,0.014576878,-0.414
14293,4,4,13,27,VACWR038,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,A,4,30422,0,U,U,2.3025,5.68875,-3.38625,-2.330375,8.921931645,0.00129912,0.014587013,2.3025
12964,3,4,4,13,IMAGE:810118,,Homo sapiens,cDNA_clone,DNA,Experimental,MYST1,gene,DNA,F,16,505216,0,U,U,-0.60975,-0.64975,0.04,-0.618541667,8.921479223,0.001299454,0.014587013,-0.60975
40806,2,12,6,11,IMAGE:344056,,Homo sapiens,cDNA_clone,DNA,Experimental,55290,gene,DNA,C,24,507800,0,U,U,-0.565625,-0.46175,-0.103875,1.830708333,8.920440955,0.001300223,0.014590711,-0.565625
24483,4,7,3,7,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,M,7,19564,0,U,U,0.495125,1.336125,-0.841,0.054458333,8.919621724,0.00130083,0.014592592,0.495125
19081,2,6,1,7,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,K,6,21759,0,U,U,0.595875,0.803375,-0.2075,-1.155041667,8.918264879,0.001301836,0.014598945,0.595875
35929,4,10,19,28,,G7R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,I,10,30244,0,U,U,2.010125,4.524875,-2.51475,0.103291667,8.917517821,0.001302391,0.01460023,2.010125
7465,1,3,25,9,IMAGE:39874,,Homo sapiens,cDNA_clone,DNA,Experimental,DZIP1,gene,DNA,D,3,505678,0,U,U,-0.521625,-0.572,0.050375,0.047166667,8.914094759,0.001304934,0.014623801,-0.521625
40504,2,12,4,1,IMAGE:712591,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.598937,gene,DNA,G,24,1200,0,U,U,0.238375,1.30325,-1.064875,-0.0115,8.912579598,0.001306061,0.014628896,0.238375
30549,2,9,9,29,,A23R_1009_a,Variola virus,ss_oligo,DNA,Experimental,,,,C,9,30919,0,U,U,2.463875,5.205375,-2.7415,-1.108291667,8.911929335,0.001306545,0.014628896,2.463875
29592,1,9,12,27,,F10L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,P,21,30416,0,U,U,3.8985,4.717,-0.8185,-1.477583333,8.91159111,0.001306797,0.014628896,3.8985
22073,1,7,23,16,IMAGE:2116793,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.372286,gene,DNA,D,7,23248,0,U,U,-0.25325,-0.484375,0.231125,-0.196375,8.911116527,0.001307151,0.014628896,-0.25325
13592,4,4,2,4,IMAGE:2072672,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.518513,gene,DNA,E,16,22496,0,U,U,0.46625,1.41075,-0.9445,-0.210916667,8.908816923,0.001308865,0.014643149,0.46625
25721,1,8,11,18,IMAGE:325880,,Homo sapiens,cDNA_clone,DNA,Experimental,203068,gene,DNA,D,8,27280,0,U,U,-0.71925,-0.608,-0.11125,0.001541667,8.905570335,0.00131129,0.014665336,-0.71925
3723,1,2,3,5,IMAGE:897575,,Homo sapiens,cDNA_clone,DNA,Experimental,"PC2 (positive cofactor 2, multiprotein complex) glutamine/Q-rich-associated protein",gene,DNA,H,2,511365,0,U,U,-0.465375,-0.622125,0.15675,-0.284625,8.903021138,0.001313197,0.01467904,-0.465375
9703,3,3,13,24,IMAGE:767422,,Homo sapiens,cDNA_clone,DNA,Experimental,55213,gene,DNA,N,3,515146,0,U,U,-0.596125,-0.570875,-0.02525,0.682125,8.901481035,0.001314351,0.01467904,-0.596125
36693,1,11,3,24,IMAGE:1334380,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,11,13410,0,U,U,0.164625,0.6055,-0.440875,0.767791667,8.901000656,0.001314711,0.01467904,0.164625
27786,3,8,6,27,,M4R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,B,20,30092,0,U,U,2.98175,3.708875,-0.727125,-1.074458333,8.900984491,0.001314723,0.01467904,2.98175
21498,4,6,18,27,VACWR084,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,I,18,30628,1,U,U,1.2295,2.932125,-1.702625,-0.919458333,8.9009813,0.001314726,0.01467904,1.2295
4749,2,2,9,9,IMAGE:1335421,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,2,13549,0,U,U,-0.371875,-0.64,0.268125,-0.112083333,8.898586143,0.001316523,0.014694164,-0.371875
17304,4,5,24,7,IMAGE:686903,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.5353,gene,DNA,E,17,1857,0,U,U,-0.566,-0.8405,0.2745,-1.209291667,8.895382225,0.001318931,0.014713169,-0.566
10465,4,3,25,19,IMAGE:249693,,Homo sapiens,cDNA_clone,DNA,Experimental,LOC645478,gene,DNA,I,3,528754,0,U,U,-0.458625,-0.414625,-0.044,0.214208333,8.894653431,0.001319479,0.014713169,-0.458625
2910,4,1,30,7,IMAGE:1350451,,Homo sapiens,cDNA_clone,DNA,Experimental,DNMT1,gene,DNA,A,13,18535,0,U,U,-0.810625,-0.866625,0.056,-0.199666667,8.894553014,0.001319555,0.014713169,-0.810625
9744,3,3,24,25,IMAGE:154720,,Homo sapiens,cDNA_clone,DNA,Experimental,ARD1A,gene,DNA,N,15,508336,0,U,U,-0.88025,-1.003875,0.123625,0.574416667,8.891812713,0.001321619,0.014731242,-0.88025
34487,3,10,17,10,IMAGE:1048526,,Homo sapiens,cDNA_clone,DNA,Experimental,8835,gene,DNA,N,10,27917,0,U,U,0.179875,0.796125,-0.61625,-0.091083333,8.889878237,0.001323079,0.014742561,0.179875
3541,4,1,1,29,VACWR095,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,A,1,30803,0,U,U,2.788,4.915875,-2.127875,-0.994333333,8.888274947,0.00132429,0.014743373,2.788
25910,1,8,20,24,IMAGE:2577143,,Homo sapiens,cDNA_clone,DNA,Experimental,7203,gene,DNA,L,20,542538,0,U,U,-1.108375,-1.058375,-0.05,-0.406,8.887812256,0.001324639,0.014743373,-1.108375
9366,3,3,6,13,IMAGE:771215,,Homo sapiens,cDNA_clone,DNA,Experimental,Protein kinase D2,gene,DNA,J,15,505336,0,U,U,-0.375875,-0.438375,0.0625,-0.426708333,8.887611644,0.001324791,0.014743373,-0.375875
29596,1,9,16,27,VACWR057,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,H,21,30607,0,U,U,0.963375,4.785375,-3.822,-0.58025,8.887430839,0.001324928,0.014743373,0.963375
43078,4,12,28,26,IMAGE:346538,,Homo sapiens,cDNA_clone,DNA,Experimental,KRT5,gene,DNA,A,24,507020,0,U,U,-0.541875,-0.593375,0.0515,0.186791667,8.885747667,0.001326201,0.014752018,-0.541875
4726,2,2,16,8,IMAGE:39798,,Homo sapiens,cDNA_clone,DNA,Experimental,SHMT1,gene,DNA,C,14,500115,0,U,U,-0.580875,-0.367625,-0.21325,-1.235208333,8.885197126,0.001326618,0.014752018,-0.580875
3206,4,1,26,17,IMAGE:1556976,,Homo sapiens,cDNA_clone,DNA,Experimental,8707,gene,DNA,A,13,521031,0,U,U,-0.47625,-0.782625,0.306375,-0.34325,8.884642935,0.001327037,0.014752018,-0.47625
5862,3,2,12,16,IMAGE:1536925,,Homo sapiens,cDNA_clone,DNA,Experimental,PDPK1,gene,DNA,J,14,528183,0,U,U,0.57725,1.49925,-0.922,0.576833333,8.88378915,0.001327684,0.014754268,0.57725
12760,3,4,10,6,IMAGE:855723,,Homo sapiens,cDNA_clone,DNA,Experimental,C16orf34,gene,DNA,N,16,522160,0,U,U,-0.7795,-0.729125,-0.050375,-0.848,8.88054359,0.001330146,0.014776681,-0.7795
783,1,1,3,27,IMAGE:415459,,Homo sapiens,cDNA_clone,DNA,Experimental,C9orf78,gene,DNA,P,1,507285,0,U,U,-0.616875,-0.591125,-0.02575,0.380666667,8.878831231,0.001331447,0.01478257,-0.616875
12439,2,4,19,25,IMAGE:154093,,Homo sapiens,cDNA_clone,DNA,Experimental,CIR,gene,DNA,G,4,502438,0,U,U,-0.4985,-0.70625,0.20775,-0.113041667,8.878551706,0.001331659,0.01478257,-0.4985
8809,2,3,19,24,IMAGE:2477306,,Homo sapiens,cDNA_clone,DNA,Experimental,KCNH2,gene,DNA,K,3,542050,0,U,U,-0.744125,-0.764125,0.02,0.3945,8.878088281,0.001332012,0.01478257,-0.744125
12290,2,4,20,20,IMAGE:148297,,Homo sapiens,cDNA_clone,DNA,Experimental,26263,gene,DNA,K,16,522820,0,U,U,-0.671,-0.668125,-0.002875,-0.474625,8.875594582,0.00133391,0.014795861,-0.671
26612,2,8,2,18,IMAGE:869442,,Homo sapiens,cDNA_clone,DNA,Experimental,25828,gene,DNA,O,20,521214,0,U,U,-0.472,-0.539125,0.067125,-0.115458333,8.874575894,0.001334686,0.014795861,-0.472
430,1,1,10,15,IMAGE:296793,,Homo sapiens,cDNA_clone,DNA,Experimental,EDIL3,gene,DNA,L,13,503043,0,U,U,-0.264125,-0.53025,0.266125,0.009916667,8.873924876,0.001335182,0.014795861,-0.264125
11526,1,4,6,25,IMAGE:1308906,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,16,21284,0,U,U,-0.364375,-0.6585,0.294125,0.987583333,8.873841851,0.001335245,0.014795861,-0.364375
20000,3,6,20,7,IMAGE:221499,,Homo sapiens,cDNA_clone,DNA,Experimental,6497,gene,DNA,N,18,531569,0,U,U,-0.695875,-0.617,-0.078875,0.059875,8.873589919,0.001335437,0.014795861,-0.695875
11190,1,4,30,13,IMAGE:154749,,Homo sapiens,cDNA_clone,DNA,Experimental,Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),gene,DNA,L,16,501028,0,U,U,-0.693125,-0.76425,0.071125,-0.068958333,8.872880088,0.001335979,0.014796922,-0.693125
22390,1,7,10,27,,C23R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,L,19,30322,0,U,U,3.5005,4.063875,-0.563375,-1.343458333,8.870939923,0.00133746,0.014808386,3.5005
16969,3,5,19,26,IMAGE:265885,,Homo sapiens,cDNA_clone,DNA,Experimental,Aminoacylase 1-like 2,gene,DNA,B,5,518723,0,U,U,-0.583125,-0.399,-0.184125,-0.86525,8.870054902,0.001338136,0.014810934,-0.583125
3870,1,2,30,9,IMAGE:470144,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.7200,gene,DNA,L,14,505635,0,U,U,-0.534125,-0.574375,0.04025,0.677625,8.869391614,0.001338643,0.014811201,-0.534125
1529,2,1,29,21,IMAGE:823755,,Homo sapiens,cDNA_clone,DNA,Experimental,56267,gene,DNA,K,1,515421,0,U,U,-0.75975,-0.571125,-0.188625,1.142125,8.868602605,0.001339246,0.014811201,-0.75975
573,1,1,3,20,IMAGE:1671416,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.194554,gene,DNA,L,1,22141,0,U,U,-0.30175,-0.49775,0.196,0.4045,8.868273325,0.001339498,0.014811201,-0.30175
19446,2,6,6,19,IMAGE:1302932,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,18,12021,0,U,U,-0.647375,-0.507125,-0.14025,0.148458333,8.866914936,0.001340538,0.014817763,-0.647375
16091,2,5,11,27,,H7R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,O,5,30377,0,U,U,3.35425,5.2145,-1.86025,-1.29175,8.865864279,0.001341343,0.014821725,3.35425
16985,3,5,5,27,,E11L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,B,5,30077,0,U,U,2.1895,2.943875,-0.754375,-0.142375,8.863604293,0.001343076,0.014835936,2.1895
33195,1,10,15,27,VACWR137,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,H,10,30596,0,U,U,2.013875,5.033375,-3.0195,-0.687958333,8.861770753,0.001344483,0.014846546,2.013875
1923,3,1,3,5,IMAGE:50806,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.329327,gene,DNA,F,1,511449,0,U,U,-0.519375,-0.555,0.035625,1.245125,8.860869318,0.001345176,0.014849257,-0.519375
39390,4,11,30,23,IMAGE:1286078,,Homo sapiens,cDNA_clone,DNA,Experimental,8495,gene,DNA,A,23,12972,0,U,U,-0.4735,-0.4015,-0.072,-0.819458333,8.859918977,0.001345907,0.014852385,-0.4735
4624,2,2,4,5,IMAGE:51542,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,G,14,511275,0,U,U,-0.3065,-0.40375,0.09725,0.4465,8.857479505,0.001347784,0.014867106,-0.3065
36493,1,11,13,17,IMAGE:295412,,Homo sapiens,cDNA_clone,DNA,Experimental,RAD51L1,gene,DNA,L,11,508706,0,U,U,0.635625,0.716875,-0.08125,-0.122583333,8.857022539,0.001348136,0.014867106,0.635625
20575,3,6,25,26,IMAGE:262695,,Homo sapiens,cDNA_clone,DNA,Experimental,PALM2-AKAP2 protein,gene,DNA,N,6,518699,0,U,U,-1.56275,-1.499875,-0.062875,3.458125,8.855432927,0.001349361,0.014875678,-1.56275
22211,1,7,11,21,IMAGE:194214,,Homo sapiens,cDNA_clone,DNA,Experimental,TGFB-induced factor (TALE family homeobox),gene,DNA,H,7,25960,0,U,U,-0.718625,-0.675125,-0.0435,1.862458333,8.854019082,0.001350452,0.014882762,-0.718625
21773,1,7,23,6,IMAGE:302903,,Homo sapiens,cDNA_clone,DNA,Experimental,C17orf42,gene,DNA,L,7,519168,0,U,U,-0.55125,-0.49425,-0.057,0.08875,8.852863091,0.001351345,0.014883242,-0.55125
35728,4,10,28,21,IMAGE:53005,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.12308,gene,DNA,E,22,515491,0,U,U,-0.721125,-0.76075,0.039625,0.887083333,8.852777864,0.001351411,0.014883242,-0.721125
5684,3,2,14,10,IMAGE:927027,,Homo sapiens,cDNA_clone,DNA,Experimental,6364,gene,DNA,F,14,27871,0,U,U,0.425875,1.0635,-0.637625,-3.220083333,8.852221649,0.00135184,0.014883242,0.425875
23341,2,7,1,29,,C12L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,C,7,30814,0,U,U,1.636125,4.546875,-2.91075,-0.60875,8.850518981,0.001353157,0.014885994,1.636125
6233,3,2,23,28,VACWR012,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,B,2,30444,0,U,U,2.501625,6.442625,-3.941,-2.107041667,8.850236703,0.001353375,0.014885994,2.501625
