"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"27853",27853,3,8,13,29,"","A52R_541_a","Variola virus","ss_oligo","DNA","Experimental","","","","J",8,31086,0,"U","U",10.0580833333333,-1.47514285714286,13.9609761290049,5.72055106528307e-10,1.94900274900168e-07,13.2816153044459,10.0580833333333
"7088",7088,4,2,8,27,"","A37R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",14,30156,0,"U","U",9.05925,-0.897214285714286,13.9509823044666,5.77785823739235e-10,1.94977953262403e-07,13.2719096364119,9.05925
"34087",34087,2,10,7,27,"","P2L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","G",10,30198,0,"U","U",7.05995833333333,-0.651428571428571,13.922792862625,5.9428144260331e-10,1.98652588261916e-07,13.2444950269638,7.05995833333333
"16141",16141,2,5,1,29,"VACWR158","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","C",5,30813,0,"U","U",8.83545833333333,-1.882,13.8993894894666,6.08356447393688e-10,2.01456953275706e-07,13.2216922508643,8.83545833333333
"2628",2628,3,1,18,28,"","A37R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","F",13,30178,0,"U","U",9.75425,-1.15735714285714,13.8525434677832,6.37604906804994e-10,2.09187543174272e-07,13.1759316964129,9.75425
"25113",25113,4,7,3,28,"","A52R_541_a","Variola virus","ss_oligo","DNA","Experimental","","","","I",7,31061,0,"U","U",10.2723333333333,-1.45807142857143,13.8427567188988,6.43901829800468e-10,2.09315353535046e-07,13.1663520001027,10.2723333333333
"6191",6191,3,2,11,27,"","B4R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","N",2,30351,0,"U","U",7.68008333333334,0.252714285714286,13.8185958131432,6.59731815107918e-10,2.09610163501533e-07,13.1426729932002,7.68008333333334
"15237",15237,1,5,27,28,"VACWR169","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","L",5,30687,0,"U","U",8.118125,-2.70092857142857,13.8171006322125,6.60724929187524e-10,2.09610163501533e-07,13.141206264093,8.118125
"27829",27829,3,8,19,28,"","C10L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","J",8,30265,0,"U","U",9.31620833333333,-1.04271428571429,13.8074411850233,6.67179217756893e-10,2.09610163501533e-07,13.1317267733882,9.31620833333333
"35915",35915,4,10,5,28,"","J5R_472_a","Variola virus","ss_oligo","DNA","Experimental","","","","M",10,31160,0,"U","U",9.658625,-1.35671428571429,13.8055191832147,6.68471438367431e-10,2.09610163501533e-07,13.1298397822484,9.658625
"7091",7091,4,2,11,27,"","D3R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","M",2,30328,0,"U","U",8.63504166666667,-1.52864285714286,13.7868822552099,6.81140370951405e-10,2.10141880118076e-07,13.1115286160669,8.63504166666667
"39528",39528,4,11,18,28,"","H5R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",23,30165,0,"U","U",9.63175,-2.19685714285714,13.7855895750628,6.82028510529131e-10,2.10141880118076e-07,13.1102576077094,9.63175
"16136",16136,2,5,26,28,"VACWR013","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","G",17,30579,0,"U","U",9.20416666666667,-2.59885714285714,13.7654589205615,6.96019205652474e-10,2.12603866499001e-07,13.0904489633413,9.20416666666667
"16230",16230,3,5,30,1,"","EMPTY","Not Applicable","unknown_sequence","unknown_polymer","Control","","","","J",17,26265,0,"U","U",1.90275,0.367214285714286,13.7275267655723,7.23216891615498e-10,2.19023454022324e-07,13.0530443481351,1.90275
"35955",35955,4,10,15,29,"","J5R_472_a","Variola virus","ss_oligo","DNA","Experimental","","","","M",10,31160,0,"U","U",9.49104166666667,-1.34228571428571,13.7189249124713,7.29540131416041e-10,2.19066063359869e-07,13.0445476927314,9.49104166666667
"28729",28729,4,8,19,28,"","C21L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","I",8,30242,0,"U","U",7.94945833333333,-1.40171428571429,13.7060336331496,7.39126716053967e-10,2.20079638066725e-07,13.0318040583062,7.94945833333333
"18836",18836,1,6,26,28,"VACWR013","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","H",18,30604,0,"U","U",9.54895833333333,-2.71821428571429,13.6727597437424,7.64494490360851e-10,2.257361106413e-07,12.9988556490062,9.54895833333333
"5285",5285,2,2,5,27,"","A47R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","C",2,30098,0,"U","U",8.38916666666667,-0.561142857142857,13.6539295806432,7.79258791861629e-10,2.28194022909365e-07,12.9801740798601,8.38916666666667
"33228",33228,1,10,18,28,"","C1L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","H",22,30233,0,"U","U",8.33175,-0.673,13.5964188583439,8.26256835201297e-10,2.39973429849898e-07,12.9229572658814,8.33175
"21533",21533,4,6,23,28,"VACWR037","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","A",6,30424,0,"U","U",9.06658333333333,-1.92857142857143,13.5805599236239,8.39739817079244e-10,2.41906511695682e-07,12.9071368556578,9.06658333333333
"8038",8038,1,3,28,28,"VACWR004","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","L",15,30697,0,"U","U",8.22225,-1.61142857142857,13.5513422271473,8.65195735828091e-10,2.47229681512877e-07,12.8779418281358,8.22225
"5297",5297,2,2,17,27,"VACWR061","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","K",2,30660,0,"U","U",8.07120833333333,-0.497285714285714,13.5168142085876,8.96338873982374e-10,2.5407980257454e-07,12.8433596405324,8.07120833333333
"6255",6255,3,2,15,29,"","B20R_776_a","Variola virus","ss_oligo","DNA","Experimental","","","","N",2,31176,0,"U","U",8.68725,-1.75414285714286,13.5000519798453,9.11885106323899e-10,2.55868098646577e-07,12.8265394007811,8.68725
"16130",16130,2,5,20,28,"","B10R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","K",17,30297,0,"U","U",8.3065,-0.276071428571429,13.4945077380398,9.17089959306727e-10,2.55868098646577e-07,12.8209714001581,8.3065
"28740",28740,4,8,30,28,"VACWR192","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","M",20,30726,0,"U","U",9.18841666666667,-1.40085714285714,13.4858221832018,9.25307354178376e-10,2.56143870942206e-07,12.8122440516505,9.18841666666667
"1726",1726,2,1,16,28,"","B20R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","C",13,30109,0,"U","U",9.68529166666667,-0.798285714285714,13.3979972384338,1.01293085466194e-09,2.78226193590982e-07,12.7236817238632,9.68529166666667
"5325",5325,2,2,15,28,"","A47R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","C",2,30098,0,"U","U",8.04175,-0.487785714285714,13.3482192537163,1.06647095347476e-09,2.90678963803624e-07,12.6732300900708,8.04175
"16997",16997,3,5,17,27,"VACWR048","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","J",5,30639,0,"U","U",7.35191666666667,-2.27992857142857,13.3382596741761,1.07753958190421e-09,2.91453893172609e-07,12.6631133983901,7.35191666666667
"11629",11629,1,4,19,28,"","M2R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","L",4,30307,0,"U","U",8.77470833333333,-1.01378571428571,13.3031762551348,1.11751155545925e-09,2.98223992322168e-07,12.6274170318504,8.77470833333333
"837",837,1,1,27,28,"VACWR061","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","L",1,30683,0,"U","U",9.43191666666667,-1.1395,13.3015496757289,1.11940256198595e-09,2.98223992322168e-07,12.6257597819407,9.43191666666667
"26900",26900,2,8,20,27,"VACWR031","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","O",20,30774,0,"U","U",7.01966666666667,-1.05257142857143,13.2877786883349,1.13554905538778e-09,3.00267982683247e-07,12.6117211186584,7.01966666666667
"1686",1686,2,1,6,27,"","B20R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","C",13,30109,0,"U","U",9.94375,-1.09814285714286,13.2766219162838,1.14881168225257e-09,3.01524772868558e-07,12.6003369657011,9.94375
"29586",29586,1,9,6,27,"","F4L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","D",21,30140,2,"U","U",9.959375,-1.39007142857143,13.2325786181023,1.20279642045435e-09,3.13372687984993e-07,12.5553038576557,9.959375
"34129",34129,2,10,19,28,"","B12R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","K",10,30290,0,"U","U",8.629,-0.743357142857143,13.1977896563534,1.24734045122872e-09,3.1990590617946e-07,12.5196287401149,8.629
"4386",4386,1,2,6,27,"","B20R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","D",14,30133,0,"U","U",9.82579166666667,-0.978071428571429,13.1889583755875,1.25892460616962e-09,3.1990590617946e-07,12.5105578061578,9.82579166666667
"6231",6231,3,2,21,28,"","B4R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","N",2,30351,0,"U","U",8.228375,0.233071428571429,13.1863231412549,1.26240337748751e-09,3.1990590617946e-07,12.5078499048706,8.228375
"25999",25999,1,8,19,27,"VACWR065","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","P",8,30786,0,"U","U",7.69970833333333,-0.793,13.1851265926363,1.26398630838835e-09,3.1990590617946e-07,12.5066201859282,7.69970833333333
"8889",8889,2,3,9,27,"","M2R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","K",3,30283,0,"U","U",8.36258333333333,-0.860285714285714,13.1713386018217,1.28237944618896e-09,3.2225922636038e-07,12.4924420632989,8.36258333333333
"16097",16097,2,5,17,27,"VACWR079","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","K",5,30663,0,"U","U",9.33754166666667,-0.787071428571429,13.1545235529653,1.30519606001929e-09,3.2568318306101e-07,12.4751315187735,9.33754166666667
"8017",8017,1,3,7,28,"","C15L_648_s","Variola virus","ss_oligo","DNA","Experimental","","","","D",3,31321,0,"U","U",8.71054166666667,-1.92228571428571,13.1013436594756,1.38023808024802e-09,3.39583347794517e-07,12.4202415264869,8.71054166666667
"19697",19697,2,6,17,27,"VACWR169","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","K",6,30664,0,"U","U",7.535,-2.38671428571429,13.1002362200999,1.38184864010341e-09,3.39583347794517e-07,12.4190961593789,7.535
"35934",35934,4,10,24,28,"VACWR111","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","A",22,30440,0,"U","U",6.11291666666667,-2.67642857142857,13.093831661549,1.39120206960094e-09,3.39583347794517e-07,12.4124703992556,6.11291666666667
"11589",11589,1,4,9,27,"","M2R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","L",4,30307,0,"U","U",8.67991666666667,-1.00578571428571,13.0883662323288,1.39923711732e-09,3.39583347794517e-07,12.4068136985067,8.67991666666667
"30491",30491,2,9,11,27,"","B11R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","O",9,30381,0,"U","U",8.24954166666667,-1.13635714285714,13.0613698665817,1.43965519202442e-09,3.47015662714294e-07,12.3788386553967,8.24954166666667
"32288",32288,4,9,8,27,"","A38R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",21,30163,0,"U","U",8.25433333333334,-0.781428571428571,13.0506136325457,1.45610274982763e-09,3.4782927424897e-07,12.3676767534619,8.25433333333334
"3491",3491,4,1,11,27,"","B4R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","M",1,30327,0,"U","U",8.093,0.132928571428572,13.0463589162915,1.4626636712414e-09,3.4782927424897e-07,12.3632590940693,8.093
"40439",40439,1,12,29,28,"VACWR085","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","P",12,30790,0,"U","U",8.27533333333333,-1.50592857142857,13.0168605342561,1.50902318163594e-09,3.56461455966043e-07,12.3325923195037,8.27533333333333
"18796",18796,1,6,16,27,"VACWR013","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","H",18,30604,0,"U","U",9.40058333333333,-2.56892857142857,12.9960104796978,1.54273050230745e-09,3.62010396610993e-07,12.3108755473437,9.40058333333333
"27813",27813,3,8,3,28,"","A52R_541_a","Variola virus","ss_oligo","DNA","Experimental","","","","J",8,31086,0,"U","U",9.47979166666667,-1.20535714285714,12.9718030184348,1.58287098375029e-09,3.65750024111968e-07,12.2856192208719,9.47979166666667
"32351",32351,4,9,11,29,"","A34R_223_a","Variola virus","ss_oligo","DNA","Experimental","","","","E",9,30967,0,"U","U",9.06433333333333,-0.810785714285714,12.9707261036893,1.58468227076138e-09,3.65750024111968e-07,12.2844945805439,9.06433333333333
"33193",33193,1,10,13,27,"VACWR164","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","D",10,30500,0,"U","U",6.53454166666667,-2.33885714285714,12.9677886336786,1.58963406184187e-09,3.65750024111968e-07,12.2814264691906,6.53454166666667
"2588",2588,3,1,8,27,"","A37R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","F",13,30178,0,"U","U",9.63595833333333,-1.07742857142857,12.9481779829933,1.62311613089578e-09,3.71044347522775e-07,12.2609263278913,9.63595833333333
"32328",32328,4,9,18,28,"","A38R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","E",21,30163,0,"U","U",7.894375,-0.649571428571429,12.9115569259001,1.68766130900009e-09,3.83326302319233e-07,12.2225633765336,7.894375
"2631",2631,3,1,21,28,"","D3R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","N",1,30350,0,"U","U",8.724625,-1.3485,12.857304605746,1.78833778875078e-09,4.03606196616602e-07,12.1655361773844,8.724625
"7998",7998,1,3,18,27,"VACWR004","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","L",15,30697,0,"U","U",8.01733333333333,-1.515,12.8362684641789,1.82907305720785e-09,4.10186997696492e-07,12.1433613996907,8.01733333333333
"19714",19714,2,6,4,28,"","I5R_278_a","Variola virus","ss_oligo","DNA","Experimental","","","","K",18,31120,0,"U","U",9.95570833333333,-2.05014285714286,12.8099421101069,1.88144492598384e-09,4.19278226807455e-07,12.1155605287604,9.95570833333333
"14334",14334,4,4,24,28,"VACWR168","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","A",16,30434,0,"U","U",6.73025,-3.06735714285714,12.7688093917422,1.96648242427138e-09,4.3548982337005e-07,12.0720134154479,6.73025
"9835",9835,3,3,25,28,"VACWR042","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","F",3,30541,0,"U","U",8.52154166666667,-1.36678571428571,12.746768389216,2.0137200657193e-09,4.43181012972869e-07,12.0486229835542,8.52154166666667
"43125",43125,4,12,15,28,"","G6R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","A",12,30060,0,"U","U",7.09866666666667,-0.600714285714286,12.7230412897809,2.06592021435364e-09,4.51862660217238e-07,12.0233996686418,7.09866666666667
"38626",38626,3,11,16,28,"","Q1L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","B",23,30095,0,"U","U",8.03491666666667,-0.318214285714286,12.7087541942253,2.09804330008117e-09,4.56073424857523e-07,12.0081898063323,8.03491666666667
"35935",35935,4,10,25,28,"VACWR185","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","E",10,30524,0,"U","U",6.75595833333333,-1.58471428571429,12.6927208858691,2.13472485671855e-09,4.59974085898587e-07,11.9911013679264,6.75595833333333
"30488",30488,2,9,8,27,"","C1L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","G",21,30209,0,"U","U",8.69875,-0.881214285714286,12.6895971761456,2.14195027723497e-09,4.59974085898587e-07,11.9877696780275,8.69875
"2591",2591,3,1,11,27,"","D3R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","N",1,30350,0,"U","U",8.60995833333333,-1.28514285714286,12.6628671995315,2.20485084519571e-09,4.70629397577226e-07,11.9592277558632,8.60995833333333
"35028",35028,3,10,18,28,"","A38R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","F",22,30187,0,"U","U",7.90608333333333,-0.555428571428571,12.6387120012869,2.26337986655748e-09,4.80229573722941e-07,11.9333854024036,7.90608333333333
"21493",21493,4,6,13,27,"VACWR037","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","A",6,30424,0,"U","U",8.797125,-1.72642857142857,12.6050392144797,2.34773690793494e-09,4.95162868207492e-07,11.8972816386383,8.797125
"9834",9834,3,3,24,28,"VACWR168","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","B",15,30457,0,"U","U",5.96208333333333,-2.14357142857143,12.5963274826837,2.37010048149778e-09,4.96921718111898e-07,11.8879259445716,5.96208333333333
"32311",32311,4,9,1,28,"","A34R_223_a","Variola virus","ss_oligo","DNA","Experimental","","","","E",9,30967,0,"U","U",8.64145833333333,-0.489642857142857,12.5788555421279,2.41563624219883e-09,5.0097744294936e-07,11.869143838096,8.64145833333333
"8060",8060,1,3,20,29,"","D8L_266_s","Variola virus","ss_oligo","DNA","Experimental","","","","H",15,31429,0,"U","U",8.110875,-0.657285714285714,12.578063643303,2.41772197511756e-09,5.0097744294936e-07,11.8682919668179,8.110875
"23331",23331,2,7,21,28,"","O2L","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","O",7,30379,0,"U","U",9.37316666666666,-1.46192857142857,12.5633099691092,2.45693224157539e-09,5.06142326254307e-07,11.8524115859057,9.37316666666666
"9795",9795,3,3,15,27,"VACWR042","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","F",3,30541,0,"U","U",8.493375,-1.29735714285714,12.5450067954972,2.50651601305422e-09,5.11028010394398e-07,11.8326858769203,8.493375
"32352",32352,4,9,12,29,"","A39R_288_a","Variola virus","ss_oligo","DNA","Experimental","","","","E",21,30979,0,"U","U",8.47170833333333,-1.60014285714286,12.5439200500912,2.50949323536323e-09,5.11028010394398e-07,11.831513805483,8.47170833333333
"16137",16137,2,5,27,28,"VACWR079","","Vaccinia virus (strain WR)","cDNA_clone","DNA","Experimental","","","","K",5,30663,0,"U","U",10.0659583333333,-1.17914285714286,12.5365396386812,2.52981197959694e-09,5.12221873560334e-07,11.823551356527,10.0659583333333
"34089",34089,2,10,9,27,"","B12R","Monkeypox virus (strain Zaire 77-0666)","ss_oligo","DNA","Experimental","","","","K",10,30290,0,"U","U",8.67325,-0.838642857142857,12.5069505970938,2.61304234302677e-09,5.25907517498542e-07,11.7915839213467,8.67325
