"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"8429",8429,2,3,29,11,"IMAGE:193736","","Homo sapiens","cDNA_clone","DNA","Experimental","675","gene","DNA","C",3,509230,0,"U","U",0.427125,0.207428571428571,1.54484616163352,0.143328253694894,0.245281333647484,-5.94557238197124,0.427125
"12902",12902,3,4,2,11,"IMAGE:773278","","Homo sapiens","cDNA_clone","DNA","Experimental","4189","gene","DNA","J",16,510232,0,"U","U",-0.570958333333333,1.34442857142857,-1.54468555984768,0.143366936009272,0.245333703115305,-5.94579889944986,-0.570958333333333
"20794",20794,4,6,4,4,"IMAGE:2072939","","Homo sapiens","cDNA_clone","DNA","Experimental","4851","gene","DNA","I",18,22521,0,"U","U",-0.249708333333333,0.00835714285714286,-1.54465927150344,0.143373268622735,0.245333703115305,-5.94583597568338,-0.249708333333333
"22527",22527,2,7,27,1,"IMAGE:1367759","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","G",7,15016,0,"U","U",-0.233041666666667,0.087,-1.5446297686164,0.143380375870866,0.245333703115305,-5.94587758506182,-0.233041666666667
"39893",39893,1,12,23,10,"IMAGE:1602791","","Homo sapiens","cDNA_clone","DNA","Experimental","6710","gene","DNA","L",12,532034,0,"U","U",0.234416666666667,-0.276285714285714,1.54460413649264,0.143386550893654,0.245333703115305,-5.9459137348457,0.234416666666667
"10466",10466,4,3,26,19,"IMAGE:289005","","Homo sapiens","cDNA_clone","DNA","Experimental","HCN2","gene","DNA","I",15,528760,0,"U","U",0.827083333333334,0.353214285714286,1.54414497886659,0.143497204444003,0.24551117552218,-5.94656122577352,0.827083333333334
"34245",34245,3,10,15,2,"IMAGE:1289325","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.368982","gene","DNA","J",10,11477,0,"U","U",-0.234125,0.546785714285714,-1.54405113655338,0.143519828624011,0.245538027503963,-5.94669354240093,-0.234125
"34831",34831,3,10,1,22,"IMAGE:738945","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","N",10,515629,0,"U","U",-0.388666666666667,0.659928571428571,-1.54388805816546,0.143559151910184,0.245593444845189,-5.94692346731148,-0.388666666666667
"1441",1441,2,1,1,19,"IMAGE:121454","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.422967","gene","DNA","K",1,28861,0,"U","U",-0.273166666666667,-0.197571428571429,-1.54381012332835,0.143577947647434,0.245613741080072,-5.94703334177309,-0.273166666666667
"2398",2398,3,1,28,20,"IMAGE:2021055","","Homo sapiens","cDNA_clone","DNA","Experimental","Regulatory factor X-associated protein","gene","DNA","J",13,528663,0,"U","U",-0.52875,-0.0778571428571429,-1.54346297672977,0.143661695128781,0.245745140653572,-5.94752270895666,-0.52875
"42598",42598,4,12,28,10,"IMAGE:47580","","Homo sapiens","cDNA_clone","DNA","Experimental","JAKMIP2","gene","DNA","A",24,510092,0,"U","U",-0.285291666666667,-0.724142857142857,-1.54338953263876,0.143679418462059,0.245763593259288,-5.94762623176303,-0.285291666666667
"34237",34237,3,10,7,2,"IMAGE:1301812","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","J",10,11861,0,"U","U",-0.194416666666667,-0.0755714285714286,-1.54327125548024,0.143707964678072,0.245800555726883,-5.947792941347,-0.194416666666667
"7743",7743,1,3,3,19,"IMAGE:1589786","","Homo sapiens","cDNA_clone","DNA","Experimental","Fibroblast growth factor 9 (glia-activating factor)","gene","DNA","P",3,28982,0,"U","U",-0.399958333333333,0.176714285714286,-1.54318569970542,0.143728616570143,0.245824012691503,-5.94791352495907,-0.399958333333333
"7768",7768,1,3,28,19,"IMAGE:1637504","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.593122","gene","DNA","P",15,531292,0,"U","U",-0.252083333333333,0.189714285714286,-1.54306947733504,0.143756674941778,0.245860134337871,-5.94807732279919,-0.252083333333333
"26501",26501,2,8,11,14,"IMAGE:1251396","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.435500","gene","DNA","C",8,20464,0,"U","U",-0.245208333333333,-0.00171428571428571,-1.54297061339571,0.143780546290775,0.245889091979392,-5.94821664954042,-0.245208333333333
"31181",31181,3,9,11,20,"IMAGE:784117","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.210850","gene","DNA","J",9,511093,0,"U","U",-0.310125,0.394714285714286,-1.54286624653607,0.143805749992125,0.245910823042789,-5.94836372442401,-0.310125
"28259",28259,4,8,29,12,"IMAGE:665279","","Homo sapiens","cDNA_clone","DNA","Experimental","3682","gene","DNA","M",8,27628,0,"U","U",-0.382083333333334,1.132,-1.54280496331592,0.143820551104486,0.245910823042789,-5.94845008203609,-0.382083333333334
"8701",8701,2,3,1,21,"IMAGE:1308258","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.326006","gene","DNA","C",3,12590,0,"U","U",-0.3,-0.900071428571429,-1.54280052283875,0.143821623617774,0.245910823042789,-5.94845633926443,-0.3
"28816",28816,1,9,16,1,"IMAGE:1372685","","Homo sapiens","cDNA_clone","DNA","Experimental","5516","gene","DNA","P",21,20639,0,"U","U",-0.287791666666666,1.33478571428571,-1.54279661055356,0.143822568561879,0.245910823042789,-5.94846185218858,-0.287791666666666
"15875",15875,2,5,5,20,"IMAGE:1337186","","Homo sapiens","cDNA_clone","DNA","Experimental","339287","gene","DNA","O",5,21399,0,"U","U",0.191583333333333,-0.0836428571428571,1.54277431370974,0.14382795407498,0.245910823042789,-5.94849327117985,0.191583333333333
"40134",40134,1,12,24,18,"IMAGE:176198","","Homo sapiens","cDNA_clone","DNA","Experimental","A2BP1","gene","DNA","L",24,26376,0,"U","U",-0.256708333333333,0.222357142857143,-1.54232724569109,0.143935973532617,0.246083635714413,-5.94912317565452,-0.256708333333333
"33088",33088,1,10,28,23,"IMAGE:197831","","Homo sapiens","cDNA_clone","DNA","Experimental","55740","gene","DNA","P",22,506431,0,"U","U",-0.363458333333333,0.840857142857143,-1.54216292805095,0.143975692780812,0.246125898668945,-5.94935466076293,-0.363458333333333
"39066",39066,4,11,6,13,"IMAGE:229580","","Homo sapiens","cDNA_clone","DNA","Experimental","Family with sequence similarity 98, member C","gene","DNA","I",23,505052,0,"U","U",-0.354041666666667,-0.251357142857143,-1.54215379166935,0.143977901520416,0.246125898668945,-5.94936753126363,-0.354041666666667
"36336",36336,1,11,6,12,"IMAGE:78841","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.404056","gene","DNA","P",23,509600,0,"U","U",-0.388666666666667,0.328428571428571,-1.54213877406605,0.143981532120055,0.246125898668945,-5.94938868657302,-0.388666666666667
"34845",34845,3,10,15,22,"IMAGE:2229965","","Homo sapiens","cDNA_clone","DNA","Experimental","9509","gene","DNA","J",10,541657,0,"U","U",-0.371708333333334,2.11807142857143,-1.54199844384272,0.144015461570454,0.246172022279218,-5.9495863626686,-0.371708333333334
"18178",18178,1,6,28,6,"IMAGE:1758336","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.483444","gene","DNA","D",18,26709,0,"U","U",-0.194333333333333,0.0407142857142857,-1.54191994077168,0.144034445219351,0.246188479610377,-5.94969694030543,-0.194333333333333
"23208",23208,2,7,18,24,"IMAGE:2468969","","Homo sapiens","cDNA_clone","DNA","Experimental","SMARCB1","gene","DNA","G",19,542034,0,"U","U",-0.382333333333334,-0.892857142857143,-1.54190116693022,0.144038985431737,0.246188479610377,-5.94972338410756,-0.382333333333334
"13517",13517,4,4,17,1,"IMAGE:810010","","Homo sapiens","cDNA_clone","DNA","Experimental","Platelet-derived growth factor receptor-like","gene","DNA","A",4,500482,0,"U","U",-0.3785,-0.624214285714286,-1.54187038192938,0.144046430650526,0.246189329405753,-5.94976674566533,-0.3785
"36040",36040,1,11,10,2,"IMAGE:1304388","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",23,12192,0,"U","U",-0.209166666666666,0.706357142857143,-1.54181318759121,0.144060263716383,0.246198039509007,-5.94984730387131,-0.209166666666666
"20331",20331,3,6,21,18,"IMAGE:30916","","Homo sapiens","cDNA_clone","DNA","Experimental","56062","gene","DNA","F",6,26331,0,"U","U",0.302958333333333,-0.925285714285714,1.54179185504924,0.144065423508587,0.246198039509007,-5.94987735019621,0.302958333333333
"36602",36602,1,11,2,21,"IMAGE:1184945","","Homo sapiens","cDNA_clone","DNA","Experimental","ARHGAP30","gene","DNA","D",23,12888,0,"U","U",0.245708333333333,0.260928571428571,1.54175586276322,0.144074129469211,0.246201043138778,-5.94992804370399,0.245708333333333
"32117",32117,4,9,17,21,"IMAGE:824525","","Homo sapiens","cDNA_clone","DNA","Experimental","**Kelch-like 8 (Drosophila)","gene","DNA","A",9,519973,0,"U","U",-0.325125,0.539285714285714,-1.54169454135593,0.144088963164924,0.246214517352564,-5.95001441016312,-0.325125
"40623",40623,2,12,3,5,"IMAGE:50728","","Homo sapiens","cDNA_clone","DNA","Experimental","25766","gene","DNA","G",12,511274,0,"U","U",-0.321833333333333,0.234071428571429,-1.54161178165657,0.144108984846599,0.246236854900397,-5.95013096685994,-0.321833333333333
"6606",6606,4,2,6,11,"IMAGE:320602","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","A",14,507783,0,"U","U",-0.25625,0.111928571428571,-1.54157448824059,0.144118007843398,0.246240397912774,-5.95018348849817,-0.25625
"16371",16371,3,5,21,6,"IMAGE:290050","","Homo sapiens","cDNA_clone","DNA","Experimental","Rho GTPase activating protein 12","gene","DNA","F",5,519131,0,"U","U",-0.408624999999999,1.0685,-1.54146737752825,0.144143925518264,0.246272805481878,-5.95033433119778,-0.408624999999999
"27547",27547,3,8,7,19,"IMAGE:1305858","","Homo sapiens","cDNA_clone","DNA","Experimental","Cortactin","gene","DNA","F",8,12316,0,"U","U",-0.372708333333334,1.48614285714286,-1.54142793655392,0.144153470078351,0.246273084892924,-5.95038987352774,-0.372708333333334
"2490",2490,3,1,30,23,"IMAGE:1333790","","Homo sapiens","cDNA_clone","DNA","Experimental","BCL7A","gene","DNA","B",13,13351,0,"U","U",-0.438958333333334,-0.827,-1.54140926034581,0.144157989833323,0.246273084892924,-5.95041617373936,-0.438958333333334
"14646",14646,1,5,6,9,"IMAGE:878838","","Homo sapiens","cDNA_clone","DNA","Experimental","GRM3","gene","DNA","L",17,509093,0,"U","U",-0.259125,0.398071428571429,-1.54126972448433,0.14419176214331,0.246316423319811,-5.95061266365076,-0.259125
"22138",22138,1,7,28,18,"IMAGE:27544","","Homo sapiens","cDNA_clone","DNA","Experimental","Prominin 1","gene","DNA","D",19,28918,0,"U","U",-0.245708333333334,-1.45892857142857,-1.54124700534559,0.144197261561901,0.246316423319811,-5.95064465479321,-0.245708333333334
"16220",16220,3,5,20,1,"IMAGE:233909","","Homo sapiens","cDNA_clone","DNA","Experimental","BTN2A1","gene","DNA","F",17,500705,0,"U","U",-0.193083333333333,0.4515,-1.54094447918739,0.144270508258063,0.246429662510025,-5.95107061367019,-0.193083333333333
"22079",22079,1,7,29,16,"IMAGE:2117924","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",7,23320,0,"U","U",-0.269125000000001,-1.07321428571429,-1.54074907593965,0.14431783539765,0.246498619505662,-5.95134571061392,-0.269125000000001
"37213",37213,2,11,13,11,"IMAGE:280250","","Homo sapiens","cDNA_clone","DNA","Experimental","9557","gene","DNA","C",11,28242,0,"U","U",-0.31025,0.0187857142857143,-1.54059787478069,0.144354465687016,0.246549300235613,-5.95155856067088,-0.31025
"11472",11472,1,4,12,23,"IMAGE:1270576","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.481927","gene","DNA","P",16,10556,0,"U","U",-0.241458333333333,0.137642857142857,-1.54050566032199,0.14437680959914,0.246575576928053,-5.95168836609823,-0.241458333333333
"12816",12816,3,4,6,8,"","LCP:38","Homo sapiens","cDNA_clone","DNA","Experimental","FASLG","gene","DNA","N",16,4304,0,"U","U",-0.219166666666667,-0.0689285714285714,-1.54032076184796,0.14442162000296,0.246640218891695,-5.95194862098682,-0.219166666666667
"13287",13287,3,4,27,23,"IMAGE:427657","","Homo sapiens","cDNA_clone","DNA","Experimental","11346","gene","DNA","N",4,506410,0,"U","U",-0.340375,-0.197,-1.53986010419241,0.144533312141193,0.24681906834541,-5.9525969239536,-0.340375
"16463",16463,3,5,23,9,"IMAGE:626016","","Homo sapiens","cDNA_clone","DNA","Experimental","51251","gene","DNA","N",5,510731,0,"U","U",-0.421541666666667,-0.135285714285714,-1.53973340568764,0.144564044551806,0.246859652559237,-5.95277520750292,-0.421541666666667
"3202",3202,4,1,22,17,"IMAGE:1354066","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","I",13,14551,0,"U","U",-0.348583333333333,-0.276642857142857,-1.53964105116533,0.144586449850468,0.246886014050004,-5.95290515729555,-0.348583333333333
"23659",23659,3,7,19,9,"IMAGE:417466","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.167641","gene","DNA","F",7,510684,0,"U","U",-0.319125,-0.0706428571428571,-1.53948568108804,0.144624149404182,0.246933140397352,-5.95312376200767,-0.319125
"34725",34725,3,10,15,18,"IMAGE:345928","","Homo sapiens","cDNA_clone","DNA","Experimental","SMAD1","gene","DNA","J",10,27317,0,"U","U",-0.463166666666667,-1.5475,-1.53946986731642,0.14462798698011,0.246933140397352,-5.95314601098861,-0.463166666666667
"33556",33556,2,10,16,9,"IMAGE:1336626","","Homo sapiens","cDNA_clone","DNA","Experimental","3073","gene","DNA","O",22,13631,0,"U","U",0.277083333333333,-0.0675,1.53937245810997,0.144651627464689,0.246961603351466,-5.95328305596083,0.277083333333333
"21131",21131,4,6,11,15,"IMAGE:122982","","Homo sapiens","cDNA_clone","DNA","Experimental","EGLN3","gene","DNA","M",6,502859,0,"U","U",-0.332625,-2.78542857142857,-1.53926423263479,0.144677896804733,0.24699455155298,-5.95343531097593,-0.332625
"26163",26163,2,8,3,3,"IMAGE:2284924","","Homo sapiens","cDNA_clone","DNA","Experimental","23158","gene","DNA","O",8,531864,0,"U","U",-0.237916666666666,0.490785714285714,-1.53921047535567,0.144690946693025,0.247004929378202,-5.95351093553294,-0.237916666666666
"12699",12699,3,4,9,4,"IMAGE:1338092","","Homo sapiens","cDNA_clone","DNA","Experimental","CPSF2","gene","DNA","F",4,13754,0,"U","U",0.400541666666666,-0.392714285714286,1.539061025393,0.144727231754708,0.247053653802392,-5.95372116840464,0.400541666666666
"32033",32033,4,9,23,18,"IMAGE:321744","","Homo sapiens","cDNA_clone","DNA","Experimental","84919","gene","DNA","I",9,26453,0,"U","U",-0.58325,-0.655214285714286,-1.53903548538951,0.144733433399093,0.247053653802392,-5.95375709432405,-0.58325
"42561",42561,4,12,21,9,"IMAGE:595420","","Homo sapiens","cDNA_clone","DNA","Experimental","ECHDC1","gene","DNA","I",12,510518,0,"U","U",-0.441291666666666,0.6705,-1.53896509399141,0.144750527057466,0.247070929487316,-5.95385610835276,-0.441291666666666
"33695",33695,2,10,5,14,"IMAGE:711697","","Homo sapiens","cDNA_clone","DNA","Experimental","Lymphotoxin beta (TNF superfamily, member 3)","gene","DNA","G",10,1097,0,"U","U",-0.223666666666667,-0.583357142857143,-1.53893440298399,0.144757980513245,0.24707174968814,-5.95389927794625,-0.223666666666667
"37673",37673,2,11,23,26,"IMAGE:397360","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.306221","gene","DNA","K",11,518498,0,"U","U",-0.268125,0.564214285714286,-1.53889929329075,0.144766507465246,0.247074401956364,-5.9539486620445,-0.268125
"39836",39836,1,12,26,8,"IMAGE:462645","","Homo sapiens","cDNA_clone","DNA","Experimental","GLYAT","gene","DNA","H",24,517040,0,"U","U",0.313708333333333,-0.196928571428571,1.53872018054802,0.144810014470254,0.247127542836475,-5.95420058323039,0.313708333333333
"25747",25747,1,8,7,19,"IMAGE:1306027","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","H",8,12328,0,"U","U",-0.377291666666667,-0.305571428571429,-1.53871368313036,0.144811592919418,0.247127542836475,-5.95420972141712,-0.377291666666667
"12381",12381,2,4,21,23,"IMAGE:327079","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.494901","gene","DNA","C",4,506254,0,"U","U",0.357,-1.4995,1.538436034269,0.14487905708304,0.247230766211874,-5.95460019000751,0.357
"10991",10991,1,4,11,7,"IMAGE:711821","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",4,2294,0,"U","U",0.266875,-0.48,1.53831500734229,0.144908472966982,0.247260532367446,-5.95477037899995,0.266875
"2207",2207,3,1,17,14,"IMAGE:1301395","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","N",1,21193,0,"U","U",-0.288,0.385571428571429,-1.53830684600279,0.144910456781598,0.247260532367446,-5.95478185518919,-0.288
"32065",32065,4,9,25,19,"IMAGE:261141","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","I",9,528757,0,"U","U",-0.276041666666667,-0.244928571428571,-1.53815632630742,0.144947048414244,0.247311059202674,-5.95499350279784,-0.276041666666667
"22826",22826,2,7,26,11,"","LCP:128","Homo sapiens","cDNA_clone","DNA","Experimental","","","","K",19,20230,0,"U","U",0.735,-0.3205,1.53808429116985,0.144964563057957,0.24732903326428,-5.95509478699077,0.735
"10801",10801,1,4,1,1,"IMAGE:684768","","Homo sapiens","cDNA_clone","DNA","Experimental","11262","gene","DNA","D",4,1646,0,"U","U",0.496625,-0.398285714285714,1.53784514842455,0.145022721109222,0.24741634537354,-5.9554310063172,0.496625
"29568",29568,1,9,18,26,"IMAGE:1968876","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",21,24191,0,"U","U",0.192208333333333,0.1275,1.53777281248727,0.145040316647194,0.247434450638421,-5.95553269853575,0.192208333333333
"17227",17227,4,5,7,5,"IMAGE:25029","","Homo sapiens","cDNA_clone","DNA","Experimental","CHN2","gene","DNA","M",5,511211,0,"U","U",-0.228,-0.452214285714286,-1.53767995550996,0.145062906519966,0.247456817551719,-5.95566323482267,-0.228
"41964",41964,3,12,24,19,"IMAGE:221295","","Homo sapiens","cDNA_clone","DNA","Experimental","ID2","gene","DNA","F",24,531140,0,"U","U",-1.03591666666667,2.19778571428571,-1.53766150597831,0.14506739520177,0.247456817551719,-5.95568917008667,-1.03591666666667
"40021",40021,1,12,1,15,"IMAGE:1504481","","Homo sapiens","cDNA_clone","DNA","Experimental","83417","gene","DNA","L",12,525602,0,"U","U",-0.269166666666667,-0.180857142857143,-1.53762932735019,0.145075224387018,0.247458259553516,-5.95573440436575,-0.269166666666667
"30843",30843,3,9,3,9,"IMAGE:460106","","Homo sapiens","cDNA_clone","DNA","Experimental","SMPDL3A","gene","DNA","F",9,509053,0,"U","U",-0.378291666666666,1.339,-1.53748676884907,0.145109913716269,0.247505515197293,-5.95593479406484,-0.378291666666666
"31019",31019,3,9,29,14,"IMAGE:1535596","","Homo sapiens","cDNA_clone","DNA","Experimental","Retinol dehydrogenase 11 (all-trans/9-cis/11-cis)","gene","DNA","F",9,525661,0,"U","U",-0.339,-1.09828571428571,-1.53721252137268,0.14517666714767,0.24760745352796,-5.95632025668232,-0.339
"12832",12832,3,4,22,8,"IMAGE:687270","","Homo sapiens","cDNA_clone","DNA","Experimental","MEF2C","gene","DNA","N",16,500272,0,"U","U",-0.4,-0.531928571428571,-1.53716988019432,0.145187048587447,0.247613240883664,-5.95638018559454,-0.4
"7772",7772,1,3,2,20,"IMAGE:1671185","","Homo sapiens","cDNA_clone","DNA","Experimental","ATF5","gene","DNA","H",15,22124,0,"U","U",-0.362666666666666,0.669571428571429,-1.53704326273059,0.145217878624229,0.247634550055268,-5.95655812964973,-0.362666666666666
"20147",20147,3,6,17,12,"IMAGE:686457","","Homo sapiens","cDNA_clone","DNA","Experimental","3148","gene","DNA","F",6,3771,0,"U","U",-0.310208333333333,-0.686071428571429,-1.53703622304994,0.145219592875514,0.247634550055268,-5.95656802267573,-0.310208333333333
"21364",21364,4,6,4,23,"IMAGE:243100","","Homo sapiens","cDNA_clone","DNA","Experimental","36","gene","DNA","M",18,501329,0,"U","U",-0.355916666666667,-0.794785714285714,-1.53703245861468,0.14522050957013,0.247634550055268,-5.95657331291018,-0.355916666666667
"38185",38185,3,11,25,13,"IMAGE:33690","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.369606","gene","DNA","B",11,501062,0,"U","U",-0.397083333333334,-0.423428571428571,-1.53689744422747,0.145253390762993,0.247678700428544,-5.95676304506103,-0.397083333333334
"30772",30772,3,9,22,6,"IMAGE:290194","","Homo sapiens","cDNA_clone","DNA","Experimental","H2A histone family, member Y","gene","DNA","F",21,519139,0,"U","U",-0.248625,0.635071428571429,-1.53685194929993,0.145264471942407,0.247685676066373,-5.95682697516024,-0.248625
"28494",28494,4,8,24,20,"IMAGE:1865194","","Homo sapiens","cDNA_clone","DNA","Experimental","25859","gene","DNA","A",20,528426,0,"U","U",-0.305666666666667,-0.7595,-1.53680848614848,0.145275058909659,0.247691808408525,-5.95688804889887,-0.305666666666667
"14260",14260,4,4,10,26,"IMAGE:1367956","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","M",16,24368,0,"U","U",-0.240458333333333,0.0925714285714286,-1.53651271928036,0.145347120553172,0.247802748523339,-5.95730362262262,-0.240458333333333
"32636",32636,1,10,26,8,"IMAGE:462595","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.357128","gene","DNA","H",22,517039,0,"U","U",-0.235625,-0.313357142857143,-1.53633750757475,0.145389823960048,0.247863627423805,-5.95754978033013,-0.235625
"15514",15514,2,5,4,8,"IMAGE:1357100","","Homo sapiens","cDNA_clone","DNA","Experimental","SLC2A5","gene","DNA","K",17,18597,0,"U","U",-0.237833333333333,-0.969428571428571,-1.5362941376812,0.145400395906242,0.247869724712335,-5.95761070824099,-0.237833333333333
"32116",32116,4,9,16,21,"IMAGE:1333695","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","M",21,26675,0,"U","U",-0.541666666666667,-0.947642857142857,-1.53626150056741,0.145408352033,0.247871362339328,-5.95765655745448,-0.541666666666667
"40074",40074,1,12,24,16,"IMAGE:2109780","","Homo sapiens","cDNA_clone","DNA","Experimental","51465","gene","DNA","D",24,23160,0,"U","U",-0.202916666666667,0.0577857142857143,-1.53621419338837,0.145419885013808,0.247875759467388,-5.95772301419024,-0.202916666666667
"25034",25034,4,7,14,25,"IMAGE:825433","","Homo sapiens","cDNA_clone","DNA","Experimental","9255","gene","DNA","I",19,501978,0,"U","U",-0.403666666666667,0.956,-1.53619353007167,0.145424922750207,0.247875759467388,-5.95775204138202,-0.403666666666667
"25623",25623,1,8,3,15,"IMAGE:1505784","","Homo sapiens","cDNA_clone","DNA","Experimental","117178","gene","DNA","P",8,525624,0,"U","U",-0.315208333333333,0.221285714285714,-1.53606152491626,0.14545710921058,0.247909583304412,-5.9579374714856,-0.315208333333333
"11154",11154,1,4,24,12,"IMAGE:727251","","Homo sapiens","cDNA_clone","DNA","Experimental","CD9 molecule","gene","DNA","D",16,28532,0,"U","U",-0.46925,-0.994857142857143,-1.53605475597403,0.14545875982555,0.247909583304412,-5.95794697963365,-0.46925
"3807",3807,1,2,27,7,"IMAGE:712678","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.483772","gene","DNA","P",2,2389,0,"U","U",-0.456833333333333,0.247714285714286,-1.53589044175505,0.145498832902846,0.247965953838034,-5.95817777800691,-0.456833333333333
"33896",33896,2,10,26,20,"IMAGE:1898143","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.461030","gene","DNA","G",22,528463,0,"U","U",-0.277958333333333,0.1275,-1.53582115552207,0.145515733275413,0.247972897882586,-5.95827509319035,-0.277958333333333
"37288",37288,2,11,28,13,"IMAGE:145503","","Homo sapiens","cDNA_clone","DNA","Experimental","Cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)","gene","DNA","G",23,500816,0,"U","U",-0.42225,0.291285714285714,-1.53581635544759,0.145516904176124,0.247972897882586,-5.958281834962,-0.42225
"34975",34975,3,10,25,26,"IMAGE:263916","","Homo sapiens","cDNA_clone","DNA","Experimental","SWAP-70 protein","gene","DNA","N",10,518701,0,"U","U",-0.431458333333334,0.896714285714286,-1.53516194871196,0.145676610607217,0.24822795522681,-5.95920081534791,-0.431458333333334
"42659",42659,4,12,29,12,"IMAGE:665304","","Homo sapiens","cDNA_clone","DNA","Experimental","EPS8","gene","DNA","M",12,27630,0,"U","U",-0.432249999999999,1.46,-1.53514565255411,0.145680589533528,0.24822795522681,-5.95922369634387,-0.432249999999999
"13695",13695,4,4,15,7,"IMAGE:1877120","","Homo sapiens","cDNA_clone","DNA","Experimental","PTGER2","gene","DNA","E",4,531418,0,"U","U",-0.773083333333334,1.00592857142857,-1.53504213630338,0.145705866561582,0.248259086837687,-5.95936903660827,-0.773083333333334
"8857",8857,2,3,7,26,"IMAGE:682737","","Homo sapiens","cDNA_clone","DNA","Experimental","PARP14","gene","DNA","K",3,24254,0,"U","U",-0.272666666666667,-0.262357142857143,-1.53497522274419,0.14572220776201,0.24827499099059,-5.95946298169249,-0.272666666666667
"19162",19162,2,6,22,9,"IMAGE:345262","","Homo sapiens","cDNA_clone","DNA","Experimental","56133","gene","DNA","K",18,510533,0,"U","U",0.226125,-0.650214285714286,1.53483556112647,0.145756320010235,0.248310347538299,-5.95965905379427,0.226125
"6179",6179,3,2,29,26,"IMAGE:417223","","Homo sapiens","cDNA_clone","DNA","Experimental","LOC399715","gene","DNA","F",2,507129,0,"U","U",-0.339583333333333,-0.555285714285714,-1.53483287706271,0.145756975656848,0.248310347538299,-5.95966282184689,-0.339583333333333
"4581",4581,2,2,21,3,"","EMPTY","Not Applicable","unknown_sequence","unknown_polymer","Control","","","","C",2,29581,0,"U","U",-0.353625,0.334571428571429,-1.5347254615819,0.145783216493944,0.24834311105913,-5.95981361433621,-0.353625
"30080",30080,2,9,20,13,"IMAGE:1339879","","Homo sapiens","cDNA_clone","DNA","Experimental","E3 ubiquitin protein ligase, HECT domain containing, 1","gene","DNA","G",21,13967,0,"U","U",0.289541666666667,-0.0677857142857143,1.53468716568643,0.145792572872554,0.248347109975156,-5.95986737320366,0.289541666666667
"30603",30603,3,9,3,1,"IMAGE:826377","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","F",9,3197,0,"U","U",-0.276666666666667,0.587428571428571,-1.5345590636662,0.145823874191586,0.24838381289611,-5.96004719270289,-0.276666666666667
"16725",16725,3,5,15,18,"IMAGE:470185","","Homo sapiens","cDNA_clone","DNA","Experimental","MAP3K7IP1","gene","DNA","J",5,27411,0,"U","U",-0.233333333333333,-0.245,-1.53454161033556,0.145828139296074,0.24838381289611,-5.96007169146737,-0.233333333333333
"26909",26909,2,8,29,27,"","D10L_70_a","Variola virus","ss_oligo","DNA","Experimental","","","","C",8,30918,0,"U","U",1.13945833333333,-1.73778571428571,1.53444654492034,0.145851372465584,0.248411443980631,-5.9602051286509,1.13945833333333
"19310",19310,2,6,20,14,"IMAGE:233308","","Homo sapiens","cDNA_clone","DNA","Experimental","C18orf55","gene","DNA","C",18,503189,0,"U","U",-0.398916666666666,0.950285714285714,-1.5343661296299,0.145871027709239,0.248432978842657,-5.96031799771902,-0.398916666666666
