ID,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000044446,15.46594856,1.623461002,0.560046545,0.001048027,0.00425626
ENSG00000044574,1354.182993,-0.523080894,0.068328625,1.74E-14,2.88E-13
ENSG00000046604,141.9450041,2.098263798,0.184183748,1.03E-30,3.73E-29
ENSG00000046651,52.37873992,1.075689675,0.31270778,0.000303929,0.001414575
ENSG00000047056,49.39503242,1.195237194,0.366164508,0.000510454,0.00225633
ENSG00000047315,173.9940276,0.629919604,0.173018368,0.00021664,0.001042773
ENSG00000047346,35.69817312,0.954858162,0.404601271,0.010352246,0.030833484
ENSG00000047849,93.65848292,-0.93972597,0.197358328,1.14E-06,8.48E-06
ENSG00000047932,27.52335489,-0.839150356,0.385847725,0.018235385,0.049342807
ENSG00000048052,42.21725695,1.723300058,0.460202923,5.55E-05,0.000307903
ENSG00000048140,68.75002178,1.492913284,0.258398549,2.67E-09,2.84E-08
ENSG00000048405,37.68817326,0.928404205,0.341081045,0.003824359,0.013250352
ENSG00000048649,44.40739865,0.79154826,0.325534504,0.010120329,0.030223013
ENSG00000049130,8.340874234,-1.676600062,0.76115826,0.006016627,0.019508799
ENSG00000049245,112.540217,-1.002778908,0.195165969,1.55E-07,1.32E-06
ENSG00000049246,46.52044223,1.522193629,0.443855133,0.000211183,0.001021853
ENSG00000049283,22.20878771,-2.091538524,0.451219069,6.87E-07,5.29E-06
ENSG00000049541,16.0347549,-1.148078333,0.56425218,0.016828629,0.046223674
ENSG00000049759,150.6637624,2.877511742,0.308826534,3.35E-21,8.17E-20
ENSG00000049860,67.86636913,-0.586816524,0.247949172,0.014353185,0.040572296
ENSG00000050165,16.47003316,-2.059739823,0.506016261,8.72E-06,5.62E-05
ENSG00000050327,57.24452403,1.256212442,0.303958498,1.57E-05,9.66E-05
ENSG00000050344,3.849733941,-2.852031863,1.333465621,0.003296439,0.01165237
ENSG00000050405,150.6227872,-1.99195761,0.174126159,5.79E-31,2.13E-29
ENSG00000050820,34.84050852,2.293531847,0.408206346,3.85E-09,4.04E-08
ENSG00000051009,39.84884433,0.831315223,0.334611829,0.008345061,0.025763275
ENSG00000051108,178.4046219,0.915585627,0.159205766,5.63E-09,5.82E-08
ENSG00000051128,150.7277795,0.977238793,0.184007909,6.44E-08,5.79E-07
ENSG00000051596,22.15895041,-1.665653352,0.450409444,5.51E-05,0.000305901
ENSG00000052795,25.76014731,-1.063408968,0.385810732,0.002873481,0.010329262
ENSG00000052802,195.3583527,-0.909509064,0.166309825,2.83E-08,2.66E-07
ENSG00000053254,4.963927981,-3.302798982,1.109636119,0.000320719,0.001485209
ENSG00000053371,26.06234011,-2.809769293,0.454945323,8.48E-11,1.03E-09
ENSG00000054116,81.24464664,-0.64326017,0.230517796,0.004044812,0.01390593
ENSG00000054118,190.8207632,0.726288475,0.159168684,3.75E-06,2.57E-05
ENSG00000054148,40.40296082,-1.466532486,0.395781233,6.66E-05,0.000362298
ENSG00000054267,58.27901137,1.017739668,0.323373676,0.000912299,0.003757006
ENSG00000054277,15.23611453,-1.945868076,0.540209754,6.16E-05,0.000338323
ENSG00000054793,30.52945943,1.38320085,0.372003902,7.40E-05,0.000398313
ENSG00000054967,68.21444899,2.823653305,0.490450458,2.12E-09,2.28E-08
ENSG00000055044,140.4902197,0.461033852,0.186292199,0.011803726,0.034452498
ENSG00000055130,114.8311685,0.582958679,0.191061407,0.001874836,0.007115714
ENSG00000055208,166.8498228,0.652430422,0.174010408,0.000140725,0.000707984
ENSG00000055332,28.33765334,1.121911985,0.380588762,0.001518686,0.005918631
ENSG00000055483,67.59893777,1.968539564,0.305130058,2.95E-11,3.73E-10
ENSG00000055609,98.2631823,1.802213061,0.284312656,7.06E-11,8.62E-10
ENSG00000055732,34.7418573,4.3291904,0.61404423,6.96E-13,1.02E-11
ENSG00000055917,177.9466439,1.228257471,0.169499131,2.00E-13,3.06E-12
ENSG00000055950,22.92281561,-1.252094989,0.406692897,0.000820992,0.003418735
ENSG00000056050,15.8046319,-1.430050065,0.598029634,0.004855148,0.016297992
ENSG00000056097,100.7801396,0.784510151,0.217451986,0.000213466,0.001031454
ENSG00000056586,86.69177553,0.990849518,0.237775937,1.78E-05,0.000108429
ENSG00000056972,21.98693655,-1.164231727,0.415932422,0.002226451,0.008235063
ENSG00000057149,169.280395,-3.931090362,0.240109599,3.51E-61,2.65E-59
ENSG00000057608,119.6504414,-0.688599091,0.196197326,0.00033551,0.00154644
ENSG00000057757,120.2697567,0.893237164,0.219969529,3.08E-05,0.000179883
ENSG00000058262,194.2642623,-0.489616845,0.144555574,0.000609306,0.002640836
ENSG00000058668,150.5041658,-0.844044023,0.164663236,1.96E-07,1.65E-06
ENSG00000058799,29.83606187,-1.648848813,0.381007024,4.06E-06,2.76E-05
ENSG00000058804,11.4417198,-1.26179727,0.592619331,0.011591875,0.033941836
ENSG00000059378,42.36628461,1.343226806,0.372561451,0.000123274,0.000628439
ENSG00000059588,4.409707007,-2.144085753,1.052666801,0.00534952,0.017673779
ENSG00000059728,181.6681915,0.676790691,0.204187282,0.000705613,0.003001682
ENSG00000059758,49.81355162,0.751670403,0.30974731,0.010676277,0.03162323
ENSG00000059804,23.39198354,1.412554345,0.435667158,0.000404389,0.001831494
ENSG00000060140,8.714000028,1.930418504,0.882161813,0.006012992,0.019507378
ENSG00000060237,102.0464646,-0.923208568,0.201005004,2.65E-06,1.86E-05
ENSG00000060339,152.8445586,0.607908481,0.177024349,0.000475326,0.002113921
ENSG00000060491,53.49605309,1.418981981,0.309051411,1.62E-06,1.17E-05
ENSG00000060558,92.468148,-0.693700727,0.197983878,0.00034079,0.001567111
ENSG00000060762,39.85625344,-1.363649329,0.356397104,4.72E-05,0.000265506
ENSG00000060971,30.27225811,-0.820909766,0.355701506,0.013263403,0.038005599
ENSG00000061273,27.25371398,0.95801372,0.388714432,0.007683434,0.024043008
ENSG00000061676,66.81956092,0.604570507,0.239801149,0.009396698,0.028412452
ENSG00000061794,51.98867707,-0.884919569,0.275769657,0.000815148,0.003397476
ENSG00000062038,67.68002933,-1.340253267,0.240006724,9.01E-09,9.13E-08
ENSG00000062194,102.5655613,1.356361615,0.247507442,1.72E-08,1.68E-07
ENSG00000062282,15.33173092,-4.382592216,0.71657062,1.67E-10,1.98E-09
ENSG00000062370,19.32265618,1.392219748,0.504077612,0.00199588,0.007490658
ENSG00000062485,71.51191631,-0.857526546,0.237749042,0.000197189,0.000961556
ENSG00000062582,29.61318677,-1.345854824,0.380692513,0.000147587,0.000739008
ENSG00000062650,87.28342552,1.008088236,0.228924386,6.05E-06,4.01E-05
ENSG00000062716,114.1009218,0.973010124,0.201936939,8.57E-07,6.49E-06
ENSG00000063046,157.1375381,-0.702462842,0.165747743,1.68E-05,0.000102884
ENSG00000063169,13.96922858,1.295849076,0.592791631,0.01059124,0.031425309
ENSG00000063176,10.19277557,1.411713019,0.690213046,0.012598115,0.036378738
ENSG00000063177,345.2124507,-1.850544122,0.123553537,2.47E-51,1.50E-49
ENSG00000063241,4.670475233,-2.167494404,1.033262902,0.004671664,0.015758731
ENSG00000063587,6.208279472,2.18759023,0.972903417,0.003971563,0.013695045
ENSG00000063660,71.30882091,0.942449196,0.240032658,5.17E-05,0.000288138
ENSG00000064102,30.85536665,-1.136510201,0.364588548,0.000832208,0.003462306
ENSG00000064115,65.57995048,-3.378288512,0.289755953,2.47E-32,9.56E-31
ENSG00000064195,20.78972202,-2.426995723,0.491107838,1.19E-07,1.03E-06
ENSG00000064199,3.45687748,-2.240985103,1.268835625,0.008810544,0.026959092
ENSG00000064270,5.650602059,-2.355999272,1.048151318,0.003269768,0.01156995
ENSG00000064300,23.90618239,4.088036599,2.125861781,0.000466928,0.002080857
ENSG00000064490,19.71312037,-1.530809509,0.45944828,0.000250154,0.001188746
ENSG00000064545,12.25176709,-1.211991548,0.590389678,0.014841088,0.041746231
ENSG00000064547,38.08788028,1.736130569,0.405227303,4.95E-06,3.32E-05
ENSG00000064607,95.10233746,1.396784274,0.244834163,4.58E-09,4.77E-08
ENSG00000064666,78.58556928,-0.813719527,0.224821063,0.000196351,0.000958488
ENSG00000064932,66.69898175,1.984735632,0.288308898,1.39E-12,1.96E-11
ENSG00000064995,54.2226268,-0.989005846,0.28934287,0.000347936,0.001597843
ENSG00000065000,107.0080108,0.862109128,0.219592791,5.64E-05,0.000312788
ENSG00000065057,3.992219863,-2.231204467,1.277330818,0.009137009,0.027810041
ENSG00000065060,22.62505096,1.184321144,0.451721513,0.003789978,0.013147738
ENSG00000065154,114.9030928,-1.220897296,0.199519882,4.12E-10,4.72E-09
ENSG00000065183,12.1015135,-1.688259538,0.581751908,0.000872822,0.003616012
ENSG00000065268,32.61437571,-1.002763552,0.344907276,0.001934309,0.00729928
ENSG00000065328,2.722279548,-2.714004075,1.833588406,0.009175281,0.027895765
ENSG00000065361,38.10399474,-1.070514387,0.321028691,0.000426546,0.001923641
ENSG00000065427,112.9841341,-1.252859208,0.188441316,1.28E-11,1.67E-10
ENSG00000065518,86.37087756,-1.035988298,0.225250489,2.27E-06,1.61E-05
ENSG00000065526,73.67039352,0.825220233,0.265433902,0.001215949,0.004859571
ENSG00000065548,257.5669256,0.433350971,0.147533495,0.002977646,0.010656514
ENSG00000065618,412.4694691,-1.968789576,0.10958241,8.30E-73,7.54E-71
ENSG00000065621,4.968242467,-1.819276663,0.979065643,0.010248448,0.030552729
ENSG00000065802,28.17514304,1.807166416,0.453280245,1.77E-05,0.000107889
ENSG00000065833,71.69817811,-1.858213008,0.255296241,7.90E-14,1.25E-12
ENSG00000065911,34.75675207,1.008049363,0.362282086,0.002893239,0.010386759
ENSG00000065923,10.87983226,1.289782317,0.653881865,0.017157232,0.046996784
ENSG00000065978,380.0638002,-1.211680981,0.109737955,1.08E-28,3.64E-27
ENSG00000066117,67.99602601,0.987097585,0.27655316,0.000204167,0.000992077
ENSG00000066248,12.41085484,3.844438787,0.969042845,1.82E-05,0.000110347
ENSG00000066279,3.561804747,-2.052538855,1.285575063,0.01515136,0.042437337
ENSG00000066322,399.0857839,-0.400571706,0.124421236,0.001166618,0.004681397
ENSG00000066583,19.90612937,-1.640076108,0.468869743,0.000121182,0.000619781
ENSG00000066697,77.1566794,1.816812624,0.291780342,1.23E-10,1.48E-09
ENSG00000066735,12.36694564,3.657583987,0.942158795,2.84E-05,0.000166246
ENSG00000067048,274.175946,1.17125165,0.186313597,1.78E-10,2.10E-09
ENSG00000067057,251.2113017,0.529316467,0.147105979,0.000278782,0.001310352
ENSG00000067082,602.3688878,1.440011205,0.094060576,2.59E-53,1.63E-51
ENSG00000067191,10.58988753,1.843559915,0.707033984,0.001970493,0.00741446
ENSG00000067225,479.0703696,-0.607480459,0.092805464,4.79E-11,5.94E-10
ENSG00000067369,72.71595226,0.805884328,0.296225893,0.004423332,0.015060938
ENSG00000067560,481.5926966,-1.098052667,0.095241809,4.88E-31,1.80E-29
ENSG00000067704,79.29351496,-1.104012408,0.229020298,7.12E-07,5.46E-06
ENSG00000067955,40.41934458,1.164812644,0.325423431,0.000160282,0.000798582
ENSG00000068028,66.28410502,1.37606599,0.261801948,5.66E-08,5.12E-07
ENSG00000068078,61.63829849,-1.767717365,0.278959917,5.95E-11,7.32E-10
ENSG00000068120,45.56447089,-0.744036678,0.300465233,0.009224556,0.028008553
ENSG00000068305,53.77973986,0.929356012,0.285385005,0.000679165,0.002904392
ENSG00000068308,118.3233216,0.559867345,0.209644269,0.006282109,0.020236485
ENSG00000068323,211.8401509,1.270216582,0.175843831,2.19E-13,3.36E-12
ENSG00000068366,57.39065898,1.159550336,0.299723826,4.42E-05,0.000249672
ENSG00000068383,35.91280438,1.461034426,0.428583811,0.000226834,0.001087669
ENSG00000068400,45.00786044,0.767503049,0.321710712,0.011750379,0.034334295
ENSG00000068438,34.16153201,-0.80484925,0.33123042,0.009822464,0.029448187
ENSG00000068489,9.24344219,-2.042053599,0.699520979,0.00060163,0.002610025
ENSG00000068697,264.5635986,-1.135957421,0.144699854,2.03E-15,3.60E-14
ENSG00000068784,7.10697795,-1.78710301,0.774916225,0.004051705,0.013922691
ENSG00000068878,102.6815559,0.856967375,0.228240292,9.24E-05,0.000487436
ENSG00000068903,56.72019927,-0.67453999,0.290211225,0.014881939,0.041844084
ENSG00000068971,47.59116342,0.806277844,0.305898703,0.005598551,0.01836463
ENSG00000069248,23.27761304,-0.971882087,0.396171448,0.007586056,0.023787223
ENSG00000069275,68.88184616,-0.898380424,0.231410444,6.35E-05,0.000347555
ENSG00000069345,106.8071584,0.495333084,0.20714365,0.014527898,0.041007362
ENSG00000069399,25.68741188,2.000911109,0.510020158,2.08E-05,0.000125685
ENSG00000069812,25.9293943,-3.644933451,0.491378474,1.40E-14,2.35E-13
ENSG00000069849,159.0806697,-1.144211404,0.162180798,8.50E-13,1.22E-11
ENSG00000069869,34.94361909,0.812705824,0.364616867,0.016755387,0.046097357
ENSG00000070018,34.71504591,1.48579049,0.389378486,4.69E-05,0.000263934
ENSG00000070214,11.47732673,-2.11927854,0.615940257,9.72E-05,0.000509643
ENSG00000070404,156.8056665,1.252688222,0.176250143,5.42E-13,8.02E-12
ENSG00000070413,38.94725852,-1.009438096,0.305763101,0.000515116,0.002274752
ENSG00000070444,17.51060688,1.110251068,0.471017489,0.008494882,0.026155595
ENSG00000070495,150.6598308,3.020475122,0.24953004,2.28E-34,9.42E-33
ENSG00000070501,9.697208795,-1.399836797,0.626625275,0.007640833,0.023931797
ENSG00000070540,19.45897591,-1.513848739,0.463432314,0.000319666,0.00148083
ENSG00000070610,70.04877619,1.202804643,0.268329287,3.42E-06,2.36E-05
ENSG00000070669,37.09885228,7.491203222,2.373799334,4.45E-09,4.65E-08
ENSG00000070756,454.6111917,-1.39587047,0.10322971,4.50E-42,2.26E-40
ENSG00000070759,10.70623641,-1.716306795,0.723211673,0.003879133,0.01341655
ENSG00000070761,75.06231107,0.657543534,0.258872002,0.008493826,0.026155595
ENSG00000070770,109.0775402,1.033076464,0.233680293,5.48E-06,3.65E-05
ENSG00000070778,33.3891352,1.573799107,0.40142631,2.74E-05,0.000161189
ENSG00000070785,13.48934263,-1.318275952,0.538325771,0.004902877,0.016450206
ENSG00000070961,51.46635492,1.208639221,0.2890536,1.32E-05,8.24E-05
ENSG00000071054,104.9659463,1.037105661,0.204822031,2.30E-07,1.91E-06
ENSG00000071082,210.074096,-2.304135422,0.158238576,8.49E-49,4.92E-47
ENSG00000071539,10.30122582,-1.921303468,0.699779039,0.00111945,0.004513118
ENSG00000071553,51.3506581,-1.045400809,0.286405697,0.000136304,0.000689012
ENSG00000071626,63.15564854,0.661628154,0.253081464,0.006836599,0.021775148
ENSG00000071859,89.79022561,0.962279078,0.2285206,1.50E-05,9.26E-05
ENSG00000071967,25.12856201,-2.876013381,0.43903977,7.24E-12,9.63E-11
ENSG00000072042,68.99982726,-1.14428085,0.238434238,7.54E-07,5.76E-06
ENSG00000072195,5.876041755,2.082986642,1.022184486,0.007273394,0.022963357
ENSG00000072210,11.83592754,-1.714326801,0.586664672,0.000793859,0.003324107
ENSG00000072364,279.498874,1.247390715,0.150876163,3.78E-17,7.39E-16
ENSG00000072415,29.98919149,0.935328084,0.375295969,0.007331438,0.023104327
ENSG00000072501,21.74709066,-1.119516728,0.42917116,0.004126311,0.014150868
ENSG00000072506,131.5027517,-1.993932362,0.187984828,6.02E-27,1.91E-25
