ID,logFC,common,gene_id,gene_name,gene_name_old
28395,-0.508916667,,,,
24954,-0.581916667,,,,
13323,-0.309375,,,,
11786,-0.685,,,,
14839,-0.451875,,,,
34590,-0.529291667,,,,
16247,0.355708333,,,,
13373,-0.479,,,,
6612,-0.427,,,,
35686,-0.490291667,,,,
34063,-0.485208333,,,,
40117,-0.417333333,,,,
4981,-0.251458333,,,,
32124,-0.481833333,,,,
16733,-0.443833333,,,,
9213,-0.473125,,,,
9297,-0.449666667,,,,
2365,-0.294375,,,,
36484,0.347166667,,,,
9960,-0.969916667,,,,
19018,0.302125,,,,
16730,-0.308291667,,,,
41541,-0.625541667,,,,
24983,-0.461833333,,,,
28200,-0.27,,,,
18527,-0.389708333,,,,
21235,-0.67875,,,,
617,-0.270166667,,,,
37132,-0.367791667,,,,
5666,-0.43025,,,,
40661,-0.294875,,,,
36925,0.472,,,,
16753,0.78175,,,,
24975,-0.588375,,,,
27304,-0.390541667,,,,
16617,-0.470416667,,,,
31786,-0.328125,,,,
2050,-0.280666667,,,,
22230,-0.209833333,,,,
33089,-0.755,,,,
20083,0.568041667,,,,
10819,-0.49825,,,,
42518,-0.365916667,,,,
11992,0.411166667,,,,
29433,-0.231333333,,,,
25037,-0.552041667,,,,
22608,-0.241791667,,,,
6375,-0.425625,,,,
29467,-0.272333333,,,,
41256,0.377,,,,
27215,0.270375,,,,
5432,0.453458333,,,,
20489,0.619666667,,,,
27292,-0.41075,,,,
19388,-0.307458333,,,,
42500,-0.270791667,,,,
42867,-0.56175,,,,
1583,-0.327041667,,,,
609,-0.5925,,,,
15400,-0.281,,,,
38975,-0.3195,,,,
42896,-0.526208333,,,,
15804,0.598125,,,,
35312,-0.383666667,,,,
28547,-0.56375,,,,
27718,0.293791667,,,,
4885,-0.45075,,,,
8422,-0.313958333,,,,
31106,-0.452208333,,,,
1106,-0.352916667,,,,
38353,0.1915,,,,
3144,-0.439541667,,,,
23311,1.8165,,,,
17114,0.28075,,,,
14001,-0.29975,,,,
20875,-0.506375,,,,
3621,-0.398583333,,,,
15369,-0.241083333,,,,
35834,-0.611791667,,,,
11351,-0.303125,,,,
5669,-0.604208333,,,,
38421,-0.501833333,,,,
40505,0.283875,,,,
21448,-0.485958333,,,,
16356,-0.458625,,,,
1877,-0.316208333,,,,
1353,-0.245125,,,,
31700,-0.470708333,,,,
4306,-0.883083333,,,,
31860,-0.705458333,,,,
16582,0.318083333,,,,
12350,-0.293125,,,,
35763,-0.495291667,,,,
17399,0.232458333,,,,
29138,-0.3835,,,,
36128,-0.284083333,,,,
16968,-0.411166667,,,,
23629,-0.550041667,,,,
39340,-0.373291667,,,,
22311,-0.533583333,,,,
6835,-0.587333333,,,,
32200,-0.455083333,,,,
24319,-0.455625,,,,
20119,0.521583333,,,,
33111,-0.567208333,,,,
31349,-0.318416667,,,,
6871,-0.413,,,,
15030,-0.432875,,,,
2284,-0.672125,,,,
27743,-0.494833333,,,,
34040,-0.283583333,,,,
27588,-0.469416667,,,,
23752,-0.344333333,,,,
34978,-0.338916667,,,,
24666,-0.605583333,,,,
6336,-0.305875,,,,
13170,-0.457458333,,,,
34954,0.387375,,,,
13610,-0.563708333,,,,
31803,0.292708333,,,,
23570,-0.332541667,,,,
28920,-0.271541667,,,,
20813,-0.502458333,,,,
42605,-0.426791667,,,,
23028,1.065375,,,,
18944,-0.261583333,,,,
12855,-0.345875,,,,
4230,-0.39425,,,,
2492,-0.52875,,,,
25321,-0.319875,,,,
36357,-0.232958333,,,,
42446,-0.388125,,,,
27024,-0.341625,,,,
31565,-0.29625,,,,
9249,0.361291667,,,,
14832,-0.35825,,,,
34339,-0.444666667,,,,
42700,-0.445208333,,,,
26261,-0.573458333,,,,
23772,-0.317375,,,,
30086,-0.359041667,,,,
38235,0.367291667,,,,
6506,-0.361666667,,,,
41636,-0.449916667,,,,
42429,-0.500708333,,,,
28304,-0.445916667,,,,
728,-0.515375,,,,
19017,-0.424791667,,,,
36589,0.734333333,,,,
41110,-0.262958333,,,,
34537,-0.273583333,,,,
15810,-0.526,,,,
19594,0.4725,,,,
40752,-0.338166667,,,,
42909,-0.4975,,,,
28072,-0.580291667,,,,
25972,-0.282916667,,,,
8442,-0.856291667,,,,
30068,-0.293958333,,,,
28229,-0.855375,,,,
28005,-0.53125,,,,
37214,0.53775,,,,
26828,-0.278708333,,,,
39196,-0.529791667,,,,
17683,-0.257166667,,,,
8596,-0.410958333,,,,
1338,-0.295916667,,,,
27063,-0.224041667,,,,
42770,-0.562625,,,,
20898,-0.291583333,,,,
4916,-0.404208333,,,,
14109,-0.614583333,,,,
29006,-0.344291667,,,,
27912,0.280375,,,,
23669,-0.431,,,,
29938,0.569791667,,,,
37077,-0.420708333,,,,
6878,-0.497958333,,,,
7796,-0.683375,,,,
29386,-0.351375,,,,
41724,-0.221666667,,,,
31105,-0.459791667,,,,
20736,-0.267958333,,,,
30321,-0.279458333,,,,
31160,0.430666667,,,,
38894,-0.328625,,,,
11864,0.92325,,,,
40236,-0.362958333,,,,
14869,-0.740541667,,,,
24328,-0.305208333,,,,
32349,0.489791667,,,,
42337,-0.283583333,,,,
35484,-0.390541667,,,,
33831,-0.312708333,,,,
24570,-0.635708333,,,,
17166,-0.518208333,,,,
20917,-0.264833333,,,,
19289,-0.473916667,,,,
18391,-0.492541667,,,,
36997,-0.461833333,,,,
4167,-0.607291667,,,,
1619,-0.454875,,,,
7745,-0.219416667,,,,
27749,0.372041667,,,,
6582,-0.365791667,,,,
24719,-0.400041667,,,,
5927,-0.623958333,,,,
19719,1.386,,,,
33611,-0.47625,,,,
28041,-0.488208333,,,,
18348,-0.300083333,,,,
11006,0.6115,,,,
20317,0.391291667,,,,
5093,-0.287958333,,,,
14029,-0.290625,,,,
16273,0.431375,,,,
23230,-0.269708333,,,,
6468,-0.495208333,,,,
41756,-0.345875,,,,
35194,-0.471708333,,,,
5580,-0.393125,,,,
14837,-0.402666667,,,,
1102,-0.457666667,,,,
42715,-0.569041667,,,,
23027,-0.516041667,,,,
30478,-0.338625,,,,
31587,0.737666667,,,,
30858,-0.304041667,,,,
6574,-0.639625,,,,
40626,-0.576958333,,,,
15693,0.26875,,,,
9045,-0.410875,,,,
18548,-0.317416667,,,,
26955,1.396708333,,,,
39476,-0.3655,,,,
5942,-0.559375,,,,
1371,-0.455458333,,,,
32681,-0.513,,,,
35758,-0.563375,,,,
15577,-0.460708333,,,,
7499,-0.274958333,,,,
3754,-0.430791667,,,,
37179,-0.307083333,,,,
30173,-0.348791667,,,,
26186,-0.249916667,,,,
40066,-0.5935,,,,
23580,0.260791667,,,,
30338,-0.226875,,,,
17268,-0.494,,,,
6933,-1.082416667,,,,
36679,0.334583333,,,,
29028,-0.344541667,,,,
22219,-0.339708333,,,,
4342,-0.484958333,,,,
15844,0.536541667,,,,
22558,-0.422333333,,,,
33730,-0.308583333,,,,
10842,0.440958333,,,,
29730,-0.265458333,,,,
15331,-0.292708333,,,,
26527,-0.313541667,,,,
2560,-1.385208333,,,,
42422,-0.475416667,,,,
11147,-0.47175,,,,
6137,-0.311333333,,,,
14764,-0.267458333,,,,
38957,-0.539416667,,,,
26366,-0.543666667,,,,
32631,-0.393375,,,,
4751,-0.247583333,,,,
10367,-0.687583333,,,,
29191,-0.414458333,,,,
1092,-0.235541667,,,,
25457,-0.251875,,,,
26622,-0.357708333,,,,
33807,0.260375,,,,
8849,-0.20825,,,,
32006,-0.487166667,,,,
24743,-0.301666667,,,,
41928,-0.988875,,,,
27760,-0.431833333,,,,
34388,0.504291667,,,,
6837,-0.356375,,,,
13901,-0.274375,,,,
25363,-0.538625,,,,
24041,-0.327583333,,,,
29875,-0.442291667,,,,
16915,0.392166667,,,,
37154,-0.398416667,,,,
1162,-0.51425,,,,
42658,-0.57625,,,,
5602,-0.599791667,,,,
13036,0.427416667,,,,
1849,-0.254916667,,,,
12834,-0.477375,,,,
26640,-0.324583333,,,,
14846,-0.35775,,,,
35510,-0.513833333,,,,
28085,0.4115,,,,
28958,-0.239541667,,,,
33916,-0.395,,,,
40788,0.502333333,,,,
7227,-0.334708333,,,,
25724,-0.532541667,,,,
92,-0.244041667,,,,
36682,-0.591333333,,,,
41930,-0.342083333,,,,
33380,-0.287708333,,,,
6643,-0.34525,,,,
8518,-0.264083333,,,,
27545,0.466958333,,,,
36580,-0.4125,,,,
39832,-0.252791667,,,,
15020,-0.390583333,,,,
31969,-0.495083333,,,,
34624,0.290666667,,,,
2253,-1.058041667,,,,
4793,-0.3355,,,,
1907,-0.316291667,,,,
19232,-0.38625,,,,
15444,0.422166667,,,,
38822,-0.473625,,,,
703,-0.446583333,,,,
32867,-0.244125,,,,
26540,-0.259083333,,,,
2497,-0.390625,,,,
39440,-0.312708333,,,,
3285,-0.600291667,,,,
6718,-0.33025,,,,
39384,-0.42275,,,,
38225,-0.34275,,,,
32186,-0.595875,,,,
29037,-0.348708333,,,,
27651,-0.347583333,,,,
3308,-1.098041667,,,,
28077,-0.54875,,,,
23939,-0.531625,,,,
23639,-0.265125,,,,
24646,-0.403916667,,,,
42699,-0.355291667,,,,
24867,-0.369416667,,,,
24718,-0.37125,,,,
7083,-0.531833333,,,,
17692,-0.302,,,,
42358,-0.339708333,,,,
33351,0.5715,,,,
38373,-0.292208333,,,,
34043,-0.376333333,,,,
33390,-0.265333333,,,,
26697,-0.505958333,,,,
37268,-0.568625,,,,
24577,-0.486541667,,,,
28659,-0.411375,,,,
33985,-0.290458333,,,,
28564,-0.472083333,,,,
29952,-0.440125,,,,
401,-0.477208333,,,,
36257,-0.273375,,,,
28500,-0.447291667,,,,
39086,-0.652458333,,,,
13117,-0.399416667,,,,
7775,-0.44575,,,,
5709,-0.304958333,,,,
38867,-0.60225,,,,
9295,-0.503,,,,
36755,0.509666667,,,,
30371,-0.282041667,,,,
23158,-0.305916667,,,,
1010,-0.3285,,,,
36282,-0.7675,,,,
17333,-0.322666667,,,,
5994,-0.490208333,,,,
36624,-0.4535,,,,
26709,-0.285333333,,,,
2920,-0.429666667,,,,
28556,-0.69575,,,,
40046,-0.331958333,,,,
17677,-0.479125,,,,
15145,-0.233833333,,,,
17498,-0.683625,,,,
27548,-0.411416667,,,,
20166,-0.396916667,,,,
29790,0.37575,,,,
28580,-0.508333333,,,,
13377,-0.366291667,,,,
30112,-0.446208333,,,,
32973,-0.295541667,,,,
24009,-0.37675,,,,
16832,-0.386541667,,,,
9007,0.333708333,,,,
22348,-0.507083333,,,,
28095,-0.490625,,,,
2735,-0.39875,,,,
14822,-0.33025,,,,
6489,-0.280916667,,,,
4630,0.504125,,,,
18776,-0.394416667,,,,
12831,-0.4535,,,,
34637,0.545833333,,,,
18998,0.492958333,,,,
8155,0.306125,,,,
2574,-0.561541667,,,,
16748,0.687791667,,,,
10216,-0.526416667,,,,
38,-0.323958333,,,,
38369,0.330083333,,,,
27040,0.4785,,,,
6998,-0.542083333,,,,
31331,-0.304416667,,,,
35159,-0.535,,,,
32151,-0.496958333,,,,
3651,-0.316958333,,,,
20930,-0.551083333,,,,
32864,0.78525,,,,
19106,-0.3145,,,,
33752,0.315625,,,,
39057,-0.730166667,,,,
19259,-0.350083333,,,,
18623,-0.523916667,,,,
30170,-0.358541667,,,,
20072,-0.352666667,,,,
22990,-0.291833333,,,,
31812,-0.431125,,,,
6821,-0.565916667,,,,
13144,-0.253833333,,,,
34651,0.348666667,,,,
15743,-0.279375,,,,
33176,-0.253375,,,,
706,-1.113916667,,,,
17414,-0.533,,,,
33893,0.2775,,,,
9680,-0.257958333,,,,
21698,-0.439333333,,,,
38148,-0.418666667,,,,
16707,-0.420083333,,,,
25549,-0.448,,,,
40960,0.568333333,,,,
16523,-0.477083333,,,,
3698,-0.388166667,,,,
42639,-0.346,,,,
39859,-0.325,,,,
34247,-0.278625,,,,
7868,-0.333458333,,,,
8251,-0.6475,,,,
15076,-0.314541667,,,,
16662,0.587916667,,,,
19226,-0.434166667,,,,
1496,-0.308666667,,,,
7081,-0.429375,,,,
33320,-0.250875,,,,
34681,-0.2705,,,,
23180,-0.553541667,,,,
30467,0.275541667,,,,
14999,-0.41425,,,,
17727,-0.628541667,,,,
12100,-0.335208333,,,,
2283,-0.460041667,,,,
1342,-0.344708333,,,,
36161,0.521458333,,,,
35234,0.255083333,,,,
27170,-0.305583333,,,,
26935,1.003208333,,,,
21382,-0.595208333,,,,
32646,-0.402791667,,,,
7920,-0.292,,,,
29722,-0.4515,,,,
6475,-0.454125,,,,
13886,-0.791666667,,,,
1314,-0.557333333,,,,
13964,0.39125,,,,
38035,-0.504916667,,,,
14612,0.687,,,,
32765,-0.188125,,,,
4157,-0.356666667,,,,
23597,0.328166667,,,,
41511,-0.475208333,,,,
13956,-0.424666667,,,,
28835,-0.288625,,,,
31836,-0.49925,,,,
18725,-0.3065,,,,
42383,-0.541041667,,,,
21481,-0.514458333,,,,
15573,-0.800291667,,,,
14790,-0.369416667,,,,
29794,0.316625,,,,
13146,-0.328291667,,,,
20293,-1.02225,,,,
13235,0.273375,,,,
13633,-0.686625,,,,
42972,-0.480791667,,,,
9230,-0.546291667,,,,
37141,-0.384916667,,,,
19313,-0.248458333,,,,
25224,-0.446291667,,,,
22788,-0.515375,,,,
21115,-0.42525,,,,
22282,-0.267291667,,,,
28224,0.575083333,,,,
27088,0.695375,,,,
17495,-0.467583333,,,,
14426,-0.999,,,,
37381,0.311416667,,,,
41254,-0.348625,,,,
11999,1.047083333,,,,
17565,-0.506625,,,,
2472,-0.639416667,,,,
6394,-0.594958333,,,,
6875,-0.37925,,,,
23990,-0.346375,,,,
18572,0.474,,,,
37932,0.458166667,,,,
12675,0.454875,,,,
5545,-0.491291667,,,,
26658,-0.314208333,,,,
8397,0.380666667,,,,
28220,-0.592958333,,,,
10264,-0.320375,,,,
21941,-0.647916667,,,,
10587,-0.405166667,,,,
22250,-0.372166667,,,,
30429,-0.241166667,,,,
22270,-0.372666667,,,,
38366,-0.32925,,,,
29217,-0.22225,,,,
13383,-0.254833333,,,,
37088,-0.32125,,,,
10035,-0.529208333,,,,
25005,-0.676625,,,,
24619,-0.466125,,,,
37912,-0.382916667,,,,
31542,-0.350208333,,,,
2803,-0.303375,,,,
35525,-0.378541667,,,,
40456,0.797291667,,,,
39732,0.272583333,,,,
5759,-0.387791667,,,,
23773,1.062125,,,,
30134,-0.336666667,,,,
12231,-0.795791667,,,,
22066,-0.422208333,,,,
38528,-0.365791667,,,,
4288,-0.348875,,,,
33605,-0.229625,,,,
13537,-0.311791667,,,,
42759,0.636083333,,,,
18644,-0.548416667,,,,
39911,-0.402375,,,,
1621,-0.433916667,,,,
20213,0.355958333,,,,
6528,-0.571458333,,,,
24919,-0.749,,,,
12311,-0.253833333,,,,
28246,-0.343833333,,,,
40373,-0.404291667,,,,
14069,-0.31,,,,
10418,-0.367458333,,,,
41142,-0.304333333,,,,
26249,-0.37875,,,,
6448,-0.315083333,,,,
18269,-0.219958333,,,,
13908,-0.265375,,,,
34546,-0.275333333,,,,
28241,-0.541083333,,,,
5925,-0.515083333,,,,
2057,-0.616791667,,,,
9739,-0.365416667,,,,
20216,-0.581583333,,,,
1151,-0.469625,,,,
31678,-0.339083333,,,,
31288,-0.388041667,,,,
30180,-0.278125,,,,
20727,0.338333333,,,,
27566,-0.542708333,,,,
3857,-0.323541667,,,,
11833,-0.297875,,,,
11253,0.683708333,,,,
21094,-0.522208333,,,,
20751,-0.3015,,,,
21192,-0.532625,,,,
33794,0.364375,,,,
29238,-0.287791667,,,,
14609,-0.347625,,,,
22263,-0.24375,,,,
21118,-0.597416667,,,,
7062,-0.381,,,,
9950,0.398333333,,,,
13318,-0.463333333,,,,
10471,-0.34675,,,,
28582,-0.560416667,,,,
2251,-1.09775,,,,
2378,-0.344458333,,,,
22781,-0.522583333,,,,
10126,-0.498916667,,,,
32081,-0.421541667,,,,
33359,0.230958333,,,,
33472,-0.307708333,,,,
39723,-0.313458333,,,,
5674,-0.313666667,,,,
36546,0.466583333,,,,
35309,-0.447041667,,,,
17735,0.401333333,,,,
8916,0.436916667,,,,
23516,0.316333333,,,,
21091,-0.61275,,,,
28014,-0.445666667,,,,
6668,-0.269708333,,,,
32853,0.344625,,,,
31716,-0.387916667,,,,
7855,-0.261625,,,,
18666,-0.5285,,,,
5402,0.921375,,,,
40840,0.473625,,,,
39752,-0.358791667,,,,
22798,0.520708333,,,,
4935,-0.303958333,,,,
26683,-0.319833333,,,,
27294,0.264791667,,,,
23104,0.6355,,,,
1382,-0.382583333,,,,
5678,-0.427,,,,
10472,-0.525833333,,,,
5019,-0.278,,,,
42334,0.264541667,,,,
25562,-0.26575,,,,
39919,-0.254333333,,,,
34806,0.227208333,,,,
39931,-0.388041667,,,,
29331,-0.370208333,,,,
5701,-0.39125,,,,
28573,-0.427916667,,,,
39906,0.635583333,,,,
14736,-0.247,,,,
32477,-0.507583333,,,,
25076,-0.377583333,,,,
40240,-0.206458333,,,,
13542,-0.486958333,,,,
10893,-0.344583333,,,,
18351,0.386541667,,,,
38892,-0.317875,,,,
25123,1.508875,,,,
16889,-0.268833333,,,,
37052,-0.309041667,,,,
9021,-0.289708333,,,,
23491,0.493291667,,,,
30839,0.285,,,,
34507,-0.389541667,,,,
15057,-0.337333333,,,,
38446,0.243916667,,,,
616,-0.291958333,,,,
18237,-0.312291667,,,,
28964,-0.58975,,,,
14074,-0.576,,,,
1814,-0.360458333,,,,
34309,-0.348166667,,,,
3831,-0.323041667,,,,
12641,0.548291667,,,,
9429,-0.310375,,,,
30978,0.368375,,,,
18250,-0.500583333,,,,
31017,-0.403208333,,,,
42711,-0.492708333,,,,
39959,-0.33875,,,,
21348,-0.462916667,,,,
27968,-0.361958333,,,,
30673,-0.344625,,,,
32865,-0.346166667,,,,
31581,-0.494291667,,,,
27094,0.268416667,,,,
5546,-0.340458333,,,,
21063,-0.444583333,,,,
13734,-0.564625,,,,
42380,-0.513,,,,
28466,-0.444541667,,,,
11398,-0.48675,,,,
9986,0.822791667,,,,
15771,-0.44225,,,,
16589,-0.45975,,,,
14083,-0.356958333,,,,
31888,-0.325708333,,,,
3738,-0.501416667,,,,
16727,-0.517833333,,,,
32916,-0.223625,,,,
6013,-0.199208333,,,,
31876,-0.734416667,,,,
10304,-0.443375,,,,
42555,-0.327666667,,,,
42430,0.283375,,,,
13801,-0.307,,,,
31793,-0.526291667,,,,
29769,-0.200583333,,,,
42499,-0.495041667,,,,
33551,-0.381666667,,,,
40693,0.65025,,,,
34655,0.31725,,,,
15721,-0.31875,,,,
10022,-0.331916667,,,,
12210,0.433208333,,,,
39857,-0.488,,,,
39014,0.569541667,,,,
17145,-0.252708333,,,,
36387,-0.453041667,,,,
21953,-0.245083333,,,,
24325,-0.633541667,,,,
24359,-0.484333333,,,,
2740,-0.255958333,,,,
23603,0.355666667,,,,
21897,-0.27825,,,,
33912,-0.31975,,,,
21029,-0.592625,,,,
8333,-0.22275,,,,
35202,0.325083333,,,,
6127,-0.394458333,,,,
18972,0.369,,,,
19680,-0.482166667,,,,
40655,0.325125,,,,
27432,-0.301541667,,,,
30237,-0.679708333,,,,
37892,0.247125,,,,
23971,1.026125,,,,
18245,-0.393333333,,,,
39085,0.480166667,,,,
36758,0.310791667,,,,
2580,-0.299875,,,,
1212,-0.252916667,,,,
15936,0.306958333,,,,
33715,-0.297666667,,,,
36015,-0.385958333,,,,
25970,-0.539458333,,,,
40597,0.345625,,,,
18582,-0.530791667,,,,
29427,-0.230833333,,,,
6842,-0.317541667,,,,
14406,0.418708333,,,,
14659,-0.296125,,,,
23001,-0.533291667,,,,
41818,0.2775,,,,
2847,-0.716416667,,,,
38090,-0.374333333,,,,
19255,-0.725416667,,,,
10006,-0.43625,,,,
1995,-0.247125,,,,
15899,-0.414,,,,
11714,0.265125,,,,
27680,-0.397833333,,,,
17748,-0.897958333,,,,
33668,-0.416083333,,,,
26455,-0.681125,,,,
39430,-0.56925,,,,
20445,-0.551208333,,,,
34761,-0.564625,,,,
8865,0.334083333,,,,
10325,-0.425083333,,,,
17129,-0.405791667,,,,
27394,-0.299416667,,,,
6728,-0.429875,,,,
16236,-0.371166667,,,,
11578,-0.263625,,,,
19470,0.33525,,,,
40789,-0.57775,,,,
4280,0.664791667,,,,
28227,-0.590125,,,,
33340,-0.238791667,,,,
32832,-0.452916667,,,,
14763,-0.346458333,,,,
34968,0.369125,,,,
33180,-0.295333333,,,,
24014,0.307333333,,,,
26425,-0.607041667,,,,
11711,0.384875,,,,
10913,0.335041667,,,,
17855,-0.537083333,,,,
40455,0.889833333,,,,
26773,-0.530083333,,,,
21089,-0.549625,,,,
26428,-0.385208333,,,,
36489,-0.463041667,,,,
2160,-0.450291667,,,,
17646,-0.336791667,,,,
3246,-0.261125,,,,
14751,-0.333833333,,,,
10905,-0.19325,,,,
34611,0.282291667,,,,
41867,0.509625,,,,
588,-0.355541667,,,,
16056,-0.302375,,,,
3873,-0.408166667,,,,
24581,-0.525208333,,,,
6253,0.442916667,,,,
35205,-0.471083333,,,,
36483,0.446041667,,,,
36168,-0.508875,,,,
33957,0.321333333,,,,
11342,-0.388583333,,,,
15350,0.43525,,,,
23415,0.394416667,,,,
30035,-0.307,,,,
13953,-0.362083333,,,,
38805,-0.5205,,,,
5101,0.603583333,,,,
31917,-0.48125,,,,
5591,-0.364458333,,,,
30789,-0.29925,,,,
1866,0.675166667,,,,
38801,-0.306541667,,,,
24048,-0.710458333,,,,
35411,-0.371416667,,,,
25227,-0.362166667,,,,
31638,-0.349041667,,,,
19450,-0.292541667,,,,
23708,-0.220208333,,,,
32796,-0.2405,,,,
18529,-0.329958333,,,,
33415,-0.188625,,,,
39232,-0.485666667,,,,
14081,0.462625,,,,
20760,-0.446666667,,,,
25315,-0.563916667,,,,
6083,-0.396833333,,,,
36864,0.600291667,,,,
37322,-0.253291667,,,,
18048,-0.39875,,,,
42558,-0.495625,,,,
39707,-0.501083333,,,,
23831,-0.333791667,,,,
17457,-0.365666667,,,,
32422,-0.370375,,,,
11968,-0.235125,,,,
28016,-0.577625,,,,
26520,-0.475375,,,,
6613,-0.46425,,,,
10966,-0.235833333,,,,
198,-0.253916667,,,,
13121,-0.435458333,,,,
28512,-0.541083333,,,,
37398,0.319333333,,,,
31806,-0.350833333,,,,
10185,-0.434375,,,,
94,0.434916667,,,,
31258,-0.517666667,,,,
32723,-0.510666667,,,,
30439,-0.578125,,,,
10281,0.3715,,,,
35625,-0.653541667,,,,
633,-0.393041667,,,,
9144,-0.361458333,,,,
13288,-0.350916667,,,,
6552,0.596833333,,,,
29150,-0.2105,,,,
26430,-0.660708333,,,,
7977,-0.461833333,,,,
9615,-0.231166667,,,,
22196,-0.337916667,,,,
33015,0.470333333,,,,
17386,-0.45075,,,,
7959,-0.505458333,,,,
30936,-0.361416667,,,,
13290,0.417458333,,,,
24899,0.60175,,,,
10494,-0.56825,,,,
37032,-0.280583333,,,,
39900,0.299583333,,,,
18502,-0.424625,,,,
28681,-0.400625,,,,
29064,-0.300833333,,,,
34425,-0.439916667,,,,
30720,-0.487708333,,,,
11317,-0.392208333,,,,
16612,-0.380666667,,,,
43047,-0.620166667,,,,
2184,-0.384708333,,,,
39093,0.284166667,,,,
29921,-0.5305,,,,
21161,0.461208333,,,,
23676,0.420208333,,,,
38958,-0.335666667,,,,
11577,-0.537791667,,,,
9057,0.610083333,,,,
10087,-0.286458333,,,,
7705,-0.277375,,,,
20754,-0.355666667,,,,
25361,-0.399,,,,
5260,-0.284083333,,,,
6088,-0.309583333,,,,
32269,-0.46075,,,,
40247,-0.379083333,,,,
9430,-0.422083333,,,,
24170,-0.367916667,,,,
196,-0.437416667,,,,
27438,0.376083333,,,,
25055,-0.540375,,,,
1030,-0.3625,,,,
38322,-0.43425,,,,
33048,-0.320458333,,,,
36411,0.361583333,,,,
29092,-0.26625,,,,
23705,-0.313,,,,
42394,-0.412416667,,,,
4944,-0.318333333,,,,
27729,-0.47025,,,,
24562,-0.577041667,,,,
34823,-0.526333333,,,,
42845,-0.423583333,,,,
39610,0.536041667,,,,
14782,0.3005,,,,
37227,0.467708333,,,,
12244,-0.342375,,,,
19041,-0.34625,,,,
29034,-0.544125,,,,
27173,-0.342458333,,,,
16526,-0.463958333,,,,
36179,0.303125,,,,
10028,-0.367083333,,,,
37051,1.430291667,,,,
40631,-0.368833333,,,,
38022,-0.29625,,,,
33216,1.063541667,,,,
9022,-0.389541667,,,,
32922,-0.436833333,,,,
25077,-0.413583333,,,,
24851,-0.398083333,,,,
42740,-0.347375,,,,
31789,-0.329208333,,,,
21926,-0.3225,,,,
34953,0.684708333,,,,
12341,-0.352833333,,,,
30764,-0.380208333,,,,
35743,-0.410125,,,,
30797,0.230791667,,,,
32418,-0.461375,,,,
35816,-0.673583333,,,,
12078,-0.248583333,,,,
31062,0.465333333,,,,
13046,-0.370833333,,,,
4812,-0.290625,,,,
25332,-0.453416667,,,,
17801,-0.555916667,,,,
37218,-0.313958333,,,,
33537,-0.427875,,,,
24811,-0.452708333,,,,
5167,-0.236416667,,,,
41228,-0.313666667,,,,
312,-0.377416667,,,,
35336,-0.590708333,,,,
1482,-0.491125,,,,
6061,-0.278166667,,,,
35176,-0.345666667,,,,
37894,0.303208333,,,,
13137,-0.36925,,,,
2198,-0.28875,,,,
16859,-0.332666667,,,,
35720,-0.57075,,,,
973,-0.476416667,,,,
7445,-0.262375,,,,
23475,0.313125,,,,
23241,-0.59625,,,,
19155,0.399333333,,,,
38998,-0.375083333,,,,
42321,-0.371625,,,,
32553,-0.293583333,,,,
12952,-0.3765,,,,
18267,-0.395666667,,,,
35209,-0.355125,,,,
32945,-0.287583333,,,,
5538,-0.399583333,,,,
29779,-0.287791667,,,,
18006,0.363416667,,,,
22350,-0.236375,,,,
13001,-0.360125,,,,
30867,-0.473625,,,,
29420,-0.247666667,,,,
34058,-0.376166667,,,,
40081,-0.262791667,,,,
38083,-0.381583333,,,,
29115,-0.244791667,,,,
21318,-0.54,,,,
19008,-0.221291667,,,,
14813,-0.4995,,,,
5123,-0.298416667,,,,
29097,-0.428625,,,,
23865,-0.405916667,,,,
13838,-0.341375,,,,
42908,-0.441541667,,,,
19871,0.467958333,,,,
30420,-0.229791667,,,,
37352,-0.420083333,,,,
36009,0.261208333,,,,
8421,-0.2255,,,,
6961,-0.4525,,,,
27528,-0.525083333,,,,
4227,-0.368833333,,,,
1361,0.287666667,,,,
34760,0.401375,,,,
31234,-0.210291667,,,,
29775,-0.324166667,,,,
14171,-0.356958333,,,,
29900,0.306875,,,,
36681,-0.306583333,,,,
21086,-0.477666667,,,,
13887,-0.402375,,,,
15609,-0.31075,,,,
28673,-0.669708333,,,,
3038,-1.160041667,,,,
28205,-0.300583333,,,,
24044,-0.3985,,,,
36359,0.483833333,,,,
31715,-0.404833333,,,,
24585,-0.770625,,,,
29328,-0.263416667,,,,
34833,0.267416667,,,,
41490,0.562458333,,,,
12273,0.948791667,,,,
17606,-0.398083333,,,,
38436,-0.435083333,,,,
29014,-0.380041667,,,,
41637,-0.436416667,,,,
7375,-0.252666667,,,,
28052,-0.302875,,,,
906,-0.427458333,,,,
3849,-0.335666667,,,,
23881,-0.244083333,,,,
9390,-0.532333333,,,,
39208,-0.401583333,,,,
19138,-0.261583333,,,,
20566,-0.525083333,,,,
40274,-0.435708333,,,,
36513,-0.285791667,,,,
1851,-0.286208333,,,,
25111,1.335083333,,,,
17170,-0.4035,,,,
26436,-0.389541667,,,,
28431,-0.416458333,,,,
2090,-0.253916667,,,,
35717,-0.415125,,,,
16806,0.440583333,,,,
42568,-0.682833333,,,,
37836,-0.36975,,,,
19949,0.404041667,,,,
1853,-0.684416667,,,,
6727,-0.323458333,,,,
6512,-0.481125,,,,
25845,-0.392583333,,,,
