,ID,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240,,,
18,ENSG00000140829,43.6655307,47.463588,42.4284041,49.254924,49.326851,46.8260601,44.5415706,43.9600376,47.5040895,46.616376,45.111948,42.365826,ENSG00000140829,2.523324963,DHX38
19,ENSG00000141448,60.1613979,64.631269,61.1758385,55.1655149,57.064396,51.6042295,58.3989482,51.9527717,56.4111063,43.437987,50.357523,48.565703,ENSG00000141448,3.771586809,GATA6
20,ENSG00000152422,20.3772477,15.147954,17.7607273,18.7168711,22.245443,21.0239453,17.8166283,18.9827435,20.7830392,22.248725,24.129646,25.832821,ENSG00000152422,1.69485242,XRCC4
21,ENSG00000163960,20.3772477,16.157817,19.7341414,19.7019696,20.311056,20.0683115,21.775879,17.9836517,18.8037021,22.248725,22.031416,23.766195,ENSG00000163960,2.448091198,UBXN7
22,ENSG00000167283,204.7428219,211.061488,213.1287277,217.706764,211.815301,210.2394533,218.7486025,222.7974634,210.7993971,239.438659,227.657969,215.96238,ENSG00000167283,-1.213483723,ATP5MG
23,ENSG00000170260,5.8220708,10.098636,9.8670707,8.8658863,8.704738,10.5119727,9.8981268,9.9909176,8.9070168,9.535168,9.442036,7.23319,ENSG00000170260,1.816901245,ZNF212
24,ENSG00000172270,472.5580771,592.789922,515.0610919,537.8637699,517.448337,516.0422946,563.2034156,512.5340749,554.2143772,512.780138,523.508417,492.890217,ENSG00000172270,-1.481498492,BSG
25,ENSG00000182054,126.1448666,142.390765,143.0725255,132.9882948,125.73511,116.5873332,132.6348993,138.8737552,136.5742572,122.897719,123.795577,117.797662,ENSG00000182054,-2.212255702,IDH2
26,ENSG00000183741,10.6737964,12.118363,11.8404849,12.8062802,12.573511,11.4676065,11.8777522,9.9909176,11.8760224,11.654094,10.491151,11.366441,ENSG00000183741,1.591060738,CBX6
27,ENSG00000196743,82.4793358,84.828541,80.9099799,84.7184692,76.408259,80.2732458,77.2053891,77.9291576,76.2044769,80.519195,83.929205,83.698339,ENSG00000196743,-2.436603584,GM2A
"Showing 9 to 27 of 27 entries, 13 total columns",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,ID,GSM6765254,GSM6765268,GSM6765281,GSM6765294,GSM6765307,GSM6765321,GSM6765335,GSM6765349,GSM6765363,GSM6765379,GSM6765393,GSM6765408,,,
1,ENSG00000047056,12.381815,11.32927,13.364581,77.407041,74.884075,78.416785,30.510246,31.149543,29.00017,70.448869,80.422409,83.425586,ENSG00000047056,2.583005195,WDR37
2,ENSG00000060491,23.638011,21.525613,25.615446,64.137262,57.264293,58.536473,61.020493,72.682267,64.692687,57.175894,62.666812,72.997388,ENSG00000060491,1.376410241,OGFR
3,ENSG00000069849,290.409846,305.890283,298.475634,105.052412,85.896439,98.297097,139.156489,124.598171,136.077721,116.393784,100.266899,108.453261,ENSG00000069849,-1.440193368,ATP1B3
4,ENSG00000080802,18.009913,15.860978,15.592011,68.560522,72.681602,68.476629,38.695922,36.341133,35.692517,53.091901,63.711259,62.569189,ENSG00000080802,1.777948655,CNOT4
5,ENSG00000085465,5.628098,3.398781,4.45486,179.142008,224.652225,189.967423,34.97516,31.891199,32.71814,173.569678,176.511521,221.077802,ENSG00000085465,5.327093421,OVGP1
6,ENSG00000102908,22.512391,21.525613,20.046871,176.930378,181.704005,195.489732,80.368454,76.390545,68.410657,217.472596,212.022714,232.54882,ENSG00000102908,3.337139058,NFAT5
7,ENSG00000104722,0,1.132927,0,286.40605,307.244955,339.069762,20.836266,17.058083,17.102664,679.984737,687.246039,838.427136,ENSG00000104722,10.53287478,NEFM
8,ENSG00000105376,1.12562,0,0,9.952334,5.506182,8.835694,5.953219,15.574771,12.6411,7.146987,8.355575,10.428198,ENSG00000105376,3.432103271,ICAM5
9,ENSG00000105656,21.386772,21.525613,20.046871,180.247823,148.666914,142.475568,49.114055,57.849151,55.769558,133.750752,115.933602,143.909135,ENSG00000105656,2.596006446,ELL
10,ENSG00000106404,4.502478,4.531708,6.68229,131.591969,124.439713,134.744335,19.347961,25.957952,31.974546,93.931826,105.489134,129.309658,ENSG00000106404,4.292611331,CLDN15
11,ENSG00000110955,1312.472403,1314.19529,1310.842615,371.553794,377.724084,304.831447,221.7574,238.813162,248.36043,467.617131,444.934366,449.455343,ENSG00000110955,-1.5243839,ATP5F1B
12,ENSG00000111790,18.009913,18.126832,14.478296,47.550039,44.049456,51.909703,35.719313,31.891199,45.35924,46.965913,58.489025,56.31227,ENSG00000111790,1.580783837,FGFR1OP2
13,ENSG00000115221,31.517348,30.589028,33.411452,0,3.303709,1.104462,1.488305,2.966623,1.487188,8.167985,6.266681,5.214099,ENSG00000115221,-1.94465238,ITGB6
14,ENSG00000118160,0,0,0,32.068631,24.227201,24.298159,7.441523,5.19159,5.948753,19.398964,19.84449,21.899216,ENSG00000118160,6.832609434,SLC8A2
15,ENSG00000118495,9.004956,9.063416,8.90972,30.962816,29.733383,28.716006,25.30118,20.024706,20.820635,22.461958,30.288959,23.984856,ENSG00000118495,1.341955133,PLAGL1
16,ENSG00000122641,6.753717,6.797562,5.568575,27.645372,36.340801,41.969547,32.742703,31.149543,26.769388,28.587947,19.84449,23.984856,ENSG00000122641,1.730946746,INHBA
17,ENSG00000123416,256.641259,260.573204,246.131026,81.8303,85.896439,80.625709,118.320224,117.181613,124.923809,93.931826,98.178006,85.511225,ENSG00000123416,-1.437092184,TUBA1B
18,ENSG00000140829,42.773543,45.317079,44.548602,363.81309,350.193174,367.785767,99.716415,101.606842,89.974886,256.270524,246.489461,271.133154,ENSG00000140829,2.523324963,DHX38
19,ENSG00000141448,0,0,0,1.105815,2.202473,6.626771,6.697371,5.19159,8.923129,5.104991,4.177787,6.256919,ENSG00000141448,3.771586809,GATA6
20,ENSG00000152422,16.884293,15.860978,14.478296,95.100078,79.289021,87.252479,37.207617,35.599477,29.00017,63.301882,52.222343,46.926892,ENSG00000152422,1.69485242,XRCC4
21,ENSG00000163960,32.642967,32.854882,35.638882,215.633899,211.437388,209.847735,78.135997,72.682267,73.615816,179.695666,179.644861,204.392685,ENSG00000163960,2.448091198,UBXN7
22,ENSG00000167283,159.837977,147.280507,139.214381,45.338409,40.745747,47.491856,46.881598,48.207626,46.846428,60.238888,65.800153,61.526369,ENSG00000167283,-1.213483723,ATP5MG
23,ENSG00000170260,20.261152,16.993905,18.933156,117.216376,105.718694,93.87925,40.928379,52.65756,37.923299,64.32288,74.155728,69.868928,ENSG00000170260,1.816901245,ZNF212
24,ENSG00000172270,274.651172,277.567109,298.475634,84.04193,85.896439,77.312323,89.298282,100.12353,89.974886,95.973822,113.844709,89.682505,ENSG00000172270,-1.481498492,BSG
25,ENSG00000182054,52.904119,61.178057,56.799468,6.634889,3.303709,2.208924,2.232457,5.19159,1.487188,11.230979,12.533362,8.342559,ENSG00000182054,-2.212255702,IDH2
26,ENSG00000183741,4.502478,4.531708,5.568575,60.819818,67.17542,54.118626,37.207617,36.341133,37.179705,16.33597,15.666703,18.770757,ENSG00000183741,1.591060738,CBX6
27,ENSG00000196743,360.198258,381.79639,373.094542,34.280261,47.353165,48.596318,27.533637,20.024706,23.795011,76.574858,57.444578,67.783288,ENSG00000196743,-2.436603584,GM2A
"Showing 1 to 19 of 27 entries, 13 total columns",,,,,,,,,,,,,,,,
