,category,ID,term,count,genes,logFC,adj_pval,zscore
309,BP,GO:0046655,folic acid metabolic process,3,MTHFD2,1.008049755,0.028127693,1.732050808
310,BP,GO:0046655,folic acid metabolic process,3,FPGS,1.356079376,0.028127693,1.732050808
311,BP,GO:0046655,folic acid metabolic process,3,ALDH1L2,2.061335122,0.028127693,1.732050808
312,BP,GO:0006654,phosphatidic acid biosynthetic process,4,GPAT4,1.073009902,0.028277145,2
313,BP,GO:0006654,phosphatidic acid biosynthetic process,4,DGKQ,2.456190221,0.028277145,2
314,BP,GO:0006654,phosphatidic acid biosynthetic process,4,LPCAT1,1.020988883,0.028277145,2
315,BP,GO:0006654,phosphatidic acid biosynthetic process,4,AGPAT2,1.684830051,0.028277145,2
316,BP,GO:0031100,animal organ regeneration,4,ACE,3.63583652,0.028277145,2
317,BP,GO:0031100,animal organ regeneration,4,FPGS,1.356079376,0.028277145,2
318,BP,GO:0031100,animal organ regeneration,4,ADM,1.353968202,0.028277145,2
319,BP,GO:0031100,animal organ regeneration,4,HSPG2,1.023314262,0.028277145,2
320,BP,GO:0008283,cell proliferation,8,UCHL1,2.13984649,0.029016426,2.828427125
321,BP,GO:0008283,cell proliferation,8,SMAD4,1.111311315,0.029016426,2.828427125
322,BP,GO:0008283,cell proliferation,8,SPHK2,1.411713019,0.029016426,2.828427125
323,BP,GO:0008283,cell proliferation,8,TXNRD1,3.743775923,0.029016426,2.828427125
324,BP,GO:0008283,cell proliferation,8,FPGS,1.356079376,0.029016426,2.828427125
325,BP,GO:0008283,cell proliferation,8,TACC1,1.487615792,0.029016426,2.828427125
326,BP,GO:0008283,cell proliferation,8,PDK1,2.072438177,0.029016426,2.828427125
327,BP,GO:0008283,cell proliferation,8,OVOL2,1.997308805,0.029016426,2.828427125
328,BP,GO:0002720,positive regulation of cytokine production involved in immune response,3,SLC7A5,1.055899473,0.031535123,1.732050808
329,BP,GO:0002720,positive regulation of cytokine production involved in immune response,3,SPHK2,1.411713019,0.031535123,1.732050808
330,BP,GO:0002720,positive regulation of cytokine production involved in immune response,3,IRF5,1.445874726,0.031535123,1.732050808
331,BP,GO:0044790,negative regulation by host of viral release from host cell,3,TRIM27,1.360869388,0.031535123,1.732050808
332,BP,GO:0044790,negative regulation by host of viral release from host cell,3,MID2,1.066639271,0.031535123,1.732050808
333,BP,GO:0044790,negative regulation by host of viral release from host cell,3,TRIM11,1.196391419,0.031535123,1.732050808
334,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,PTP4A3,4.08549018,0.032642831,2.449489743
335,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,KDM3A,1.211597239,0.032642831,2.449489743
336,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,CTBP2,1.25571814,0.032642831,2.449489743
337,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,SPRY4,1.001525635,0.032642831,2.449489743
338,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,SPRY2,1.94607256,0.032642831,2.449489743
339,BP,GO:1990830,cellular response to leukemia inhibitory factor,6,SNX10,2.834422686,0.032642831,2.449489743
340,BP,GO:0008355,olfactory learning,2,TPBG,1.415348831,0.032832278,1.414213562
341,BP,GO:0008355,olfactory learning,2,ADCY3,1.281745516,0.032832278,1.414213562
342,BP,GO:0032091,negative regulation of protein binding,5,ACE,3.63583652,0.035817022,2.236067977
343,BP,GO:0032091,negative regulation of protein binding,5,RALB,1.123441973,0.035817022,2.236067977
344,BP,GO:0032091,negative regulation of protein binding,5,CTSZ,1.494860669,0.035817022,2.236067977
345,BP,GO:0032091,negative regulation of protein binding,5,DVL1,1.101623715,0.035817022,2.236067977
346,BP,GO:0032091,negative regulation of protein binding,5,CAMK1,2.477262972,0.035817022,2.236067977
347,BP,GO:0030163,protein catabolic process,5,PDLIM2,1.32459423,0.035817022,2.236067977
348,BP,GO:0030163,protein catabolic process,5,CASP3,1.05470245,0.035817022,2.236067977
349,BP,GO:0030163,protein catabolic process,5,LPCAT1,1.020988883,0.035817022,2.236067977
350,BP,GO:0030163,protein catabolic process,5,TRAF2,1.147132307,0.035817022,2.236067977
351,BP,GO:0030163,protein catabolic process,5,DENND3,1.96907622,0.035817022,2.236067977
352,BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3,CREB3,1.188280539,0.038804076,1.732050808
353,BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3,XBP1,1.502808348,0.038804076,1.732050808
354,BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3,SELENOS,1.086601231,0.038804076,1.732050808
355,BP,GO:0006650,glycerophospholipid metabolic process,3,GPAT4,1.073009902,0.038804076,1.732050808
356,BP,GO:0006650,glycerophospholipid metabolic process,3,LPCAT1,1.020988883,0.038804076,1.732050808
357,BP,GO:0006650,glycerophospholipid metabolic process,3,AGPAT2,1.684830051,0.038804076,1.732050808
358,BP,GO:0043407,negative regulation of MAP kinase activity,4,UCHL1,2.13984649,0.04043626,2
359,BP,GO:0043407,negative regulation of MAP kinase activity,4,SPRY4,1.001525635,0.04043626,2
360,BP,GO:0043407,negative regulation of MAP kinase activity,4,SPRY2,1.94607256,0.04043626,2
361,BP,GO:0043407,negative regulation of MAP kinase activity,4,SH2B3,2.082011917,0.04043626,2
362,BP,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,3,DGKQ,2.456190221,0.042653802,1.732050808
363,BP,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,3,DDIT4,3.420497782,0.042653802,1.732050808
364,BP,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,3,SPRY2,1.94607256,0.042653802,1.732050808
365,BP,GO:0035914,skeletal muscle cell differentiation,4,KRAS,1.185149494,0.044987329,2
366,BP,GO:0035914,skeletal muscle cell differentiation,4,ANKRD52,1.500601266,0.044987329,2
367,BP,GO:0035914,skeletal muscle cell differentiation,4,LEMD2,1.086333575,0.044987329,2
368,BP,GO:0035914,skeletal muscle cell differentiation,4,SAP30,1.566837245,0.044987329,2
369,BP,GO:0032012,regulation of ARF protein signal transduction,3,IQSEC1,1.391872072,0.046639415,1.732050808
370,BP,GO:0032012,regulation of ARF protein signal transduction,3,ARFGAP3,1.225391663,0.046639415,1.732050808
371,BP,GO:0032012,regulation of ARF protein signal transduction,3,ARFGEF3,1.924103833,0.046639415,1.732050808
372,BP,GO:0036303,lymph vessel morphogenesis,2,PKD1,3.12838686,0.048843178,1.414213562
373,BP,GO:0036303,lymph vessel morphogenesis,2,VEGFA,1.775883712,0.048843178,1.414213562
374,BP,GO:1902033,regulation of hematopoietic stem cell proliferation,2,ACE,3.63583652,0.048843178,1.414213562
375,BP,GO:1902033,regulation of hematopoietic stem cell proliferation,2,EIF2AK2,1.121911985,0.048843178,1.414213562
376,BP,GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,2,CREB3,1.188280539,0.048843178,1.414213562
377,BP,GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,2,XBP1,1.502808348,0.048843178,1.414213562
378,BP,GO:0055092,sterol homeostasis,2,XBP1,1.502808348,0.048843178,1.414213562
379,BP,GO:0055092,sterol homeostasis,2,ABCD1,2.012987602,0.048843178,1.414213562
380,CC,GO:0005829,cytosol,129,TES,1.185075415,8.51E-06,11.35781669
381,CC,GO:0005829,cytosol,129,GOLT1A,1.8370928,8.51E-06,11.35781669
382,CC,GO:0005829,cytosol,129,DOCK11,1.926651333,8.51E-06,11.35781669
383,CC,GO:0005829,cytosol,129,RASSF3,1.185213773,8.51E-06,11.35781669
384,CC,GO:0005829,cytosol,129,FTH1,1.363955007,8.51E-06,11.35781669
385,CC,GO:0005829,cytosol,129,FPGS,1.356079376,8.51E-06,11.35781669
386,CC,GO:0005829,cytosol,129,TRIM27,1.360869388,8.51E-06,11.35781669
387,CC,GO:0005829,cytosol,129,SYNPO,1.246254702,8.51E-06,11.35781669
388,CC,GO:0005829,cytosol,129,PDE8A,1.032360242,8.51E-06,11.35781669
389,CC,GO:0005829,cytosol,129,PPFIA4,3.453177221,8.51E-06,11.35781669
390,CC,GO:0005829,cytosol,129,FBXO9,1.255067746,8.51E-06,11.35781669
391,CC,GO:0005829,cytosol,129,KRT8,2.767720339,8.51E-06,11.35781669
392,CC,GO:0005829,cytosol,129,HUS1,1.466218523,8.51E-06,11.35781669
393,CC,GO:0005829,cytosol,129,KLHL42,1.188992165,8.51E-06,11.35781669
394,CC,GO:0005829,cytosol,129,MYL5,1.963295014,8.51E-06,11.35781669
395,CC,GO:0005829,cytosol,129,DGKQ,2.456190221,8.51E-06,11.35781669
396,CC,GO:0005829,cytosol,129,DDIT4,3.420497782,8.51E-06,11.35781669
397,CC,GO:0005829,cytosol,129,HSBP1L1,1.049550792,8.51E-06,11.35781669
398,CC,GO:0005829,cytosol,129,ULK2,1.477697091,8.51E-06,11.35781669
399,CC,GO:0005829,cytosol,129,UPRT,1.567362336,8.51E-06,11.35781669
400,CC,GO:0005829,cytosol,129,TRIB3,1.61216085,8.51E-06,11.35781669
401,CC,GO:0005829,cytosol,129,DENND6A,1.371974756,8.51E-06,11.35781669
402,CC,GO:0005829,cytosol,129,NEIL1,2.332397251,8.51E-06,11.35781669
403,CC,GO:0005829,cytosol,129,TRIM11,1.196391419,8.51E-06,11.35781669
404,CC,GO:0005829,cytosol,129,CARD11,1.633925676,8.51E-06,11.35781669
405,CC,GO:0005829,cytosol,129,ZNF397,1.114297321,8.51E-06,11.35781669
406,CC,GO:0005829,cytosol,129,PXK,1.197684457,8.51E-06,11.35781669
407,CC,GO:0005829,cytosol,129,EIF5A2,1.917835879,8.51E-06,11.35781669
408,CC,GO:0005829,cytosol,129,HELZ2,1.086484217,8.51E-06,11.35781669
409,CC,GO:0005829,cytosol,129,HRH1,1.246213359,8.51E-06,11.35781669
410,CC,GO:0005829,cytosol,129,ATXN7,1.205168273,8.51E-06,11.35781669
411,CC,GO:0005829,cytosol,129,DVL1,1.101623715,8.51E-06,11.35781669
412,CC,GO:0005829,cytosol,129,TNRC18,1.026136974,8.51E-06,11.35781669
413,CC,GO:0005829,cytosol,129,RHPN2,1.85959939,8.51E-06,11.35781669
414,CC,GO:0005829,cytosol,129,RAB6B,2.274002235,8.51E-06,11.35781669
415,CC,GO:0005829,cytosol,129,RAB11FIP3,1.53727149,8.51E-06,11.35781669
416,CC,GO:0005829,cytosol,129,PCK2,1.009044142,8.51E-06,11.35781669
417,CC,GO:0005829,cytosol,129,VASP,1.660345002,8.51E-06,11.35781669
418,CC,GO:0005829,cytosol,129,MOAP1,1.082698338,8.51E-06,11.35781669
419,CC,GO:0005829,cytosol,129,XBP1,1.502808348,8.51E-06,11.35781669
420,CC,GO:0005829,cytosol,129,PHETA2,1.36773852,8.51E-06,11.35781669
421,CC,GO:0005829,cytosol,129,SMAD4,1.111311315,8.51E-06,11.35781669
422,CC,GO:0005829,cytosol,129,SRMS,2.270221283,8.51E-06,11.35781669
423,CC,GO:0005829,cytosol,129,ATP8B2,1.54747516,8.51E-06,11.35781669
424,CC,GO:0005829,cytosol,129,GFPT1,1.956355318,8.51E-06,11.35781669
425,CC,GO:0005829,cytosol,129,EIF2AK2,1.121911985,8.51E-06,11.35781669
426,CC,GO:0005829,cytosol,129,SPART,1.033024879,8.51E-06,11.35781669
427,CC,GO:0005829,cytosol,129,CCDC88A,1.649283327,8.51E-06,11.35781669
428,CC,GO:0005829,cytosol,129,AGO4,1.340650782,8.51E-06,11.35781669
429,CC,GO:0005829,cytosol,129,NOXA1,1.276017818,8.51E-06,11.35781669
430,CC,GO:0005829,cytosol,129,CAPRIN2,1.313527779,8.51E-06,11.35781669
431,CC,GO:0005829,cytosol,129,SPIRE1,1.304672153,8.51E-06,11.35781669
432,CC,GO:0005829,cytosol,129,CORO7,1.187762011,8.51E-06,11.35781669
433,CC,GO:0005829,cytosol,129,MAP3K11,1.469992671,8.51E-06,11.35781669
434,CC,GO:0005829,cytosol,129,USP35,1.292461975,8.51E-06,11.35781669
435,CC,GO:0005829,cytosol,129,DOCK9,1.224664632,8.51E-06,11.35781669
436,CC,GO:0005829,cytosol,129,CEP164,1.025218524,8.51E-06,11.35781669
437,CC,GO:0005829,cytosol,129,SLC2A1,1.540415578,8.51E-06,11.35781669
438,CC,GO:0005829,cytosol,129,HCCS,1.032100351,8.51E-06,11.35781669
439,CC,GO:0005829,cytosol,129,LIMD1,1.60682939,8.51E-06,11.35781669
440,CC,GO:0005829,cytosol,129,LARP1B,1.163700974,8.51E-06,11.35781669
441,CC,GO:0005829,cytosol,129,CDC73,1.027492233,8.51E-06,11.35781669
442,CC,GO:0005829,cytosol,129,LIMD2,3.835951731,8.51E-06,11.35781669
443,CC,GO:0005829,cytosol,129,WDR44,1.004694116,8.51E-06,11.35781669
444,CC,GO:0005829,cytosol,129,UCHL1,2.13984649,8.51E-06,11.35781669
445,CC,GO:0005829,cytosol,129,PPP3CC,1.798428499,8.51E-06,11.35781669
446,CC,GO:0005829,cytosol,129,IMPA1,1.14435296,8.51E-06,11.35781669
447,CC,GO:0005829,cytosol,129,RASGEF1A,2.070404766,8.51E-06,11.35781669
448,CC,GO:0005829,cytosol,129,AIFM2,3.515573125,8.51E-06,11.35781669
449,CC,GO:0005829,cytosol,129,SNAPC2,1.496589132,8.51E-06,11.35781669
450,CC,GO:0005829,cytosol,129,UBE2Q2,1.41839072,8.51E-06,11.35781669
451,CC,GO:0005829,cytosol,129,CASP3,1.05470245,8.51E-06,11.35781669
452,CC,GO:0005829,cytosol,129,DGCR8,1.009551556,8.51E-06,11.35781669
453,CC,GO:0005829,cytosol,129,MAN1A1,1.00761655,8.51E-06,11.35781669
454,CC,GO:0005829,cytosol,129,C19ORF12,1.481581714,8.51E-06,11.35781669
455,CC,GO:0005829,cytosol,129,LRRFIP1,1.964244425,8.51E-06,11.35781669
456,CC,GO:0005829,cytosol,129,NINL,2.318249822,8.51E-06,11.35781669
457,CC,GO:0005829,cytosol,129,ABCD1,2.012987602,8.51E-06,11.35781669
458,CC,GO:0005829,cytosol,129,KLF12,2.767188072,8.51E-06,11.35781669
459,CC,GO:0005829,cytosol,129,VPS9D1,2.506346309,8.51E-06,11.35781669
460,CC,GO:0005829,cytosol,129,PARP4,1.441891917,8.51E-06,11.35781669
461,CC,GO:0005829,cytosol,129,SPHK2,1.411713019,8.51E-06,11.35781669
462,CC,GO:0005829,cytosol,129,ARHGEF16,1.433717196,8.51E-06,11.35781669
463,CC,GO:0005829,cytosol,129,TRAF2,1.147132307,8.51E-06,11.35781669
464,CC,GO:0005829,cytosol,129,ARFGAP3,1.225391663,8.51E-06,11.35781669
465,CC,GO:0005829,cytosol,129,RENBP,3.151401144,8.51E-06,11.35781669
466,CC,GO:0005829,cytosol,129,VAV2,1.148022521,8.51E-06,11.35781669
467,CC,GO:0005829,cytosol,129,PTP4A2,1.316284249,8.51E-06,11.35781669
468,CC,GO:0005829,cytosol,129,SLC7A5,1.055899473,8.51E-06,11.35781669
469,CC,GO:0005829,cytosol,129,CREB3,1.188280539,8.51E-06,11.35781669
470,CC,GO:0005829,cytosol,129,PITPNM1,1.161897792,8.51E-06,11.35781669
471,CC,GO:0005829,cytosol,129,GAN,1.497592462,8.51E-06,11.35781669
472,CC,GO:0005829,cytosol,129,TRAF5,3.108006786,8.51E-06,11.35781669
473,CC,GO:0005829,cytosol,129,IRF5,1.445874726,8.51E-06,11.35781669
474,CC,GO:0005829,cytosol,129,SYNC,1.575655704,8.51E-06,11.35781669
475,CC,GO:0005829,cytosol,129,PAFAH1B2,1.212264012,8.51E-06,11.35781669
476,CC,GO:0005829,cytosol,129,TRIM56,1.14757533,8.51E-06,11.35781669
477,CC,GO:0005829,cytosol,129,RNF34,1.211244319,8.51E-06,11.35781669
478,CC,GO:0005829,cytosol,129,TRIM16L,1.636482094,8.51E-06,11.35781669
479,CC,GO:0005829,cytosol,129,DENND3,1.96907622,8.51E-06,11.35781669
480,CC,GO:0005829,cytosol,129,MTHFD1L,1.025794583,8.51E-06,11.35781669
481,CC,GO:0005829,cytosol,129,CBS,2.911018365,8.51E-06,11.35781669
482,CC,GO:0005829,cytosol,129,TRIM47,2.363855207,8.51E-06,11.35781669
483,CC,GO:0005829,cytosol,129,WHAMM,1.015156222,8.51E-06,11.35781669
484,CC,GO:0005829,cytosol,129,ANKRD52,1.500601266,8.51E-06,11.35781669
485,CC,GO:0005829,cytosol,129,SH2B3,2.082011917,8.51E-06,11.35781669
486,CC,GO:0005829,cytosol,129,PDLIM7,1.407161692,8.51E-06,11.35781669
487,CC,GO:0005829,cytosol,129,SNCA,1.721141724,8.51E-06,11.35781669
488,CC,GO:0005829,cytosol,129,KDM4B,1.387031438,8.51E-06,11.35781669
489,CC,GO:0005829,cytosol,129,FKRP,1.089941806,8.51E-06,11.35781669
490,CC,GO:0005829,cytosol,129,CDC42BPG,1.344976019,8.51E-06,11.35781669
491,CC,GO:0005829,cytosol,129,TXNRD1,3.743775923,8.51E-06,11.35781669
492,CC,GO:0005829,cytosol,129,GSR,1.209604163,8.51E-06,11.35781669
493,CC,GO:0005829,cytosol,129,SPRY4,1.001525635,8.51E-06,11.35781669
494,CC,GO:0005829,cytosol,129,DDHD2,1.063834176,8.51E-06,11.35781669
495,CC,GO:0005829,cytosol,129,CDC42BPB,1.025286988,8.51E-06,11.35781669
496,CC,GO:0005829,cytosol,129,PLEKHA8,1.169680519,8.51E-06,11.35781669
497,CC,GO:0005829,cytosol,129,KLF8,1.351097239,8.51E-06,11.35781669
498,CC,GO:0005829,cytosol,129,KLHL9,1.031125532,8.51E-06,11.35781669
499,CC,GO:0005829,cytosol,129,ITCH,1.074303954,8.51E-06,11.35781669
500,CC,GO:0005829,cytosol,129,NOL4L,3.384262524,8.51E-06,11.35781669
501,CC,GO:0005829,cytosol,129,SPRY2,1.94607256,8.51E-06,11.35781669
502,CC,GO:0005829,cytosol,129,KRAS,1.185149494,8.51E-06,11.35781669
503,CC,GO:0005829,cytosol,129,TACC1,1.487615792,8.51E-06,11.35781669
504,CC,GO:0005829,cytosol,129,CAMK1,2.477262972,8.51E-06,11.35781669
505,CC,GO:0005829,cytosol,129,PKN1,1.987067782,8.51E-06,11.35781669
506,CC,GO:0005829,cytosol,129,SEC24D,1.066444445,8.51E-06,11.35781669
507,CC,GO:0005829,cytosol,129,SIPA1,2.381848047,8.51E-06,11.35781669
508,CC,GO:0005829,cytosol,129,TNRC6A,1.077306321,8.51E-06,11.35781669
509,CC,GO:0016020,membrane,88,ANKRD13B,1.588150668,0.000124,9.38083152
510,CC,GO:0016020,membrane,88,TMEM200B,2.559397688,0.000124,9.38083152
511,CC,GO:0016020,membrane,88,DOCK9,1.224664632,0.000124,9.38083152
512,CC,GO:0016020,membrane,88,GOLT1A,1.8370928,0.000124,9.38083152
513,CC,GO:0016020,membrane,88,LPCAT1,1.020988883,0.000124,9.38083152
514,CC,GO:0016020,membrane,88,SLC2A1,1.540415578,0.000124,9.38083152
515,CC,GO:0016020,membrane,88,SNX10,2.834422686,0.000124,9.38083152
516,CC,GO:0016020,membrane,88,HCCS,1.032100351,0.000124,9.38083152
517,CC,GO:0016020,membrane,88,SLC2A3,1.413331009,0.000124,9.38083152
518,CC,GO:0016020,membrane,88,VLDLR,1.385800133,0.000124,9.38083152
519,CC,GO:0016020,membrane,88,SLC4A2,1.088043828,0.000124,9.38083152
520,CC,GO:0016020,membrane,88,CELSR1,1.410772692,0.000124,9.38083152
521,CC,GO:0016020,membrane,88,PEAR1,1.883842399,0.000124,9.38083152
522,CC,GO:0016020,membrane,88,PKD1,3.12838686,0.000124,9.38083152
523,CC,GO:0016020,membrane,88,TMEM263,1.812830461,0.000124,9.38083152
524,CC,GO:0016020,membrane,88,PRSS21,1.673950639,0.000124,9.38083152
525,CC,GO:0016020,membrane,88,MRC2,1.077459937,0.000124,9.38083152
526,CC,GO:0016020,membrane,88,STBD1,1.160669294,0.000124,9.38083152
527,CC,GO:0016020,membrane,88,FLVCR1,1.89925569,0.000124,9.38083152
528,CC,GO:0016020,membrane,88,MAN1A1,1.00761655,0.000124,9.38083152
529,CC,GO:0016020,membrane,88,CLCC1,1.083136732,0.000124,9.38083152
530,CC,GO:0016020,membrane,88,ABCD1,2.012987602,0.000124,9.38083152
531,CC,GO:0016020,membrane,88,SLFN12L,2.858618188,0.000124,9.38083152
532,CC,GO:0016020,membrane,88,ABCC3,2.071175994,0.000124,9.38083152
533,CC,GO:0016020,membrane,88,SLC38A1,1.071911154,0.000124,9.38083152
534,CC,GO:0016020,membrane,88,PARP4,1.441891917,0.000124,9.38083152
535,CC,GO:0016020,membrane,88,SPHK2,1.411713019,0.000124,9.38083152
536,CC,GO:0016020,membrane,88,CSGALNACT2,1.572438247,0.000124,9.38083152
537,CC,GO:0016020,membrane,88,ARFGAP3,1.225391663,0.000124,9.38083152
538,CC,GO:0016020,membrane,88,LEMD2,1.086333575,0.000124,9.38083152
539,CC,GO:0016020,membrane,88,FRS3,2.86450267,0.000124,9.38083152
540,CC,GO:0016020,membrane,88,SLC7A5,1.055899473,0.000124,9.38083152
541,CC,GO:0016020,membrane,88,CREB3,1.188280539,0.000124,9.38083152
542,CC,GO:0016020,membrane,88,PITPNM1,1.161897792,0.000124,9.38083152
543,CC,GO:0016020,membrane,88,CERS2,1.652787092,0.000124,9.38083152
544,CC,GO:0016020,membrane,88,TLCD5,2.912565046,0.000124,9.38083152
545,CC,GO:0016020,membrane,88,SMIM24,2.482391742,0.000124,9.38083152
546,CC,GO:0016020,membrane,88,KDM3A,1.211597239,0.000124,9.38083152
547,CC,GO:0016020,membrane,88,RGS19,1.180476593,0.000124,9.38083152
548,CC,GO:0016020,membrane,88,LRP1,1.124225932,0.000124,9.38083152
549,CC,GO:0016020,membrane,88,CBFB,1.165740464,0.000124,9.38083152
550,CC,GO:0016020,membrane,88,SDC3,1.015089319,0.000124,9.38083152
551,CC,GO:0016020,membrane,88,ADCY4,3.008967977,0.000124,9.38083152
552,CC,GO:0016020,membrane,88,ADCY3,1.281745516,0.000124,9.38083152
553,CC,GO:0016020,membrane,88,SLC1A4,1.253917931,0.000124,9.38083152
554,CC,GO:0016020,membrane,88,ITPRIPL2,1.870012312,0.000124,9.38083152
555,CC,GO:0016020,membrane,88,PCNX3,1.293941043,0.000124,9.38083152
556,CC,GO:0016020,membrane,88,HELZ2,1.086484217,0.000124,9.38083152
557,CC,GO:0016020,membrane,88,APH1B,1.245236665,0.000124,9.38083152
558,CC,GO:0016020,membrane,88,MTHFD1L,1.025794583,0.000124,9.38083152
559,CC,GO:0016020,membrane,88,GPAT4,1.073009902,0.000124,9.38083152
560,CC,GO:0016020,membrane,88,FAM241B,3.161351783,0.000124,9.38083152
561,CC,GO:0016020,membrane,88,SNCA,1.721141724,0.000124,9.38083152
562,CC,GO:0016020,membrane,88,CD276,1.305206418,0.000124,9.38083152
563,CC,GO:0016020,membrane,88,TM4SF19,1.322805175,0.000124,9.38083152
564,CC,GO:0016020,membrane,88,SLC37A1,2.116495343,0.000124,9.38083152
565,CC,GO:0016020,membrane,88,ACE,3.63583652,0.000124,9.38083152
566,CC,GO:0016020,membrane,88,CMTM4,2.44845815,0.000124,9.38083152
567,CC,GO:0016020,membrane,88,IQSEC1,1.391872072,0.000124,9.38083152
568,CC,GO:0016020,membrane,88,PLEKHA2,1.298801602,0.000124,9.38083152
569,CC,GO:0016020,membrane,88,TPBG,1.415348831,0.000124,9.38083152
570,CC,GO:0016020,membrane,88,TNK1,1.068708238,0.000124,9.38083152
571,CC,GO:0016020,membrane,88,SPRY4,1.001525635,0.000124,9.38083152
572,CC,GO:0016020,membrane,88,DDHD2,1.063834176,0.000124,9.38083152
573,CC,GO:0016020,membrane,88,EIF2AK2,1.121911985,0.000124,9.38083152
574,CC,GO:0016020,membrane,88,LHFPL2,1.177320308,0.000124,9.38083152
575,CC,GO:0016020,membrane,88,CDC42BPB,1.025286988,0.000124,9.38083152
576,CC,GO:0016020,membrane,88,ATP2B1,1.208471061,0.000124,9.38083152
577,CC,GO:0016020,membrane,88,TMCO3,1.540967918,0.000124,9.38083152
578,CC,GO:0016020,membrane,88,DLK2,2.288340458,0.000124,9.38083152
579,CC,GO:0016020,membrane,88,PLEKHA8,1.169680519,0.000124,9.38083152
580,CC,GO:0016020,membrane,88,VEGFA,1.775883712,0.000124,9.38083152
581,CC,GO:0016020,membrane,88,CCDC88A,1.649283327,0.000124,9.38083152
582,CC,GO:0016020,membrane,88,ITCH,1.074303954,0.000124,9.38083152
583,CC,GO:0016020,membrane,88,SLC6A9,1.685787623,0.000124,9.38083152
584,CC,GO:0016020,membrane,88,P4HA1,1.889195711,0.000124,9.38083152
585,CC,GO:0016020,membrane,88,ABHD17A,1.012078369,0.000124,9.38083152
586,CC,GO:0016020,membrane,88,AGO4,1.340650782,0.000124,9.38083152
587,CC,GO:0016020,membrane,88,TSPAN17,1.492443133,0.000124,9.38083152
588,CC,GO:0016020,membrane,88,UST,1.374228065,0.000124,9.38083152
589,CC,GO:0016020,membrane,88,SPRY2,1.94607256,0.000124,9.38083152
590,CC,GO:0016020,membrane,88,KRAS,1.185149494,0.000124,9.38083152
591,CC,GO:0016020,membrane,88,EPPK1,1.027001296,0.000124,9.38083152
592,CC,GO:0016020,membrane,88,TACC1,1.487615792,0.000124,9.38083152
593,CC,GO:0016020,membrane,88,CORO7,1.187762011,0.000124,9.38083152
594,CC,GO:0016020,membrane,88,MAP3K11,1.469992671,0.000124,9.38083152
595,CC,GO:0016020,membrane,88,SIPA1,2.381848047,0.000124,9.38083152
596,CC,GO:0016020,membrane,88,CDS2,1.092451805,0.000124,9.38083152
597,CC,GO:0000139,Golgi membrane,23,FKRP,1.089941806,0.002244005,4.795831523
598,CC,GO:0000139,Golgi membrane,23,GALNT4,1.682378005,0.002244005,4.795831523
599,CC,GO:0000139,Golgi membrane,23,GOLT1A,1.8370928,0.002244005,4.795831523
600,CC,GO:0000139,Golgi membrane,23,FUT11,2.213718341,0.002244005,4.795831523
601,CC,GO:0000139,Golgi membrane,23,CSGALNACT2,1.572438247,0.002244005,4.795831523
602,CC,GO:0000139,Golgi membrane,23,LPCAT1,1.020988883,0.002244005,4.795831523
603,CC,GO:0000139,Golgi membrane,23,SLC2A1,1.540415578,0.002244005,4.795831523
604,CC,GO:0000139,Golgi membrane,23,ARFGAP3,1.225391663,0.002244005,4.795831523
605,CC,GO:0000139,Golgi membrane,23,FUT2,1.691169165,0.002244005,4.795831523
606,CC,GO:0000139,Golgi membrane,23,PKD1,3.12838686,0.002244005,4.795831523
607,CC,GO:0000139,Golgi membrane,23,PLEKHA8,1.169680519,0.002244005,4.795831523
608,CC,GO:0000139,Golgi membrane,23,CREB3,1.188280539,0.002244005,4.795831523
609,CC,GO:0000139,Golgi membrane,23,APH1B,1.245236665,0.002244005,4.795831523
610,CC,GO:0000139,Golgi membrane,23,MAN2A2,1.914540739,0.002244005,4.795831523
611,CC,GO:0000139,Golgi membrane,23,UST,1.374228065,0.002244005,4.795831523
612,CC,GO:0000139,Golgi membrane,23,KRAS,1.185149494,0.002244005,4.795831523
613,CC,GO:0000139,Golgi membrane,23,MAN1A1,1.00761655,0.002244005,4.795831523
614,CC,GO:0000139,Golgi membrane,23,CORO7,1.187762011,0.002244005,4.795831523
615,CC,GO:0000139,Golgi membrane,23,WHAMM,1.015156222,0.002244005,4.795831523
616,CC,GO:0000139,Golgi membrane,23,CLCC1,1.083136732,0.002244005,4.795831523
617,CC,GO:0000139,Golgi membrane,23,RAB6B,2.274002235,0.002244005,4.795831523
618,CC,GO:0000139,Golgi membrane,23,RAB11FIP3,1.53727149,0.002244005,4.795831523
