,category,ID,term,count,genes,logFC,adj_pval,zscore
1242,MF,GO:0005515,protein binding,251,CDS2,1.092451805,4.91E-05,15.84297952
1243,MF,GO:0005515,protein binding,251,CDC42SE2,1.075427024,4.91E-05,15.84297952
1244,MF,GO:0005515,protein binding,251,ZNF251,1.541876182,4.91E-05,15.84297952
1245,MF,GO:0005515,protein binding,251,CTSZ,1.494860669,4.91E-05,15.84297952
1246,MF,GO:0005515,protein binding,251,SNX10,2.834422686,4.91E-05,15.84297952
1247,MF,GO:0005515,protein binding,251,HCCS,1.032100351,4.91E-05,15.84297952
1248,MF,GO:0005515,protein binding,251,VLDLR,1.385800133,4.91E-05,15.84297952
1249,MF,GO:0005515,protein binding,251,PEAR1,1.883842399,4.91E-05,15.84297952
1250,MF,GO:0005515,protein binding,251,LIMD1,1.60682939,4.91E-05,15.84297952
1251,MF,GO:0005515,protein binding,251,LARP1B,1.163700974,4.91E-05,15.84297952
1252,MF,GO:0005515,protein binding,251,PRSS21,1.673950639,4.91E-05,15.84297952
1253,MF,GO:0005515,protein binding,251,WDR44,1.004694116,4.91E-05,15.84297952
1254,MF,GO:0005515,protein binding,251,LIMD2,3.835951731,4.91E-05,15.84297952
1255,MF,GO:0005515,protein binding,251,MRC2,1.077459937,4.91E-05,15.84297952
1256,MF,GO:0005515,protein binding,251,UCHL1,2.13984649,4.91E-05,15.84297952
1257,MF,GO:0005515,protein binding,251,PPP3CC,1.798428499,4.91E-05,15.84297952
1258,MF,GO:0005515,protein binding,251,IMPA1,1.14435296,4.91E-05,15.84297952
1259,MF,GO:0005515,protein binding,251,AIFM2,3.515573125,4.91E-05,15.84297952
1260,MF,GO:0005515,protein binding,251,STBD1,1.160669294,4.91E-05,15.84297952
1261,MF,GO:0005515,protein binding,251,ENC1,1.381408849,4.91E-05,15.84297952
1262,MF,GO:0005515,protein binding,251,FLVCR1,1.89925569,4.91E-05,15.84297952
1263,MF,GO:0005515,protein binding,251,NINL,2.318249822,4.91E-05,15.84297952
1264,MF,GO:0005515,protein binding,251,TMED5,1.653612303,4.91E-05,15.84297952
1265,MF,GO:0005515,protein binding,251,PARP4,1.441891917,4.91E-05,15.84297952
1266,MF,GO:0005515,protein binding,251,SPHK2,1.411713019,4.91E-05,15.84297952
1267,MF,GO:0005515,protein binding,251,RENBP,3.151401144,4.91E-05,15.84297952
1268,MF,GO:0005515,protein binding,251,VAV2,1.148022521,4.91E-05,15.84297952
1269,MF,GO:0005515,protein binding,251,MED22,1.110333548,4.91E-05,15.84297952
1270,MF,GO:0005515,protein binding,251,ANO1,1.617218379,4.91E-05,15.84297952
1271,MF,GO:0005515,protein binding,251,SLC7A5,1.055899473,4.91E-05,15.84297952
1272,MF,GO:0005515,protein binding,251,INF2,1.606247066,4.91E-05,15.84297952
1273,MF,GO:0005515,protein binding,251,PITPNM1,1.161897792,4.91E-05,15.84297952
1274,MF,GO:0005515,protein binding,251,GAN,1.497592462,4.91E-05,15.84297952
1275,MF,GO:0005515,protein binding,251,KXD1,1.156645287,4.91E-05,15.84297952
1276,MF,GO:0005515,protein binding,251,SYNC,1.575655704,4.91E-05,15.84297952
1277,MF,GO:0005515,protein binding,251,JDP2,3.126936093,4.91E-05,15.84297952
1278,MF,GO:0005515,protein binding,251,DBN1,1.747094039,4.91E-05,15.84297952
1279,MF,GO:0005515,protein binding,251,PAFAH1B2,1.212264012,4.91E-05,15.84297952
1280,MF,GO:0005515,protein binding,251,TP53I13,1.919882145,4.91E-05,15.84297952
1281,MF,GO:0005515,protein binding,251,ADCY4,3.008967977,4.91E-05,15.84297952
1282,MF,GO:0005515,protein binding,251,MIEF2,1.12156051,4.91E-05,15.84297952
1283,MF,GO:0005515,protein binding,251,CRIP2,1.874098956,4.91E-05,15.84297952
1284,MF,GO:0005515,protein binding,251,GDPD5,3.211057638,4.91E-05,15.84297952
1285,MF,GO:0005515,protein binding,251,MNT,1.110262551,4.91E-05,15.84297952
1286,MF,GO:0005515,protein binding,251,ANKRD52,1.500601266,4.91E-05,15.84297952
1287,MF,GO:0005515,protein binding,251,ZNF224,1.473187991,4.91E-05,15.84297952
1288,MF,GO:0005515,protein binding,251,ZNF587,1.306556905,4.91E-05,15.84297952
1289,MF,GO:0005515,protein binding,251,MICA,1.097844957,4.91E-05,15.84297952
1290,MF,GO:0005515,protein binding,251,TM4SF19,1.322805175,4.91E-05,15.84297952
1291,MF,GO:0005515,protein binding,251,BIK,1.564083906,4.91E-05,15.84297952
1292,MF,GO:0005515,protein binding,251,PLEKHA2,1.298801602,4.91E-05,15.84297952
1293,MF,GO:0005515,protein binding,251,WNT7B,1.52901762,4.91E-05,15.84297952
1294,MF,GO:0005515,protein binding,251,LHFPL2,1.177320308,4.91E-05,15.84297952
1295,MF,GO:0005515,protein binding,251,WTIP,2.0124801,4.91E-05,15.84297952
1296,MF,GO:0005515,protein binding,251,VEGFA,1.775883712,4.91E-05,15.84297952
1297,MF,GO:0005515,protein binding,251,KLHL9,1.031125532,4.91E-05,15.84297952
1298,MF,GO:0005515,protein binding,251,ITCH,1.074303954,4.91E-05,15.84297952
1299,MF,GO:0005515,protein binding,251,NOL4L,3.384262524,4.91E-05,15.84297952
1300,MF,GO:0005515,protein binding,251,RPA4,2.864628838,4.91E-05,15.84297952
1301,MF,GO:0005515,protein binding,251,ZNF337,1.048689011,4.91E-05,15.84297952
1302,MF,GO:0005515,protein binding,251,TACC1,1.487615792,4.91E-05,15.84297952
1303,MF,GO:0005515,protein binding,251,CAMK1,2.477262972,4.91E-05,15.84297952
1304,MF,GO:0005515,protein binding,251,PKN1,1.987067782,4.91E-05,15.84297952
1305,MF,GO:0005515,protein binding,251,SIPA1,2.381848047,4.91E-05,15.84297952
1306,MF,GO:0005515,protein binding,251,GOLT1A,1.8370928,4.91E-05,15.84297952
1307,MF,GO:0005515,protein binding,251,ALDH1L2,2.061335122,4.91E-05,15.84297952
1308,MF,GO:0005515,protein binding,251,DOCK11,1.926651333,4.91E-05,15.84297952
1309,MF,GO:0005515,protein binding,251,CFL2,1.217922611,4.91E-05,15.84297952
1310,MF,GO:0005515,protein binding,251,SCMH1,1.252215628,4.91E-05,15.84297952
1311,MF,GO:0005515,protein binding,251,CLCC1,1.083136732,4.91E-05,15.84297952
1312,MF,GO:0005515,protein binding,251,PPFIA4,3.453177221,4.91E-05,15.84297952
1313,MF,GO:0005515,protein binding,251,SLC38A1,1.071911154,4.91E-05,15.84297952
1314,MF,GO:0005515,protein binding,251,CSGALNACT2,1.572438247,4.91E-05,15.84297952
1315,MF,GO:0005515,protein binding,251,CGRRF1,1.453796583,4.91E-05,15.84297952
1316,MF,GO:0005515,protein binding,251,LEMD2,1.086333575,4.91E-05,15.84297952
1317,MF,GO:0005515,protein binding,251,SAP30,1.566837245,4.91E-05,15.84297952
1318,MF,GO:0005515,protein binding,251,KLHL42,1.188992165,4.91E-05,15.84297952
1319,MF,GO:0005515,protein binding,251,CACNB1,1.843559915,4.91E-05,15.84297952
1320,MF,GO:0005515,protein binding,251,KCTD9,1.323884066,4.91E-05,15.84297952
1321,MF,GO:0005515,protein binding,251,MOB3C,1.443194177,4.91E-05,15.84297952
1322,MF,GO:0005515,protein binding,251,SELENOS,1.086601231,4.91E-05,15.84297952
1323,MF,GO:0005515,protein binding,251,LYG1,1.793643718,4.91E-05,15.84297952
1324,MF,GO:0005515,protein binding,251,DGKQ,2.456190221,4.91E-05,15.84297952
1325,MF,GO:0005515,protein binding,251,ZNF319,1.57132456,4.91E-05,15.84297952
1326,MF,GO:0005515,protein binding,251,CARD11,1.633925676,4.91E-05,15.84297952
1327,MF,GO:0005515,protein binding,251,CBFB,1.165740464,4.91E-05,15.84297952
1328,MF,GO:0005515,protein binding,251,LTBP3,1.714907402,4.91E-05,15.84297952
1329,MF,GO:0005515,protein binding,251,FUT2,1.691169165,4.91E-05,15.84297952
1330,MF,GO:0005515,protein binding,251,RSKR,1.342693349,4.91E-05,15.84297952
1331,MF,GO:0005515,protein binding,251,MED30,1.714866217,4.91E-05,15.84297952
1332,MF,GO:0005515,protein binding,251,ATXN7,1.205168273,4.91E-05,15.84297952
1333,MF,GO:0005515,protein binding,251,DEAF1,1.220831697,4.91E-05,15.84297952
1334,MF,GO:0005515,protein binding,251,NACC2,1.680651854,4.91E-05,15.84297952
1335,MF,GO:0005515,protein binding,251,DVL1,1.101623715,4.91E-05,15.84297952
1336,MF,GO:0005515,protein binding,251,RAB6B,2.274002235,4.91E-05,15.84297952
1337,MF,GO:0005515,protein binding,251,ZNF664,1.124912218,4.91E-05,15.84297952
1338,MF,GO:0005515,protein binding,251,CD276,1.305206418,4.91E-05,15.84297952
1339,MF,GO:0005515,protein binding,251,MOAP1,1.082698338,4.91E-05,15.84297952
1340,MF,GO:0005515,protein binding,251,SMAD4,1.111311315,4.91E-05,15.84297952
1341,MF,GO:0005515,protein binding,251,ATP8B2,1.54747516,4.91E-05,15.84297952
1342,MF,GO:0005515,protein binding,251,TNK1,1.068708238,4.91E-05,15.84297952
1343,MF,GO:0005515,protein binding,251,TDRD7,1.152209715,4.91E-05,15.84297952
1344,MF,GO:0005515,protein binding,251,MFHAS1,1.389830722,4.91E-05,15.84297952
1345,MF,GO:0005515,protein binding,251,BMP1,1.189053628,4.91E-05,15.84297952
1346,MF,GO:0005515,protein binding,251,P4HA1,1.889195711,4.91E-05,15.84297952
1347,MF,GO:0005515,protein binding,251,NOXA1,1.276017818,4.91E-05,15.84297952
1348,MF,GO:0005515,protein binding,251,BHLHE40,1.130222959,4.91E-05,15.84297952
1349,MF,GO:0005515,protein binding,251,CAPRIN2,1.313527779,4.91E-05,15.84297952
1350,MF,GO:0005515,protein binding,251,PLXNB3,1.779466935,4.91E-05,15.84297952
1351,MF,GO:0005515,protein binding,251,SPIRE1,1.304672153,4.91E-05,15.84297952
1352,MF,GO:0005515,protein binding,251,ZNF778,1.771428092,4.91E-05,15.84297952
1353,MF,GO:0005515,protein binding,251,LZTR1,1.487543375,4.91E-05,15.84297952
1354,MF,GO:0005515,protein binding,251,MAP3K11,1.469992671,4.91E-05,15.84297952
1355,MF,GO:0005515,protein binding,251,MUS81,1.084181337,4.91E-05,15.84297952
1356,MF,GO:0005515,protein binding,251,DOCK9,1.224664632,4.91E-05,15.84297952
1357,MF,GO:0005515,protein binding,251,CHD7,1.021629009,4.91E-05,15.84297952
1358,MF,GO:0005515,protein binding,251,CEP164,1.025218524,4.91E-05,15.84297952
1359,MF,GO:0005515,protein binding,251,SLC2A1,1.540415578,4.91E-05,15.84297952
1360,MF,GO:0005515,protein binding,251,SLC2A3,1.413331009,4.91E-05,15.84297952
1361,MF,GO:0005515,protein binding,251,PKD1,3.12838686,4.91E-05,15.84297952
1362,MF,GO:0005515,protein binding,251,CDC73,1.027492233,4.91E-05,15.84297952
1363,MF,GO:0005515,protein binding,251,ZC3H7B,1.004282723,4.91E-05,15.84297952
1364,MF,GO:0005515,protein binding,251,UBE2Q2,1.41839072,4.91E-05,15.84297952
1365,MF,GO:0005515,protein binding,251,CASP3,1.05470245,4.91E-05,15.84297952
1366,MF,GO:0005515,protein binding,251,SPEG,2.082986642,4.91E-05,15.84297952
1367,MF,GO:0005515,protein binding,251,DGCR8,1.009551556,4.91E-05,15.84297952
1368,MF,GO:0005515,protein binding,251,LRRFIP1,1.964244425,4.91E-05,15.84297952
1369,MF,GO:0005515,protein binding,251,ABCD1,2.012987602,4.91E-05,15.84297952
1370,MF,GO:0005515,protein binding,251,EID2B,2.23367179,4.91E-05,15.84297952
1371,MF,GO:0005515,protein binding,251,TGIF1,1.132479571,4.91E-05,15.84297952
1372,MF,GO:0005515,protein binding,251,SUN2,1.178666816,4.91E-05,15.84297952
1373,MF,GO:0005515,protein binding,251,KLF12,2.767188072,4.91E-05,15.84297952
1374,MF,GO:0005515,protein binding,251,VPS9D1,2.506346309,4.91E-05,15.84297952
1375,MF,GO:0005515,protein binding,251,KLF13,1.238143053,4.91E-05,15.84297952
1376,MF,GO:0005515,protein binding,251,SH2D3A,1.206875704,4.91E-05,15.84297952
1377,MF,GO:0005515,protein binding,251,TNFRSF18,1.62603042,4.91E-05,15.84297952
1378,MF,GO:0005515,protein binding,251,ARHGEF16,1.433717196,4.91E-05,15.84297952
1379,MF,GO:0005515,protein binding,251,TRAF2,1.147132307,4.91E-05,15.84297952
1380,MF,GO:0005515,protein binding,251,ARFGAP3,1.225391663,4.91E-05,15.84297952
1381,MF,GO:0005515,protein binding,251,CREB3,1.188280539,4.91E-05,15.84297952
1382,MF,GO:0005515,protein binding,251,PTP4A2,1.316284249,4.91E-05,15.84297952
1383,MF,GO:0005515,protein binding,251,PTP4A3,4.08549018,4.91E-05,15.84297952
1384,MF,GO:0005515,protein binding,251,TRAF5,3.108006786,4.91E-05,15.84297952
1385,MF,GO:0005515,protein binding,251,IRF5,1.445874726,4.91E-05,15.84297952
1386,MF,GO:0005515,protein binding,251,DSG2,2.098334684,4.91E-05,15.84297952
1387,MF,GO:0005515,protein binding,251,CUEDC1,1.316670392,4.91E-05,15.84297952
1388,MF,GO:0005515,protein binding,251,CERS2,1.652787092,4.91E-05,15.84297952
1389,MF,GO:0005515,protein binding,251,TRIM56,1.14757533,4.91E-05,15.84297952
1390,MF,GO:0005515,protein binding,251,KDM3A,1.211597239,4.91E-05,15.84297952
1391,MF,GO:0005515,protein binding,251,RGS19,1.180476593,4.91E-05,15.84297952
1392,MF,GO:0005515,protein binding,251,RALB,1.123441973,4.91E-05,15.84297952
1393,MF,GO:0005515,protein binding,251,RNF34,1.211244319,4.91E-05,15.84297952
1394,MF,GO:0005515,protein binding,251,LRP1,1.124225932,4.91E-05,15.84297952
1395,MF,GO:0005515,protein binding,251,FAM169A,1.7577698,4.91E-05,15.84297952
1396,MF,GO:0005515,protein binding,251,MLLT6,1.05354506,4.91E-05,15.84297952
1397,MF,GO:0005515,protein binding,251,ERICH5,2.488578121,4.91E-05,15.84297952
1398,MF,GO:0005515,protein binding,251,PDLIM2,1.32459423,4.91E-05,15.84297952
1399,MF,GO:0005515,protein binding,251,CBS,2.911018365,4.91E-05,15.84297952
1400,MF,GO:0005515,protein binding,251,FAM241B,3.161351783,4.91E-05,15.84297952
1401,MF,GO:0005515,protein binding,251,SH2B3,2.082011917,4.91E-05,15.84297952
1402,MF,GO:0005515,protein binding,251,PDLIM7,1.407161692,4.91E-05,15.84297952
1403,MF,GO:0005515,protein binding,251,ATP9A,1.38320085,4.91E-05,15.84297952
1404,MF,GO:0005515,protein binding,251,SNCA,1.721141724,4.91E-05,15.84297952
1405,MF,GO:0005515,protein binding,251,FKRP,1.089941806,4.91E-05,15.84297952
1406,MF,GO:0005515,protein binding,251,GALNT4,1.682378005,4.91E-05,15.84297952
1407,MF,GO:0005515,protein binding,251,CMTM4,2.44845815,4.91E-05,15.84297952
1408,MF,GO:0005515,protein binding,251,CCDC57,1.645248793,4.91E-05,15.84297952
1409,MF,GO:0005515,protein binding,251,TXNRD1,3.743775923,4.91E-05,15.84297952
1410,MF,GO:0005515,protein binding,251,BNIP3,1.675952671,4.91E-05,15.84297952
1411,MF,GO:0005515,protein binding,251,CDC42BPG,1.344976019,4.91E-05,15.84297952
1412,MF,GO:0005515,protein binding,251,SPRY4,1.001525635,4.91E-05,15.84297952
1413,MF,GO:0005515,protein binding,251,ATP2B1,1.208471061,4.91E-05,15.84297952
1414,MF,GO:0005515,protein binding,251,EPOR,2.436571655,4.91E-05,15.84297952
1415,MF,GO:0005515,protein binding,251,SPATA2L,1.704858189,4.91E-05,15.84297952
1416,MF,GO:0005515,protein binding,251,DBNDD2,1.075593205,4.91E-05,15.84297952
1417,MF,GO:0005515,protein binding,251,ABHD17A,1.012078369,4.91E-05,15.84297952
1418,MF,GO:0005515,protein binding,251,SHLD3,1.260460477,4.91E-05,15.84297952
1419,MF,GO:0005515,protein binding,251,SHLD2,1.297977248,4.91E-05,15.84297952
1420,MF,GO:0005515,protein binding,251,SPRY2,1.94607256,4.91E-05,15.84297952
1421,MF,GO:0005515,protein binding,251,PTPN9,1.185751214,4.91E-05,15.84297952
1422,MF,GO:0005515,protein binding,251,KRAS,1.185149494,4.91E-05,15.84297952
1423,MF,GO:0005515,protein binding,251,BCOR,1.147086185,4.91E-05,15.84297952
1424,MF,GO:0005515,protein binding,251,RAB17,2.481924269,4.91E-05,15.84297952
1425,MF,GO:0005515,protein binding,251,SEC24D,1.066444445,4.91E-05,15.84297952
1426,MF,GO:0005515,protein binding,251,TNRC6A,1.077306321,4.91E-05,15.84297952
1427,MF,GO:0031267,small GTPase binding,17,VPS9D1,2.506346309,7.31E-05,4.123105626
1428,MF,GO:0031267,small GTPase binding,17,SPHK2,1.411713019,7.31E-05,4.123105626
1429,MF,GO:0031267,small GTPase binding,17,ARHGEF16,1.433717196,7.31E-05,4.123105626
1430,MF,GO:0031267,small GTPase binding,17,CDC42BPB,1.025286988,7.31E-05,4.123105626
1431,MF,GO:0031267,small GTPase binding,17,WDR44,1.004694116,7.31E-05,4.123105626
1432,MF,GO:0031267,small GTPase binding,17,DOCK11,1.926651333,7.31E-05,4.123105626
1433,MF,GO:0031267,small GTPase binding,17,INF2,1.606247066,7.31E-05,4.123105626
1434,MF,GO:0031267,small GTPase binding,17,RASSF3,1.185213773,7.31E-05,4.123105626
1435,MF,GO:0031267,small GTPase binding,17,NOXA1,1.276017818,7.31E-05,4.123105626
1436,MF,GO:0031267,small GTPase binding,17,DVL1,1.101623715,7.31E-05,4.123105626
1437,MF,GO:0031267,small GTPase binding,17,WHAMM,1.015156222,7.31E-05,4.123105626
1438,MF,GO:0031267,small GTPase binding,17,PKN1,1.987067782,7.31E-05,4.123105626
1439,MF,GO:0031267,small GTPase binding,17,LZTR1,1.487543375,7.31E-05,4.123105626
1440,MF,GO:0031267,small GTPase binding,17,RAB11FIP2,1.145348483,7.31E-05,4.123105626
1441,MF,GO:0031267,small GTPase binding,17,RAB11FIP3,1.53727149,7.31E-05,4.123105626
1442,MF,GO:0031267,small GTPase binding,17,MAP3K11,1.469992671,7.31E-05,4.123105626
1443,MF,GO:0031267,small GTPase binding,17,CDC42SE2,1.075427024,7.31E-05,4.123105626
1444,MF,GO:0042802,identical protein binding,52,FAAH,2.546457935,0.000103,7.211102551
1445,MF,GO:0042802,identical protein binding,52,TLNRD1,1.358987452,0.000103,7.211102551
1446,MF,GO:0042802,identical protein binding,52,SLC2A1,1.540415578,0.000103,7.211102551
1447,MF,GO:0042802,identical protein binding,52,RASSF1,1.375498834,0.000103,7.211102551
1448,MF,GO:0042802,identical protein binding,52,IMPA1,1.14435296,0.000103,7.211102551
1449,MF,GO:0042802,identical protein binding,52,RASSF3,1.185213773,0.000103,7.211102551
1450,MF,GO:0042802,identical protein binding,52,FTH1,1.363955007,0.000103,7.211102551
1451,MF,GO:0042802,identical protein binding,52,DGCR8,1.009551556,0.000103,7.211102551
1452,MF,GO:0042802,identical protein binding,52,TRIM27,1.360869388,0.000103,7.211102551
1453,MF,GO:0042802,identical protein binding,52,ABCD1,2.012987602,0.000103,7.211102551
1454,MF,GO:0042802,identical protein binding,52,EID2B,2.23367179,0.000103,7.211102551
1455,MF,GO:0042802,identical protein binding,52,SUN2,1.178666816,0.000103,7.211102551
1456,MF,GO:0042802,identical protein binding,52,VPS9D1,2.506346309,0.000103,7.211102551
1457,MF,GO:0042802,identical protein binding,52,TRAF2,1.147132307,0.000103,7.211102551
1458,MF,GO:0042802,identical protein binding,52,FRS3,2.86450267,0.000103,7.211102551
1459,MF,GO:0042802,identical protein binding,52,RENBP,3.151401144,0.000103,7.211102551
1460,MF,GO:0042802,identical protein binding,52,MID2,1.066639271,0.000103,7.211102551
1461,MF,GO:0042802,identical protein binding,52,KCTD9,1.323884066,0.000103,7.211102551
1462,MF,GO:0042802,identical protein binding,52,ANO1,1.617218379,0.000103,7.211102551
1463,MF,GO:0042802,identical protein binding,52,SHTN1,1.063595032,0.000103,7.211102551
1464,MF,GO:0042802,identical protein binding,52,CREB3,1.188280539,0.000103,7.211102551
1465,MF,GO:0042802,identical protein binding,52,KATNAL1,1.851539147,0.000103,7.211102551
1466,MF,GO:0042802,identical protein binding,52,TRAF5,3.108006786,0.000103,7.211102551
1467,MF,GO:0042802,identical protein binding,52,CLDN7,2.214630701,0.000103,7.211102551
1468,MF,GO:0042802,identical protein binding,52,IRF5,1.445874726,0.000103,7.211102551
1469,MF,GO:0042802,identical protein binding,52,KCTD11,1.521469424,0.000103,7.211102551
1470,MF,GO:0042802,identical protein binding,52,PAFAH1B2,1.212264012,0.000103,7.211102551
1471,MF,GO:0042802,identical protein binding,52,KCTD15,1.260858288,0.000103,7.211102551
1472,MF,GO:0042802,identical protein binding,52,L3MBTL1,1.863367877,0.000103,7.211102551
1473,MF,GO:0042802,identical protein binding,52,CTBP2,1.25571814,0.000103,7.211102551
1474,MF,GO:0042802,identical protein binding,52,SDC4,1.100705282,0.000103,7.211102551
1475,MF,GO:0042802,identical protein binding,52,CTBP1,1.142562066,0.000103,7.211102551
1476,MF,GO:0042802,identical protein binding,52,SDC3,1.015089319,0.000103,7.211102551
1477,MF,GO:0042802,identical protein binding,52,CBS,2.911018365,0.000103,7.211102551
1478,MF,GO:0042802,identical protein binding,52,DVL1,1.101623715,0.000103,7.211102551
1479,MF,GO:0042802,identical protein binding,52,RAB11FIP2,1.145348483,0.000103,7.211102551
1480,MF,GO:0042802,identical protein binding,52,RAB11FIP3,1.53727149,0.000103,7.211102551
1481,MF,GO:0042802,identical protein binding,52,SNCA,1.721141724,0.000103,7.211102551
1482,MF,GO:0042802,identical protein binding,52,XBP1,1.502808348,0.000103,7.211102551
1483,MF,GO:0042802,identical protein binding,52,SMAD4,1.111311315,0.000103,7.211102551
1484,MF,GO:0042802,identical protein binding,52,FKRP,1.089941806,0.000103,7.211102551
1485,MF,GO:0042802,identical protein binding,52,TXNRD1,3.743775923,0.000103,7.211102551
1486,MF,GO:0042802,identical protein binding,52,BNIP3,1.675952671,0.000103,7.211102551
1487,MF,GO:0042802,identical protein binding,52,EIF2AK2,1.121911985,0.000103,7.211102551
1488,MF,GO:0042802,identical protein binding,52,EPOR,2.436571655,0.000103,7.211102551
1489,MF,GO:0042802,identical protein binding,52,DLK2,2.288340458,0.000103,7.211102551
1490,MF,GO:0042802,identical protein binding,52,VEGFA,1.775883712,0.000103,7.211102551
1491,MF,GO:0042802,identical protein binding,52,BMP1,1.189053628,0.000103,7.211102551
1492,MF,GO:0042802,identical protein binding,52,P4HA1,1.889195711,0.000103,7.211102551
1493,MF,GO:0042802,identical protein binding,52,NOXA1,1.276017818,0.000103,7.211102551
1494,MF,GO:0042802,identical protein binding,52,KRAS,1.185149494,0.000103,7.211102551
1495,MF,GO:0042802,identical protein binding,52,MAP3K11,1.469992671,0.000103,7.211102551
1496,MF,GO:0046872,metal ion binding,71,MUS81,1.084181337,0.000296,8.426149773
1497,MF,GO:0046872,metal ion binding,71,TES,1.185075415,0.000296,8.426149773
1498,MF,GO:0046872,metal ion binding,71,ZNF251,1.541876182,0.000296,8.426149773
1499,MF,GO:0046872,metal ion binding,71,HCCS,1.032100351,0.000296,8.426149773
1500,MF,GO:0046872,metal ion binding,71,LIMD1,1.60682939,0.000296,8.426149773
1501,MF,GO:0046872,metal ion binding,71,LIMD2,3.835951731,0.000296,8.426149773
1502,MF,GO:0046872,metal ion binding,71,PPP3CC,1.798428499,0.000296,8.426149773
1503,MF,GO:0046872,metal ion binding,71,IMPA1,1.14435296,0.000296,8.426149773
1504,MF,GO:0046872,metal ion binding,71,ZNF805,1.463501778,0.000296,8.426149773
1505,MF,GO:0046872,metal ion binding,71,RASSF3,1.185213773,0.000296,8.426149773
1506,MF,GO:0046872,metal ion binding,71,ZC3H7B,1.004282723,0.000296,8.426149773
1507,MF,GO:0046872,metal ion binding,71,FPGS,1.356079376,0.000296,8.426149773
1508,MF,GO:0046872,metal ion binding,71,DZIP1L,2.652820923,0.000296,8.426149773
1509,MF,GO:0046872,metal ion binding,71,DGCR8,1.009551556,0.000296,8.426149773
1510,MF,GO:0046872,metal ion binding,71,TRIM27,1.360869388,0.000296,8.426149773
1511,MF,GO:0046872,metal ion binding,71,PDE8A,1.032360242,0.000296,8.426149773
1512,MF,GO:0046872,metal ion binding,71,TNS1,2.160138003,0.000296,8.426149773
1513,MF,GO:0046872,metal ion binding,71,KLF12,2.767188072,0.000296,8.426149773
1514,MF,GO:0046872,metal ion binding,71,KLF13,1.238143053,0.000296,8.426149773
1515,MF,GO:0046872,metal ion binding,71,ZNF284,1.342966478,0.000296,8.426149773
1516,MF,GO:0046872,metal ion binding,71,ZNF282,1.113319467,0.000296,8.426149773
1517,MF,GO:0046872,metal ion binding,71,ZNF160,1.338489131,0.000296,8.426149773
1518,MF,GO:0046872,metal ion binding,71,CSGALNACT2,1.572438247,0.000296,8.426149773
1519,MF,GO:0046872,metal ion binding,71,TRAF2,1.147132307,0.000296,8.426149773
1520,MF,GO:0046872,metal ion binding,71,CGRRF1,1.453796583,0.000296,8.426149773
1521,MF,GO:0046872,metal ion binding,71,ARFGAP3,1.225391663,0.000296,8.426149773
1522,MF,GO:0046872,metal ion binding,71,VAV2,1.148022521,0.000296,8.426149773
1523,MF,GO:0046872,metal ion binding,71,SAP30,1.566837245,0.000296,8.426149773
1524,MF,GO:0046872,metal ion binding,71,OVOL2,1.997308805,0.000296,8.426149773
1525,MF,GO:0046872,metal ion binding,71,ANO1,1.617218379,0.000296,8.426149773
1526,MF,GO:0046872,metal ion binding,71,MOB3C,1.443194177,0.000296,8.426149773
1527,MF,GO:0046872,metal ion binding,71,PITPNM1,1.161897792,0.000296,8.426149773
1528,MF,GO:0046872,metal ion binding,71,DGKQ,2.456190221,0.000296,8.426149773
1529,MF,GO:0046872,metal ion binding,71,ZNF319,1.57132456,0.000296,8.426149773
1530,MF,GO:0046872,metal ion binding,71,ZNF514,1.671528334,0.000296,8.426149773
1531,MF,GO:0046872,metal ion binding,71,KDM7A,1.214637146,0.000296,8.426149773
1532,MF,GO:0046872,metal ion binding,71,TRIM56,1.14757533,0.000296,8.426149773
1533,MF,GO:0046872,metal ion binding,71,ZNF397,1.114297321,0.000296,8.426149773
1534,MF,GO:0046872,metal ion binding,71,ZNF275,2.18759023,0.000296,8.426149773
1535,MF,GO:0046872,metal ion binding,71,RNF34,1.211244319,0.000296,8.426149773
1536,MF,GO:0046872,metal ion binding,71,ADCY4,3.008967977,0.000296,8.426149773
1537,MF,GO:0046872,metal ion binding,71,ADCY3,1.281745516,0.000296,8.426149773
1538,MF,GO:0046872,metal ion binding,71,CRIP2,1.874098956,0.000296,8.426149773
1539,MF,GO:0046872,metal ion binding,71,MLLT6,1.05354506,0.000296,8.426149773
1540,MF,GO:0046872,metal ion binding,71,HELZ2,1.086484217,0.000296,8.426149773
1541,MF,GO:0046872,metal ion binding,71,PDLIM2,1.32459423,0.000296,8.426149773
1542,MF,GO:0046872,metal ion binding,71,MAN2A2,1.914540739,0.000296,8.426149773
1543,MF,GO:0046872,metal ion binding,71,DEAF1,1.220831697,0.000296,8.426149773
1544,MF,GO:0046872,metal ion binding,71,CBS,2.911018365,0.000296,8.426149773
1545,MF,GO:0046872,metal ion binding,71,ZKSCAN2,1.576432276,0.000296,8.426149773
1546,MF,GO:0046872,metal ion binding,71,ZNF587,1.306556905,0.000296,8.426149773
1547,MF,GO:0046872,metal ion binding,71,ZNF224,1.473187991,0.000296,8.426149773
1548,MF,GO:0046872,metal ion binding,71,ZNF664,1.124912218,0.000296,8.426149773
1549,MF,GO:0046872,metal ion binding,71,PDLIM7,1.407161692,0.000296,8.426149773
1550,MF,GO:0046872,metal ion binding,71,PCK2,1.009044142,0.000296,8.426149773
