HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_E2F_TARGETS,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_ADIPOGENESIS,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_MYC_TARGETS_V1,HALLMARK_PEROXISOME,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_COAGULATION,HALLMARK_G2M_CHECKPOINT,HALLMARK_DNA_REPAIR,HALLMARK_APICAL_SURFACE,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COMPLEMENT,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_MYC_TARGETS_V2,HALLMARK_SPERMATOGENESIS,HALLMARK_ANGIOGENESIS,HALLMARK_GLYCOLYSIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_APICAL_JUNCTION,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_PROTEIN_SECRETION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MTORC1_SIGNALING,HALLMARK_APOPTOSIS,HALLMARK_MYOGENESIS,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_MITOTIC_SPINDLE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_HYPOXIA,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_DN,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB
HADHA,LIG1,STAT2,PEX16,IL5,FZD4,GRHPR,FABP1,MCM2,RXRG,IL6,ID2,IL1A,,LRP1,HUS1,POLD4,,,FYN,KAZN,,OAZ3,,GLRX,,GNAI1,GPR65,,TMED2,SPCS3,HSPA9,GSN,HBEGF,IFNGR2,FSCN1,GPC1,IFITM3,GYPC,TNF,H4C3,,RAF1,,POP4,HEXA,IGFBP2,MT1E,,IFIT2
HADHB,LMNB1,TAP1,PEX19,INSL5,G3BP2,GSTZ1,FAH,MCM4,SCGB1A1,IL7,IDH2,INHBB,,LTA4H,ILF3,POLE4,,,GATA3,KCNK15,,ODF1,,GMPPA,,GNAI2,GZMA,,TMX1,SPDEF,HSPD1,GSR,HDAC5,IL10,GEMIN4,GPX7,IFNGR1,H2BC3,TNFRSF12A,HAGH,,RALB,,PREB,HK1,IL6,MTA1,,IFNGR2
HCCS,LUC7L3,TDRD7,PEX26,IRS4,GADD45A,H2AZ1,FAS,MCM5,SCP2,IRF1,IGFBP4,IP6K2,,MAFF,INCENP,POLH,,,GCA,KCNK5,,PACRG,,GMPPB,,GRB7,GZMB,,TOM1L1,SRF,HSPE1,GSTM1,HRC,IL10RA,GSN,GREM1,IGF1R,HBEGF,TNFRSF1A,HBB,,RIPK1,,PSAT1,HK2,IL6ST,MYC,,IL12B
HSD17B10,LYAR,TENT5A,PEX6,ITGB1BP2,GBE1,HADH,FBLN1,MCM6,SEMA3C,IRF2,IGSF1,IRAG2,,MASP2,JPT1,POLL,,,GMFB,KDM4B,,PAPOLB,,GNE,,GTF2F1,HCLS1,,TPD52,SRP19,IDH1,GUCY2D,HSPB2,IL12B,HDAC6,HTRA1,IGF2R,HDAC9,TNFRSF1B,HBD,,RIT1,,RPS14,HMOX1,IRF1,NEK7,,IL15RA
HSPA9,MAD2L1,TMEM140,PEX7,ITIH3,GHITM,HADHB,FBP1,MCM7,SERPINA6,IRF4,IL17RB,IRAK1,,MBL2,KATNA1,POLR1C,,,GNAI2,KLF10,,PARP2,,GNPDA1,,HADH,HDAC9,,TSG101,STEAP4,IDI1,H1-0,HSPB8,IL15,HOOK3,ID2,IKZF2,HKDC1,TNFRSF21,HBQ1,,RPS6KA1,,RRP9,HOXB9,JUNB,NFIB,,IL18
HTRA2,MCM2,TRAFD1,PFKM,KCND1,GPAM,HAO2,FETUB,MRPL23,SIAH1,IRF5,IL6ST,ISCU,,MEP1A,KIF11,POLR1D,,,GNAI3,KLF4,,PCSK1N,,GOT1,,HRAS,HIF1A,,TSPAN8,STK39,IFI30,HGF,IFRD1,IL15RA,INCENP,IGFBP2,IKZF4,HOXD11,TYK2,HBZ,,RPS6KA3,,SDAD1,HS3ST1,KCNH2,NFKB1,,IL1A
IDH1,MCM3,TRIM14,PHYH,KCNE2,GPAT4,HCCS,FMO1,MRPL9,SLC23A2,IRF7,IMPA2,ITGB4,,MMP1,KIF15,POLR1H,,,GNB2,KLK10,,PCSK4,,GOT2,,ICAM1,HLA-A,,USO1,TMEM50A,IFRD1,HMGB2,IGF1,IL18,ITSN1,IGFBP3,IL10,HSD11B1,,HDGF,,RPTOR,,SEC11A,HSPA5,KLHDC3,NIPBL,,IL1B
IDH2,MCM4,TRIM21,PIPOX,KCNMB1,GPD2,HIBCH,FMO3,MRPS18B,SLC25A17,IRF8,ISG20,JAG2,,MMP10,KIF20B,POLR2A,,,GNB4,KRT13,,PDHA2,,GPC1,,ICAM2,HLA-DMA,,VAMP3,TMPRSS2,IGFBP5,HMOX1,IGFBP3,IL18R1,KATNA1,IGFBP4,IL10RA,ID2,,HEBP1,,SFN,,SEC31A,IDS,LHX2,NOTCH2,,IL23A
IDH3A,MCM5,TRIM25,PNPLA8,KCNN1,GPHN,HMGCL,G6PC1,MYC,SLC25A19,IRF9,ITPK1,JUN,,MMP11,KIF22,POLR2C,,,GNG2,KRT15,,PEBP1,,GPC3,,ICAM4,HLA-DMB,,VAMP4,TNFAIP8,IMMT,HSPB1,IGFBP7,IL18RAP,KATNB1,IL15,IL13,IGF2,,HMBS,,SLA,,SERP1,IER3,LYN,NR1D2,,IL6
IDH3B,MCM6,TRIM26,PRDX5,KCNQ2,GPX3,HMGCS1,GABARAPL1,NAP1L1,SLC25A4,ISG15,JAK1,KIF13B,,MMP14,KIF23,POLR2D,,,GNGT2,KRT18,,PGK2,,GPC4,,ICAM5,HLA-DOA,,VAMP7,TPD52,INSIG1,IER3,ITGA7,IL1A,KIF11,IL32,IL18R1,IGFBP3,,HTATIP2,,SLC2A1,,SHC1,IGFBP1,MAOA,NR3C1,,IL6ST
IDH3G,MCM7,TRIM5,PXMP2,KLHDC8A,GPX4,HMGCS2,GAD1,NCBP1,SLC27A2,ISG20,JAK2,KLF4,,MMP15,KIF2C,POLR2E,,,GP1BA,KRT19,,PGS1,,GPR87,,IKBKG,HLA-DOB,,VPS45,TSC22D1,ITGB2,IFITM3,ITGB1,IL1B,KIF15,IL6,IL1R2,IKZF1,,HTRA2,,SMAD2,,SKIC3,IGFBP3,MAPK8IP2,NRP1,,IL7R
IMMT,MELK,TXNIP,RBP1,KLK7,GRPEL1,HPGD,GART,NCBP2,SLC35B2,ISOC1,KCNK5,KLK8,,MMP2,KIF4A,POLR2F,,,GP9,KRT8,,PHF7,,GUSB,,INPPL1,HLA-DQA1,,VPS4B,UAP1,LDHA,IFNB1,ITGB4,IL1R1,KIF1B,INHBA,IL1RL1,IL10RA,,ICAM4,,SQSTM1,,SLC1A4,IL6,MARK2,PDGFRB,,INHBA
ISCA1,MKI67,UBA7,RETSAT,KLK8,HADH,HSD17B10,GCH1,NDUFAB1,SMARCC1,ITGB7,KIF20A,KRT17,,MMP3,KIF5B,POLR2G,,,GPD2,LAD1,,PHKG2,,GYS1,,INSIG1,HLA-DRA,,YIPF6,UBE2I,LDLR,IFNGR1,ITGB5,IL2RB,KIF20B,ITGA2,IL2RA,IL1B,,IGSF3,,STAT2,,SLC30A5,ILVBL,MGAT1,PDLIM5,,IRF1
ISCU,MLH1,UBE2L6,RXRA,KMT2D,HIBCH,HSD17B11,GCKR,NHP2,SOD1,JAK2,KLF4,LDHB,,MMP7,KMT5A,POLR2H,,,GRB2,LRIG1,,PIAS2,,GYS2,,IRS1,HLA-E,,YKT6,UBE2J1,LGMN,IGF2R,KCNH1,IL4R,KIF22,ITGA5,IL2RB,IL1RL2,,ISCA1,,TBK1,,SLC7A5,INHA,MMP14,PEX14,,IRS2
LDHA,MMS22L,USP18,RXRG,KRT1,HSPB8,HSD17B4,GCLC,NME1,STS,KLRK1,KLK10,LIF,,MMP8,KNL1,POLR2I,,,GZMA,MAPT,,POMC,,HAX1,,ITGA10,HLA-G,,ZW10,VAPA,LTA4H,IGFBP6,KCNH2,IL6,KIF23,ITGAV,IL3RA,IL2RG,,KAT2B,,THEM4,,SPCS1,IRS2,MRPL23,PHF3,,JAG1
LDHB,MRE11,WARS1,SCP2,KRT13,IDH1,HSD17B7,GCNT2,NOLC1,SULT2B1,LAP3,KLK11,MAPKAPK3,,MMP9,KPNA2,POLR2J,,,GZMB,MAST4,,PRKAR2A,,HDLBP,,ITGA2,ICAM1,,,XRCC5,M6PR,IL18,KIFC3,IL7R,KIF2C,ITGB1,IL4R,IL33,,KDM7A,,TIAM1,,SPCS3,ISG20,MSX1,PIAS3,,JUN
LRPPRC,MSH2,,SERPINA6,KRT15,IDH3A,HSDL2,GNMT,NOP16,TOP2A,LATS2,KRT13,MDM2,,MSRB2,KPNB1,POLR2K,,,GZMK,MED13L,,PRM2,,HK2,,ITGA3,ICOSLG,,,XRCC6,MAP2K3,IL1A,KLF5,INHBA,KIF3B,ITGB3,IRF4,IL7R,,KEL,,TNFRSF1A,,SRPRA,JMJD6,NAT1,PIK3CD,,JUNB
MAOB,MTHFD2,,SLC22A18,KRT4,IDH3G,HSP90AA1,GSR,NOP56,TSPO,LCP2,KRT19,MKNK2,,MST1,LBR,POLR3C,,,HNF4A,MED24,,PSMG1,,HMMR,,ITGA9,IFNAR2,,,ZBTB10,MCM2,IL1B,LAMA2,IRAK2,KIF3C,ITGB5,IRF6,INHBA,,KHNYN,,TRAF2,,SRPRB,JUN,NFKBIA,PIK3R3,,KDM6B
MDH1,MXD3,,SLC23A1,KRT5,IFNGR1,HSPH1,GSS,NPM1,TTR,LGALS3BP,LAMC2,MXD1,,OLR1,LIG3,POLR3GL,,,HPCAL4,MICB,,RAD17,,HOMER1,,ITGB1,IFNG,,,ZMIZ1,MCM4,IL6,LARGE1,IRF1,KIF4A,JUN,IRF8,IRF8,,KLF1,,TRIB3,,SSR1,KDELR3,NKX2-5,PLCB4,,KLF10
MDH2,MYBL2,,SLC23A2,LFNG,IMMT,IDH1,GSTA3,ODC1,UGT2B17,LY6E,LARGE1,MXD4,,P2RY1,LMNB1,POM121,,,HSPA1A,MINDY1,,RFC4,,HS2ST1,,ITGB4,IFNGR1,,,,ME1,IRF1,LDB3,IRF7,KIF5B,LAMA1,ITGA6,ITGA2,,KLF3,,TSC2,,STC2,KDM3A,NPTX2,PLPP3,,KLF2
MFN2,MYC,,SLC27A2,LGALS7,ITGA7,IDH3B,GSTM4,ORC2,VPS4B,LYSMD2,LLGL2,NDRG1,,PDGFB,MAD2L1,PRIM1,,,HSPA5,MLPH,,RPL39L,,HS6ST2,,JAM3,IFNGR2,,,,MLLT11,ISG20,LPIN1,ITGA5,KIFAP3,LAMA2,ITGAE,ITGB2,,LAMP2,,UBE2D3,,TARS1,KIF5A,NPTXR,PMP22,,KLF4
MGST3,NAA38,,SLC27A5,LYPD3,ITIH5,IDH3G,GSTO1,PA2G4,YWHAH,MARCHF1,LSR,NHLH2,,PECAM1,MAP3K20,RAD51,,,IL6,MPPED2,,SCG3,,HSPA5,,JUP,IGSF6,,,,MTHFD2,JUN,LSP1,ITGB3,KLC1,LAMA3,ITGAV,ITGBL1,,LMO2,,UBE2N,,TATDN2,KLF6,NR4A1,PPARG,,KLF6
MPC1,NAP1L1,,SLC29A1,MACROH2A2,ITSN1,IDI1,HACL1,PABPC1,,METTL7B,LTF,NINJ1,,PEF1,MAPK14,RAD52,,,IRF1,MREG,,SCG5,,IDH1,,KCNH2,IKBKB,,,,MTHFD2L,KRT18,MAPK12,ITGB8,KNTC1,LAMC1,ITIH5,JUP,,LPIN2,,VAV3,,TSPYL2,KLF7,NTRK3,PRDM2,,KLF9
MRPL11,NASP,,SLC35B2,MAGIX,JAGN1,IL4I1,HES6,PABPC4,,MT2A,MAPK13,NOL8,,PF4,MARCKS,RAE1,,,IRF2,MSMB,,SEPTIN4,,IDUA,,KRT31,IL10,,,,NAMPT,LEF1,MAPRE3,KCNA3,KPTN,LAMC2,KLF6,KCNN4,,LRP10,,YWHAB,,TUBB2A,KLHL24,NUP58,PRKAR2B,,KYNU
MRPL15,NBN,,SLCO1A2,MAST3,LAMA4,INMT,HGFAC,PCBP1,,MTHFD2,MAPT,NOTCH1,,PLAT,MCM2,RALA,,,IRF7,MUC1,,SHE,,IER3,,LAMA3,IL11,,,,NFIL3,LGALS3,MB,KCNJ2,LATS1,LGALS1,LCLAT1,KIF5C,,MAP2K3,,,,VEGFA,LALBA,NXF1,PRKCA,,LAMB3
MRPL34,NCAPD2,,SOAT2,MEFV,LEP,KMT5A,HMOX1,PCNA,,MVP,MDK,NUDT15,,PLAU,MCM3,RBX1,,,ITGAM,MYB,,SIRT1,,IGFBP3,,LAMB3,IL12A,,,,NFKBIB,LMNA,MEF2A,KCNMB2,LLGL1,LOX,LIF,KLF4,,MARCHF2,,,,WFS1,LARGE1,OLFM1,PRKCE,,LDLR
MRPL35,NME1,,SOD1,MFSD6,LIFR,LDHA,HNF4A,PGK1,,MX1,MEST,NUPR1,,PLEK,MCM5,REV3L,,,ITIH1,MYBBP1A,,SLC12A2,,IL13RA1,,LAMC2,IL12B,,,,NFYC,LUM,MEF2C,KIF1B,LMNB1,LOXL1,LRIG1,LAPTM5,,MARCHF8,,,,WIPI1,LDHA,ONECUT1,PTEN,,LIF
MRPS11,NOLC1,,SULT1B1,MSH5,LIPE,LGALS1,HPRT1,PHB1,,MX2,METTL3,OSGIN1,,PLG,MCM6,RFC2,,,JAK2,MYBL1,,SLC2A5,,IRS2,,LAYN,IL12RB1,,,,NHERF1,MADD,MEF2D,KLF6,LRPPRC,LOXL2,LRRC8C,LAT2,,MARK3,,,,XBP1,LDHC,PARP2,PTGFR,,LITAF
MRPS12,NOP56,,SULT2B1,MTHFR,LPCAT3,LTC4S,HRG,PHB2,,MYD88,MICB,PCNA,,PREP,MEIS1,RFC3,,,KCNIP2,MYC,,SNAP91,,ISG20,,LDLRAP1,IL13,,,,NIBAN1,MCL1,MRAS,LAMP3,MAP1S,LRP1,LTB,LCP1,,MBOAT2,,,,XPOT,LOX,PDAP1,PTPN21,,MAFF
MRPS15,NUDT21,,TFCP2L1,MX1,LPL,MAOA,HSD11B1,POLD2,,NAMPT,MOCS2,PDGFA,,PROC,MEIS2,RFC4,,,KCNIP3,MYOF,,SPATA6,,KDELR3,,LIMA1,IL15,,,,NMT1,MGMT,MYBPC3,LCK,MAP3K11,LRRC15,MAFF,LIF,,MFHAS1,,,,YIF1A,LXN,PDLIM3,PTPRM,,MAP2K3
MRPS22,NUP107,,TTR,MYH7,LTC4S,MCEE,HSD17B2,POLE3,,NCOA3,MYB,PERP,,PROS1,MKI67,RFC5,,,KIF2A,NADSYN1,,STAM2,,KIF20A,,MADCAM1,IL16,,,,NUFIP1,MMP2,MYBPH,LCP2,MAPRE1,LUM,MAP3K8,LY96,,MGST3,,,,YWHAZ,MAFF,PLCL1,RASA2,,MAP3K8
MRPS30,NUP153,,,MYO15A,MAP4K3,MDH1,ID2,PPIA,,NFKB1,MYOF,PHLDA3,,PROZ,MNAT1,RNMT,,,KLK1,NAV2,,STRBP,,KIF2A,,MAP3K20,IL18,,,,NUP205,NEDD9,MYF6,LDLR,MARCKS,MAGEE1,MAP6,MAFB,,MINPP1,,,,ZBTB17,MAP3K1,POLE3,RBPMS,,MARCKS
MTRF1,NUP205,,,MYOT,MCCC1,MDH2,IDH1,PPM1G,,NFKBIA,NAB2,PIDD1,,PRSS23,MT2A,RPA2,,,KLKB1,NBL1,,SYCP1,,LCT,,MAP4K2,IL18RAP,,,,NUPR1,NEFH,MYH1,LIF,MARK4,MATN2,MAPKAPK2,MALL,,MKRN1,,,,,MIF,POLG2,RGS4,,MCL1
MTRR,ORC2,,,NGB,MDH2,ME1,IGF1,PRDX3,,NLRC5,NBL1,PITPNC1,,RABIF,MTF2,RPA3,,,KYNU,NCOR2,,TALDO1,,LDHA,,MAPK11,IL1B,,,,P4HA1,PAK1,MYH11,LPAR1,MID1,MATN3,MUC1,MAP3K1,,MOCOS,,,,,MT1E,POLR2H,RND3,,MSC
MTX2,ORC6,,,NOS1,ME1,METAP1,IGFBP1,PRDX4,,NMI,NCOR2,PLK2,,RAC1,MYBL2,RRM2B,,,L3MBTL4,NHERF1,,TCP11,,LDHC,,MAPK13,IL2,,,,PDAP1,PDCD4,MYH2,LTA,MID1IP1,MCM7,MXD1,MAP4K1,,MOSPD1,,,,,MT2A,PPAT,RUNX1,,MXD1
NDUFA1,PA2G4,,,NPHS1,MGLL,MGLL,IGFBP4,PRPF31,,NOD1,NHERF1,PLK3,,RAPGEF3,MYC,SAC3D1,,,LAMP2,NPY1R,,TEKT2,,LHPP,,MAPK14,IL27RA,,,,PDK1,PDGFRB,MYH3,LY6E,MYH10,MEST,MYC,MAP7,,MPP1,,,,,MXI1,PPIF,RXRA,,MYC
NDUFA2,PAICS,,,NPY4R,MGST3,MIF,IL1R1,PRPS2,,NUP93,NMU,PLXNB2,,RGN,NASP,SDCBP,,,LAP3,NRIP1,,THEG,,LHX9,,MDK,IL2RA,,,,PFKL,PEA15,MYH4,LYN,MYH9,MFAP5,MYO1C,MMD,,MXI1,,,,,MYH9,PPP1R2,SCAF8,,NAMPT
NDUFA3,PAN2,,,NR4A2,MIGA2,MIX23,IRF8,PSMA1,,OAS2,NPY1R,PMM1,,S100A1,NCL,SEC61A1,,,LCK,NXT1,,TKTL1,,MDH1,,MMP2,IL2RB,,,,PGK1,PLAT,MYH7,MARCO,MYO1E,MGP,MYO1E,MMP10,,MYL4,,,,,NAGK,PPT1,SCHIP1,,NFAT5
NDUFA4,PCNA,,,NR6A1,MRAP,MLYCD,ITIH1,PSMA2,,OAS3,NRIP1,POLH,,S100A13,NDC80,SF3A3,,,LCP2,OLFM1,,TLE4,,MDH2,,MMP9,IL2RG,,,,PGM1,PLCB2,MYH8,MEFV,MYO9B,MMP1,NCOA3,MMP11,,NARF,,,,,NCAN,PRKACA,SCN8A,,NFE2L2
NDUFA5,PDS5B,,,NRIP2,MRPL15,NBN,ITIH4,PSMA4,,OASL,NXT1,POM121,,SERPINA1,NEK2,SMAD5,,,LGALS3,OLFML3,,TNNI3,,ME1,,MPZL1,IL4,,,,PHGDH,PLPPR4,MYH9,MEP1A,NCK1,MMP14,NCS1,MMP9,,NCOA4,,,,,NDRG1,PRKCD,SDC2,,NFIL3
NDUFA6,PHF5A,,,NTF3,MTARC2,NCAPH2,JUP,PSMA6,,OGFR,OLFM1,PPM1D,,SERPINB2,NOLC1,SNAPC4,,,LGMN,OPN3,,TNP1,,ME2,,MPZL2,IL4R,,,,PIK3R3,PMAIP1,MYL1,MET,NCK2,MMP2,NDRG1,MPZL2,,NEK7,,,,,NDST1,PRPF3,SERPINE1,,NFKB1
NDUFA7,PLK1,,,NUDT11,MTCH2,NSDHL,KARS1,PSMA7,,P2RY14,OPN3,PPP1R15A,,SERPINC1,NOTCH2,SNAPC5,,,LIPA,OVOL2,,TNP2,,MED24,,MSN,IL6,,,,PITPNB,PPP2R5B,MYL11,MMP14,NDC80,MMP3,NFIL3,MTMR10,,NFE2,,,,,NDST2,PSMC3,SFMBT1,,NFKB2
NDUFA8,PLK4,,,OXT,MYLK,NTHL1,KYNU,PSMB2,,PARP12,OVOL2,PRKAB1,,SERPINE1,NSD2,SRSF6,,,LRP1,P2RY2,,TOPBP1,,MERTK,,MVD,IL7,,,,PLK1,PPP3R1,MYL2,MSR1,NEDD9,MSX1,NFKBIZ,MYCN,,NFE2L1,,,,,NEDD4L,PTPRD,SIPA1L1,,NFKBIA
NDUFA9,PMS2,,,P2RX6,NABP1,ODC1,LCAT,PSMB3,,PARP14,PAPSS2,PRMT2,,SERPING1,NUMA1,SSRP1,,,LTA4H,PAPSS2,,TSN,,MET,,MYH10,IL9,,,,PLOD2,PPT1,MYL3,MXD1,NEK2,MXRA5,NOP2,NAP1L2,,NNT,,,,,NFIL3,RAB27A,SLC22A18,,NFKBIE
NDUFAB1,PNN,,,P2RY4,NDUFA5,OSTC,LEAP2,PSMC4,,PDE4B,PCP4,PROCR,,SH2B2,NUP50,STX3,,,LTF,PDLIM3,,TSSK2,,MIF,,MYH9,INHBA,,,,PNO1,PRF1,MYL4,MYC,NET1,MYL9,NRP1,NGF,,NR3C1,,,,,NOCT,RASGRP1,SLC7A1,,NINJ1
NDUFB1,POLA2,,,PAX3,NDUFAB1,PCBD1,LONP1,PSMC6,,PELI1,PDCD4,PTPN14,,SIRT2,NUP98,SUPT4H1,,,LYN,PDZK1,,TTK,,MIOX,,MYL12B,INHBB,,,,PNP,PSEN1,MYL6B,NAMPT,NF1,MYLK,NT5E,NIN,,NUDT4,,,,,NR3C1,RET,SMAD3,,NR4A1
NDUFB2,POLD1,,,PAX4,NDUFB7,PDHA1,LPIN2,PSMD1,,PFKP,PDLIM3,PTPRE,,SPARC,NUSAP1,SUPT5H,,,MAFF,PEX11A,,TUBA3C,,MPI,,MYL9,IRF4,,,,POLR3G,PSEN2,MYL7,NDP,NIN,NID2,ODC1,NR0B2,,OPTN,,,,,P4HA1,RFC4,SMAD7,,NR4A2
NDUFB3,POLD2,,,PCDHB1,NDUFS3,PDHB,MAN1A1,PSMD14,,PIM1,PDZK1,PVT1,,TF,ODC1,SURF1,,,ME1,PGR,,TULP2,,MXI1,,NECTIN1,IRF7,,,,PPA1,PTK2,MYLK,NFKB1,NOTCH2,NNMT,P2RX4,NR1H4,,OSBP2,,,,,P4HA2,RHOB,SNAI2,,NR4A3
NDUFB4,POLD3,,,PDCD1,NKIRAS1,PPARA,MAOA,PSMD3,,PLA2G4A,PERP,RAB40C,,TFPI2,ODF2,TAF10,,,MMP12,PLAAT3,,VDAC3,,NANP,,NECTIN2,IRF8,,,,PPIA,RARA,MYO1C,NFKBIA,NUMA1,NOTCH2,P4HA1,NRP1,,P4HA2,,,,,PAM,RPN1,SPOP,,OLR1
NDUFB5,POLE,,,PDE6B,NMT1,PRDX6,MARCHF6,PSMD7,,PLSCR1,PGR,RACK1,,THBD,ORC5,TAF12,,,MMP13,PMAIP1,,YBX2,,NASP,,NECTIN3,ITGAL,,,,PPP1R15A,RELA,MYOG,NLRP3,NUSAP1,NT5E,PDCD2L,PCP4,,PC,,,,,PCK1,RRAD,SRI,,PANX1
NDUFB6,POLE4,,,PDK2,OMD,PSME1,MBL2,PSMD8,,PML,PKP3,RAD51C,,THBS1,ORC6,TAF13,,,MMP14,PODXL,,ZC2HC1C,,NDST3,,NECTIN4,ITGB2,,,,PRDX1,RETSAT,MYOM1,NMI,OPHN1,NTM,PENK,PCSK1N,,PDZK1IP1,,,,,PDGFB,RXRB,SYNE1,,PDE4B
NDUFB7,POP7,,,PKP1,ORM1,PTPRG,MCCC2,PTGES3,,PNP,PLAAT3,RAD9A,,TIMP1,PAFAH1B1,TAF1C,,,MMP15,PPIF,,ZC3H14,,NDUFV3,,NEGR1,ITK,,,,PSAT1,RHOB,MYOM2,NMUR1,PAFAH1B1,OXTR,PHLDA1,PDCD1LG2,,PGLS,,,,,PDK1,SELENOW,SYNJ2,,PDLIM5
NDUFB8,PPM1D,,,PLAG1,PDCD4,PTS,MPP2,PWP1,,PNPT1,PLAC1,RALGDS,,TIMP3,PBK,TAF6,,,MMP8,PRSS23,,ZNRF4,,NOL3,,NEXN,JAK2,,,,PSMA3,RHOT2,MYOZ1,NOD2,PALLD,P3H1,PHTF2,PECAM1,,PICALM,,,,,PDK3,SHOX2,TENT4A,,PER1
NDUFC1,PPP1R8,,,PNMT,PEMT,RAP1GDS1,MT2A,RACK1,,PSMA2,PLK4,RAP2B,,TMPRSS6,PDS5B,TAF9,,,MSRB1,PTGES,,ZPBP,,NSDHL,,NF1,KLRD1,,,,PSMA4,RNASEL,NAV2,NPFFR2,PCGF5,PCOLCE,PIM1,PEG3,,PIGQ,,,,,PFKFB3,SIGMAR1,TFPI,,PFKFB3
NDUFC2,PRDX4,,,PRKN,PEX14,RDH11,MTHFD1,RAD23B,,PSMA3,PLXNB1,RB1,,USP11,PLK1,TARBP2,,,MT3,RAB17,,,,NT5E,,NF2,KRT1,,,,PSMB5,ROCK1,NCAM1,OLR1,PCM1,PCOLCE2,PLAGL1,PIGR,,PPOX,,,,,PFKL,SLC25A4,TGFBR2,,PHLDA1
NDUFS1,PRIM2,,,PRODH,PFKFB3,RDH16,NDRG2,RAN,,PSMB10,PPIF,RCHY1,,VWF,PLK4,TK2,,,NOTCH4,RAB31,,,,P4HA1,,NFASC,LCK,,,,PSMC2,SAT1,NOS1,OPRK1,PCNT,PDGFRB,PLEC,PLAT,,PPP2R5B,,,,,PFKP,SLC6A12,TGFBR3,,PHLDA2
NDUFS2,PRKDC,,,PROP1,PFKL,REEP6,NFS1,RANBP1,,PSMB2,PRKAR2B,RETSAT,,WDR1,PML,TMED2,,,OLR1,RAPGEFL1,,,,P4HA2,,NHERF4,LCP2,,,,PSMC4,SATB1,NOTCH1,OSM,PDLIM5,PDLIM4,PLIN2,PLAU,,PRDX2,,,,,PGAM2,SLC6A8,TJP1,,PLAU
NDUFS3,PRPS1,,,PTGFR,PGM1,RETSAT,NINJ1,RFC4,,PSMB8,PRLR,RGS16,,,POLA2,TP53,,,PCLO,RARA,,,,PAM,,NLGN2,LIF,,,,PSMC6,SC5D,NQO1,OSMR,PIF1,PFN2,PLPP1,PLAUR,,PSMD9,,,,,PGF,SPR,TOGARAM1,,PLAUR
NDUFS4,PSIP1,,,PTPRJ,PHLDB1,S100A10,NMT1,RNPS1,,PSMB9,PRSS23,RHBDF2,,,POLE,TSG101,,,PCSK9,RASGRP1,,,,PAXIP1,,NLGN3,LTB,,,,PSMD12,SLC20A1,OCEL1,P2RX4,PKD2,PLAUR,PLSCR1,PLEK2,,RAD23A,,,,,PGK1,SQSTM1,VAV2,,PLEK
NDUFS6,PSMC3IP,,,RGS11,PHYH,SDHA,NPC1,RPL14,,PSME1,PTGER3,RNF19B,,,POLQ,TYMS,,,PDGFB,RBBP8,,,,PC,,NRAP,LY75,,,,PSMD13,SMAD7,PC,P2RX7,PLEKHG2,PLOD1,PNP,PLVAP,,RANBP10,,,,,PGM1,STARD3,VLDLR,,PLK2
NDUFS7,PTTG1,,,RIBC2,PIM3,SDHC,NQO1,RPL18,,PSME2,PTGES,RPL18,,,PRC1,UMPS,,,PDP1,REEP1,,,,PDK3,,NRTN,LY86,,,,PSMD14,SOD1,PDE4DIP,P2RY2,PLK1,PLOD2,POU2F1,PPBP,,RAP1GAP,,,,,PGM2,STIP1,WDR37,,PLPP3
NDUFS8,RACGAP1,,,RSAD2,PLIN2,SDHD,PAPSS2,RPL22,,PTGS2,PTPN6,RPL36,,,PRIM2,UPF3B,,,PFN1,RET,,,,PFKFB1,,NRXN2,LYN,,,,PSME3,SPTAN1,PDLIM7,PCDH7,PPP4R2,PLOD3,PRAF2,PPP1R15A,,RBM38,,,,,PHKG1,STK25,YTHDC1,,PMEPA1
