Gene_ID,Clade IIb,Clade I,Clade Iia,Zaire,,,,,,,,,,
SLC2A1,1.540415578,-0.559482296,-0.727083117,NA,,,,,,,,,,
FAAH,2.546457935,NA,NA,NA,,,,,,,,,,
TMED5,1.653612303,0.985929947,0.965019505,NA,,,,,,,,,,
USP35,1.292461975,NA,NA,NA,,,,,,,,,,
STBD1,1.160669294,-1.684880019,NA,NA,,,,,,,,,,
KLF12,2.767188072,NA,NA,NA,,,,,,,,,,
DCAF4,1.57726861,NA,NA,NA,,,,,,,,,,
MTHFD1L,1.025794583,NA,NA,-0.706375,,,,,,,,,,
CYSTM1,1.149805818,NA,NA,NA,,,,,,,,,,
PPP3CC,1.798428499,NA,0.858923855,NA,,,,,,,,,,
PDLIM2,1.32459423,NA,NA,NA,,,,,,,,,,
CLCC1,1.083136732,NA,NA,NA,,,,,,,,,,
SHLD2,1.297977248,NA,NA,NA,,,,,,,,,,
ZMIZ2,1.212084178,0.919443373,0.864469991,NA,,,,,,,,,,
CHST3,1.319533019,NA,NA,NA,,,,,,,,,,
P4HA1,1.889195711,NA,NA,NA,,,,,,,,,,
ACADS,1.454670576,NA,NA,-0.364,,,,,,,,,,
PKN1,1.987067782,NA,NA,NA,,,,,,,,,,
LRP1,1.124225932,NA,NA,NA,,,,,,,,,,
SDC4,1.100705282,0.44944814,0.813468433,-0.399,,,,,,,,,,
LRRFIP1,1.964244425,0.779915246,0.771743961,NA,,,,,,,,,,
RAB17,2.481924269,NA,NA,NA,,,,,,,,,,
SRMS,2.270221283,NA,NA,NA,,,,,,,,,,
SH2D3A,1.206875704,NA,NA,NA,,,,,,,,,,
VASP,1.660345002,NA,NA,NA,,,,,,,,,,
OVOL2,1.997308805,NA,NA,NA,,,,,,,,,,
WDR60,1.430567798,NA,NA,NA,,,,,,,,,,
TRAF2,1.147132307,NA,0.933730585,NA,,,,,,,,,,
KDM4B,1.387031438,NA,NA,NA,,,,,,,,,,
DGCR8,1.009551556,NA,NA,NA,,,,,,,,,,
IRF5,1.445874726,NA,NA,NA,,,,,,,,,,
ADCY4,3.008967977,NA,NA,NA,,,,,,,,,,
ABHD17A,1.012078369,NA,NA,NA,,,,,,,,,,
HELZ2,1.086484217,NA,NA,NA,,,,,,,,,,
ZNF337,1.048689011,NA,NA,NA,,,,,,,,,,
LAMA5,1.153519405,NA,NA,-0.443125,,,,,,,,,,
ARHGEF16,1.433717196,NA,NA,NA,,,,,,,,,,
C12orf65,1.274110235,NA,NA,NA,,,,,,,,,,
ANO1,1.617218379,NA,NA,NA,,,,,,,,,,
WDR44,1.004694116,NA,NA,NA,,,,,,,,,,
SELENOS,1.086601231,NA,NA,NA,,,,,,,,,,
RHPN2,1.85959939,NA,NA,NA,,,,,,,,,,
C19orf12,1.481581714,NA,NA,NA,,,,,,,,,,
TRIM47,2.363855207,NA,NA,NA,,,,,,,,,,
SPART,1.033024879,NA,0.782125659,-0.583375,,,,,,,,,,
KRAS,1.185149494,NA,NA,NA,,,,,,,,,,
IMPA1,1.14435296,NA,NA,NA,,,,,,,,,,
TTC9,1.107725479,NA,NA,NA,,,,,,,,,,
CAMK1,2.477262972,NA,NA,-0.798,,,,,,,,,,
BHLHE40,1.130222959,-0.619999275,NA,NA,,,,,,,,,,
SPIRE1,1.304672153,NA,0.679995283,NA,,,,,,,,,,
CDC73,1.027492233,NA,NA,NA,,,,,,,,,,
ECHDC3,1.526472079,NA,NA,NA,,,,,,,,,,
AGO4,1.340650782,NA,NA,NA,,,,,,,,,,
TES,1.185075415,NA,0.832420373,NA,,,,,,,,,,
ANKRD36,2.250715817,NA,NA,NA,,,,,,,,,,
ALDH1L2,2.061335122,NA,NA,NA,,,,,,,,,,
SPRY2,1.94607256,NA,NA,NA,,,,,,,,,,
HUS1,1.466218523,0.951873174,0.919152244,NA,,,,,,,,,,
LIMD2,3.835951731,NA,NA,NA,,,,,,,,,,
FPGS,1.356079376,NA,NA,NA,,,,,,,,,,
KIF12,2.803625742,NA,NA,NA,,,,,,,,,,
FRS3,2.86450267,NA,NA,NA,,,,,,,,,,
ADCY3,1.281745516,NA,NA,-0.395375,,,,,,,,,,
APH1B,1.245236665,NA,NA,NA,,,,,,,,,,
LARP1B,1.163700974,NA,NA,NA,,,,,,,,,,
CDKL2,2.79006747,NA,NA,NA,,,,,,,,,,
CERS5,1.498437183,NA,NA,NA,,,,,,,,,,
ANKRD52,1.500601266,0.907749763,0.886670839,NA,,,,,,,,,,
JDP2,3.126936093,NA,NA,NA,,,,,,,,,,
UBE2Q2,1.41839072,NA,NA,NA,,,,,,,,,,
NEIL1,2.332397251,NA,NA,NA,,,,,,,,,,
TLNRD1,1.358987452,NA,NA,NA,,,,,,,,,,
SMAD4,1.111311315,0.966727181,NA,-0.437625,,,,,,,,,,
WTIP,2.0124801,NA,NA,NA,,,,,,,,,,
HSPG2,1.023314262,NA,NA,NA,,,,,,,,,,
MOB3C,1.443194177,NA,NA,NA,,,,,,,,,,
CERS2,1.652787092,NA,0.600327172,NA,,,,,,,,,,
ATP8B2,1.54747516,NA,NA,NA,,,,,,,,,,
PYCR2,1.005663497,NA,NA,-0.300875,,,,,,,,,,
PPFIA4,3.453177221,NA,NA,NA,,,,,,,,,,
ZNF514,1.671528334,NA,NA,NA,,,,,,,,,,
RALB,1.123441973,NA,0.533574517,NA,,,,,,,,,,
LYG1,1.793643718,NA,NA,NA,,,,,,,,,,
IQSEC1,1.391872072,NA,NA,NA,,,,,,,,,,
LIMD1,1.60682939,NA,NA,NA,,,,,,,,,,
TM4SF19,1.322805175,0.685675646,-0.817887337,NA,,,,,,,,,,
DGKQ,2.456190221,NA,NA,-0.388375,,,,,,,,,,
SNCA,1.721141724,NA,NA,-0.650375,,,,,,,,,,
LHFPL2,1.177320308,NA,NA,NA,,,,,,,,,,
TPBG,1.415348831,NA,NA,NA,,,,,,,,,,
RBAK,1.428049258,NA,NA,NA,,,,,,,,,,
DOCK11,1.926651333,NA,NA,NA,,,,,,,,,,
MFHAS1,1.389830722,NA,NA,-0.5055,,,,,,,,,,
TACC1,1.487615792,NA,NA,-0.59475,,,,,,,,,,
VLDLR,1.385800133,NA,NA,-0.716125,,,,,,,,,,
MED22,1.110333548,NA,NA,NA,,,,,,,,,,
NACC2,1.680651854,NA,NA,NA,,,,,,,,,,
ADM,1.353968202,0.515961202,0.880116174,NA,,,,,,,,,,
TMCO3,1.540967918,NA,0.934451185,NA,,,,,,,,,,
SEC24D,1.066444445,NA,NA,NA,,,,,,,,,,
TMEM263,1.812830461,NA,NA,NA,,,,,,,,,,
PDK1,2.072438177,NA,NA,-0.519875,,,,,,,,,,
PLOD2,2.960249661,NA,NA,NA,,,,,,,,,,
RASSF3,1.185213773,NA,NA,NA,,,,,,,,,,
LPCAT1,1.020988883,NA,NA,NA,,,,,,,,,,
KCTD15,1.260858288,NA,0.760742846,NA,,,,,,,,,,
UCHL1,2.13984649,NA,NA,NA,,,,,,,,,,
TRIM11,1.196391419,NA,NA,NA,,,,,,,,,,
RAB6B,2.274002235,NA,NA,NA,,,,,,,,,,
ZKSCAN2,1.576432276,NA,NA,NA,,,,,,,,,,
WHAMM,1.015156222,NA,NA,NA,,,,,,,,,,
PTPDC1,1.297343275,NA,NA,NA,,,,,,,,,,
DZIP1L,2.652820923,NA,NA,NA,,,,,,,,,,
GDPD5,3.211057638,NA,NA,NA,,,,,,,,,,
GPAT4,1.073009902,NA,NA,NA,,,,,,,,,,
SPATA2L,1.704858189,NA,NA,NA,,,,,,,,,,
CDC42SE2,1.075427024,NA,NA,NA,,,,,,,,,,
ACE,3.63583652,NA,NA,-0.56275,,,,,,,,,,
CTBP1,1.142562066,NA,0.844452057,-0.259,,,,,,,,,,
SLC37A1,2.116495343,NA,NA,NA,,,,,,,,,,
CBS,2.911018365,NA,NA,NA,,,,,,,,,,
VAV2,1.148022521,NA,NA,NA,,,,,,,,,,
LEMD2,1.086333575,NA,NA,NA,,,,,,,,,,
SDC3,1.015089319,NA,0.905365615,-0.49175,,,,,,,,,,
SYNC,1.575655704,NA,NA,NA,,,,,,,,,,
FLVCR1,1.89925569,NA,NA,NA,,,,,,,,,,
TFB2M,1.155658393,NA,0.857687486,NA,,,,,,,,,,
EIF5A2,1.917835879,NA,NA,NA,,,,,,,,,,
ATXN7,1.205168273,0.995122573,0.933439821,0.2855,,,,,,,,,,
PPM1M,1.819841324,NA,NA,NA,,,,,,,,,,
SAP30,1.566837245,NA,NA,NA,,,,,,,,,,
CASP3,1.05470245,NA,0.832032958,NA,,,,,,,,,,
MED30,1.714866217,0.940838431,0.802552972,NA,,,,,,,,,,
OSGIN2,1.380165874,NA,NA,NA,,,,,,,,,,
SLC4A2,1.088043828,NA,NA,NA,,,,,,,,,,
FAM219A,1.302215035,NA,0.670385576,NA,,,,,,,,,,
CFL2,1.217922611,NA,NA,-0.42075,,,,,,,,,,
EML5,1.942633747,NA,NA,NA,,,,,,,,,,
MOAP1,1.082698338,NA,NA,NA,,,,,,,,,,
ZNF319,1.57132456,NA,NA,NA,,,,,,,,,,
RSKR,1.342693349,NA,NA,NA,,,,,,,,,,
TP53I13,1.919882145,NA,NA,NA,,,,,,,,,,
KIFC2,1.376396194,0.911868146,0.780823373,NA,,,,,,,,,,
FTH1,1.363955007,-0.75566972,-0.373949848,NA,,,,,,,,,,
LTBP3,1.714907402,NA,NA,NA,,,,,,,,,,
PAFAH1B2,1.212264012,NA,NA,NA,,,,,,,,,,
DDIT4,3.420497782,NA,0.372577149,NA,,,,,,,,,,
PXK,1.197684457,NA,NA,NA,,,,,,,,,,
BMP1,1.189053628,NA,NA,NA,,,,,,,,,,
PTPN9,1.185751214,NA,NA,NA,,,,,,,,,,
PLEKHA2,1.298801602,NA,NA,NA,,,,,,,,,,
AGPAT2,1.684830051,NA,NA,NA,,,,,,,,,,
CSGALNACT2,1.572438247,NA,NA,NA,,,,,,,,,,
TRIM56,1.14757533,NA,NA,NA,,,,,,,,,,
KLF13,1.238143053,NA,0.693634299,NA,,,,,,,,,,
ZNF778,1.771428092,NA,NA,NA,,,,,,,,,,
ZNF282,1.113319467,NA,NA,NA,,,,,,,,,,
KRT8,2.767720339,NA,0.979457176,NA,,,,,,,,,,
RNF34,1.211244319,NA,NA,NA,,,,,,,,,,
TANC2,1.120534173,NA,NA,-0.284,,,,,,,,,,
ZNF160,1.338489131,NA,0.869740669,NA,,,,,,,,,,
CDC42BPG,1.344976019,NA,0.720671202,NA,,,,,,,,,,
FAM241B,3.161351783,NA,NA,NA,,,,,,,,,,
CHD7,1.021629009,NA,NA,NA,,,,,,,,,,
DLK2,2.288340458,NA,NA,NA,,,,,,,,,,
ENC1,1.381408849,0.866196422,NA,NA,,,,,,,,,,
RGS19,1.180476593,NA,NA,NA,,,,,,,,,,
SYNPO,1.246254702,NA,NA,NA,,,,,,,,,,
MUS81,1.084181337,NA,NA,NA,,,,,,,,,,
MAP3K11,1.469992671,NA,NA,NA,,,,,,,,,,
PLK3,1.176796238,NA,NA,NA,,,,,,,,,,
HOXB2,1.17038667,NA,NA,-0.696375,,,,,,,,,,
TNK1,1.068708238,NA,NA,NA,,,,,,,,,,
GOLT1A,1.8370928,NA,NA,NA,,,,,,,,,,
DENND6A,1.371974756,NA,0.939038458,NA,,,,,,,,,,
CTBP2,1.25571814,NA,NA,NA,,,,,,,,,,
CCDC57,1.645248793,NA,NA,NA,,,,,,,,,,
BNIP3,1.675952671,NA,NA,-0.47975,,,,,,,,,,
EID2B,2.23367179,NA,NA,NA,,,,,,,,,,
FUT2,1.691169165,NA,NA,NA,,,,,,,,,,
DEAF1,1.220831697,NA,NA,NA,,,,,,,,,,
PHETA2,1.36773852,NA,NA,NA,,,,,,,,,,
TGIF1,1.132479571,NA,NA,NA,,,,,,,,,,
MIEF2,1.12156051,NA,NA,NA,,,,,,,,,,
ERICH5,2.488578121,NA,NA,NA,,,,,,,,,,
ZNF354B,1.247448134,NA,NA,NA,,,,,,,,,,
ZNF664,1.124912218,NA,0.924577012,NA,,,,,,,,,,
CUEDC1,1.316670392,NA,NA,NA,,,,,,,,,,
FKRP,1.089941806,NA,NA,NA,,,,,,,,,,
TLCD5,2.912565046,NA,NA,NA,,,,,,,,,,
MEX3D,1.096646487,NA,NA,NA,,,,,,,,,,
CLDN7,2.214630701,NA,NA,-0.498625,,,,,,,,,,
CCDC149,1.890471411,NA,NA,NA,,,,,,,,,,
TNRC18,1.026136974,NA,NA,NA,,,,,,,,,,
CRIP2,1.874098956,NA,NA,NA,,,,,,,,,,
PRR36,3.188397575,NA,NA,NA,,,,,,,,,,
BCOR,1.147086185,NA,NA,NA,,,,,,,,,,
CMTM4,2.44845815,NA,0.808278548,NA,,,,,,,,,,
AC138969.1,2.552560775,NA,NA,NA,,,,,,,,,,
PTP4A2,1.316284249,NA,0.564271061,NA,,,,,,,,,,
AP001062.1,3.483290747,NA,NA,NA,,,,,,,,,,
PTP4A3,4.08549018,NA,NA,NA,,,,,,,,,,
IFNE,2.501832458,NA,NA,NA,,,,,,,,,,
NRBP2,1.666829684,0.75655572,0.661210777,NA,,,,,,,,,,
L3MBTL1,1.863367877,NA,NA,NA,,,,,,,,,,
ZNF284,1.342966478,NA,NA,NA,,,,,,,,,,
ZNF397,1.114297321,NA,NA,NA,,,,,,,,,,
TNFRSF18,1.62603042,NA,NA,-0.612875,,,,,,,,,,
SHTN1,1.063595032,0.979967067,0.984717967,NA,,,,,,,,,,
EPOR,2.436571655,NA,NA,NA,,,,,,,,,,
SPRY4,1.001525635,NA,NA,NA,,,,,,,,,,
PEAR1,1.883842399,NA,NA,NA,,,,,,,,,,
WNT7B,1.52901762,NA,NA,NA,,,,,,,,,,
NOXA1,1.276017818,NA,NA,0.360125,,,,,,,,,,
PAX8-AS1,1.477961499,NA,NA,NA,,,,,,,,,,
TDRD7,1.152209715,NA,NA,0.471875,,,,,,,,,,
PPP1R26,2.076821211,NA,NA,NA,,,,,,,,,,
SLC6A9,1.685787623,NA,NA,NA,,,,,,,,,,
MAN2A2,1.914540739,NA,NA,-0.599,,,,,,,,,,
HRH1,1.246213359,NA,0.99167503,-0.472875,,,,,,,,,,
ZFP28,1.859448972,NA,NA,NA,,,,,,,,,,
PDLIM7,1.407161692,0.807477858,NA,0.32075,,,,,,,,,,
FUT11,2.213718341,NA,NA,NA,,,,,,,,,,
PCNX3,1.293941043,0.857242407,NA,NA,,,,,,,,,,
NOL4L,3.384262524,NA,NA,NA,,,,,,,,,,
ZNF251,1.541876182,NA,NA,NA,,,,,,,,,,
CARD11,1.633925676,NA,NA,NA,,,,,,,,,,
GFPT1,1.956355318,NA,NA,NA,,,,,,,,,,
TXNRD1,3.743775923,0.704402984,0.713480903,NA,,,,,,,,,,
ZNF587,1.306556905,NA,NA,NA,,,,,,,,,,
NBR2,1.422262798,NA,NA,NA,,,,,,,,,,
KLHL9,1.031125532,NA,NA,NA,,,,,,,,,,
ANKRD13B,1.588150668,NA,NA,NA,,,,,,,,,,
CDC42BPB,1.025286988,NA,NA,NA,,,,,,,,,,
PLXNB3,1.779466935,NA,NA,NA,,,,,,,,,,
FAM169A,1.7577698,NA,NA,NA,,,,,,,,,,
SMC5,1.462494949,0.92815432,NA,NA,,,,,,,,,,
RASGEF1A,2.070404766,NA,NA,NA,,,,,,,,,,
INF2,1.606247066,NA,NA,NA,,,,,,,,,,
RPA4,2.864628838,NA,NA,NA,,,,,,,,,,
ZDBF2,1.621739127,NA,NA,NA,,,,,,,,,,
SPANXN5,3.192686138,NA,NA,NA,,,,,,,,,,
MICA,1.097844957,NA,NA,NA,,,,,,,,,,
ZNF805,1.463501778,NA,NA,NA,,,,,,,,,,
TRIM27,1.360869388,NA,NA,NA,,,,,,,,,,
SLFN12L,2.858618188,NA,NA,NA,,,,,,,,,,
ITPRIPL2,1.870012312,NA,NA,NA,,,,,,,,,,
SIPA1,2.381848047,NA,NA,NA,,,,,,,,,,
KCTD11,1.521469424,NA,NA,NA,,,,,,,,,,
MYL5,1.963295014,NA,NA,NA,,,,,,,,,,
NPEPL1,1.788958302,NA,NA,NA,,,,,,,,,,
LINC00571,2.013456003,NA,NA,NA,,,,,,,,,,
AL391427.1,6.323403946,NA,NA,NA,,,,,,,,,,
AL590617.2,1.699780562,NA,NA,NA,,,,,,,,,,
SLC16A1-AS1,1.950825194,NA,NA,NA,,,,,,,,,,
HSBP1L1,1.049550792,NA,NA,NA,,,,,,,,,,
SLC25A25-AS1,2.033254427,NA,NA,NA,,,,,,,,,,
AL021392.1,1.530193352,NA,NA,NA,,,,,,,,,,
AL109615.3,3.717091034,NA,NA,NA,,,,,,,,,,
AL357079.1,2.903484373,NA,NA,NA,,,,,,,,,,
SNHG3,1.210840521,NA,NA,NA,,,,,,,,,,
ARFGAP3,1.225391663,NA,0.633173197,NA,,,,,,,,,,
DBNDD2,1.075593205,NA,NA,NA,,,,,,,,,,
MIR210HG,1.696294009,NA,-2.427317248,NA,,,,,,,,,,
NOP14-AS1,2.20512931,NA,NA,NA,,,,,,,,,,
HOXC-AS2,3.062368537,NA,NA,NA,,,,,,,,,,
LINC02381,1.751520464,NA,NA,NA,,,,,,,,,,
SHLD3,1.260460477,NA,NA,NA,,,,,,,,,,
TMEM200B,2.559397688,NA,NA,NA,,,,,,,,,,
C1orf210,1.022553985,NA,NA,NA,,,,,,,,,,
AP001453.2,1.503621143,NA,NA,NA,,,,,,,,,,
GALNT4,1.682378005,NA,NA,-0.635,,,,,,,,,,
AC009120.2,2.222088463,NA,NA,NA,,,,,,,,,,
ERVK13-1,2.300880551,NA,NA,NA,,,,,,,,,,
AC008870.2,1.799933082,NA,NA,NA,,,,,,,,,,
EPPK1,1.027001296,NA,NA,NA,,,,,,,,,,
GAN,1.497592462,NA,NA,NA,,,,,,,,,,
AC006504.1,3.479205669,NA,NA,NA,,,,,,,,,,
AC020978.5,1.143142354,NA,NA,NA,,,,,,,,,,
CORO7,1.187762011,NA,NA,NA,,,,,,,,,,
AC104564.3,2.191986984,NA,NA,NA,,,,,,,,,,
AC127024.5,2.406213957,NA,NA,NA,,,,,,,,,,
AC010327.4,2.402469474,NA,NA,NA,,,,,,,,,,
ZNF224,1.473187991,NA,NA,-0.299,,,,,,,,,,
AC132192.2,2.027003964,NA,NA,NA,,,,,,,,,,
MIR4453HG,1.81102986,NA,NA,NA,,,,,,,,,,
ZNF528-AS1,2.278997703,NA,NA,NA,,,,,,,,,,
AC004918.4,1.7196605,NA,NA,NA,,,,,,,,,,
Z83843.1,2.27318714,NA,NA,NA,,,,,,,,,,
AC005041.3,2.907190233,NA,NA,NA,,,,,,,,,,
AL139246.5,1.300455307,NA,NA,NA,,,,,,,,,,
AC093673.2,1.294321192,NA,NA,NA,,,,,,,,,,
AC104506.1,2.182765563,NA,NA,NA,,,,,,,,,,
PAXIP1-AS1,1.426657857,NA,NA,NA,,,,,,,,,,
AC103691.1,1.644713101,NA,NA,NA,,,,,,,,,,
AC080038.1,2.255467476,NA,NA,NA,,,,,,,,,,
MLLT6,1.05354506,NA,NA,NA,,,,,,,,,,
AP003419.3,1.022558863,NA,NA,NA,,,,,,,,,,
AC005363.2,2.375560131,NA,NA,NA,,,,,,,,,,
AC015871.4,1.468004389,NA,NA,NA,,,,,,,,,,
EBLN3P,1.036645176,0.87787647,NA,NA,,,,,,,,,,
AC004706.3,2.069651958,NA,NA,NA,,,,,,,,,,
