ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
NSD2,1.587416799,0.486682204,21.58604165,0.000335776,0.001547148,
SH3D19,-1.131661231,0.453697419,19.88842366,0.005524309,0.018172936,
MFSD10,2.080776218,0.213007431,185.029923,3.23E-23,8.61E-22,
RAPGEF2,1.290914477,0.37992796,40.60169457,0.000279901,0.001314715,
SNX25,1.047242918,0.49390682,16.39531025,0.016561782,0.045664852,
KLF3,-1.254537083,0.244050336,71.87404155,1.16E-07,1.01E-06,
NCAPG,-3.081687148,1.242812037,4.961495037,0.001492362,0.005832509,
CRYAB,-1.075511568,0.09873663,813.7484264,5.66E-28,1.86E-26,
HTATIP2,-0.753129082,0.250086373,77.62912441,0.001827287,0.006958213,
CTSC,-4.445634239,0.405025619,45.95873614,8.23E-29,2.80E-27,
ZPR1,0.643928236,0.260335275,66.27953169,0.010353049,0.030833484,
MTCH2,-1.5217151,0.232796985,79.7047604,2.02E-11,2.58E-10,
FNBP4,2.992194202,0.177959479,326.6950271,3.79E-64,3.06E-62,
SC5D,-1.368105685,0.360554837,30.35241988,5.27E-05,0.000293473,
B3GAT1,4.556376472,2.260864675,9.142398066,0.000292094,0.001365941,
HSPA8,2.370159389,0.050831957,8775.986216,0,0,
VWA5A,-3.071283105,0.487752878,24.12377143,3.61E-11,4.51E-10,
SIAE,-2.902112765,1.114555126,4.583093298,0.000931307,0.003826149,
ATG2A,1.265817732,0.289495619,70.77108787,5.47E-06,3.65E-05,
KMT5B,1.311209008,0.281848284,67.80543668,1.38E-06,1.02E-05,
PPP6R3,0.600693439,0.2234723,98.19143424,0.005732744,0.018717003,
CCND1,-0.987040982,0.282208675,52.28041633,0.000258855,0.001225877,
PRPF19,-0.745188316,0.228137884,75.53875119,0.000771107,0.003242315,
TMEM109,-1.841339564,0.419564593,30.63852599,2.52E-06,1.77E-05,
HPX,4.892717753,2.308227545,7.854056335,0.000160295,0.000798582,
TRIM3,1.912437832,0.515382535,23.75565039,5.13E-05,0.000286119,
CHORDC1,1.798553219,0.256395931,114.9275654,6.85E-13,1.00E-11,
CEP164,1.025218524,0.462915619,19.10159066,0.013567349,0.038723767,
RNF141,-1.792609245,0.440864452,20.93831107,1.11E-05,7.00E-05,
EIF4G2,0.899738514,0.085567478,713.1036832,4.76E-26,1.44E-24,
CBL,1.842388292,0.252451165,94.37906023,8.44E-14,1.33E-12,
NECTIN1,-2.51651799,0.295570008,51.82948143,2.59E-18,5.36E-17,
HIPK3,0.898518063,0.267623716,57.94515138,0.00048909,0.002172333,
COMMD9,-1.905964913,0.72895666,9.230089437,0.001669734,0.006438203,
MDK,2.53578743,0.286631143,101.1475635,1.76E-19,3.90E-18,
CARS,1.786958964,0.269193456,124.6698839,9.39E-12,1.24E-10,
CD81,-1.046762265,0.189776593,119.2705396,1.86E-08,1.81E-07,
C11orf58,0.55731764,0.229559407,79.75725859,0.012642183,0.036475459,
PITPNM1,1.161897792,0.454712591,20.22263992,0.004680136,0.015783448,
RPS13,-1.732855102,0.102718111,424.991141,2.12E-64,1.73E-62,
TCIRG1,1.924719179,0.48302504,21.98177184,1.52E-05,9.41E-05,
CHKA,2.91941738,0.543899852,32.20578274,1.73E-08,1.69E-07,
PRDM4,0.953966688,0.21756053,103.1297456,6.94E-06,4.57E-05,
CAPRIN2,1.313527779,0.551503385,13.53260816,0.006218224,0.020072864,
KCTD10,0.786677481,0.239267979,91.37660282,0.000699699,0.00298204,
MLEC,-1.681028771,0.273917749,53.66382842,2.31E-10,2.69E-09,
CSRNP2,0.796382648,0.280492808,56.94624526,0.003074229,0.010966971,
CAMKK2,0.992674226,0.375818128,26.39064079,0.004496249,0.015245265,
ATP5F1B,-2.466605471,0.10357646,588.5464555,3.60E-126,6.62E-124,
RSRC2,1.922944202,0.165055118,435.14591,6.79E-32,2.62E-30,
METAP2,-1.088690782,0.265153565,58.40718959,2.03E-05,0.000122762,
LTA4H,-1.575188431,0.337757607,36.34492565,9.12E-07,6.89E-06,
ELK3,-0.978752261,0.4300963,22.00052603,0.011924745,0.034732268,
FOXM1,-2.905928005,1.229209408,4.129521227,0.002152724,0.007994509,
ARPC3,-1.407890859,0.175947119,166.8257837,4.51E-16,8.30E-15,
SH2B3,2.082011917,0.845955967,7.938975362,0.002455377,0.008997397,
AKAP3,3.557541194,0.818749576,13.82954359,2.65E-06,1.86E-05,
SCNN1A,-2.999807147,0.584361718,16.36780977,3.75E-08,3.46E-07,
OAS3,-3.819135033,0.807940767,9.877635815,2.84E-07,2.33E-06,
OAS2,-4.009538768,1.254087009,5.407326576,0.000143576,0.000721805,
ARHGDIB,-4.309476781,0.498246721,33.64230111,6.81E-19,1.46E-17,
SLC38A1,1.071911154,0.155996563,191.8402636,3.40E-12,4.66E-11,
ENDOU,-2.38515704,0.576199612,20.3479758,5.17E-06,3.46E-05,
VDR,-2.261641295,0.477526238,20.12566779,3.75E-07,3.01E-06,
STX2,2.836832184,0.536916142,24.82486398,2.24E-08,2.13E-07,
COPZ1,-1.261227883,0.220711238,93.80249182,4.66E-09,4.85E-08,
RAB5B,-0.832077264,0.183385263,114.4218636,3.78E-06,2.58E-05,
MRPL51,-1.183842555,0.180139176,153.0044095,2.30E-11,2.93E-10,
GAPDH,-0.59214718,0.056942948,2047.678938,2.05E-25,5.95E-24,
COPS7A,-1.244940673,0.293456716,45.50597321,9.28E-06,5.94E-05,
USP5,-1.271233207,0.261537495,61.13694535,4.82E-07,3.81E-06,
TPI1,-1.082323641,0.126297887,350.9436114,5.37E-18,1.09E-16,
ENO2,5.055870212,0.567906386,41.47565311,1.97E-19,4.35E-18,
ATN1,0.8739672,0.211203415,111.9553447,2.29E-05,0.000137372,
C12orf57,-1.225694921,0.316615874,55.10282053,4.66E-05,0.000262771,
LPCAT3,-1.212013636,0.501259932,15.52569517,0.006110194,0.019765748,
NT5DC3,2.530464521,0.732737103,12.51895929,0.00010399,0.000541535,
LDHB,-3.14598442,0.192837871,146.177016,9.85E-61,7.23E-59,
PRKAB1,1.448789834,0.39818383,29.66609523,9.55E-05,0.000501595,
HCFC2,1.280827242,0.368702162,39.39912281,0.000213336,0.001031188,
RAB35,0.590772147,0.228798568,78.47061165,0.007975162,0.024798838,
COX6A1,-1.399900045,0.188582159,158.870291,4.20E-14,6.79E-13,
RIC8B,1.435371762,0.63429972,17.03711254,0.007820635,0.024398965,
FGFR1OP2,1.065567525,0.368331468,39.07176645,0.001951399,0.007359743,
TMEM14C,-1.975321137,0.216425227,99.72722445,1.52E-20,3.53E-19,
CEP85L,2.002061117,1.145842423,5.313503593,0.013911437,0.039517874,
ADTRP,-1.024878621,0.354188425,31.58485193,0.001964502,0.007399053,
ASF1A,-1.099722039,0.487211106,16.50907053,0.010684805,0.031641697,
MAN1A1,1.00761655,0.456552026,20.28578982,0.014052438,0.039860974,
GABRR2,2.995919427,2.737123011,2.496865208,0.009598916,0.028890958,
SERINC1,1.073132154,0.126174921,346.4747515,9.64E-18,1.95E-16,
TPD52L1,-1.337526554,0.475510675,16.8078521,0.001708425,0.006572698,
UST,1.374228065,0.647509987,9.750846145,0.010838652,0.032035424,
ULBP1,2.790680898,0.45502529,72.17675071,2.28E-10,2.67E-09,
PPARD,-1.395993315,0.23260499,79.70508478,7.20E-10,8.12E-09,
MAPK14,-0.844577124,0.33555783,30.61982353,0.007298897,0.02303268,
STK38,-0.726784846,0.260163214,62.90255818,0.003748303,0.013022806,
SRSF3,1.185579785,0.162020664,317.2087298,1.27E-13,1.97E-12,
MRPL18,1.97952244,0.102365887,736.5931978,5.67E-84,5.88E-82,
FBXO9,1.255067746,0.398017099,26.45067027,0.000672404,0.002879942,
RBM24,5.238482839,2.36267539,6.761507825,8.74E-05,0.000463549,
BAG2,2.083375458,0.947863179,8.52970854,0.005566302,0.018273626,
E2F3,1.64219588,0.360671208,44.2120596,1.60E-06,1.16E-05,
ACOT13,-2.06356171,0.591137497,14.38636427,8.29E-05,0.000441621,
RPS12,-2.789729409,0.080472124,2057.3157,3.54E-264,2.03E-261,
C6orf62,1.73063214,0.153713765,285.7894581,2.27E-30,8.11E-29,
GMNN,-2.486087765,0.817352083,9.363262648,0.00029979,0.001397864,
HBS1L,0.760142348,0.339667444,37.08495896,0.017353947,0.047432058,
PEX7,-1.976751249,0.68138867,11.87288267,0.000639678,0.002756889,
PERP,-3.134862523,0.097711411,1624.948419,2.62E-227,1.06E-224,
ARFGEF3,1.924103833,1.201023213,4.152064834,0.017898337,0.048576234,
ADGRG6,0.866345498,0.381265606,27.21917736,0.014130821,0.040050385,
PHF1,3.199907292,0.266135995,266.2301081,7.17E-34,2.93E-32,
CUTA,-0.813891176,0.212042686,92.30041325,8.29E-05,0.000441586,
QKI,0.908931304,0.371228516,33.94422239,0.008582085,0.026382884,
TFEB,1.809452858,0.642096557,14.34471522,0.001141207,0.004594124,
PPP2R5D,-0.725521812,0.313827552,39.9845766,0.014560133,0.041089947,
MRPL2,-1.398792152,0.507292712,17.15178732,0.00186431,0.007082544,
PTK7,2.168454384,0.266251821,97.05711929,8.93E-17,1.71E-15,
DNPH1,-4.001157212,0.526086969,33.96911217,2.91E-15,5.08E-14,
COX7A2,-1.337102314,0.17485611,159.3917747,8.14E-15,1.39E-13,
SENP6,1.039516671,0.354000097,35.58237206,0.001620277,0.006268525,
VEGFA,1.775883712,0.267751094,64.41051282,9.06E-12,1.19E-10,
PRPF4B,0.662022233,0.245981088,77.04381298,0.005436725,0.017927553,
BTN2A1,1.676417807,0.305152304,55.05694054,1.19E-08,1.19E-07,
CEP72,2.290102147,0.726156179,11.25557531,0.000284937,0.00133655,
TENT4A,1.687453704,0.306290146,58.40879577,1.09E-08,1.09E-07,
KIF20A,-2.786504036,1.444564259,4.409883332,0.004751444,0.016008925,
HSPA9,0.993970569,0.138178233,289.270553,3.73E-13,5.59E-12,
MRPS27,-1.485687847,0.523232538,14.805222,0.001313741,0.005203159,
SPARC,-3.029949397,0.646138784,13.00847619,3.42E-07,2.77E-06,
HMGCR,-1.314771405,0.170905985,152.0948866,5.84E-15,1.00E-13,
FAF2,0.591367453,0.192994938,120.4172953,0.0017838,0.006815182,
CLK4,1.117636219,0.372062055,47.08258598,0.001297391,0.00514187,
LMNB1,-3.020184914,2.184623518,2.278438445,0.007504784,0.023585977,
SUB1,-0.863964595,0.298513933,43.69878084,0.002370237,0.008717049,
TARS,1.241908803,0.143365106,344.7258341,3.17E-18,6.52E-17,
IRX4,2.139384928,0.288053352,86.28951494,2.48E-14,4.08E-13,
SLC12A7,3.917970199,0.563703443,56.20192976,1.42E-12,2.01E-11,
GNPDA1,0.568451275,0.227867538,84.20540139,0.010399101,0.030948371,
PPP2CA,0.524913488,0.138285837,249.3457732,0.000124474,0.000634089,
NR3C1,0.985366055,0.271398383,58.71920316,0.000162238,0.000807385,
LIFR,5.114821918,2.35719089,6.38351836,0.00012129,0.000619781,
SEC24A,0.795854432,0.321889777,45.86944911,0.009008797,0.02745614,
RARS,-0.685341694,0.184930079,108.1515369,0.000157993,0.000788252,
TCERG1,0.754026718,0.234210993,90.5281574,0.000919166,0.003780774,
CSNK1A1,0.47370621,0.119489746,290.1797567,6.69E-05,0.000363949,
ATP6V0E1,-0.693963476,0.197917398,205.6930871,0.000331616,0.001530537,
STC2,6.103727719,0.589517781,62.2330352,4.44E-25,1.27E-23,
CPEB4,0.764792735,0.254312601,84.80036962,0.001882913,0.007142442,
DBN1,1.747094039,0.262142038,73.97603932,7.26E-12,9.65E-11,
EHHADH,-1.682119595,0.976301825,4.844282346,0.014818519,0.041691245,
TIMMDC1,-1.827166187,0.270444302,60.21435382,3.39E-12,4.65E-11,
BCL6,-2.108439968,0.408739183,28.76217523,4.63E-08,4.23E-07,
CLDN16,-4.415814111,1.818223927,3.594510201,0.000739885,0.003130107,
NPHP3,1.774745395,0.606290904,13.24585629,0.000835251,0.003472871,
NIT2,-1.143635463,0.557426155,11.24892332,0.016402848,0.045335331,
FAM162A,-3.279471279,0.315192357,54.6785533,2.71E-26,8.33E-25,
PCCB,-1.514586219,0.684662786,8.397076421,0.006994818,0.022236463,
CEP70,1.481515475,0.639543358,13.2235618,0.006209444,0.02004921,
RBP1,-5.622330943,2.937255868,2.603662116,0.000532003,0.002338789,
BCHE,-1.165708466,2.301688614,1.867663959,0.012185128,0.035401004,
PDCD10,0.606814385,0.241812419,62.27966348,0.009712498,0.029175549,
HES1,0.713552689,0.135948664,420.3864198,1.20E-07,1.04E-06,
USP9Y,0.916332382,0.419300012,26.2929382,0.016798089,0.046168764,
HYAL1,-0.937328166,0.397439225,24.76277067,0.010175359,0.030367637,
RPL24,-1.702405873,0.116941178,350.756563,1.44E-48,8.31E-47,
C3orf14,-1.72491609,1.095088003,3.761342241,0.018324646,0.049545478,
FXR1,0.743159692,0.243571659,90.03236668,0.001703819,0.006556806,
C3orf52,2.722476208,0.346032395,79.41181449,8.48E-16,1.53E-14,
FRMD4B,-0.826220976,0.357901989,28.5146074,0.013229368,0.037931702,
PLXNA1,1.512114879,0.285791846,65.29848536,4.14E-08,3.80E-07,
ATP6V1A,-0.731069889,0.254831361,60.11299509,0.002931953,0.010506608,
UPK1B,-4.724620966,0.6446331,24.97650001,2.95E-14,4.82E-13,
MRPL3,-0.911570857,0.230439035,69.9745903,4.64E-05,0.000261436,
MAPKAPK3,-0.672687606,0.18218872,111.3933611,0.000168864,0.000837645,
AADAC,-3.752436854,1.339411196,5.182219956,0.00045411,0.002032669,
ABHD14B,-2.491074111,0.468192267,22.62489111,1.48E-08,1.45E-07,
EIF1B,0.978750508,0.186966442,159.0156561,9.78E-08,8.58E-07,
SSR3,-0.687849602,0.235944281,75.68331178,0.002623269,0.009544189,
NKTR,1.371731399,0.352587373,36.99444895,4.01E-05,0.000227667,
SPCS1,-1.719384051,0.447704242,23.6071267,2.97E-05,0.0001738,
SLC4A3,3.933368116,0.399133615,75.39316302,1.74E-23,4.67E-22,
INO80D,2.151037446,0.379709384,62.92712846,3.81E-09,4.01E-08,
EEF1B2,-2.154177319,0.128203215,304.5239568,4.37E-64,3.51E-62,
RTKN,0.805695196,0.281720161,54.33372245,0.002835904,0.010204818,
IL1A,-1.70651281,0.166586428,229.4267961,3.63E-25,1.04E-23,
CCL20,1.983430951,0.576013825,54.34009562,0.000161752,0.000805258,
NCL,-1.298388981,0.128781697,262.3005754,2.64E-24,7.28E-23,
SF3B6,-0.7955181,0.13917135,304.5014082,7.54E-09,7.72E-08,
GTF3C2,-0.849962899,0.345652424,30.41692743,0.00862377,0.02648743,
ITGB6,-3.699426983,0.819870704,10.45973996,6.96E-07,5.35E-06,
FNDC4,2.310363805,0.522302129,22.23738689,1.79E-06,1.29E-05,
REEP6,-2.899469825,1.842515575,3.16478193,0.007766269,0.024269246,
IFIH1,-2.654997637,0.839647672,8.280913367,0.000194465,0.000950288,
RPS15,-2.223577159,0.140825921,270.8019247,6.72E-57,4.57E-55,
PCGF1,0.772343264,0.265880096,82.15719402,0.002534835,0.009248841,
SPTBN1,-1.632730843,0.378760099,26.56799055,4.47E-06,3.02E-05,
AUP1,0.432849502,0.148830272,227.3824316,0.003259946,0.011540497,
POLE4,-1.004229612,0.426724372,22.64254554,0.009500819,0.028664473,
CCDC88A,1.649283327,0.84386934,7.490945557,0.012301892,0.035672643,
LANCL1,-1.786341637,0.365179764,32.3685542,2.39E-07,1.98E-06,
WDR75,-0.800335142,0.307684453,42.90336076,0.006088153,0.019717559,
EFEMP1,-2.78897613,0.439553572,35.53712743,2.90E-11,3.68E-10,
FN1,-2.70532874,0.590401179,14.29269676,6.45E-07,5.00E-06,
STAT1,-1.730517734,0.336139351,38.98499459,6.69E-08,6.00E-07,
GLS,1.942501472,0.237920726,97.04772901,7.93E-17,1.52E-15,
UNC50,1.38418627,0.215076953,125.1155096,4.68E-11,5.81E-10,
USP34,1.190073248,0.29325151,54.22305852,2.30E-05,0.000137509,
CCT4,0.414569652,0.111779012,543.2937838,0.000187791,0.000920938,
COQ10B,0.858087586,0.261197628,71.66928269,0.000660133,0.002834422,
HSPE1,0.883169839,0.126267612,357.5332271,1.74E-12,2.43E-11,
KDM3A,1.211597239,0.335092642,36.09344092,0.000133143,0.000674761,
CHMP3,-3.331943286,0.410043787,32.70028577,5.76E-17,1.11E-15,
ZNF142,1.3326137,0.414273671,31.35608579,0.000498335,0.002209838,
WNT6,5.404637685,2.412937603,9.718144934,8.67E-05,0.000460253,
IL1RL1,6.937859105,0.799329641,204.8346534,3.13E-17,6.17E-16,
HDLBP,-0.743482775,0.134310847,268.8652653,2.06E-08,1.98E-07,
PPP1R7,-1.32746383,0.276996919,60.56193084,6.47E-07,5.01E-06,
ODC1,2.563083566,0.098749172,1202.752894,3.14E-149,7.10E-147,
NOL10,-0.901766941,0.395968343,25.39225991,0.013106938,0.037627244,
PRKD3,1.106454256,0.484753086,19.09424822,0.01036642,0.030864421,
DLX2,1.842888514,0.771536036,12.98641472,0.003849014,0.013325738,
SDC1,-3.149893834,0.131188296,461.6112294,2.47E-128,4.73E-126,
SLC1A4,1.253917931,0.642122265,10.11900559,0.018138511,0.049165194,
SOS1,0.914591852,0.336488655,36.74602692,0.003935771,0.013592003,
RND3,-1.299478788,0.191246802,122.4609693,4.52E-12,6.12E-11,
ATF2,1.895329208,0.358271125,43.412521,3.17E-08,2.96E-07,
AAK1,1.296049215,0.513761748,21.50758032,0.004558429,0.015410663,
C2orf42,1.109031879,0.442626216,27.35192371,0.005743989,0.018748118,
PCYOX1,-2.363490818,0.473403101,20.69553647,9.20E-08,8.10E-07,
EPAS1,-0.705509343,0.202333048,97.68664838,0.00036047,0.001648817,
ARID3A,2.097399966,0.641036061,12.87164973,0.000212022,0.001025196,
EPHA4,-4.993803073,1.203226282,7.708327146,8.73E-06,5.62E-05,
FARSB,-1.433270237,0.341407329,32.87403435,9.13E-06,5.85E-05,
BCL9,1.029670161,0.47929961,22.42058282,0.016034669,0.044531784,
DHCR24,-2.573075911,0.143690618,232.7744723,1.53E-72,1.37E-70,
CACYBP,1.328688052,0.226450249,99.93475113,1.84E-09,1.99E-08,
SCP2,-2.273660599,0.475264492,19.48870252,2.77E-07,2.28E-06,
TMEM59,-1.643791542,0.305721688,44.48908343,2.14E-08,2.05E-07,
LRRC42,1.045176052,0.184833096,123.923964,8.64E-09,8.79E-08,
MRPL37,-0.495186825,0.186395911,106.626708,0.006781727,0.021618811,
ICMT,-1.820141105,0.353328456,32.99514803,6.03E-08,5.44E-07,
RPL22,-1.462175284,0.303058432,48.29491297,4.70E-07,3.73E-06,
PHF13,1.395306849,0.243264342,93.1175195,3.81E-09,4.01E-08,
PARK7,-1.181748633,0.204272906,106.6329637,3.35E-09,3.54E-08,
SRSF4,0.968277023,0.240223405,91.10936753,3.26E-05,0.000189248,
MECR,-2.436949123,0.803185388,7.755342893,0.00031945,0.001480325,
ATP5PB,-1.697656649,0.224661599,105.2524875,1.13E-14,1.92E-13,
RAP1A,0.769569756,0.278605509,54.25117915,0.003985701,0.013736933,
CAPZA1,-0.616201176,0.162976406,174.0229103,0.000124186,0.000632853,
SCAMP3,-0.621119964,0.262911247,60.09553805,0.014007793,0.039750678,
ASH1L,1.077526987,0.229545337,135.3404638,1.45E-06,1.06E-05,
SFPQ,2.509280935,0.122682384,887.7808536,1.35E-93,1.65E-91,
ARHGEF2,2.000231797,0.336271201,46.63678833,6.39E-10,7.25E-09,
LAMTOR2,-1.544597248,0.29533519,51.46854773,5.21E-08,4.73E-07,
SRM,-2.407834325,0.305353539,58.55330837,4.95E-16,9.06E-15,
DLEU2L,2.559965157,1.426921851,7.08397667,0.00766514,0.023991591,
C1orf21,-1.409652289,0.749634533,6.726577869,0.016143098,0.044814877,
IVNS1ABP,0.866286806,0.234042216,109.9920273,0.000138424,0.000698444,
KIAA2013,-0.955402753,0.390793051,23.87682629,0.007898881,0.024600442,
MFN2,-0.418880368,0.15726431,170.0179992,0.006951181,0.022107926,
NCF2,-2.555593866,0.920637915,8.075092492,0.000663268,0.002845228,
PLA2G4A,-3.179837152,0.339066687,45.03753241,8.91E-22,2.24E-20,
GADD45A,-0.640281728,0.138372626,239.7551887,2.92E-06,2.04E-05,
WLS,-1.321950557,0.358413632,29.83737196,8.47E-05,0.000450285,
PRDM2,0.71084414,0.296042338,57.3824422,0.011858833,0.034584085,
RGS2,-2.817782122,0.321872604,61.43038091,3.25E-19,7.10E-18,
BCAS2,-0.557376421,0.237456454,80.21884782,0.015450223,0.043151807,
SRSF11,0.831966625,0.191685824,130.6825187,9.59E-06,6.12E-05,
CTH,2.189339536,0.684300817,15.02317887,0.000274564,0.001292285,
PLEKHM2,0.489305281,0.164917567,245.7912187,0.002625587,0.00954759,
CRYZ,-0.809008092,0.34638096,36.36937754,0.012543762,0.036282522,
ZBTB17,0.753186965,0.300672678,69.12223549,0.008648822,0.026558465,
MRPS15,-1.559630165,0.258565219,62.70585961,5.03E-10,5.74E-09,
EXOC8,0.883623079,0.328911471,42.46944895,0.00445883,0.015151898,
RRAGC,1.04504775,0.20315161,121.2370146,1.46E-07,1.25E-06,
MYCL,-2.084860976,0.84449967,6.96386619,0.00211412,0.007868084,
SIPA1L2,-1.718076971,0.525123557,18.72408277,0.000266967,0.001259536,
RLF,1.134845494,0.23383732,119.1804172,6.19E-07,4.82E-06,
AKT3,7.49771482,2.455189582,13.9025871,2.06E-08,1.98E-07,
ADGRL2,-3.026307246,0.375498296,40.30046675,1.02E-16,1.94E-15,
SDHB,-0.801760711,0.238009288,81.47551893,0.00050872,0.002250108,
UAP1,0.581560005,0.183882234,127.1252209,0.001287811,0.005108304,
GBP3,-2.3018678,0.808275216,7.975144709,0.000570765,0.002489432,
GBP1,-5.638832374,1.604958476,6.300414429,1.98E-05,0.000119573,
KIF17,3.012092684,1.110370614,11.97019027,0.001710123,0.006575832,
GALE,0.741675337,0.30804067,45.18577852,0.01131112,0.033260912,
ID3,-2.597796386,0.237530326,95.36359643,1.14E-28,3.82E-27,
PRPF3,1.00615634,0.263755523,72.18116373,7.68E-05,0.000412161,
SLC2A1,1.540415578,0.087699752,724.5972988,1.53E-69,1.32E-67,
EBNA1BP2,-0.937368241,0.22135409,91.13725233,1.36E-05,8.45E-05,
CDC20,-1.821017204,0.467552452,25.79669034,2.20E-05,0.00013243,
ERI3,-0.995258165,0.466057634,21.04441242,0.016410307,0.045337786,
AKR1A1,-1.445391439,0.404271448,26.605701,0.000112741,0.000582052,
PRDX1,0.367756536,0.065684708,1538.213592,2.23E-08,2.13E-07,
TSPAN1,-1.544274189,0.449552942,20.81603512,0.000170956,0.000846497,
FAAH,2.546457935,0.74799326,9.95191492,9.75E-05,0.000511078,
TMED5,1.653612303,0.300223773,51.11402066,1.09E-08,1.09E-07,
CNN3,1.699634369,0.188465654,159.9786739,3.64E-20,8.23E-19,
F3,-2.484619864,0.221448272,125.3809663,5.23E-30,1.84E-28,
ABCD3,-1.132374803,0.465416927,20.26802768,0.006550332,0.020997579,
DPH5,-1.734204612,0.658601546,10.12221778,0.001794311,0.006849652,
PTBP2,2.710921435,0.963063543,11.15758662,0.001105084,0.004461721,
PRDX6,-1.392973461,0.193792205,176.7589502,2.40E-13,3.66E-12,
DARS2,-1.291224724,0.604442902,10.77920687,0.010979064,0.032415723,
IRF6,-0.988716901,0.114021198,307.9033687,2.46E-18,5.10E-17,
SYF2,1.021430436,0.228679861,108.1698302,4.39E-06,2.98E-05,
RSRP1,1.634008358,0.252404718,111.0734812,3.25E-11,4.09E-10,
STMN1,-1.190750809,0.506383835,16.57005533,0.007519296,0.023615449,
NEK2,-3.18930282,2.03667312,2.847655739,0.005790223,0.018872244,
RPS6KA1,0.879010375,0.348851063,32.29181375,0.007162327,0.022664552,
CENPF,-2.275729701,0.912961666,7.181893626,0.001958989,0.007382318,
TXNDC12,-1.107129362,0.375319638,28.79267563,0.001487246,0.005814161,
MESD,-1.320903113,0.59214766,10.4628721,0.008431437,0.025999902,
RCN2,-1.193882071,0.564704442,11.39572234,0.013269906,0.038016338,
CTSD,-2.522149471,0.169847787,272.8274596,1.05E-50,6.24E-49,
STAG1,0.870949616,0.367514416,33.4532508,0.010945751,0.03232428,
KMT2A,2.149567511,0.361409368,76.32056981,7.19E-10,8.11E-09,
SLC8A2,4.601283629,2.206568747,13.35987734,0.000183841,0.000904782,
KPTN,1.157556714,0.343759209,51.38998051,0.000356633,0.001632892,
RPS25,-2.081268091,0.110076094,493.3292226,2.03E-80,2.05E-78,
CAMSAP2,0.4389969,0.178219258,133.4871984,0.012271948,0.035621449,
NRP2,-2.21298347,1.229799069,3.544794014,0.008710949,0.026707643,
KLF7,-1.624290323,0.483788574,17.2414979,0.000208282,0.001009232,
ATP10B,-3.770239783,0.640345939,15.67922472,5.21E-10,5.94E-09,
USP35,1.292461975,0.564467302,12.91477572,0.008027982,0.024946217,
ELOVL4,-1.06847728,0.349915929,65.38794783,0.001108081,0.004471204,
HMGN3,-3.057994368,0.331821606,61.43383319,3.75E-21,9.07E-20,
PLAGL1,1.133508099,0.475733859,21.6060493,0.007832716,0.024421933,
FBXO30,1.267773495,0.403745689,29.94901119,0.000699687,0.00298204,
RAB32,-0.625666428,0.263597954,62.05125417,0.013516261,0.038617889,
SGK1,-1.289630285,0.342110691,42.69631102,6.55E-05,0.000357512,
ARG1,-1.909387625,0.587082162,21.6693362,0.000233911,0.001118493,
ZNF430,1.620222905,0.46493818,22.43160066,0.000143971,0.000723526,
VAMP8,-0.627952454,0.134163334,306.7795103,2.27E-06,1.61E-05,
MYL12B,-0.528531831,0.074259616,881.447739,9.47E-13,1.35E-11,
RPN2,-1.150732697,0.137330122,237.5184234,2.54E-17,5.02E-16,
TGIF2,2.612411708,0.565224634,47.93230553,9.90E-07,7.44E-06,
STBD1,1.160669294,0.505187704,16.74482296,0.009203571,0.027975611,
PPL,-2.232032687,0.186286931,127.8190263,8.15E-34,3.32E-32,
KLF12,2.767188072,1.007707651,6.34637061,0.000899941,0.003714981,
ELL2,-0.403101724,0.171458568,152.6088093,0.016801415,0.046168764,
NDUFB3,-2.340871948,0.189209041,123.9516289,6.40E-36,2.78E-34,
SATB2,3.009081045,1.114474676,9.696587909,0.001753592,0.006722104,
UBE2B,2.117343634,0.184378441,175.6118002,3.72E-31,1.39E-29,
SENP5,0.944771346,0.319758547,49.2214554,0.001835814,0.006986827,
C1orf198,-1.183480534,0.414043022,23.45835134,0.001817612,0.006925853,
CTNNAL1,1.481659262,0.320816359,71.36744672,1.41E-06,1.04E-05,
SET,0.423429773,0.119427638,285.8415774,0.000354488,0.001624687,
PTPA,-1.375739592,0.345575586,32.46486934,2.45E-05,0.000145652,
GLE1,-0.985074791,0.337919162,33.38321436,0.001928548,0.007287504,
PHF19,1.642083738,0.587906714,16.46353419,0.00143784,0.00564822,
NDUFA8,-1.13108276,0.338994744,96.20414694,0.000390109,0.001772057,
HSDL2,-3.013745111,0.543550631,18.32518713,3.56E-09,3.76E-08,
KDSR,-0.964007264,0.436645363,19.92688901,0.014414253,0.040719897,
DCAF4,1.57726861,0.675341204,11.40455732,0.005164696,0.017153501,
IFI27L2,-2.212916625,0.307807664,54.48057463,1.17E-13,1.82E-12,
NPC2,-2.738724894,0.224588159,106.2823837,4.66E-35,1.97E-33,
LTBP2,-1.683930865,0.671168797,10.17980503,0.002797499,0.010090299,
ABCD4,1.668370221,0.519712884,21.27048917,0.000377951,0.00172136,
DLST,0.526237398,0.184837962,145.7706557,0.003764826,0.013076921,
SLIRP,-1.654527883,0.394454695,31.38711416,7.24E-06,4.74E-05,
RBM25,1.251929675,0.206009481,148.8099905,5.72E-10,6.51E-09,
EIF2B2,-1.050302467,0.341140428,34.04792549,0.001053183,0.004273428,
SUPT7L,0.730896168,0.272057922,64.95363961,0.005206209,0.017273083,
