ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
DNMT3A,3.275196911,0.667422628,19.96992313,2.04E-07,1.72E-06,
ATL2,-0.867318564,0.252249097,67.93196955,0.000369315,0.001684251,
FAM98A,-1.307717694,0.34554151,31.78101954,5.89E-05,0.000325143,
LGALSL,-2.623448345,0.224403145,106.1145551,2.11E-32,8.23E-31,
EPCAM,3.356633018,0.257404022,137.7044919,1.25E-39,6.00E-38,
CUTC,-0.994537609,0.441194663,20.67729265,0.012324506,0.035715705,
PYROXD2,1.927978859,0.975679744,12.60448301,0.011609387,0.033978693,
SMNDC1,1.323137912,0.3080539,57.22412017,7.19E-06,4.72E-05,
TCTN3,-1.696926724,0.471310857,18.68604795,7.86E-05,0.000420835,
AVPI1,-2.291837253,0.264555303,89.49656592,8.00E-19,1.70E-17,
GNA13,1.687374881,0.22524594,113.2366498,2.07E-14,3.42E-13,
KANSL1,1.420696977,0.453145996,26.46810533,0.000616786,0.00266739,
DUSP1,2.647230734,0.099470116,972.838212,6.75E-157,1.64E-154,
MSX2,-1.108137438,0.515885239,14.65681713,0.013776234,0.039198358,
MOB3B,-1.961554851,0.802377111,6.719580307,0.002462781,0.009022134,
MTHFD1L,1.025794583,0.404244809,26.78917431,0.00578046,0.018853782,
LRP11,-1.566520546,0.377211315,27.30721818,9.62E-06,6.14E-05,
PCMT1,0.922342913,0.200408226,121.1581939,2.57E-06,1.81E-05,
PLEKHG1,-1.626870429,0.813506571,6.62564791,0.009655583,0.029029858,
CYSTM1,1.149805818,0.28911073,62.13267294,3.33E-05,0.000192859,
WDR55,1.011109629,0.39654741,29.34966242,0.005695094,0.018614945,
GORAB,1.768177303,0.594558798,19.37547312,0.000771651,0.003243613,
ACAT2,-2.497042663,0.345402894,42.76502331,7.52E-14,1.19E-12,
TP53AIP1,-3.878550499,1.044527452,7.002096114,2.49E-05,0.000147973,
PDZD11,-2.386263497,0.312601069,57.3998858,3.65E-15,6.34E-14,
KIAA1217,2.06610826,0.275173013,84.3509013,1.50E-14,2.51E-13,
PLXDC2,-4.427224727,0.737092325,14.47102635,3.08E-10,3.56E-09,
EPC1,1.05531988,0.444067123,27.95139877,0.008873495,0.027109639,
TAF12,-1.242148136,0.378065705,26.62439333,0.00041165,0.001859498,
MTRF1,1.486008797,0.465641016,22.85159659,0.000469487,0.002090651,
UFM1,1.093460434,0.203485672,124.5318877,4.07E-08,3.75E-07,
WBP4,0.761293693,0.316275506,53.21475669,0.01109649,0.032719661,
ELF1,1.069534392,0.146357384,228.5005184,1.58E-13,2.44E-12,
HSPH1,2.598085464,0.10094866,1890.950008,3.28E-146,7.19E-144,
ALG5,-1.431920539,0.482049224,21.09069493,0.000932122,0.003828357,
TGFBI,-4.29374612,0.621922991,20.293063,8.11E-13,1.17E-11,
FAM53C,0.70624896,0.246645718,97.05784161,0.003108659,0.011059891,
SIL1,-1.573005232,0.464003717,18.91927433,0.000194284,0.000949739,
PAIP2,0.881827983,0.204914389,104.6222501,1.12E-05,7.03E-05,
KDM3B,0.930654145,0.230176689,88.70870589,3.23E-05,0.00018743,
EGR1,5.386175794,0.13055231,6576.462564,0,0,
SERP1,-0.96761338,0.28814527,46.21224568,0.000441628,0.001981942,
TMPO,-2.0027296,0.79921122,7.587637929,0.001970742,0.00741446,
SOCS2,3.82322445,0.722707162,25.85669958,4.04E-08,3.72E-07,
CLU,4.965117705,0.270846365,1413.377924,3.00E-75,2.78E-73,
TNFRSF10B,1.697730306,0.157898894,396.5084446,2.04E-27,6.58E-26,
PTK2B,1.509678321,0.449674654,23.62759975,0.000254236,0.001206484,
PPP3CC,1.798428499,0.318522723,46.57988083,4.34E-09,4.54E-08,
PDLIM2,1.32459423,0.377653052,30.60696583,0.000175466,0.000867272,
EPHX2,-4.392679577,1.972739361,3.610824751,0.001109545,0.004475803,
TARDBP,0.94695351,0.140671066,321.4366999,1.03E-11,1.35E-10,
SCPEP1,-1.511463835,0.50281974,16.48547589,0.000770114,0.003239128,
SPOP,0.942997516,0.394482036,27.34503578,0.009597182,0.028890958,
TENT4B,1.443680799,0.342510224,49.47380241,9.14E-06,5.86E-05,
ADCY7,3.449062525,0.322869822,101.1814892,3.22E-27,1.03E-25,
TSHZ3,2.130842082,0.735038759,10.73703828,0.000740445,0.003131517,
PLBD1,-4.770603584,0.548510381,32.08384914,4.90E-19,1.06E-17,
PSPC1,0.841897992,0.319651853,56.87311596,0.005450786,0.017969624,
CSTA,-4.407673764,0.140086486,2062.98758,1.85E-218,7.29E-216,
B4GALT4,-1.090452887,0.509290032,14.4044702,0.014342782,0.040551196,
CAT,-1.679244544,0.482133277,24.05489101,0.000121285,0.000619781,
PILRB,1.390549598,0.393991802,32.08540233,0.000153364,0.000766544,
ZMYM2,0.792679609,0.307701104,46.78418393,0.006746303,0.021535736,
GJB6,-3.697935578,0.265220258,100.0280112,4.11E-45,2.21E-43,
ZCCHC17,-0.868281677,0.317016182,39.78036822,0.003776802,0.013106211,
TNFSF10,-5.559852468,1.7099522,6.48687532,4.97E-05,0.000278271,
PIK3CA,1.050987177,0.44382086,21.15259456,0.008888117,0.027136288,
TMEM54,-1.793508294,0.231900293,98.9166927,2.57E-15,4.51E-14,
ZSCAN20,1.631290721,0.654167106,14.38526593,0.003332929,0.011763279,
LRIF1,1.703489341,0.218681436,200.3016868,2.29E-15,4.02E-14,
CLCC1,1.083136732,0.463295789,18.5244107,0.009206642,0.027978784,
GPSM2,-2.438974741,0.512911637,17.44648579,2.96E-07,2.42E-06,
POLK,1.56363025,0.518628356,17.94325881,0.000757177,0.003193472,
RPL21,-2.206433969,0.139265983,313.580982,2.03E-57,1.40E-55,
MTIF3,-0.762435642,0.308293017,38.93361424,0.009100648,0.027717711,
GTF3A,-0.760479193,0.337769178,37.10786986,0.016395245,0.045323392,
UBL3,1.485473562,0.264194466,84.7692488,7.10E-09,7.28E-08,
OCRL,0.712752063,0.251094872,66.22244441,0.003334101,0.011764407,
MRPS2,-0.885268561,0.372390678,30.04641761,0.01028707,0.030661247,
KIAA1191,0.697959719,0.192110201,123.9586549,0.000210798,0.001020706,
ZC3H7A,1.113316275,0.286352113,56.90163053,5.06E-05,0.000282766,
SHLD2,1.297977248,0.57722299,13.27209097,0.008786048,0.026902032,
PRXL2A,-2.503307424,0.445058069,23.20575029,2.69E-09,2.87E-08,
RPL5,-1.939032096,0.104317003,400.7392841,8.83E-78,8.52E-76,
CCDC18,5.199605687,0.67361818,53.85162001,1.11E-14,1.88E-13,
ZMIZ2,1.212084178,0.349322205,36.6592866,0.000231804,0.001109505,
CBX3,0.845434481,0.204994377,98.90220837,2.53E-05,0.000149939,
HNRNPA2B1,0.51696609,0.103740787,567.0845192,5.47E-07,4.29E-06,
INHBA,2.070766418,0.521432501,24.01287511,1.56E-05,9.60E-05,
ARL4A,-1.073056787,0.452385912,21.4725175,0.008354951,0.025788041,
CLTA,-0.48627264,0.176558735,148.1989286,0.005076371,0.016913065,
CALD1,-1.877430899,0.318067514,40.66006273,8.14E-10,9.12E-09,
PLAU,1.586012862,0.153428947,212.500688,1.52E-25,4.49E-24,
CHST3,1.319533019,0.467083759,18.82589701,0.00177883,0.006801914,
P4HA1,1.889195711,0.271810596,63.04015341,8.71E-13,1.25E-11,
ZWINT,-2.921477358,0.699609313,12.25631506,3.52E-06,2.42E-05,
ACADS,1.454670576,0.693948789,8.874357663,0.01054151,0.031297944,
MED13L,0.887865272,0.390877847,38.88680136,0.014180256,0.040166812,
RASSF8,2.588521264,0.625722337,22.1035634,7.16E-06,4.70E-05,
ITPR2,-1.825182468,0.853887142,6.240064241,0.005733099,0.018717003,
ACOT9,1.506348037,0.27668426,67.25164241,1.87E-08,1.82E-07,
PRDX4,-1.216132017,0.351085227,37.46625992,0.000223309,0.001072629,
DDX39A,0.966916904,0.192403464,230.5144973,3.02E-07,2.46E-06,
PKN1,1.987067782,1.197332071,4.586897864,0.015596909,0.043499866,
TRIR,-0.431126026,0.169929003,218.0683685,0.00992335,0.029718365,
EBPL,-2.944122324,0.494200882,23.86939706,3.06E-10,3.54E-09,
ATF1,1.662759655,0.299799706,65.81285129,9.07E-09,9.19E-08,
MMP19,7.988891092,2.376302669,91.35040363,2.52E-10,2.93E-09,
PFDN5,-1.124167798,0.179691784,137.3154987,1.96E-10,2.31E-09,
ORMDL2,-0.820249624,0.270247964,53.01473394,0.001574117,0.006108776,
NR4A1,3.496185171,0.98194543,49.08659204,0.000198969,0.000968869,
LRP1,1.124225932,0.421596789,21.62617032,0.003574236,0.0125062,
HOXC11,1.095943984,0.522850669,15.34423288,0.016511122,0.045552476,
ATG101,0.605323119,0.238711049,88.48761916,0.008867704,0.027097943,
IKZF4,1.892167853,0.76286615,22.4400625,0.003607587,0.012594158,
TUBA1B,-1.063718661,0.166460371,137.47872,8.76E-11,1.06E-09,
HJURP,-3.64232181,1.878959808,3.014720898,0.002763593,0.009981049,
AMD1,0.986381836,0.227218435,79.91494836,8.06E-06,5.23E-05,
MORF4L2,0.653652663,0.081965157,1068.494945,1.23E-15,2.20E-14,
FAM199X,0.867288022,0.320069133,42.74074487,0.004238208,0.01451297,
BAZ2B,0.902001432,0.388929627,36.59035219,0.012196217,0.035425763,
SLC36A1,1.443634394,0.39915691,31.65480611,0.00010474,0.000545029,
LPGAT1,2.096410593,0.436506156,29.33457337,3.41E-07,2.76E-06,
G0S2,1.410029865,0.548586895,20.25127635,0.00340256,0.011966191,
RAP2C,0.809764064,0.25653538,74.32997521,0.001073921,0.004348623,
COQ8B,1.646751144,0.518061291,20.0295852,0.000410346,0.001854824,
RAB38,-2.923038618,0.236702781,103.4259573,6.55E-36,2.84E-34,
AGO2,2.059263395,0.304992925,64.52310404,3.56E-12,4.87E-11,
ACSL3,-0.691820355,0.252234083,57.41312408,0.004481126,0.01520146,
CHPF,-1.365119583,0.276168568,51.78740393,2.88E-07,2.35E-06,
SLC12A4,2.676938025,0.305624484,85.84239798,4.07E-19,8.84E-18,
FAM210B,-2.835965015,0.617528048,16.41581805,5.04E-07,3.97E-06,
SLPI,-2.413491376,0.118501069,1857.539423,4.92E-93,5.96E-91,
SDC4,1.100705282,0.103737274,440.8027953,1.35E-26,4.23E-25,
NCOA3,0.637594658,0.241966227,72.45927075,0.00655996,0.02102356,
PARD6B,1.951376886,0.554316897,18.79907286,9.90E-05,0.000518058,
ATP5F1E,-2.250159857,0.275575615,70.25849926,5.69E-17,1.10E-15,
SRSF6,1.372253794,0.144307573,425.0129181,8.22E-22,2.07E-20,
ZNFX1,0.834734637,0.244887968,93.42847504,0.000436166,0.001959341,
CSE1L,-1.473834607,0.213239233,91.64023879,1.63E-12,2.29E-11,
SNAI1,4.164385546,2.154419552,20.27014605,0.000449555,0.002016204,
STX16,0.985264604,0.19666259,112.8014362,3.19E-07,2.59E-06,
RNF114,1.083567124,0.21098534,152.8720303,1.51E-07,1.29E-06,
NEURL2,2.472980363,0.903571692,14.54951599,0.001228975,0.004907367,
PEPD,-1.74353548,0.47669547,19.77897724,6.06E-05,0.000333464,
XG,-3.371723161,0.58093147,16.81661847,7.93E-10,8.89E-09,
NAGK,-1.589562352,0.396341792,26.09357505,1.72E-05,0.000105088,
MCEE,-1.922533962,0.942702912,9.79929016,0.006073065,0.019673309,
PAIP2B,-2.823696217,1.062608001,4.833229146,0.000880189,0.003642162,
POF1B,-3.041995596,0.248993569,123.6283953,3.08E-35,1.31E-33,
LYPD3,-1.685918295,0.105848638,740.1480133,1.11E-57,7.71E-56,
USP9X,0.653449563,0.233954562,97.54428484,0.004043054,0.01390335,
RRP36,-0.792071109,0.293261262,51.93126146,0.004600725,0.015527025,
SNRPC,-1.622720893,0.223538539,101.0713297,1.14E-13,1.78E-12,
HIST1H1D,6.759956253,1.285445359,47.51217819,4.58E-09,4.77E-08,
HIST1H1A,4.510901409,2.267983512,13.58418576,0.000353466,0.001620543,
RPS10,-1.567035363,0.398891923,29.04561066,2.51E-05,0.000148883,
HIST1H2BJ,3.689880829,0.349045844,582.3297995,2.15E-26,6.63E-25,
MAD2L1BP,0.893543232,0.236594061,95.80376527,0.000100116,0.000523334,
MEA1,-1.138863952,0.317894733,40.31575494,0.000158497,0.000790481,
CDKN1A,-0.361011629,0.081603073,806.835629,9.02E-06,5.78E-05,
GLO1,-1.141545236,0.145208615,210.2500053,1.84E-15,3.28E-14,
ATXN1,1.166201802,0.42718015,24.87693378,0.002867624,0.010310893,
LRRFIP1,1.964244425,0.227637859,93.94349258,1.50E-18,3.15E-17,
RAB17,2.481924269,3.094144433,1.679821144,0.0158127,0.044021637,
CXCL6,2.552883141,2.485569888,3.83247123,0.01325062,0.037984744,
EMC3,-0.724442465,0.296221322,41.26531231,0.01020897,0.03046136,
SH3TC1,1.569663957,0.775226244,8.578687187,0.01115729,0.032864589,
BBS2,-1.392990647,0.585957123,11.90916816,0.005346546,0.017668183,
MT1G,-2.978981758,0.117564475,698.4604048,1.59E-142,3.44E-140,
MT2A,-1.969428476,0.117398677,725.56128,8.03E-64,6.41E-62,
C16orf70,-1.03638707,0.484231939,16.28275551,0.0154441,0.043143437,
GOT2,-1.100229665,0.224852883,78.10869837,4.98E-07,3.93E-06,
TM9SF2,-0.838592746,0.241688395,63.23733907,0.000338438,0.001557333,
IRF1,2.819030493,2.222102315,6.65852931,0.007706874,0.024105817,
NDUFA1,-1.779798318,0.139166654,353.3057465,4.89E-38,2.26E-36,
FAM193A,2.070900139,0.400589787,48.09544818,5.86E-08,5.29E-07,
SOX9,-2.181442817,0.312723184,47.21523541,5.78E-13,8.52E-12,
GGA3,0.76566924,0.262696266,82.7245646,0.002505825,0.009157942,
MBOAT7,1.1612485,0.229597367,118.7793786,2.04E-07,1.71E-06,
SRMS,2.270221283,1.514168979,4.162694794,0.01568121,0.043699655,
FNDC11,3.708870484,1.483844724,5.373883941,0.000977146,0.003993075,
PPDPF,-2.485915787,0.176600839,225.7728713,8.15E-46,4.46E-44,
IL1B,-4.380574216,0.453177872,40.53957645,7.49E-23,1.97E-21,
CHCHD5,-2.107893571,1.082282854,4.405754108,0.006511257,0.020882024,
POLR1B,-0.983051512,0.450249123,17.2128311,0.014938903,0.041970046,
CCDC93,1.07501862,0.256157926,73.91385462,1.43E-05,8.86E-05,
SLC25A23,-1.432342151,0.458724518,18.67018079,0.000577149,0.002513303,
GTF2F1,-0.881372647,0.249578311,69.16901708,0.000256924,0.001218821,
ALKBH7,-2.888400275,0.622725976,17.2614268,4.27E-07,3.41E-06,
TNFSF9,-1.39737703,0.390065206,35.48663029,0.000118427,0.000607546,
RPL23,-1.486599117,0.139716793,223.3877726,6.74E-27,2.14E-25,
C3,4.641522675,2.595181994,3.272445938,0.001057159,0.004286084,
SH2D3A,1.206875704,0.377871212,29.6308976,0.000615546,0.002662862,
GPR108,-0.620482337,0.243328209,68.1487792,0.008433012,0.025999902,
TNFSF14,6.742991012,2.549701948,7.264188331,3.59E-06,2.47E-05,
FOSB,2.980727581,0.815655817,154.200395,0.000120562,0.000617351,
SNRPD2,-1.867522153,0.169875813,189.2413976,9.41E-29,3.19E-27,
EML2,-1.222690219,0.440903682,20.31306547,0.002227964,0.008238452,
VASP,1.660345002,0.175583084,171.4591488,9.69E-22,2.43E-20,
SDCBP2,-1.025537642,0.206669105,165.4774256,3.81E-07,3.06E-06,
TGM3,-3.110713324,1.08431976,5.642779647,0.000490372,0.002176627,
DTD1,-1.217349127,0.504852643,15.6587851,0.006161477,0.019903649,
STK35,0.741253222,0.308905566,57.17325385,0.011664116,0.034117168,
FLRT3,-4.40686121,0.484802887,36.15532227,1.34E-20,3.13E-19,
OVOL2,1.997308805,0.677327546,10.38587943,0.0006266,0.002706442,
DSTN,-2.302701561,0.167940322,180.6863896,1.49E-43,7.81E-42,
MGME1,-1.508793915,0.370857168,34.6933487,1.46E-05,9.04E-05,
ITPA,-1.069102556,0.314407647,65.51935769,0.000336042,0.001547854,
MRPS26,-1.715100246,0.32050799,45.51218538,2.24E-08,2.14E-07,
HNRNPR,0.694681111,0.232073816,72.13049171,0.002069299,0.007730464,
ZNF436,0.679368491,0.24918391,104.038279,0.004850887,0.016295579,
MAX,0.726019476,0.290887812,55.35925097,0.009085894,0.027678881,
ID1,-2.00119024,0.470379291,23.31887955,4.13E-06,2.81E-05,
EIF2S2,0.33921403,0.123756665,295.5341065,0.005697362,0.018617948,
ERGIC3,-1.023515305,0.272044565,75.95922563,9.07E-05,0.000480082,
ROMO1,-2.557425068,0.241254963,144.8463762,3.68E-27,1.18E-25,
FAM83C,-5.656100018,0.372553583,91.6303105,1.44E-52,8.99E-51,
PLAGL2,0.929703556,0.298925154,49.45450375,0.001117052,0.004504767,
MMP24OS,-1.300309982,0.446312076,19.35505415,0.001320516,0.005227515,
KDM5C,1.489444292,0.159206893,381.3979727,3.09E-21,7.58E-20,
PSMB2,-0.786244005,0.208288005,86.66188326,0.000110006,0.000569637,
AGO3,1.528253016,0.701815169,11.16723135,0.008432662,0.025999902,
UROD,-1.010466812,0.412454787,23.24600463,0.007305476,0.023040851,
KLC1,1.474405097,0.306072359,49.25326979,4.76E-07,3.76E-06,
PCID2,1.6143706,0.273166479,126.4231258,1.21E-09,1.33E-08,
SLURP1,-3.223725925,0.623754024,34.31255995,2.34E-08,2.22E-07,
CAPNS1,-1.505004893,0.174992444,141.1726881,2.62E-18,5.41E-17,
COX6B1,-2.340114161,0.205264317,192.5475875,6.78E-31,2.48E-29,
NR1D1,-0.717276831,0.171777651,284.2988435,2.21E-05,0.00013275,
FRMD8,-1.985779993,0.298724777,54.64992936,6.26E-12,8.38E-11,
PRDX5,-2.283922159,0.096927671,584.3794308,1.53E-123,2.64E-121,
BCL2L12,1.04342079,0.309142128,94.96995169,0.000409703,0.001853132,
SCAF1,1.251202086,0.191835798,203.0624405,3.24E-11,4.09E-10,
TRAP1,-2.247800889,0.348898544,36.86373034,2.06E-11,2.62E-10,
GLIS2,3.844149139,0.766406245,18.20315047,1.32E-07,1.14E-06,
NSRP1,0.901620467,0.311224477,44.57767797,0.002273086,0.008396303,
IFI6,-6.146591667,0.409262607,106.4793759,1.15E-51,7.01E-50,
UXT,-0.852910642,0.316601911,71.3944347,0.004405476,0.015007547,
ELK1,2.798625498,0.227273752,135.6210911,1.50E-35,6.42E-34,
DLGAP5,-2.765225513,1.263012771,4.571471887,0.002750178,0.009943008,
SGPP1,0.999224704,0.389710843,29.92283099,0.005541815,0.018213157,
WDR60,1.430567798,0.604327692,11.87340398,0.005665998,0.018537404,
CANX,-0.757936447,0.118319654,316.7728604,1.10E-10,1.32E-09,
INTS11,1.021966608,0.334178106,46.77207908,0.001208325,0.004833299,
HIVEP3,4.07328885,2.247472528,8.586310552,0.000871754,0.003612674,
BCL11B,-1.688387658,1.024286684,4.022426924,0.017616199,0.048034686,
COX7C,-1.747838189,0.163820518,164.3079121,3.81E-27,1.21E-25,
TRAF2,1.147132307,0.450755604,24.27224241,0.004790417,0.016119911,
RAP1B,1.319299377,0.507215133,18.90934371,0.003477393,0.012204484,
FGFRL1,4.257692229,0.541631905,36.0823899,1.12E-15,2.01E-14,
UBR4,0.897047635,0.185957196,180.0421793,9.40E-07,7.09E-06,
HP1BP3,1.490019014,0.17371712,218.3330576,3.63E-18,7.42E-17,
SIN3B,1.467357127,0.254541049,81.6460138,3.05E-09,3.23E-08,
UQCR11,-2.352710196,0.288320356,86.7022625,5.36E-17,1.04E-15,
SYNGR3,5.175649213,2.625541775,3.749798125,0.000464074,0.002071222,
KDM4B,1.387031438,0.504793282,16.3762237,0.002078497,0.007756425,
TUBA4A,-2.60044587,0.110144094,430.6858353,4.13E-124,7.21E-122,
AAMP,-0.972332499,0.192163554,138.2502145,2.41E-07,1.99E-06,
RNF6,0.990006616,0.140516634,246.4372215,1.10E-12,1.56E-11,
ECHS1,-1.811834409,0.211571246,113.0478184,2.71E-18,5.59E-17,
PTPN12,0.811917494,0.208040457,102.2544426,6.53E-05,0.000356532,
POR,-1.385117142,0.348682859,33.10282913,2.48E-05,0.000147537,
STYXL1,-0.752485943,0.307505851,43.13515513,0.00988728,0.02961677,
STEAP4,-3.928719826,0.987757083,7.784334092,9.94E-06,6.33E-05,
GNAI1,-1.323274157,0.503250682,14.47091853,0.002991053,0.010701719,
RBM48,1.322463883,0.422120736,39.48594531,0.000707614,0.003009266,
ZFP36,2.734065994,0.081822534,1761.976517,1.38E-245,6.81E-243,
SRD5A3,-2.454947783,0.804300226,7.577853368,0.000284501,0.001334957,
PAICS,-2.07183029,0.396461025,29.76962533,3.29E-08,3.07E-07,
ADM2,5.384232327,0.757056496,38.30506931,1.05E-12,1.50E-11,
DGCR6L,-1.960690846,0.950419285,12.58426655,0.005354141,0.017684813,
DGCR8,1.009551556,0.38114328,28.1298816,0.004310546,0.014724142,
SDF2L1,-1.584101289,0.496847857,31.32473144,0.00038073,0.001732872,
YWHAH,0.443229665,0.171401988,139.5708015,0.008696174,0.026680125,
ATF4,1.965082004,0.08360975,1796.288645,8.88E-123,1.51E-120,
BAIAP2L2,1.932926523,0.674815121,11.51464807,0.000870625,0.00360908,
TST,-2.678635468,0.654893559,13.01030168,5.36E-06,3.58E-05,
RAC2,-1.010541074,0.333005714,32.32331114,0.001279551,0.00508431,
LIF,5.021411914,0.58482392,60.69640312,6.64E-18,1.34E-16,
KRT17,-4.582651061,0.07096197,6494.128739,0,0,
EMC4,-0.998811131,0.273899244,49.90003764,0.000145842,0.000732129,
RNF112,1.9804851,1.03031474,8.036360276,0.011566915,0.03387594,
CPA4,1.101195271,0.111105842,600.7837546,1.46E-23,3.95E-22,
DOCK4,1.897476825,0.748571987,11.96551245,0.002594447,0.009444306,
ATP6V1F,-1.900833226,0.155079639,390.8705603,3.54E-35,1.50E-33,
VGF,6.335906082,0.955438505,109.5074711,1.59E-10,1.88E-09,
FLNC,9.702427509,2.482167947,135.0997674,2.02E-14,3.34E-13,
IRF5,1.445874726,0.460203826,20.14661948,0.000564118,0.002468238,
MRPS12,-1.036039697,0.380448303,26.96050153,0.003254037,0.011523149,
MYO1B,-0.800607514,0.233452558,67.06959917,0.000406525,0.001839961,
MTX2,-0.863362431,0.280089789,59.27165781,0.00128085,0.005086912,
HAT1,-1.007231052,0.465949368,18.60467996,0.015425281,0.04309959,
INO80,1.430393511,0.258755898,109.0242375,1.27E-08,1.25E-07,
DUT,-1.438761565,0.452005874,19.51586243,0.000465311,0.002076073,
CHAC1,4.328358711,0.394708587,71.89468009,1.47E-28,4.93E-27,
ARPP19,0.775601033,0.189630256,118.8477284,3.09E-05,0.000180614,
PSMA1,-0.649415245,0.213432903,85.74052181,0.00180335,0.006880351,
SUMF2,-2.800065742,0.408998319,31.47154841,1.01E-12,1.44E-11,
SPCS3,-1.03662592,0.336630225,34.78229344,0.001070408,0.004336945,
BBOX1,-10.08006217,2.995616625,21.96448897,1.23E-12,1.75E-11,
RPAIN,0.805572773,0.341163996,44.43475646,0.012098826,0.035187313,
CD68,-1.452604628,0.272624453,72.05749552,3.39E-08,3.15E-07,
TXNDC17,-2.480638962,0.375111907,38.21680657,5.53E-12,7.46E-11,
FXR2,1.18303167,0.197801577,124.3792732,1.06E-09,1.17E-08,
KIF1C,-0.915526303,0.190502111,107.210156,9.42E-07,7.10E-06,
MPDU1,-1.336243497,0.300268568,50.10855704,3.31E-06,2.29E-05,
CCNT1,0.710203408,0.293163493,51.00189354,0.011226037,0.033024794,
SLC44A2,-1.389592046,0.241437211,70.34707933,3.20E-09,3.39E-08,
AP1M2,-1.913273348,0.270693174,72.53528684,3.48E-13,5.23E-12,
CDKN2D,1.289362771,0.364140671,36.70489083,0.000160786,0.000800737,
KLK10,-2.556369052,0.210489444,126.8808084,9.25E-35,3.89E-33,
KLK8,-3.393900093,0.35839149,81.88399925,2.94E-22,7.60E-21,
NGDN,1.203320052,0.256017422,100.0089365,1.22E-06,9.01E-06,
ADCY4,3.008967977,2.848543319,2.181232976,0.009963339,0.02982518,
RAB2B,1.230875828,0.336207018,55.74679677,0.000112816,0.000582223,
BCL2L2,0.661335771,0.208825692,102.0886016,0.001180356,0.00472965,
AJUBA,-0.674469446,0.245458619,60.98928585,0.004493824,0.015240788,
HEATR5A,-1.467113708,0.820113392,6.085729812,0.017799573,0.04841035,
NEDD8,-1.626518325,0.233021282,83.22712087,8.56E-13,1.23E-11,
DAD1,-1.093464204,0.163707087,233.0690799,1.19E-11,1.55E-10,
TEP1,1.325170592,0.428790106,28.85870336,0.000784145,0.003290118,
REEP5,-0.827853454,0.237170278,68.09727636,0.000315712,0.001463997,
SEC14L1,0.666106615,0.272434867,64.58366364,0.011053226,0.032599811,
RHBDF2,1.496908838,0.355938023,37.33341633,8.72E-06,5.62E-05,
ASH2L,-1.12477067,0.492494773,14.55585816,0.009680934,0.029093399,
RPS4Y1,-1.425424457,0.148890233,315.4351051,3.72E-22,9.57E-21,
TMEM8A,1.807617897,0.400830393,31.23296125,1.69E-06,1.22E-05,
ABHD17A,1.012078369,0.394045153,28.10079724,0.005407792,0.017840671,
PHF10,1.113258665,0.377751565,33.62120554,0.001512775,0.005902259,
STARD8,2.648020317,2.453769194,3.049047304,0.011878382,0.034626462,
FAM155B,-1.493841583,0.839381319,6.196418508,0.017647705,0.048101586,
GDPD2,-3.885575915,1.162269854,6.647848299,7.81E-05,0.00041852,
SAT1,1.564921629,0.055202998,3128.29705,2.68E-177,8.80E-175,
